outer_split_id,freeze_id,freeze_path,freeze_sha256,freeze_type,historical_test_already_observed,unbiased_final_estimate
split_001,bugfix_research_freeze_v1:44b0a324534e8132b0b21fcfc099f096a4dc760603ed64b6d2d0cf410bd2c95e,split_001/freeze_manifest.json,19edb7f0a7d0aff71efa6a1bfd7befe860b181ac30276ed8784df36fe7b265ca,post_observation_bugfix,True,False
split_002,bugfix_research_freeze_v1:adf69daa3f682e9923b498b864a14b2716d709e0e992638b12f271b1bab5a587,split_002/freeze_manifest.json,0ca264abf00753846e72743e4e997731f7ab4d40d73a34d6fe2ca947ccf686da,post_observation_bugfix,True,False
split_003,bugfix_research_freeze_v1:43ff2596579159060fabc66f042988479ef9cd5be55923f56c36421671bb5b1e,split_003/freeze_manifest.json,29b3e2709ffb8de3c6e931d4a69a84603034b99bdf6a19bc7eb7a77404cb299c,post_observation_bugfix,True,False
