start_date,end_date,trading_days,gross_annualized_return,net_annualized_return,universe_annualized_return,gross_annualized_excess,net_annualized_excess,gross_excess_ir,net_excess_ir,net_max_drawdown,average_turnover,average_daily_cost,topk,cost_bps,score_weights,score_clip,min_count
2017-02-07,2020-07-29,849,-0.07115012407302856,-0.09405595064163208,0.01564943790435791,-0.0963868498802185,-0.11867189407348633,-1.2104408334162062,-1.5186019208002788,-0.4828203320503235,0.19809187279151944,9.904593639575972e-05,50,5.0,"rev_5:1,std_20:-1,amplitude_20:-1",3.0,100
