datetime,holding_count,gross_return,turnover,cost,net_return,universe_return,excess_return,net_excess_return
2017-02-07,50,0.004724469,1.0,0.0005,0.004224469,0.007905014,-0.0031805448,-0.003680545
2017-02-08,50,0.0035523593,0.21999999999999997,0.00010999999999999999,0.0034423594,0.0017689875,0.0017833718,0.0016733719
2017-02-09,50,0.008075484,0.21999999999999997,0.00010999999999999999,0.007965484,0.0058702365,0.0022052475,0.0020952472
2017-02-10,50,-0.0017795706,0.24,0.00012,-0.0018995706,0.00074135914,-0.0025209298,-0.0026409298
2017-02-13,50,-0.004854995,0.16000000000000003,8.000000000000002e-05,-0.004934995,-0.010567437,0.005712442,0.005632442
2017-02-14,50,0.004760295,0.16000000000000003,8.000000000000002e-05,0.004680295,0.008036781,-0.003276486,-0.003356486
2017-02-15,50,-0.005548766,0.18000000000000005,9.000000000000003e-05,-0.005638766,-0.008433318,0.0028845519,0.0027945517
2017-02-16,50,0.013381492,0.14,7.000000000000001e-05,0.013311492,0.013717369,-0.00033587683,-0.0004058769
2017-02-17,50,0.0054529323,0.24,0.00012,0.0053329323,0.008462022,-0.0030090897,-0.0031290897
2017-02-20,50,0.0041144146,0.43999999999999995,0.00021999999999999998,0.0038944145,0.0067099226,-0.002595508,-0.002815508
2017-02-21,50,0.0052291844,0.26,0.00013000000000000002,0.0050991843,-0.0010006985,0.006229883,0.006099883
2017-02-22,50,0.0019692136,0.36,0.00017999999999999998,0.0017892136,0.00093304605,0.0010361676,0.0008561676
2017-02-23,50,-0.0067827892,0.36,0.00017999999999999998,-0.006962789,-0.0089551145,0.0021723253,0.0019923253
2017-02-24,50,0.0026811159,0.31999999999999995,0.00015999999999999999,0.0025211158,0.0046980446,-0.0020169287,-0.0021769288
2017-02-27,50,0.0009547877,0.21999999999999997,0.00010999999999999999,0.0008447877,0.0026797312,-0.0017249435,-0.0018349435
2017-02-28,50,-0.0057372246,0.21999999999999997,0.00010999999999999999,-0.0058472245,-0.0058639063,0.00012668176,1.668185e-05
2017-03-01,50,0.0001677525,0.21999999999999997,0.00010999999999999999,5.77525e-05,0.0023398274,-0.0021720747,-0.002282075
2017-03-02,50,0.009931956,0.24,0.00012,0.009811956,0.010702562,-0.00077060517,-0.00089060515
2017-03-03,50,0.002658546,0.33999999999999997,0.00016999999999999999,0.002488546,0.000738122,0.0019204239,0.001750424
2017-03-06,50,-0.0018036998,0.21999999999999997,0.00010999999999999999,-0.0019136998,-0.0040691565,0.0022654566,0.0021554567
2017-03-07,50,-0.00872431,0.21999999999999997,0.00010999999999999999,-0.008834311,-0.009757301,0.0010329904,0.00092299003
2017-03-08,50,-0.001806252,0.21999999999999997,0.00010999999999999999,-0.0019162521,0.00061242335,-0.0024186755,-0.0025286754
2017-03-09,50,0.0068765343,0.19999999999999996,9.999999999999998e-05,0.0067765345,0.009564395,-0.0026878607,-0.0027878606
2017-03-10,50,-0.0021140706,0.18000000000000005,9.000000000000003e-05,-0.0022040706,-0.002830832,0.00071676145,0.00062676147
