factor,split_id,oos_degradation
alpha360_LOW19,split_002,0.05857464034010044
alpha360_LOW2,split_002,-0.005732117915651015
alpha360_LOW20,split_002,0.05853388617794406
alpha360_LOW21,split_002,0.059272719969399756
alpha360_LOW22,split_002,0.05969348584587525
alpha360_LOW23,split_002,0.05972005756167896
alpha360_LOW24,split_002,0.06011867679928772
alpha360_LOW25,split_002,0.06033936560598537
alpha360_LOW26,split_002,0.05893019071872092
alpha360_LOW27,split_002,0.05693190393352828
alpha360_LOW28,split_002,0.055378801861255635
alpha360_LOW29,split_002,0.05325349739841853
alpha360_LOW3,split_002,-0.01853775389311555
alpha360_LOW30,split_002,0.051194105335561804
alpha360_LOW31,split_002,0.04764239075085583
alpha360_LOW32,split_002,0.044888088059694756
alpha360_LOW33,split_002,0.04485547754069262
alpha360_LOW34,split_002,0.04585331722016557
alpha360_LOW35,split_002,0.04782832319788444
alpha360_LOW36,split_002,0.049808027858135054
alpha360_LOW37,split_002,0.05050494594719536
alpha360_LOW38,split_002,0.05072134069849496
alpha360_LOW39,split_002,0.05080834888852266
alpha360_LOW4,split_002,-0.022797805602298944
alpha360_LOW40,split_002,0.05144878834769681
alpha360_LOW41,split_002,0.05165453755401133
alpha360_LOW42,split_002,0.05097416945233594
alpha360_LOW43,split_002,0.050274947716154955
alpha360_LOW44,split_002,0.04983169579226085
alpha360_LOW45,split_002,0.05161746063609038
alpha360_LOW46,split_002,0.05360152318590498
alpha360_LOW47,split_002,0.054388475847971234
alpha360_LOW48,split_002,0.05402513646873844
alpha360_LOW49,split_002,0.0535927398843618
alpha360_LOW5,split_002,-0.021818568056481823
alpha360_LOW50,split_002,0.05300075637417051
alpha360_LOW51,split_002,0.05256400804397808
alpha360_LOW52,split_002,0.05139419911983502
alpha360_LOW53,split_002,0.05015612092749415
alpha360_LOW54,split_002,0.04847955016943152
alpha360_LOW55,split_002,0.04494251142124911
alpha360_LOW56,split_002,0.04223513731094833
alpha360_LOW57,split_002,0.03920350329308121
alpha360_LOW58,split_002,0.035934099854640925
alpha360_LOW59,split_002,0.03387430748087707
alpha360_LOW6,split_002,-0.014463217046603888
alpha360_LOW7,split_002,-0.004733430266143868
alpha360_LOW8,split_002,0.005216607560356412
alpha360_LOW9,split_002,0.016580409171899478
alpha360_OPEN0,split_002,-0.014315799459366067
alpha360_OPEN1,split_002,-0.01998431142083137
alpha360_OPEN10,split_002,0.017389460115395
alpha360_OPEN11,split_002,0.023836304494127783
alpha360_OPEN12,split_002,0.030944774341677375
alpha360_OPEN13,split_002,0.03625823847173738
alpha360_OPEN14,split_002,0.03821893737705133
alpha360_OPEN15,split_002,0.03911439390446703
alpha360_OPEN16,split_002,0.04267533038780415
alpha360_OPEN17,split_002,0.047889553964567344
alpha360_OPEN18,split_002,0.05023027575691122
alpha360_OPEN19,split_002,0.05235945781589144
alpha360_OPEN2,split_002,-0.030828476849832663
alpha360_OPEN20,split_002,0.05386710047675232
alpha360_OPEN21,split_002,0.05514594950005866
alpha360_OPEN22,split_002,0.055401078207065774
alpha360_OPEN23,split_002,0.05665111272843165
alpha360_OPEN24,split_002,0.05626483090066669
alpha360_OPEN25,split_002,0.055799669481680185
alpha360_OPEN26,split_002,0.05283553964044353
alpha360_OPEN27,split_002,0.05029471065483841
alpha360_OPEN28,split_002,0.0487870827041752
alpha360_OPEN29,split_002,0.046944645067215685
alpha360_OPEN3,split_002,-0.041309309642300514
alpha360_OPEN30,split_002,0.04430645668660735
alpha360_OPEN31,split_002,0.04081767924076091
alpha360_OPEN32,split_002,0.038260807306627856
alpha360_OPEN33,split_002,0.03949636614797118
alpha360_OPEN34,split_002,0.03988670705813012
alpha360_OPEN35,split_002,0.0417034459581061
alpha360_OPEN36,split_002,0.042963238431531284
alpha360_OPEN37,split_002,0.04285101232064438
alpha360_OPEN38,split_002,0.04333853747001362
alpha360_OPEN39,split_002,0.04403377591844146
alpha360_OPEN4,split_002,-0.03941717067881255
alpha360_OPEN40,split_002,0.04407655771549096
alpha360_OPEN41,split_002,0.04366307509991657
alpha360_OPEN42,split_002,0.04378039804473788
alpha360_OPEN43,split_002,0.04187459654767131
alpha360_OPEN44,split_002,0.043156032206289274
alpha360_OPEN45,split_002,0.044479471844424925
alpha360_OPEN46,split_002,0.046182469082206204
alpha360_OPEN47,split_002,0.04637385600020098
alpha360_OPEN48,split_002,0.045284093886754445
alpha360_OPEN49,split_002,0.04571908503933714
alpha360_OPEN5,split_002,-0.03112461639679604
alpha360_OPEN50,split_002,0.04593963927779697
alpha360_OPEN51,split_002,0.04506897969348363
alpha360_OPEN52,split_002,0.043898569098493115
alpha360_OPEN53,split_002,0.04244776099857432
alpha360_OPEN54,split_002,0.040241676050680145
alpha360_OPEN55,split_002,0.03686562581046471
alpha360_OPEN56,split_002,0.034400371139128666
alpha360_OPEN57,split_002,0.0320833608860968
alpha360_OPEN58,split_002,0.03029751458082243
alpha360_OPEN59,split_002,0.02764395311097735
alpha360_OPEN6,split_002,-0.021985094086192238
alpha360_OPEN7,split_002,-0.011093865707209986
alpha360_OPEN8,split_002,0.0011482468267748416
alpha360_OPEN9,split_002,0.01240338320826933
alpha360_VOLUME1,split_002,-0.002212856457076022
alpha360_VOLUME10,split_002,0.0024164199811038886
alpha360_VOLUME11,split_002,0.0031096713622926833
alpha360_VOLUME12,split_002,0.006109691853723027
alpha360_VOLUME13,split_002,0.010065001925823734
alpha360_VOLUME14,split_002,0.015530490273963866
alpha360_VOLUME15,split_002,0.016058940753354897
alpha360_VOLUME16,split_002,0.015159368433637313
alpha360_VOLUME17,split_002,0.018666374803786835
alpha360_VOLUME18,split_002,0.024799768339334897
alpha360_VOLUME19,split_002,0.025061153360818624
alpha360_VOLUME2,split_002,-0.007970090920232502
alpha360_VOLUME20,split_002,0.026482854944612475
alpha360_VOLUME21,split_002,0.031134754215810904
alpha360_VOLUME22,split_002,0.0369607109506116
alpha360_VOLUME23,split_002,0.03595033923782798
alpha360_VOLUME24,split_002,0.03738270945626408
alpha360_VOLUME25,split_002,0.035858911189763684
alpha360_VOLUME26,split_002,0.03291461674243131
alpha360_VOLUME27,split_002,0.0277907617178791
alpha360_VOLUME28,split_002,0.025203805967920517
alpha360_VOLUME29,split_002,0.023462660423622397
alpha360_VOLUME3,split_002,-0.007965172260421413
alpha360_VOLUME30,split_002,0.019452673348745668
alpha360_VOLUME31,split_002,0.017735144732841532
alpha360_VOLUME32,split_002,0.015272966226960227
alpha360_VOLUME33,split_002,0.011519811385375965
alpha360_VOLUME34,split_002,0.009359015039250788
alpha360_VOLUME35,split_002,0.010358557983421585
alpha360_VOLUME36,split_002,0.013769971092959278
alpha360_VOLUME37,split_002,0.015519170527021474
alpha360_VOLUME38,split_002,0.014773036818988415
alpha360_VOLUME39,split_002,0.017683734736580498
alpha360_VOLUME4,split_002,-0.013429534819616909
alpha360_VOLUME40,split_002,0.02055325868172579
alpha360_VOLUME41,split_002,0.02080154624417277
alpha360_VOLUME42,split_002,0.022373892924010687
alpha360_VOLUME43,split_002,0.021920818576094868
alpha360_VOLUME44,split_002,0.021779890933893258
alpha360_VOLUME45,split_002,0.022778094697199908
alpha360_VOLUME46,split_002,0.02695648357800464
alpha360_VOLUME47,split_002,0.03025373715756144
alpha360_VOLUME48,split_002,0.03357026162469256
alpha360_VOLUME49,split_002,0.034008480406565844
alpha360_VOLUME5,split_002,-0.012143269833046448
alpha360_VOLUME50,split_002,0.03631763697782527
alpha360_VOLUME51,split_002,0.03853801591782868
alpha360_VOLUME52,split_002,0.03824432695620518
alpha360_VOLUME53,split_002,0.03723890113579912
alpha360_VOLUME54,split_002,0.03776964034995576
alpha360_VOLUME55,split_002,0.0387950624613053
alpha360_VOLUME56,split_002,0.039660719071621144
alpha360_VOLUME57,split_002,0.0412538614685236
alpha360_VOLUME58,split_002,0.04343798197759883
alpha360_VOLUME59,split_002,0.04482086154652294
alpha360_VOLUME6,split_002,-0.014491316330290773
alpha360_VOLUME7,split_002,-0.01643752004401877
alpha360_VOLUME8,split_002,-0.012684658509477035
alpha360_VOLUME9,split_002,-0.0043625304764848966
alpha360_VWAP0,split_002,-0.02182039148678986
alpha360_VWAP1,split_002,-0.02769587365186476
alpha360_VWAP10,split_002,0.009485279397260953
alpha360_VWAP11,split_002,0.015758098721893647
alpha360_VWAP12,split_002,0.02329181006503015
alpha360_VWAP13,split_002,0.029041465189173978
alpha360_VWAP14,split_002,0.03323946044835037
alpha360_VWAP15,split_002,0.03451018420104577
alpha360_VWAP16,split_002,0.03669399933381863
alpha360_VWAP17,split_002,0.03996415554076054
alpha360_VWAP18,split_002,0.04548478270757117
alpha360_VWAP19,split_002,0.04869585334180041
alpha360_VWAP2,split_002,-0.030888508214543385
alpha360_VWAP20,split_002,0.0494304052796989
alpha360_VWAP21,split_002,0.0511583491463677
alpha360_VWAP22,split_002,0.052339190634019414
alpha360_VWAP23,split_002,0.0515006155162362
alpha360_VWAP24,split_002,0.052024808783443725
alpha360_VWAP25,split_002,0.052223352146945554
alpha360_VWAP26,split_002,0.050619062829045006
alpha360_VWAP27,split_002,0.04826342960795864
alpha360_VWAP28,split_002,0.04714390473115816
alpha360_VWAP29,split_002,0.045408800686026596
alpha360_VWAP3,split_002,-0.039121175504360325
alpha360_VWAP30,split_002,0.04270988507527758
alpha360_VWAP31,split_002,0.03864445173622581
alpha360_VWAP32,split_002,0.03607388274976395
alpha360_VWAP33,split_002,0.035195353023095705
alpha360_VWAP34,split_002,0.03592330907471848
alpha360_VWAP35,split_002,0.03708843639493169
alpha360_VWAP36,split_002,0.038751192123468725
alpha360_VWAP37,split_002,0.039422570367510124
alpha360_VWAP38,split_002,0.038720432898048995
alpha360_VWAP39,split_002,0.039019106828151975
alpha360_VWAP4,split_002,-0.0445105400004276
alpha360_VWAP40,split_002,0.04008288006580604
alpha360_VWAP41,split_002,0.04028502559612539
alpha360_VWAP42,split_002,0.039998496367410485
alpha360_VWAP43,split_002,0.03961975587851811
alpha360_VWAP44,split_002,0.038716612889644605
alpha360_VWAP45,split_002,0.039880812467358126
alpha360_VWAP46,split_002,0.04189930124688253
alpha360_VWAP47,split_002,0.04372370259902557
alpha360_VWAP48,split_002,0.04359907164440133
alpha360_VWAP49,split_002,0.04273080765364014
alpha360_VWAP5,split_002,-0.03986274561338457
alpha360_VWAP50,split_002,0.04242243346822147
alpha360_VWAP51,split_002,0.042785368868330786
alpha360_VWAP52,split_002,0.04174908664957254
alpha360_VWAP53,split_002,0.040637445095648275
alpha360_VWAP54,split_002,0.03940680166597339
alpha360_VWAP55,split_002,0.03641625707098395
alpha360_VWAP56,split_002,0.03367165033624864
alpha360_VWAP57,split_002,0.030846078041926517
alpha360_VWAP58,split_002,0.028735406308924266
alpha360_VWAP59,split_002,0.02716646754105742
alpha360_VWAP6,split_002,-0.03110929489363857
alpha360_VWAP7,split_002,-0.021166599129154313
alpha360_VWAP8,split_002,-0.01140866035482601
alpha360_VWAP9,split_002,-0.0001314542650402914
amount_cv_20,split_002,0.04880304867048721
amount_mean_20,split_002,0.0025571620503128945
amount_std_20,split_002,0.02235459637500832
amplitude_20,split_002,0.05091575555029478
corr_ret_amount_20,split_002,-0.011411985778045721
corr_ret_volume_20,split_002,-0.01241682751965991
downside_std_20,split_002,-0.011269310910703573
kunquant_alpha101_alpha002,split_002,0.00321168344825396
kunquant_alpha101_alpha003,split_002,0.044081180287993973
kunquant_alpha101_alpha004,split_002,-0.035397216356449816
kunquant_alpha101_alpha005,split_002,-0.10100079973956858
kunquant_alpha101_alpha006,split_002,0.05602772460896052
kunquant_alpha101_alpha008,split_002,-0.027101872947033527
kunquant_alpha101_alpha009,split_002,-0.01247120093042178
kunquant_alpha101_alpha010,split_002,-0.010171099111995562
kunquant_alpha101_alpha011,split_002,-0.059898854286335665
kunquant_alpha101_alpha012,split_002,0.018421512160773208
kunquant_alpha101_alpha013,split_002,0.020270413520365377
kunquant_alpha101_alpha014,split_002,0.04237977408600456
kunquant_alpha101_alpha015,split_002,-0.005343730506315446
kunquant_alpha101_alpha016,split_002,0.00986571620338985
kunquant_alpha101_alpha017,split_002,0.0005222120342142002
kunquant_alpha101_alpha018,split_002,-0.04462188879483072
kunquant_alpha101_alpha020,split_002,-0.0011448956267417904
kunquant_alpha101_alpha022,split_002,0.0008059318899790047
kunquant_alpha101_alpha024,split_002,0.0008814844760142841
kunquant_alpha101_alpha025,split_002,-0.0158830376901385
kunquant_alpha101_alpha026,split_002,0.02151967840703109
kunquant_alpha101_alpha028,split_002,0.0008854894504554361
kunquant_alpha101_alpha029,split_002,-0.025743213853960292
kunquant_alpha101_alpha030,split_002,-0.011556226946274444
kunquant_alpha101_alpha031,split_002,-0.040913348271765515
kunquant_alpha101_alpha033,split_002,-0.014315799459366067
kunquant_alpha101_alpha034,split_002,-0.019740902545747046
kunquant_alpha101_alpha035,split_002,-0.019947458002246087
kunquant_alpha101_alpha038,split_002,-0.026101778350628185
kunquant_alpha101_alpha040,split_002,0.07221416453635131
kunquant_alpha101_alpha041,split_002,-0.10081971204849845
kunquant_alpha101_alpha042,split_002,-0.10109488552089596
kunquant_alpha101_alpha043,split_002,-0.005469334046194906
kunquant_alpha101_alpha044,split_002,0.03579526153128962
kunquant_alpha101_alpha045,split_002,0.00986487378184757
kunquant_alpha101_alpha046,split_002,-0.039443900519311584
kunquant_alpha101_alpha047,split_002,-0.08121913603115954
kunquant_alpha101_alpha049,split_002,-0.008642969676217528
kunquant_alpha101_alpha050,split_002,-0.0018959059395524322
kunquant_alpha101_alpha051,split_002,-0.0012414589248777898
kunquant_alpha101_alpha053,split_002,-0.005693077217502292
kunquant_alpha101_alpha054,split_002,-0.0035155406812518927
kunquant_alpha101_alpha055,split_002,0.00558875599127949
kunquant_alpha101_alpha057,split_002,-0.07546820388559256
kunquant_alpha101_alpha060,split_002,-0.004793979231838145
kunquant_alpha101_alpha062,split_002,0.022898929919799388
kunquant_alpha101_alpha064,split_002,-0.026756267214685256
kunquant_alpha101_alpha066,split_002,-0.005611185137122868
kunquant_alpha101_alpha071,split_002,-0.04439074910472514
kunquant_alpha101_alpha072,split_002,0.015683303645791416
kunquant_alpha101_alpha073,split_002,-0.03998452424317574
kunquant_alpha101_alpha074,split_002,0.00035455983693909177
kunquant_alpha101_alpha077,split_002,-0.03946701229466904
kunquant_alpha101_alpha078,split_002,-0.013520172817952258
kunquant_alpha101_alpha083,split_002,0.015923495647182213
kunquant_alpha101_alpha084,split_002,-0.04907589843168773
kunquant_alpha101_alpha085,split_002,0.0034904606088215807
kunquant_alpha101_alpha088,split_002,0.06997612992840777
kunquant_alpha101_alpha092,split_002,0.0006787917966025897
kunquant_alpha101_alpha094,split_002,-0.05737891984159964
kunquant_alpha101_alpha095,split_002,-0.013530653516189532
kunquant_alpha101_alpha096,split_002,-0.0038464811758669596
kunquant_alpha101_alpha098,split_002,-0.003690068366668374
kunquant_alpha101_alpha101,split_002,-0.012024792872623868
max_drawdown_20,split_002,-0.036875441430843266
ret_10,split_002,0.010055589032635578
ret_20,split_002,0.0510580979563337
ret_5,split_002,-0.038752007691592656
rev_20_exclude_5,split_002,0.07074469810952683
rev_5,split_002,-0.038752007691592656
std_20,split_002,0.029637247280433987
ta_momentum_ao,split_002,-0.0042937173518376864
ta_momentum_kama,split_002,-0.08724576788462626
ta_momentum_ppo,split_002,0.05916492768563479
ta_momentum_ppo_hist,split_002,-6.672783635102916e-05
ta_momentum_ppo_signal,split_002,0.06575233965829749
ta_momentum_pvo,split_002,0.014871050518941518
ta_momentum_pvo_hist,split_002,-0.017868197998053077
ta_momentum_pvo_signal,split_002,0.021371481646767526
ta_momentum_roc,split_002,0.023243107043057716
ta_momentum_rsi,split_002,0.008112713030311566
ta_momentum_stoch,split_002,-0.03315623019901673
ta_momentum_stoch_rsi,split_002,-0.049168229695799676
ta_momentum_stoch_rsi_d,split_002,-0.05143471072679978
ta_momentum_stoch_rsi_k,split_002,-0.051203009733040615
ta_momentum_stoch_signal,split_002,-0.022283991428474724
ta_momentum_tsi,split_002,0.04697102246796002
ta_momentum_uo,split_002,-0.01189780713630792
ta_momentum_wr,split_002,-0.03315623019901673
ta_trend_adx,split_002,-0.0492559194384621
ta_trend_adx_neg,split_002,-0.004131446063439417
ta_trend_adx_pos,split_002,0.061730944922516
ta_trend_aroon_down,split_002,0.05911728472333601
ta_trend_aroon_ind,split_002,0.027268746947911537
ta_trend_aroon_up,split_002,0.007739468378715607
ta_trend_cci,split_002,-0.012393088105416124
ta_trend_dpo,split_002,-0.013903098037540935
ta_trend_ema_fast,split_002,-0.10078582774155731
ta_trend_ema_slow,split_002,-0.10185160046306475
ta_trend_ichimoku_a,split_002,-0.09919698499352785
ta_trend_ichimoku_b,split_002,-0.10095584379169845
ta_trend_ichimoku_base,split_002,-0.0997451192175777
ta_trend_ichimoku_conv,split_002,-0.09920981717089578
ta_trend_kst,split_002,0.06409908245216789
ta_trend_kst_diff,split_002,0.024060440998704285
ta_trend_kst_sig,split_002,0.05766292354327381
ta_trend_macd,split_002,0.004192491041165494
ta_trend_macd_diff,split_002,-0.02436637506876012
ta_trend_macd_signal,split_002,0.019589389932236828
ta_trend_mass_index,split_002,-0.010506488634086167
ta_trend_psar_down,split_002,-0.11488257626141969
ta_trend_psar_down_indicator,split_002,0.0007702437484861813
ta_trend_psar_up,split_002,-0.08848685223182927
ta_trend_psar_up_indicator,split_002,-0.009935570759325815
ta_trend_sma_fast,split_002,-0.10031358282884659
ta_trend_sma_slow,split_002,-0.1018943280449453
ta_trend_stc,split_002,0.00828941640712392
ta_trend_trix,split_002,0.06465171585555901
ta_trend_vortex_ind_diff,split_002,-0.0010564695851758565
ta_trend_vortex_ind_neg,split_002,0.008919967640335251
ta_trend_vortex_ind_pos,split_002,-0.012002527217838725
ta_volatility_atr,split_002,-0.04691613163070807
ta_volatility_bbh,split_002,-0.09975801391925948
ta_volatility_bbhi,split_002,-0.018439376821180603
ta_volatility_bbl,split_002,-0.10068970831835464
ta_volatility_bbm,split_002,-0.10085577020229096
ta_volatility_bbp,split_002,-0.014100434867859397
ta_volatility_bbw,split_002,0.05316977157068594
ta_volatility_dch,split_002,-0.09722266336578203
ta_volatility_dcl,split_002,-0.10061524349092486
ta_volatility_dcm,split_002,-0.0993176570176659
ta_volatility_dcp,split_002,-0.020137213435837346
ta_volatility_dcw,split_002,0.05869261074305249
ta_volatility_kcc,split_002,-0.10005342912676513
ta_volatility_kch,split_002,-0.0985933402966809
ta_volatility_kcl,split_002,-0.10150340529641128
ta_volatility_kcli,split_002,-0.013137821907376083
ta_volatility_kcp,split_002,-0.03628427199678909
ta_volatility_kcw,split_002,0.07175404879262566
ta_volatility_ui,split_002,-0.06481140560658405
ta_volume_adi,split_002,-0.11704068037220224
ta_volume_cmf,split_002,0.025478059274867376
ta_volume_em,split_002,-0.01721041261540277
ta_volume_fi,split_002,0.0037524570937443186
ta_volume_mfi,split_002,0.03130234267929595
ta_volume_obv,split_002,-0.02768968411851077
ta_volume_sma_em,split_002,-0.042989571339875535
ta_volume_vwap,split_002,-0.0992106484117697
volume_ratio_5_20,split_002,-0.000339447878505178
alpha158_BETA10,split_003,-0.04862973015169711
alpha158_BETA20,split_003,-0.12036761804057981
alpha158_BETA30,split_003,-0.11666051260620923
alpha158_BETA5,split_003,-0.013934844493819494
alpha158_BETA60,split_003,-0.07420268909041007
alpha158_CNTD10,split_003,-0.04134660992084438
alpha158_CNTD20,split_003,-0.06579654368225116
alpha158_CNTD30,split_003,-0.04431944851628087
alpha158_CNTD5,split_003,-0.013207047128344706
alpha158_CNTD60,split_003,-0.055746020786901655
alpha158_CNTN10,split_003,-0.03238260398456184
alpha158_CNTN20,split_003,-0.05456105175770916
alpha158_CNTN30,split_003,-0.032698036188528866
alpha158_CNTN60,split_003,-0.04564549047650131
alpha158_CNTP10,split_003,-0.047551248545683
alpha158_CNTP20,split_003,-0.07194160194164194
alpha158_CNTP30,split_003,-0.05214635217929196
alpha158_CNTP5,split_003,-0.01826554232175534
alpha158_CNTP60,split_003,-0.06385264163254847
alpha158_CORD10,split_003,-0.006185929736667928
alpha158_CORD20,split_003,-0.014796203040252247
alpha158_CORD30,split_003,-0.02807885112812597
alpha158_CORD5,split_003,0.0033644315009634523
alpha158_CORD60,split_003,-0.07501239292007647
alpha158_CORR10,split_003,-0.04852290930849949
alpha158_CORR20,split_003,-0.05481871501819309
alpha158_CORR30,split_003,-0.07577306392821247
alpha158_CORR5,split_003,-0.02476051647969533
alpha158_CORR60,split_003,-0.08109466419934841
alpha158_HIGH0,split_003,-0.058325987634018764
alpha158_IMAX10,split_003,-0.02859969345450173
alpha158_IMAX20,split_003,-0.057995619093475885
alpha158_IMAX30,split_003,-0.05075569962571451
alpha158_IMAX60,split_003,-0.06403037777948431
alpha158_IMIN10,split_003,-0.05831360351509597
alpha158_IMIN20,split_003,-0.08092171344316343
alpha158_IMIN30,split_003,-0.06425935383733519
alpha158_IMIN5,split_003,-0.02163952732789374
alpha158_IMIN60,split_003,-0.0788874076409176
alpha158_IMXD10,split_003,-0.05068521887492357
alpha158_IMXD20,split_003,-0.08053972574170123
alpha158_IMXD30,split_003,-0.06418095188885836
alpha158_IMXD5,split_003,-0.010323909141948223
alpha158_IMXD60,split_003,-0.08182569835203334
alpha158_KLEN,split_003,-0.08792735520565703
alpha158_KLOW,split_003,-0.0728355551781373
alpha158_KLOW2,split_003,0.017544275111330776
alpha158_KMID,split_003,-0.003212267136332065
alpha158_KMID2,split_003,-0.004944828904096612
alpha158_KSFT,split_003,-0.003531059069855486
alpha158_KSFT2,split_003,-0.010972582447000277
alpha158_KUP,split_003,-0.040856971755602746
alpha158_KUP2,split_003,-0.0073129198345864895
alpha158_LOW0,split_003,-0.0721697323260918
alpha158_MA10,split_003,-0.033101576487956245
alpha158_MA20,split_003,-0.0929155521572313
alpha158_MA30,split_003,-0.10970503846011287
alpha158_MA5,split_003,-0.009669265860038556
alpha158_MA60,split_003,-0.12563918471928354
alpha158_MAX10,split_003,-0.03357599810832128
alpha158_MAX20,split_003,0.005542315447439276
alpha158_MAX30,split_003,0.006724965010507124
alpha158_MAX5,split_003,-0.05559166620856384
alpha158_MAX60,split_003,-0.03531499565246805
alpha158_MIN10,split_003,-0.06333539155331415
alpha158_MIN20,split_003,-0.08018413708673541
alpha158_MIN30,split_003,-0.09233784080481225
alpha158_MIN5,split_003,-0.06342245907323873
alpha158_MIN60,split_003,-0.10883086952227793
alpha158_OPEN0,split_003,-0.0032129729847270843
alpha158_QTLD10,split_003,-0.04385627149532127
alpha158_QTLD20,split_003,-0.09046706102462473
alpha158_QTLD30,split_003,-0.11569827410929093
alpha158_QTLD5,split_003,-0.024753387848930424
alpha158_QTLD60,split_003,-0.1364447407921583
alpha158_QTLU10,split_003,-0.00437662311214798
alpha158_QTLU20,split_003,-0.0563476764560217
alpha158_QTLU30,split_003,-0.06246179380439267
alpha158_QTLU5,split_003,-0.005623433284198915
alpha158_QTLU60,split_003,-0.09127356024417205
alpha158_RANK10,split_003,-0.018081340454972533
alpha158_RANK20,split_003,-0.050186412373786904
alpha158_RANK30,split_003,-0.062175159240523734
alpha158_RANK60,split_003,-0.09546845265832123
alpha158_RESI10,split_003,-0.00793047788694676
alpha158_RESI20,split_003,-0.02164945642245853
alpha158_RESI30,split_003,0.006204617424923162
alpha158_RESI5,split_003,-0.002914508477473425
alpha158_RESI60,split_003,-0.06655625346642381
alpha158_ROC10,split_003,-0.07212022894183279
alpha158_ROC20,split_003,-0.11612169702059451
alpha158_ROC30,split_003,-0.11462971562668771
alpha158_ROC5,split_003,-0.014071237526668178
alpha158_ROC60,split_003,-0.1039474826740622
alpha158_RSQR10,split_003,-0.009000665243864258
alpha158_RSQR20,split_003,-0.00886179239952974
alpha158_RSQR30,split_003,0.0009247006163329713
alpha158_RSQR5,split_003,0.0004964939982979024
alpha158_RSQR60,split_003,-0.008798399862333897
alpha158_RSV10,split_003,-0.031072600934835434
alpha158_RSV20,split_003,-0.07365984836957419
alpha158_RSV30,split_003,-0.08102242518375824
alpha158_RSV5,split_003,-0.01143978510856252
alpha158_RSV60,split_003,-0.10849020902249357
alpha158_STD10,split_003,-0.0733595362860294
alpha158_STD20,split_003,-0.059993174843289324
alpha158_STD30,split_003,-0.07990516988577778
alpha158_STD5,split_003,-0.0671780040676638
alpha158_STD60,split_003,-0.0680054401005177
alpha158_SUMD10,split_003,-0.05708102914577405
alpha158_SUMD20,split_003,-0.09292907608116148
alpha158_SUMD30,split_003,-0.0947290396174604
alpha158_SUMD5,split_003,-0.013013305495739562
alpha158_SUMD60,split_003,-0.12939471598833657
alpha158_SUMN10,split_003,-0.05708103611509322
alpha158_SUMN20,split_003,-0.09292892087986432
alpha158_SUMN30,split_003,-0.09472909216762558
alpha158_SUMN5,split_003,-0.013004771415520063
alpha158_SUMN60,split_003,-0.12939484635537452
alpha158_SUMP10,split_003,-0.05708105873670064
alpha158_SUMP20,split_003,-0.09292901285565622
alpha158_SUMP30,split_003,-0.09472910718018399
alpha158_SUMP5,split_003,-0.013017987780680786
alpha158_SUMP60,split_003,-0.1293948372990632
alpha158_VMA10,split_003,0.0038992275885477486
alpha158_VMA20,split_003,-0.014769158170576419
alpha158_VMA30,split_003,-0.02568481591988038
alpha158_VMA5,split_003,-0.0010551175805083007
alpha158_VMA60,split_003,-0.028991340098026327
alpha158_VSTD10,split_003,0.007392620594861135
alpha158_VSTD20,split_003,0.012343763695932814
alpha158_VSTD30,split_003,-0.01376013554475491
alpha158_VSTD5,split_003,0.012745974317410896
alpha158_VSTD60,split_003,-0.015590620247515216
alpha158_VSUMD10,split_003,-0.0022164548875115153
alpha158_VSUMD20,split_003,-0.024363488765167078
alpha158_VSUMD30,split_003,-0.034058202277655096
alpha158_VSUMD5,split_003,0.007167636349665401
alpha158_VSUMD60,split_003,-0.031938252100051294
alpha158_VSUMN10,split_003,-0.002216453732829568
alpha158_VSUMN20,split_003,-0.024363427530346354
alpha158_VSUMN30,split_003,-0.03405827194673331
alpha158_VSUMN5,split_003,0.007167618569921749
alpha158_VSUMN60,split_003,-0.03193833186604778
alpha158_VSUMP10,split_003,-0.0022164262435125717
alpha158_VSUMP20,split_003,-0.024363457676644433
alpha158_VSUMP30,split_003,-0.03405819043704641
alpha158_VSUMP5,split_003,0.007167616922233187
alpha158_VSUMP60,split_003,-0.03193826036141286
alpha158_VWAP0,split_003,-0.005613590808939403
alpha158_WVMA10,split_003,0.01101844853096209
alpha158_WVMA20,split_003,0.02159639450980077
alpha158_WVMA30,split_003,0.028727848608151287
alpha158_WVMA5,split_003,-0.008658206050508264
alpha158_WVMA60,split_003,0.019841833007055623
alpha360_CLOSE1,split_003,0.0021708038695098966
alpha360_CLOSE10,split_003,-0.07212022894183279
alpha360_CLOSE11,split_003,-0.08074178820998468
alpha360_CLOSE12,split_003,-0.09058280475235037
alpha360_CLOSE13,split_003,-0.09982745516570787
alpha360_CLOSE14,split_003,-0.10456850743032267
alpha360_CLOSE15,split_003,-0.10995403374345807
alpha360_CLOSE16,split_003,-0.11221424852623459
alpha360_CLOSE17,split_003,-0.11377701565485705
alpha360_CLOSE18,split_003,-0.11634230044574653
alpha360_CLOSE19,split_003,-0.11646792813331916
alpha360_CLOSE2,split_003,-0.007922728663705242
alpha360_CLOSE20,split_003,-0.11612169702059451
alpha360_CLOSE21,split_003,-0.11574389142644367
alpha360_CLOSE22,split_003,-0.11452681291761743
alpha360_CLOSE23,split_003,-0.11299365286415328
alpha360_CLOSE24,split_003,-0.1139450656943361
alpha360_CLOSE25,split_003,-0.11524650042114934
alpha360_CLOSE26,split_003,-0.11556572530620696
alpha360_CLOSE27,split_003,-0.11611230454065437
alpha360_CLOSE28,split_003,-0.11600717213369241
