outer_split_id,inner_split_id,factor,frozen_direction
split_001,split_001_inner_002,alpha360_VWAP33,1
split_001,split_001_inner_002,alpha360_VWAP34,1
split_001,split_001_inner_002,alpha360_VWAP35,1
split_001,split_001_inner_002,alpha360_VWAP36,1
split_001,split_001_inner_002,alpha360_VWAP37,1
split_001,split_001_inner_002,alpha360_VWAP38,1
split_001,split_001_inner_002,alpha360_VWAP39,1
split_001,split_001_inner_002,alpha360_VWAP4,1
split_001,split_001_inner_002,alpha360_VWAP40,1
split_001,split_001_inner_002,alpha360_VWAP41,1
split_001,split_001_inner_002,alpha360_VWAP42,1
split_001,split_001_inner_002,alpha360_VWAP43,1
split_001,split_001_inner_002,alpha360_VWAP44,1
split_001,split_001_inner_002,alpha360_VWAP45,1
split_001,split_001_inner_002,alpha360_VWAP46,1
split_001,split_001_inner_002,alpha360_VWAP47,1
split_001,split_001_inner_002,alpha360_VWAP48,1
split_001,split_001_inner_002,alpha360_VWAP49,1
split_001,split_001_inner_002,alpha360_VWAP5,1
split_001,split_001_inner_002,alpha360_VWAP50,1
split_001,split_001_inner_002,alpha360_VWAP51,1
split_001,split_001_inner_002,alpha360_VWAP52,1
split_001,split_001_inner_002,alpha360_VWAP53,1
split_001,split_001_inner_002,alpha360_VWAP54,1
split_001,split_001_inner_002,alpha360_VWAP55,1
split_001,split_001_inner_002,alpha360_VWAP56,1
split_001,split_001_inner_002,alpha360_VWAP57,1
split_001,split_001_inner_002,alpha360_VWAP58,1
split_001,split_001_inner_002,alpha360_VWAP59,1
split_001,split_001_inner_002,alpha360_VWAP6,1
split_001,split_001_inner_002,alpha360_VWAP7,1
split_001,split_001_inner_002,alpha360_VWAP8,1
split_001,split_001_inner_002,alpha360_VWAP9,1
split_001,split_001_inner_002,amount_cv_20,-1
split_001,split_001_inner_002,amount_mean_20,-1
split_001,split_001_inner_002,amount_std_20,-1
split_001,split_001_inner_002,amplitude_20,-1
split_001,split_001_inner_002,corr_ret_amount_20,-1
split_001,split_001_inner_002,corr_ret_volume_20,-1
split_001,split_001_inner_002,downside_std_20,-1
split_001,split_001_inner_002,kunquant_alpha101_alpha002,1
split_001,split_001_inner_002,kunquant_alpha101_alpha003,1
split_001,split_001_inner_002,kunquant_alpha101_alpha004,1
split_001,split_001_inner_002,kunquant_alpha101_alpha005,1
split_001,split_001_inner_002,kunquant_alpha101_alpha006,1
split_001,split_001_inner_002,kunquant_alpha101_alpha008,1
split_001,split_001_inner_002,kunquant_alpha101_alpha009,1
split_001,split_001_inner_002,kunquant_alpha101_alpha010,1
split_001,split_001_inner_002,kunquant_alpha101_alpha011,1
split_001,split_001_inner_002,kunquant_alpha101_alpha012,1
split_001,split_001_inner_002,kunquant_alpha101_alpha013,1
split_001,split_001_inner_002,kunquant_alpha101_alpha014,1
split_001,split_001_inner_002,kunquant_alpha101_alpha015,1
split_001,split_001_inner_002,kunquant_alpha101_alpha016,1
split_001,split_001_inner_002,kunquant_alpha101_alpha017,-1
split_001,split_001_inner_002,kunquant_alpha101_alpha018,1
split_001,split_001_inner_002,kunquant_alpha101_alpha020,-1
split_001,split_001_inner_002,kunquant_alpha101_alpha022,1
split_001,split_001_inner_002,kunquant_alpha101_alpha024,1
split_001,split_001_inner_002,kunquant_alpha101_alpha025,1
split_001,split_001_inner_002,kunquant_alpha101_alpha026,1
split_001,split_001_inner_002,kunquant_alpha101_alpha028,-1
split_001,split_001_inner_002,kunquant_alpha101_alpha029,1
split_001,split_001_inner_002,kunquant_alpha101_alpha030,1
split_001,split_001_inner_002,kunquant_alpha101_alpha031,1
split_001,split_001_inner_002,kunquant_alpha101_alpha033,1
split_001,split_001_inner_002,kunquant_alpha101_alpha034,1
split_001,split_001_inner_002,kunquant_alpha101_alpha035,-1
split_001,split_001_inner_002,kunquant_alpha101_alpha038,1
split_001,split_001_inner_002,kunquant_alpha101_alpha040,1
split_001,split_001_inner_002,kunquant_alpha101_alpha041,-1
split_001,split_001_inner_002,kunquant_alpha101_alpha042,1
split_001,split_001_inner_002,kunquant_alpha101_alpha043,1
split_001,split_001_inner_002,kunquant_alpha101_alpha044,1
split_001,split_001_inner_002,kunquant_alpha101_alpha045,1
split_001,split_001_inner_002,kunquant_alpha101_alpha046,1
split_001,split_001_inner_002,kunquant_alpha101_alpha047,1
split_001,split_001_inner_002,kunquant_alpha101_alpha049,-1
split_001,split_001_inner_002,kunquant_alpha101_alpha050,1
split_001,split_001_inner_002,kunquant_alpha101_alpha051,-1
split_001,split_001_inner_002,kunquant_alpha101_alpha053,-1
split_001,split_001_inner_002,kunquant_alpha101_alpha054,1
split_001,split_001_inner_002,kunquant_alpha101_alpha055,1
split_001,split_001_inner_002,kunquant_alpha101_alpha057,-1
split_001,split_001_inner_002,kunquant_alpha101_alpha060,-1
split_001,split_001_inner_002,kunquant_alpha101_alpha062,1
split_001,split_001_inner_002,kunquant_alpha101_alpha064,1
split_001,split_001_inner_002,kunquant_alpha101_alpha066,1
split_001,split_001_inner_002,kunquant_alpha101_alpha071,-1
split_001,split_001_inner_002,kunquant_alpha101_alpha072,1
split_001,split_001_inner_002,kunquant_alpha101_alpha073,1
split_001,split_001_inner_002,kunquant_alpha101_alpha074,1
split_001,split_001_inner_002,kunquant_alpha101_alpha077,-1
split_001,split_001_inner_002,kunquant_alpha101_alpha078,1
split_001,split_001_inner_002,kunquant_alpha101_alpha083,1
split_001,split_001_inner_002,kunquant_alpha101_alpha084,-1
split_001,split_001_inner_002,kunquant_alpha101_alpha085,1
split_001,split_001_inner_002,kunquant_alpha101_alpha088,1
split_001,split_001_inner_002,kunquant_alpha101_alpha092,-1
split_001,split_001_inner_002,kunquant_alpha101_alpha094,1
split_001,split_001_inner_002,kunquant_alpha101_alpha095,-1
split_001,split_001_inner_002,kunquant_alpha101_alpha096,1
split_001,split_001_inner_002,kunquant_alpha101_alpha098,1
split_001,split_001_inner_002,kunquant_alpha101_alpha101,-1
split_001,split_001_inner_002,max_drawdown_20,-1
split_001,split_001_inner_002,ret_10,-1
split_001,split_001_inner_002,ret_20,-1
split_001,split_001_inner_002,ret_5,-1
split_001,split_001_inner_002,rev_20_exclude_5,1
split_001,split_001_inner_002,rev_5,1
split_001,split_001_inner_002,std_20,-1
split_001,split_001_inner_002,ta_momentum_ao,-1
split_001,split_001_inner_002,ta_momentum_kama,-1
split_001,split_001_inner_002,ta_momentum_ppo,-1
split_001,split_001_inner_002,ta_momentum_ppo_hist,1
split_001,split_001_inner_002,ta_momentum_ppo_signal,-1
split_001,split_001_inner_002,ta_momentum_pvo,-1
split_001,split_001_inner_002,ta_momentum_pvo_hist,1
split_001,split_001_inner_002,ta_momentum_pvo_signal,-1
split_001,split_001_inner_002,ta_momentum_roc,-1
split_001,split_001_inner_002,ta_momentum_rsi,-1
split_001,split_001_inner_002,ta_momentum_stoch,-1
split_001,split_001_inner_002,ta_momentum_stoch_rsi,1
split_001,split_001_inner_002,ta_momentum_stoch_rsi_d,1
split_001,split_001_inner_002,ta_momentum_stoch_rsi_k,1
split_001,split_001_inner_002,ta_momentum_stoch_signal,-1
split_001,split_001_inner_002,ta_momentum_tsi,-1
split_001,split_001_inner_002,ta_momentum_uo,-1
split_001,split_001_inner_002,ta_momentum_wr,-1
split_001,split_001_inner_002,ta_trend_adx,1
split_001,split_001_inner_002,ta_trend_adx_neg,1
split_001,split_001_inner_002,ta_trend_adx_pos,-1
split_001,split_001_inner_002,ta_trend_aroon_down,1
split_001,split_001_inner_002,ta_trend_aroon_ind,-1
split_001,split_001_inner_002,ta_trend_aroon_up,-1
split_001,split_001_inner_002,ta_trend_cci,-1
split_001,split_001_inner_002,ta_trend_dpo,1
split_001,split_001_inner_002,ta_trend_ema_fast,-1
split_001,split_001_inner_002,ta_trend_ema_slow,-1
split_001,split_001_inner_002,ta_trend_ichimoku_a,-1
split_001,split_001_inner_002,ta_trend_ichimoku_b,-1
split_001,split_001_inner_002,ta_trend_ichimoku_base,-1
split_001,split_001_inner_002,ta_trend_ichimoku_conv,-1
split_001,split_001_inner_002,ta_trend_kst,-1
split_001,split_001_inner_002,ta_trend_kst_diff,-1
split_001,split_001_inner_002,ta_trend_kst_sig,-1
split_001,split_001_inner_002,ta_trend_macd,-1
split_001,split_001_inner_002,ta_trend_macd_diff,1
split_001,split_001_inner_002,ta_trend_macd_signal,-1
split_001,split_001_inner_002,ta_trend_mass_index,-1
split_001,split_001_inner_002,ta_trend_psar_down,-1
split_001,split_001_inner_002,ta_trend_psar_down_indicator,-1
split_001,split_001_inner_002,ta_trend_psar_up,-1
split_001,split_001_inner_002,ta_trend_psar_up_indicator,-1
split_001,split_001_inner_002,ta_trend_sma_fast,-1
split_001,split_001_inner_002,ta_trend_sma_slow,-1
split_001,split_001_inner_002,ta_trend_stc,-1
split_001,split_001_inner_002,ta_trend_trix,-1
split_001,split_001_inner_002,ta_trend_vortex_ind_diff,-1
split_001,split_001_inner_002,ta_trend_vortex_ind_neg,1
split_001,split_001_inner_002,ta_trend_vortex_ind_pos,-1
split_001,split_001_inner_002,ta_volatility_atr,-1
split_001,split_001_inner_002,ta_volatility_bbh,-1
split_001,split_001_inner_002,ta_volatility_bbhi,-1
split_001,split_001_inner_002,ta_volatility_bbl,-1
split_001,split_001_inner_002,ta_volatility_bbm,-1
split_001,split_001_inner_002,ta_volatility_bbp,-1
split_001,split_001_inner_002,ta_volatility_bbw,-1
split_001,split_001_inner_002,ta_volatility_dch,-1
split_001,split_001_inner_002,ta_volatility_dcl,-1
split_001,split_001_inner_002,ta_volatility_dcm,-1
split_001,split_001_inner_002,ta_volatility_dcp,-1
split_001,split_001_inner_002,ta_volatility_dcw,-1
split_001,split_001_inner_002,ta_volatility_kcc,-1
split_001,split_001_inner_002,ta_volatility_kch,-1
split_001,split_001_inner_002,ta_volatility_kcl,-1
split_001,split_001_inner_002,ta_volatility_kcli,1
split_001,split_001_inner_002,ta_volatility_kcp,-1
split_001,split_001_inner_002,ta_volatility_kcw,-1
split_001,split_001_inner_002,ta_volatility_ui,-1
split_001,split_001_inner_002,ta_volume_adi,-1
split_001,split_001_inner_002,ta_volume_cmf,-1
split_001,split_001_inner_002,ta_volume_em,-1
split_001,split_001_inner_002,ta_volume_fi,-1
split_001,split_001_inner_002,ta_volume_mfi,-1
split_001,split_001_inner_002,ta_volume_obv,-1
split_001,split_001_inner_002,ta_volume_sma_em,-1
split_001,split_001_inner_002,ta_volume_vwap,-1
split_001,split_001_inner_002,volume_ratio_5_20,-1
split_001,split_001_inner_003,alpha158_BETA10,-1
split_001,split_001_inner_003,alpha158_BETA20,-1
split_001,split_001_inner_003,alpha158_BETA30,-1
split_001,split_001_inner_003,alpha158_BETA5,-1
split_001,split_001_inner_003,alpha158_BETA60,-1
split_001,split_001_inner_003,alpha158_CNTD10,-1
split_001,split_001_inner_003,alpha158_CNTD20,-1
split_001,split_001_inner_003,alpha158_CNTD30,-1
split_001,split_001_inner_003,alpha158_CNTD5,-1
split_001,split_001_inner_003,alpha158_CNTD60,-1
split_001,split_001_inner_003,alpha158_CNTN10,1
split_001,split_001_inner_003,alpha158_CNTN20,1
split_001,split_001_inner_003,alpha158_CNTN30,1
split_001,split_001_inner_003,alpha158_CNTN60,1
split_001,split_001_inner_003,alpha158_CNTP10,-1
split_001,split_001_inner_003,alpha158_CNTP20,-1
split_001,split_001_inner_003,alpha158_CNTP30,-1
split_001,split_001_inner_003,alpha158_CNTP5,-1
split_001,split_001_inner_003,alpha158_CNTP60,-1
split_001,split_001_inner_003,alpha158_CORD10,-1
split_001,split_001_inner_003,alpha158_CORD20,-1
split_001,split_001_inner_003,alpha158_CORD30,-1
split_001,split_001_inner_003,alpha158_CORD5,-1
split_001,split_001_inner_003,alpha158_CORD60,-1
split_001,split_001_inner_003,alpha158_CORR10,-1
split_001,split_001_inner_003,alpha158_CORR20,-1
split_001,split_001_inner_003,alpha158_CORR30,-1
split_001,split_001_inner_003,alpha158_CORR5,-1
split_001,split_001_inner_003,alpha158_CORR60,-1
split_001,split_001_inner_003,alpha158_HIGH0,-1
split_001,split_001_inner_003,alpha158_IMAX10,-1
split_001,split_001_inner_003,alpha158_IMAX20,-1
split_001,split_001_inner_003,alpha158_IMAX30,-1
split_001,split_001_inner_003,alpha158_IMAX60,-1
split_001,split_001_inner_003,alpha158_IMIN10,1
split_001,split_001_inner_003,alpha158_IMIN20,1
split_001,split_001_inner_003,alpha158_IMIN30,1
split_001,split_001_inner_003,alpha158_IMIN5,1
split_001,split_001_inner_003,alpha158_IMIN60,1
split_001,split_001_inner_003,alpha158_IMXD10,-1
split_001,split_001_inner_003,alpha158_IMXD20,-1
split_001,split_001_inner_003,alpha158_IMXD30,-1
split_001,split_001_inner_003,alpha158_IMXD5,-1
split_001,split_001_inner_003,alpha158_IMXD60,-1
split_001,split_001_inner_003,alpha158_KLEN,-1
split_001,split_001_inner_003,alpha158_KLOW,-1
split_001,split_001_inner_003,alpha158_KLOW2,1
split_001,split_001_inner_003,alpha158_KMID,-1
split_001,split_001_inner_003,alpha158_KMID2,-1
split_001,split_001_inner_003,alpha158_KSFT,-1
split_001,split_001_inner_003,alpha158_KSFT2,-1
split_001,split_001_inner_003,alpha158_KUP,-1
split_001,split_001_inner_003,alpha158_KUP2,-1
split_001,split_001_inner_003,alpha158_LOW0,1
split_001,split_001_inner_003,alpha158_MA10,1
split_001,split_001_inner_003,alpha158_MA20,1
split_001,split_001_inner_003,alpha158_MA30,1
split_001,split_001_inner_003,alpha158_MA5,1
split_001,split_001_inner_003,alpha158_MA60,1
split_001,split_001_inner_003,alpha158_MAX10,-1
split_001,split_001_inner_003,alpha158_MAX20,-1
split_001,split_001_inner_003,alpha158_MAX30,1
split_001,split_001_inner_003,alpha158_MAX5,-1
split_001,split_001_inner_003,alpha158_MAX60,1
split_001,split_001_inner_003,alpha158_MIN10,1
split_001,split_001_inner_003,alpha158_MIN20,1
split_001,split_001_inner_003,alpha158_MIN30,1
split_001,split_001_inner_003,alpha158_MIN5,1
split_001,split_001_inner_003,alpha158_MIN60,1
split_001,split_001_inner_003,alpha158_OPEN0,1
split_001,split_001_inner_003,alpha158_QTLD10,1
split_001,split_001_inner_003,alpha158_QTLD20,1
split_001,split_001_inner_003,alpha158_QTLD30,1
split_001,split_001_inner_003,alpha158_QTLD5,1
split_001,split_001_inner_003,alpha158_QTLD60,1
split_001,split_001_inner_003,alpha158_QTLU10,1
split_001,split_001_inner_003,alpha158_QTLU20,1
split_001,split_001_inner_003,alpha158_QTLU30,1
split_001,split_001_inner_003,alpha158_QTLU5,1
split_001,split_001_inner_003,alpha158_QTLU60,1
split_001,split_001_inner_003,alpha158_RANK10,-1
split_001,split_001_inner_003,alpha158_RANK20,-1
split_001,split_001_inner_003,alpha158_RANK30,-1
split_001,split_001_inner_003,alpha158_RANK60,-1
split_001,split_001_inner_003,alpha158_RESI10,-1
split_001,split_001_inner_003,alpha158_RESI20,1
split_001,split_001_inner_003,alpha158_RESI30,1
split_001,split_001_inner_003,alpha158_RESI5,-1
split_001,split_001_inner_003,alpha158_RESI60,-1
split_001,split_001_inner_003,alpha158_ROC10,1
split_001,split_001_inner_003,alpha158_ROC20,1
split_001,split_001_inner_003,alpha158_ROC30,1
split_001,split_001_inner_003,alpha158_ROC5,1
split_001,split_001_inner_003,alpha158_ROC60,1
split_001,split_001_inner_003,alpha158_RSQR10,1
split_001,split_001_inner_003,alpha158_RSQR20,1
split_001,split_001_inner_003,alpha158_RSQR30,1
split_001,split_001_inner_003,alpha158_RSQR5,1
split_001,split_001_inner_003,alpha158_RSQR60,1
split_001,split_001_inner_003,alpha158_RSV10,-1
split_001,split_001_inner_003,alpha158_RSV20,-1
split_001,split_001_inner_003,alpha158_RSV30,-1
split_001,split_001_inner_003,alpha158_RSV5,-1
split_001,split_001_inner_003,alpha158_RSV60,-1
split_001,split_001_inner_003,alpha158_STD10,-1
split_001,split_001_inner_003,alpha158_STD20,-1
split_001,split_001_inner_003,alpha158_STD30,-1
split_001,split_001_inner_003,alpha158_STD5,-1
split_001,split_001_inner_003,alpha158_STD60,-1
split_001,split_001_inner_003,alpha158_SUMD10,-1
split_001,split_001_inner_003,alpha158_SUMD20,-1
split_001,split_001_inner_003,alpha158_SUMD30,-1
split_001,split_001_inner_003,alpha158_SUMD5,-1
split_001,split_001_inner_003,alpha158_SUMD60,-1
split_001,split_001_inner_003,alpha158_SUMN10,1
split_001,split_001_inner_003,alpha158_SUMN20,1
split_001,split_001_inner_003,alpha158_SUMN30,1
split_001,split_001_inner_003,alpha158_SUMN5,1
split_001,split_001_inner_003,alpha158_SUMN60,1
split_001,split_001_inner_003,alpha158_SUMP10,-1
split_001,split_001_inner_003,alpha158_SUMP20,-1
split_001,split_001_inner_003,alpha158_SUMP30,-1
split_001,split_001_inner_003,alpha158_SUMP5,-1
split_001,split_001_inner_003,alpha158_SUMP60,-1
split_001,split_001_inner_003,alpha158_VMA10,1
split_001,split_001_inner_003,alpha158_VMA20,1
split_001,split_001_inner_003,alpha158_VMA30,1
split_001,split_001_inner_003,alpha158_VMA5,1
split_001,split_001_inner_003,alpha158_VMA60,1
split_001,split_001_inner_003,alpha158_VSTD10,-1
split_001,split_001_inner_003,alpha158_VSTD20,1
split_001,split_001_inner_003,alpha158_VSTD30,1
split_001,split_001_inner_003,alpha158_VSTD5,-1
split_001,split_001_inner_003,alpha158_VSTD60,1
split_001,split_001_inner_003,alpha158_VSUMD10,-1
split_001,split_001_inner_003,alpha158_VSUMD20,-1
split_001,split_001_inner_003,alpha158_VSUMD30,-1
split_001,split_001_inner_003,alpha158_VSUMD5,-1
split_001,split_001_inner_003,alpha158_VSUMD60,-1
split_001,split_001_inner_003,alpha158_VSUMN10,1
split_001,split_001_inner_003,alpha158_VSUMN20,1
split_001,split_001_inner_003,alpha158_VSUMN30,1
split_001,split_001_inner_003,alpha158_VSUMN5,1
split_001,split_001_inner_003,alpha158_VSUMN60,1
split_001,split_001_inner_003,alpha158_VSUMP10,-1
split_001,split_001_inner_003,alpha158_VSUMP20,-1
split_001,split_001_inner_003,alpha158_VSUMP30,-1
split_001,split_001_inner_003,alpha158_VSUMP5,-1
split_001,split_001_inner_003,alpha158_VSUMP60,-1
split_001,split_001_inner_003,alpha158_VWAP0,1
split_001,split_001_inner_003,alpha158_WVMA10,1
split_001,split_001_inner_003,alpha158_WVMA20,-1
split_001,split_001_inner_003,alpha158_WVMA30,-1
split_001,split_001_inner_003,alpha158_WVMA5,1
split_001,split_001_inner_003,alpha158_WVMA60,1
split_001,split_001_inner_003,alpha360_CLOSE1,1
split_001,split_001_inner_003,alpha360_CLOSE10,1
split_001,split_001_inner_003,alpha360_CLOSE11,1
split_001,split_001_inner_003,alpha360_CLOSE12,1
split_001,split_001_inner_003,alpha360_CLOSE13,1
split_001,split_001_inner_003,alpha360_CLOSE14,1
split_001,split_001_inner_003,alpha360_CLOSE15,1
split_001,split_001_inner_003,alpha360_CLOSE16,1
split_001,split_001_inner_003,alpha360_CLOSE17,1
split_001,split_001_inner_003,alpha360_CLOSE18,1
split_001,split_001_inner_003,alpha360_CLOSE19,1
split_001,split_001_inner_003,alpha360_CLOSE2,1
split_001,split_001_inner_003,alpha360_CLOSE20,1
split_001,split_001_inner_003,alpha360_CLOSE21,1
split_001,split_001_inner_003,alpha360_CLOSE22,1
split_001,split_001_inner_003,alpha360_CLOSE23,1
split_001,split_001_inner_003,alpha360_CLOSE24,1
split_001,split_001_inner_003,alpha360_CLOSE25,1
split_001,split_001_inner_003,alpha360_CLOSE26,1
split_001,split_001_inner_003,alpha360_CLOSE27,1
split_001,split_001_inner_003,alpha360_CLOSE28,1
split_001,split_001_inner_003,alpha360_CLOSE29,1
split_001,split_001_inner_003,alpha360_CLOSE3,1
split_001,split_001_inner_003,alpha360_CLOSE30,1
split_001,split_001_inner_003,alpha360_CLOSE31,1
split_001,split_001_inner_003,alpha360_CLOSE32,1
split_001,split_001_inner_003,alpha360_CLOSE33,1
split_001,split_001_inner_003,alpha360_CLOSE34,1
split_001,split_001_inner_003,alpha360_CLOSE35,1
split_001,split_001_inner_003,alpha360_CLOSE36,1
split_001,split_001_inner_003,alpha360_CLOSE37,1
split_001,split_001_inner_003,alpha360_CLOSE38,1
split_001,split_001_inner_003,alpha360_CLOSE39,1
split_001,split_001_inner_003,alpha360_CLOSE4,1
split_001,split_001_inner_003,alpha360_CLOSE40,1
split_001,split_001_inner_003,alpha360_CLOSE41,1
split_001,split_001_inner_003,alpha360_CLOSE42,1
split_001,split_001_inner_003,alpha360_CLOSE43,1
split_001,split_001_inner_003,alpha360_CLOSE44,1
split_001,split_001_inner_003,alpha360_CLOSE45,1
split_001,split_001_inner_003,alpha360_CLOSE46,1
split_001,split_001_inner_003,alpha360_CLOSE47,1
split_001,split_001_inner_003,alpha360_CLOSE48,1
split_001,split_001_inner_003,alpha360_CLOSE49,1
split_001,split_001_inner_003,alpha360_CLOSE5,1
split_001,split_001_inner_003,alpha360_CLOSE50,1
split_001,split_001_inner_003,alpha360_CLOSE51,1
split_001,split_001_inner_003,alpha360_CLOSE52,1
split_001,split_001_inner_003,alpha360_CLOSE53,1
split_001,split_001_inner_003,alpha360_CLOSE54,1
split_001,split_001_inner_003,alpha360_CLOSE55,1
split_001,split_001_inner_003,alpha360_CLOSE56,1
split_001,split_001_inner_003,alpha360_CLOSE57,1
split_001,split_001_inner_003,alpha360_CLOSE58,1
split_001,split_001_inner_003,alpha360_CLOSE59,1
split_001,split_001_inner_003,alpha360_CLOSE6,1
split_001,split_001_inner_003,alpha360_CLOSE7,1
split_001,split_001_inner_003,alpha360_CLOSE8,1
split_001,split_001_inner_003,alpha360_CLOSE9,1
split_001,split_001_inner_003,alpha360_HIGH0,-1
split_001,split_001_inner_003,alpha360_HIGH1,-1
split_001,split_001_inner_003,alpha360_HIGH10,1
split_001,split_001_inner_003,alpha360_HIGH11,1
split_001,split_001_inner_003,alpha360_HIGH12,1
split_001,split_001_inner_003,alpha360_HIGH13,1
split_001,split_001_inner_003,alpha360_HIGH14,1
split_001,split_001_inner_003,alpha360_HIGH15,1
split_001,split_001_inner_003,alpha360_HIGH16,1
split_001,split_001_inner_003,alpha360_HIGH17,1
split_001,split_001_inner_003,alpha360_HIGH18,1
split_001,split_001_inner_003,alpha360_HIGH19,1
split_001,split_001_inner_003,alpha360_HIGH2,-1
split_001,split_001_inner_003,alpha360_HIGH20,1
split_001,split_001_inner_003,alpha360_HIGH21,1
split_001,split_001_inner_003,alpha360_HIGH22,1
split_001,split_001_inner_003,alpha360_HIGH23,1
split_001,split_001_inner_003,alpha360_HIGH24,1
split_001,split_001_inner_003,alpha360_HIGH25,1
split_001,split_001_inner_003,alpha360_HIGH26,1
split_001,split_001_inner_003,alpha360_HIGH27,1
split_001,split_001_inner_003,alpha360_HIGH28,1
split_001,split_001_inner_003,alpha360_HIGH29,1
split_001,split_001_inner_003,alpha360_HIGH3,1
split_001,split_001_inner_003,alpha360_HIGH30,1
split_001,split_001_inner_003,alpha360_HIGH31,1
split_001,split_001_inner_003,alpha360_HIGH32,1
split_001,split_001_inner_003,alpha360_HIGH33,1
split_001,split_001_inner_003,alpha360_HIGH34,1
split_001,split_001_inner_003,alpha360_HIGH35,1
split_001,split_001_inner_003,alpha360_HIGH36,1
split_001,split_001_inner_003,alpha360_HIGH37,1
split_001,split_001_inner_003,alpha360_HIGH38,1
split_001,split_001_inner_003,alpha360_HIGH39,1
split_001,split_001_inner_003,alpha360_HIGH4,1
split_001,split_001_inner_003,alpha360_HIGH40,1
split_001,split_001_inner_003,alpha360_HIGH41,1
split_001,split_001_inner_003,alpha360_HIGH42,1
split_001,split_001_inner_003,alpha360_HIGH43,1
split_001,split_001_inner_003,alpha360_HIGH44,1
split_001,split_001_inner_003,alpha360_HIGH45,1
split_001,split_001_inner_003,alpha360_HIGH46,1
split_001,split_001_inner_003,alpha360_HIGH47,1
split_001,split_001_inner_003,alpha360_HIGH48,1
split_001,split_001_inner_003,alpha360_HIGH49,1
split_001,split_001_inner_003,alpha360_HIGH5,1
split_001,split_001_inner_003,alpha360_HIGH50,1
split_001,split_001_inner_003,alpha360_HIGH51,1
split_001,split_001_inner_003,alpha360_HIGH52,1
split_001,split_001_inner_003,alpha360_HIGH53,1
split_001,split_001_inner_003,alpha360_HIGH54,1
split_001,split_001_inner_003,alpha360_HIGH55,1
split_001,split_001_inner_003,alpha360_HIGH56,1
split_001,split_001_inner_003,alpha360_HIGH57,1
split_001,split_001_inner_003,alpha360_HIGH58,1
split_001,split_001_inner_003,alpha360_HIGH59,1
split_001,split_001_inner_003,alpha360_HIGH6,1
split_001,split_001_inner_003,alpha360_HIGH7,1
split_001,split_001_inner_003,alpha360_HIGH8,1
split_001,split_001_inner_003,alpha360_HIGH9,1
split_001,split_001_inner_003,alpha360_LOW0,1
split_001,split_001_inner_003,alpha360_LOW1,1
split_001,split_001_inner_003,alpha360_LOW10,1
split_001,split_001_inner_003,alpha360_LOW11,1
split_001,split_001_inner_003,alpha360_LOW12,1
split_001,split_001_inner_003,alpha360_LOW13,1
split_001,split_001_inner_003,alpha360_LOW14,1
split_001,split_001_inner_003,alpha360_LOW15,1
split_001,split_001_inner_003,alpha360_LOW16,1
split_001,split_001_inner_003,alpha360_LOW17,1
split_001,split_001_inner_003,alpha360_LOW18,1
split_001,split_001_inner_003,alpha360_LOW19,1
split_001,split_001_inner_003,alpha360_LOW2,1
split_001,split_001_inner_003,alpha360_LOW20,1
split_001,split_001_inner_003,alpha360_LOW21,1
split_001,split_001_inner_003,alpha360_LOW22,1
split_001,split_001_inner_003,alpha360_LOW23,1
split_001,split_001_inner_003,alpha360_LOW24,1
split_001,split_001_inner_003,alpha360_LOW25,1
split_001,split_001_inner_003,alpha360_LOW26,1
split_001,split_001_inner_003,alpha360_LOW27,1
split_001,split_001_inner_003,alpha360_LOW28,1
split_001,split_001_inner_003,alpha360_LOW29,1
split_001,split_001_inner_003,alpha360_LOW3,1
split_001,split_001_inner_003,alpha360_LOW30,1
split_001,split_001_inner_003,alpha360_LOW31,1
split_001,split_001_inner_003,alpha360_LOW32,1
split_001,split_001_inner_003,alpha360_LOW33,1
split_001,split_001_inner_003,alpha360_LOW34,1
split_001,split_001_inner_003,alpha360_LOW35,1
split_001,split_001_inner_003,alpha360_LOW36,1
split_001,split_001_inner_003,alpha360_LOW37,1
split_001,split_001_inner_003,alpha360_LOW38,1
split_001,split_001_inner_003,alpha360_LOW39,1
split_001,split_001_inner_003,alpha360_LOW4,1
split_001,split_001_inner_003,alpha360_LOW40,1
split_001,split_001_inner_003,alpha360_LOW41,1
split_001,split_001_inner_003,alpha360_LOW42,1
split_001,split_001_inner_003,alpha360_LOW43,1
split_001,split_001_inner_003,alpha360_LOW44,1
split_001,split_001_inner_003,alpha360_LOW45,1
split_001,split_001_inner_003,alpha360_LOW46,1
split_001,split_001_inner_003,alpha360_LOW47,1
split_001,split_001_inner_003,alpha360_LOW48,1
split_001,split_001_inner_003,alpha360_LOW49,1
split_001,split_001_inner_003,alpha360_LOW5,1
split_001,split_001_inner_003,alpha360_LOW50,1
split_001,split_001_inner_003,alpha360_LOW51,1
split_001,split_001_inner_003,alpha360_LOW52,1
split_001,split_001_inner_003,alpha360_LOW53,1
split_001,split_001_inner_003,alpha360_LOW54,1
split_001,split_001_inner_003,alpha360_LOW55,1
split_001,split_001_inner_003,alpha360_LOW56,1
split_001,split_001_inner_003,alpha360_LOW57,1
split_001,split_001_inner_003,alpha360_LOW58,1
split_001,split_001_inner_003,alpha360_LOW59,1
split_001,split_001_inner_003,alpha360_LOW6,1
split_001,split_001_inner_003,alpha360_LOW7,1
split_001,split_001_inner_003,alpha360_LOW8,1
split_001,split_001_inner_003,alpha360_LOW9,1
