date,aum_cny,per_name_budget,names,unknown_price,unknown_adv,unknown_open,below_lot,adv_below_minimum,adv_cap_binds,open_budget_breach,known_reference_buildable,reference_fee_cny,reference_unallocated_fraction,actual_execution_certified
2015-08-28,1000000,475.0,2000,309,444,306,1643,0,0,5,48,240.47999999999985,0.9804655200037106,False
2015-08-28,5000000,2375.0,2000,309,444,306,242,0,0,62,1449,7299.169999999966,0.4573935661407855,False
2015-08-28,10000000,4750.0,2000,309,444,306,36,0,0,117,1655,8409.360000000033,0.3260584642701676,False
2020-08-28,1000000,475.2376188094047,1999,7,22,8,1818,0,0,0,174,871.7299999999988,0.9334082701361707,False
2020-08-28,5000000,2376.1880940470237,1999,7,22,8,606,0,0,7,1386,6983.51999999998,0.4649305416043532,False
2020-08-28,10000000,4752.376188094047,1999,7,22,8,264,0,0,15,1728,8779.700000000035,0.2962607277447181,False
2023-08-28,1000000,475.0,2000,1,2,0,1824,0,0,34,175,875.0,0.9323860001843276,False
2023-08-28,5000000,2375.0,2000,1,2,0,638,0,0,230,1361,6830.12000000022,0.4804992040781706,False
2023-08-28,10000000,4750.0,2000,1,2,0,295,0,0,481,1704,8589.460000000076,0.30812621301883647,False
