fee_schedule_id,sell_stamp_tax_rate,transfer_fee_rate,fill_count,commission,stamp_tax,transfer_fee
a_share_from_2023_08_28,0.0005,1e-05,216,7349.729869611209,4883.227883643811,243.7910176850257
