outer_split_id,factor_count,allowed_dates_sha256,exposure_dates_sha256,exposure_path,exposure_sha256,exposure_rows,performance_path,performance_sha256,performance_rows,factor_list_sha256
split_001,461,1c374814f32cd3f87c404ad09942788eaee0c5ac8fc2a69e54f8f9c19f9f5205,6dd7e60b4917c8536cd619b58c7ff79a9d7799c024f54a0814e9c2911f91b6f8,E:/qlib_prj/qlib_baseline/outputs/clustering_input_projection_v1/runtime/split_001_exposure.parquet,ae8a9a7791b5bb422fb282ef973b3f2b870fe6b700e7b473cf642255da23993b,120000,E:/qlib_prj/qlib_baseline/outputs/clustering_input_projection_v1/runtime/split_001_performance.parquet,302a8e99360c4ff673699cd94c7734ddfdebe8264f1d2ad30b083037fb473ab9,352665,6bd8e375099719af587675308c52aaf3d881a26d1938664b3c38b2108ed1cafd
split_002,238,15f0a51f7fa9ea1b886b896f75bf7afd58ed8ccdffa7d21a2922c5fdc7a2f285,89ec9298665d0223e397c60c0b94a4aa6aeb52ada2a2057a3ca88b0525c82bf8,E:/qlib_prj/qlib_baseline/outputs/clustering_input_projection_v1/runtime/split_002_exposure.parquet,cc7a76eda5ba2b15c21de133e98162fbbd31b72a76835c7b3c90421eb9bc23ce,120000,E:/qlib_prj/qlib_baseline/outputs/clustering_input_projection_v1/runtime/split_002_performance.parquet,5d9dded2868fef703231092a788c5b62c02079a01edeaab27b61ff9643f4cc43,210630,7e95a5cf1caf1abbab827bf51bf3207fe34dbd244863fd4a9f9aa262d56c315d
split_003,215,adf82cb775ccc74912946f39889346e3701f80ea3c706ddf248221100d9d6d6a,1f2e3d1b7f3f4b12b91442839e7fc8a2d3823a10f308584d18145e5a5bf3f261,E:/qlib_prj/qlib_baseline/outputs/clustering_input_projection_v1/runtime/split_003_exposure.parquet,59475d6708cd394fa2cb172d9bf1a4568a7a7f57dbc22cecc7e625761d72599a,120000,E:/qlib_prj/qlib_baseline/outputs/clustering_input_projection_v1/runtime/split_003_performance.parquet,8195026b383d298c19f1f3beca4eee5979616134737bc7f7af7e1d4e0f7ac97c,216935,b503d9577dd1acac56f4a4b33fa7deaeb403baa1f181ccba2ce2cf4de5d1f132
