datetime,signal,leg,count,mean_label,mean_ret_5,mean_ret_10,mean_ret_20,mean_rev_5,mean_std_20,mean_amplitude_20,mean_amount_mean_20,mean_amount_std_20,mean_volume_ratio_5_20,mean_corr_ret_volume_20,mean_score
2017-01-10,rev_5,long,376,-0.009045884013175964,-0.03778339922428131,,,0.03778339922428131,,,,,,,1.1590612885799814
2017-01-10,rev_5,short,376,-0.009669153951108456,0.06083128973841667,,,-0.06083128973841667,,,,,,,-1.2522138195469024
2017-01-11,rev_5,long,375,-0.023057004436850548,-0.06425067037343979,,,0.06425067037343979,,,,,,,1.2473075337409973
2017-01-11,rev_5,short,375,-0.014844139106571674,0.03681209683418274,,,-0.03681209683418274,,,,,,,-1.2272525690396627
2017-01-12,rev_5,long,374,-0.04925709590315819,-0.07124080508947372,,,0.07124080508947372,,,,,,,1.2310646322959247
2017-01-12,rev_5,short,374,-0.03157869353890419,0.024726729840040207,,,-0.024726729840040207,,,,,,,-1.2424567719513082
2017-01-13,rev_5,long,374,0.018928350880742073,-0.08782237023115158,,,0.08782237023115158,,,,,,,1.301688498991696
2017-01-13,rev_5,short,374,0.008655720390379429,0.01812802441418171,,,-0.01812802441418171,,,,,,,-1.261076374646814
2017-01-16,rev_5,long,373,-0.009189698845148087,-0.14529944956302643,,,0.14529944956302643,,,,,,,1.281122909634107
2017-01-16,rev_5,short,373,0.003778209676966071,-0.0005742954090237617,,,0.0005742954090237617,,,,,,,-1.4179781819156922
2017-01-17,rev_5,long,373,-0.0037123076617717743,-0.12622806429862976,-0.12079714238643646,,0.12622806429862976,,,,,,,1.2551015837582442
2017-01-17,rev_5,short,373,-0.007230793125927448,0.005865050945430994,0.019403629004955292,,-0.005865050945430994,,,,,,,-1.3747619826736144
2017-01-18,rev_5,long,374,0.022296899929642677,-0.12331851571798325,-0.14277857542037964,,0.12331851571798325,,,,,,,1.2476978890079866
2017-01-18,rev_5,short,374,0.010625187307596207,0.017209069803357124,0.014097648672759533,,-0.017209069803357124,,,,,,,-1.356451069607454
2017-01-19,rev_5,long,374,0.01298471074551344,-0.11785252392292023,-0.1452350914478302,,0.11785252392292023,,,,,,,1.3194855367117386
2017-01-19,rev_5,short,374,0.005206919740885496,0.018607880920171738,0.006557228043675423,,-0.018607880920171738,,,,,,,-1.4246432467259187
2017-01-20,rev_5,long,373,-0.004904388915747404,-0.07449905574321747,-0.10973682999610901,,0.07449905574321747,,,,,,,1.2624289588378517
2017-01-20,rev_5,short,373,-0.0018653852166607976,0.03651662915945053,0.01596703566610813,,-0.03651662915945053,,,,,,,-1.2967612666674657
2017-01-23,rev_5,long,372,0.004134329501539469,-0.011597017757594585,-0.06129811704158783,,0.011597017757594585,,,,,,,1.0643033934857256
2017-01-23,rev_5,short,372,0.0010146392742171884,0.07828430831432343,-0.024168409407138824,,-0.07828430831432343,,,,,,,-1.2158071264143913
2017-01-24,rev_5,long,373,0.006824788637459278,-0.026584859937429428,-0.0840592011809349,,0.026584859937429428,,,,,,,1.046911797958149
2017-01-24,rev_5,short,373,0.006397751159965992,0.0653000995516777,-0.008133123628795147,,-0.0653000995516777,,,,,,,-1.17330126771978
2017-01-25,rev_5,long,373,-0.000151380620081909,-0.018818281590938568,-0.05329900234937668,,0.018818281590938568,,,,,,,1.1508900953042283
2017-01-25,rev_5,short,373,-0.006122486665844917,0.06754927337169647,-0.01265911664813757,,-0.06754927337169647,,,,,,,-1.26084112625659
2017-01-26,rev_5,long,373,0.01128518395125866,-0.007977346889674664,-0.03638312220573425,,0.007977346889674664,,,,,,,1.1286607092251406
