signal,long_mean_label,short_mean_label,spread_mean_label,long_mean_ret_5,short_mean_ret_5,spread_mean_ret_5,long_mean_ret_10,short_mean_ret_10,spread_mean_ret_10,long_mean_ret_20,short_mean_ret_20,spread_mean_ret_20,long_mean_rev_5,short_mean_rev_5,spread_mean_rev_5,long_mean_std_20,short_mean_std_20,spread_mean_std_20,long_mean_amplitude_20,short_mean_amplitude_20,spread_mean_amplitude_20,long_mean_amount_mean_20,short_mean_amount_mean_20,spread_mean_amount_mean_20,long_mean_amount_std_20,short_mean_amount_std_20,spread_mean_amount_std_20,long_mean_volume_ratio_5_20,short_mean_volume_ratio_5_20,spread_mean_volume_ratio_5_20,long_mean_corr_ret_volume_20,short_mean_corr_ret_volume_20,spread_mean_corr_ret_volume_20,long_mean_score,short_mean_score,spread_mean_score
amplitude_20,0.0001243902364742954,-0.0004867149490126073,0.0006111051854869027,-0.0027084053629871908,0.004348728465817711,-0.007057133828804902,-0.006919123878566659,0.01580041139929937,-0.02271953527786603,-0.018346548497526392,0.0495552369391705,-0.0679017854366969,0.0027084053629871908,-0.004348728465817711,0.007057133828804902,0.014350013655188133,0.03661454765291714,-0.022264533997729007,0.020881376819942763,0.051559860708849964,-0.0306784838889072,134903.9045858479,386103.7829258183,-251199.8783399704,72136.55530354827,197129.62071721154,-124993.06541366327,1.010838006669442,1.0163698649677815,-0.005531858298339465,0.09549397388725414,0.21088932368883484,-0.1153953498015807,2.2821467776572195,-2.861730307007478,5.143877084664698
rev_5,-6.637998729793801e-05,-0.0006293890887844908,0.0005630091014865527,-0.05799289302113822,0.06974433878187686,-0.12773723180301508,-0.047792855089997095,0.07283001968847713,-0.12062287477847422,-0.0359292923572037,0.07878306278976159,-0.11471235514696529,0.05799289302113822,-0.06974433878187686,0.12773723180301508,0.027484791436981265,0.027381298469288815,0.00010349296769245064,0.038731146323012944,0.038373119008648406,0.0003580273143645382,244392.37880292317,288548.62565550127,-44156.2468525781,125294.73049881335,172666.29044403962,-47371.55994522627,0.952626170455807,1.2858600029260903,-0.33323383247028326,0.10440048331252852,0.2972739423323445,-0.19287345901981598,0.4399397700744841,-1.9847827585770366,2.424722528651521
score,-0.0001311720205255136,-0.0007251841398457377,0.000594012119320224,-0.019133054570299162,0.03760367249921088,-0.05673672706951004,-0.02138850881403268,0.045840170580710424,-0.0672286793947431,-0.03055789016531415,0.07460341196980212,-0.10516130213511626,0.019133054570299162,-0.03760367249921088,0.05673672706951004,0.014351470280546006,0.03656627156818789,-0.022214801287641882,0.021984887560877454,0.04929559748545097,-0.027310709924573514,121385.76347013502,394889.18070182065,-273503.4172316856,49191.963400183355,233693.0458713666,-184501.08247118324,0.9863650324601521,1.1346587949626026,-0.14829376250245052,0.0686694332746085,0.24473902292395636,-0.17606958964934785,2.4267904143416668,-3.2091159517823713,5.635906366124038
std_20,8.764019948412534e-05,-0.0005178427677894157,0.0006054829672735411,-0.0024245508480234316,0.007649280273819902,-0.010073831121843334,-0.005597228608991781,0.01906502306840918,-0.02466225167740096,-0.014018960306594722,0.04789273569860557,-0.06191169600520029,0.0024245508480234316,-0.007649280273819902,0.010073831121843334,0.013425150514891591,0.03832973139761837,-0.024904580882726776,0.0221006716565033,0.049573316298677166,-0.027472644642173867,114706.69206259423,403369.4694872375,-288662.7774246433,45869.13174434582,245451.394068814,-199582.26232446817,1.003797056421312,1.0651126959929043,-0.06131563957159236,0.1162769731567574,0.19392481568438338,-0.07764784252762598,2.2726342969207627,-2.9210892608091923,5.193723557729955
