signal,start_date,end_date,trading_days,gross_annualized_return,net_annualized_return,gross_ir,net_ir,net_max_drawdown,average_long_return,average_short_return,average_spread,average_turnover,average_daily_cost
std_20,2017-02-07,2020-07-29,849,0.15096008777618408,0.1400359869003296,0.9852661400511837,0.9236124676162957,-0.18432247638702393,8.764020458329469e-05,-0.0005178428255021572,0.0006054829573258758,0.07571779047274303,3.7858895236371514e-05
amplitude_20,2017-02-06,2020-07-29,850,0.15144073963165283,0.14353084564208984,0.9549700597563135,0.9121793641039772,-0.18735438585281372,0.00012439019337762147,-0.00048671505646780133,0.0006111051770858467,0.054724042070133046,2.736202103506652e-05
score,2017-01-03,2020-07-29,869,0.1482853889465332,0.12588965892791748,0.990202554522597,0.8597766343409645,-0.20835888385772705,-0.00013117205526214093,-0.0007251842180266976,0.0005940120900049806,0.1563821727849024,7.81910863924512e-05
rev_5,2017-01-10,2020-07-29,864,0.14286255836486816,0.0943218469619751,1.1004199503443717,0.7635148963082006,-0.14442580938339233,-6.63799510220997e-05,-0.0006293890182860196,0.0005630091181956232,0.34457533409825375,0.00017228766704912684
