datetime,signal,direction,side_count,long_return,short_return,gross_long_short_return,long_turnover,short_turnover,turnover,cost,net_long_short_return
2017-01-10,rev_5,1.0,92,-0.007250359,-0.011336525,0.004086166,1.0,1.0,1.0,0.0005,0.003586166
2017-01-11,rev_5,1.0,92,-0.011523354,-0.016793236,0.0052698823,0.3586956521739131,0.3152173913043478,0.33695652173913043,0.00016847826086956522,0.005101404
2017-01-12,rev_5,1.0,92,-0.03192316,-0.027111167,-0.004811993,0.34782608695652173,0.32608695652173914,0.33695652173913043,0.00016847826086956522,-0.004980471
2017-01-13,rev_5,1.0,92,0.011771084,0.007956291,0.0038147932,0.42391304347826086,0.40217391304347827,0.41304347826086957,0.0002065217391304348,0.0036082715
2017-01-16,rev_5,1.0,92,-0.007099466,0.0019016862,-0.009001153,0.44565217391304346,0.42391304347826086,0.43478260869565216,0.0002173913043478261,-0.009218544
2017-01-17,rev_5,1.0,92,-0.0050884266,-0.006918102,0.0018296754,0.2065217391304348,0.3152173913043478,0.2608695652173913,0.00013043478260869564,0.0016992406
2017-01-18,rev_5,1.0,92,0.020138565,0.011056545,0.00908202,0.23913043478260865,0.2717391304347826,0.2554347826086956,0.00012771739130434782,0.008954303
2017-01-19,rev_5,1.0,92,0.010206017,0.0080750985,0.0021309182,0.25,0.25,0.25,0.000125,0.0020059182
2017-01-20,rev_5,1.0,92,-0.0044141724,0.0029684843,-0.0073826564,0.26086956521739135,0.2934782608695652,0.27717391304347827,0.00013858695652173913,-0.0075212433
2017-01-23,rev_5,1.0,92,0.0034548484,-0.0013965854,0.004851434,0.5652173913043479,0.4782608695652174,0.5217391304347827,0.00026086956521739134,0.0045905644
2017-01-24,rev_5,1.0,92,0.009299607,0.00763641,0.0016631968,0.3586956521739131,0.32608695652173914,0.3423913043478261,0.00017119565217391306,0.0014920011
2017-01-25,rev_5,1.0,92,-0.0001563838,-0.0039527514,0.0037963677,0.42391304347826086,0.3913043478260869,0.4076086956521739,0.00020380434782608695,0.0035925633
2017-01-26,rev_5,1.0,92,0.010876679,0.00825547,0.0026212092,0.3804347826086957,0.3586956521739131,0.3695652173913044,0.00018478260869565218,0.0024364267
2017-02-03,rev_5,1.0,92,0.0011954987,9.1973205e-05,0.0011035255,0.3586956521739131,0.28260869565217395,0.3206521739130435,0.00016032608695652176,0.00094319944
2017-02-06,rev_5,1.0,93,0.005298591,0.0061166086,-0.0008180174,0.4193548387096774,0.3978494623655914,0.4086021505376344,0.0002043010752688172,-0.0010223185
2017-02-07,rev_5,1.0,93,0.012044451,0.0034683277,0.008576123,0.5161290322580645,0.3870967741935484,0.45161290322580644,0.00022580645161290321,0.008350316
