signal,long_mean_label,short_mean_label,spread_mean_label,long_mean_ret_5,short_mean_ret_5,spread_mean_ret_5,long_mean_ret_10,short_mean_ret_10,spread_mean_ret_10,long_mean_ret_20,short_mean_ret_20,spread_mean_ret_20,long_mean_rev_5,short_mean_rev_5,spread_mean_rev_5,long_mean_std_20,short_mean_std_20,spread_mean_std_20,long_mean_amplitude_20,short_mean_amplitude_20,spread_mean_amplitude_20,long_mean_amount_mean_20,short_mean_amount_mean_20,spread_mean_amount_mean_20,long_mean_amount_std_20,short_mean_amount_std_20,spread_mean_amount_std_20,long_mean_volume_ratio_5_20,short_mean_volume_ratio_5_20,spread_mean_volume_ratio_5_20,long_mean_corr_ret_volume_20,short_mean_corr_ret_volume_20,spread_mean_corr_ret_volume_20,long_mean_score,short_mean_score,spread_mean_score
amplitude_20,-9.13641848402382e-05,6.682028811744257e-05,-0.00015818447295768077,-0.0031577126582305937,0.0064016583862608325,-0.009559371044491427,-0.007537351059447033,0.018831081460024615,-0.026368432519471647,-0.018876481339361817,0.05414597936449309,-0.0730224607038549,0.0031577126582305937,-0.0064016583862608325,0.009559371044491427,0.013895546791755269,0.03492617104757415,-0.021030624255818885,0.020057527624553192,0.04960346416747799,-0.029545936542924797,68085.25484881431,448240.6019063085,-380155.3470574942,28266.962385386814,209102.20065720807,-180835.23827182126,1.0112740561457227,1.0187691538696617,-0.0074950977239389704,0.08067399702966375,0.22638764737037056,-0.14571365034070682,2.279002985667681,-2.8627634853170694,5.14176647098475
rev_5,1.4671307484251076e-05,-4.856297524337673e-05,6.32342827276278e-05,-0.054259825797430494,0.0660357574252649,-0.12029558322269539,-0.045842376750309374,0.07035119253202185,-0.11619356928233122,-0.03480673320739797,0.07875039565553617,-0.11355712886293415,0.054259825797430494,-0.0660357574252649,0.12029558322269539,0.02621445234734525,0.026580705852253046,-0.00036625350490779654,0.03706180626699381,0.03738463804000544,-0.0003228317730116295,255271.0974535291,251466.26183399133,3804.835619537771,116696.48800699848,125275.92310341125,-8579.435096412766,0.9647578692810904,1.256191165039806,-0.2914332957587157,0.10014252247117131,0.3101480181980976,-0.2100054957269263,0.49585777671644315,-2.0713678638271125,2.5672256405435556
score,-0.00020272414118049779,3.7365843210918534e-05,-0.00024008998439141633,-0.01792476644525912,0.03754999431165426,-0.05547476075691338,-0.020365332566293828,0.0468266009484492,-0.06719193351474302,-0.028949698257517194,0.0761467711359831,-0.1050964693935003,0.01792476644525912,-0.03754999431165426,0.05547476075691338,0.013942762053346436,0.03494580187829168,-0.021003039824945245,0.021165734241556357,0.04735965692037991,-0.026193922678823554,72779.71485295742,415860.6975854881,-343080.9827325307,29321.98113832282,202865.66685282672,-173543.6857145039,0.9913780131315485,1.1204003571618324,-0.1290223440302839,0.057579578837290306,0.26756470335604315,-0.20998512451875284,2.4160712367778503,-3.2055350830948326,5.621606319872683
std_20,-4.494210478085228e-05,0.00013976307817551995,-0.00018470518295637223,-0.002589613196354478,0.008210187841710742,-0.010799801038065219,-0.005851681887598299,0.019533009894778547,-0.025384691782376845,-0.01390006309037122,0.04893898392541872,-0.06283904701578993,0.002589613196354478,-0.008210187841710742,0.010799801038065219,0.013004189479340634,0.03678567635827756,-0.02378148687893692,0.021162106364965187,0.04772213738377503,-0.026560031018809844,70308.59437622508,434602.6144385688,-364294.02006234374,27987.10371639771,214721.13978045312,-186734.0360640554,1.0057976907551274,1.05696013178454,-0.0511624410294127,0.10445002078440575,0.2143714884748064,-0.10992146769040063,2.267834253631673,-2.897012345592365,5.164846599224038
