split_id,kind,rows,sha256
split_001,signal,239982,81f1398f873b01efa79dcdc658b428126f799f7fd2c0ef78684ba0fabaa57350
split_001,market,269400,79e3c64bbe95bcae76fadeda0a580417fd56b4fc980372e6c5cac14a9a15f257
split_002,signal,247932,4d36d62bae907d5ff686bf5cf307c6feee0fe07a4127c7ecf245d9c3c3f89783
split_002,market,294376,a2a0c65b42b904aff3dd5ed9cf26c2c2602613bd30d48dc0226aa95717f2c2da
split_003,signal,247968,f89f4724cc764361ed1ddff5b40a8048608e7c83cb83cdb4c1ba789f69317167
split_003,market,290160,fa892c1d8f4891e07ef9e14bb1190de40837f1eda35efb213c7db6bdbfdfccc0
