event_id,datetime,instrument,side,commission,stamp_tax,slippage_cost,cash_fee,implementation_cost,split_id
event_000035,2024-08-02,SH601918,buy,39.84260267113503,0.0,132.67599957086986,39.84260267113503,172.5186022420049,split_001
event_000036,2024-08-02,SH600585,buy,52.333282959535225,0.0,174.2700065252258,52.333282959535225,226.60328948476104,split_001
event_000037,2024-08-02,SZ002714,buy,57.19994327493203,0.0,190.47600158151,57.19994327493203,247.67594485644202,split_001
event_000038,2024-08-02,SH600809,buy,53.15309953224815,0.0,176.99999844236916,53.15309953224815,230.1530979746173,split_001
event_000039,2024-08-02,SZ002092,buy,5.418613406906466,0.0,18.04400068899703,5.418613406906466,23.462614095903497,split_001
event_000040,2024-08-02,SH603296,buy,8.884675621752468,0.0,29.58599940643012,8.884675621752468,38.47067502818258,split_001
event_000041,2024-08-02,SZ000413,buy,5.0,0.0,0.43999999059796124,5.0,5.439999990597961,split_001
event_000042,2024-08-02,SH603003,buy,5.329123891632619,0.0,17.746000305137247,5.329123891632619,23.075124196769867,split_001
event_000043,2024-08-02,SH688223,buy,37.89846175222942,0.0,126.20200383690178,37.89846175222942,164.1004655891312,split_001
event_000044,2024-08-02,SZ000625,buy,58.017960735541266,0.0,193.20000244930426,58.017960735541266,251.21796318484553,split_001
event_000045,2024-08-02,SZ000725,buy,58.17471479156298,0.0,193.72199397789691,58.17471479156298,251.8967087694599,split_001
event_000046,2024-08-02,SH601155,buy,19.228811481031855,0.0,64.0320062638354,19.228811481031855,83.26081774486725,split_001
event_000047,2024-08-02,SH600161,buy,22.491267976392873,0.0,74.89599725738003,22.491267976392873,97.38726523377291,split_001
event_000048,2024-08-02,SH688248,buy,9.67566571905373,0.0,32.21999906444495,9.67566571905373,41.89566478349868,split_001
event_000049,2024-08-02,SH688063,buy,14.7062911211083,0.0,48.971998405286854,14.7062911211083,63.678289526395154,split_001
event_000050,2024-08-05,SH600233,sell,10.511266879209366,35.037556264031224,35.07262889292251,45.54882314324059,80.6214520361631,split_001
event_000051,2024-08-05,SH601111,sell,30.110052109800115,100.3668403660004,100.46730767366863,130.47689247580053,230.94420014946917,split_001
event_000052,2024-08-05,SH688063,sell,14.389660295024555,47.96553431674852,48.01354786461099,62.35519461177307,110.36874247638406,split_001
event_000053,2024-08-05,SH600612,sell,12.215770353916602,40.71923451305535,40.759994507567264,52.93500486697195,93.69499937453921,split_001
event_000054,2024-08-05,SZ000786,sell,40.41757384343926,134.72524614479755,134.86010625106576,175.1428199882368,310.00292623930255,split_001
event_000055,2024-08-05,SH688248,sell,7.783208682320975,25.94402894106992,25.969998940006178,33.72723762339089,59.69723656339707,split_001
event_000056,2024-08-05,SH688408,sell,24.336076807954015,81.1202560265134,81.2014574840073,105.45633283446742,186.65779031847472,split_001
event_000057,2024-08-05,SZ002223,sell,35.96999249861029,119.89997499536764,120.01999499035632,155.86996749397792,275.88996248433426,split_001
event_000058,2024-08-05,SZ300025,sell,5.333947157528912,17.779823858429708,17.79762147990791,23.11377101595862,40.91139249586653,split_001
event_000059,2024-08-05,SZ301511,sell,7.443980744479494,24.813269148264983,24.838107255519606,32.257249892744476,57.095357148264085,split_001
event_000060,2024-08-05,SZ300498,sell,59.73739840348816,199.12466134496054,199.32398533029956,258.8620597484487,458.1860450787483,split_001
event_000061,2024-08-05,SZ002310,sell,7.285854744773777,24.28618248257926,24.310492975552258,31.572037227353036,55.88253020290529,split_001
event_000062,2024-08-05,SZ001979,sell,57.829237995065164,192.76412665021724,192.95708373395934,250.5933646452824,443.55044837924174,split_001
event_000063,2024-08-05,SH601166,sell,57.360658131488464,191.20219377162823,191.39358735901476,248.5628519031167,439.9564392621314,split_001
event_000064,2024-08-05,SZ000895,sell,28.82500292215843,96.08334307386144,96.17952259644949,124.90834599601988,221.08786859246936,split_001
event_000065,2024-08-05,SH688278,sell,11.712276202870495,39.04092067623499,39.080000676909776,50.75319687910549,89.83319755601526,split_001
event_000066,2024-08-05,SH600809,sell,53.10718138124716,177.02393793749056,177.2011390765457,230.13111931873772,407.3322583952834,split_001
event_000067,2024-08-05,SH600016,sell,57.91531707615999,193.0510569205333,193.24430122174303,250.9663739966933,444.21067521843634,split_001
event_000068,2024-08-05,SZ000725,sell,57.46008141114627,191.5336047038209,191.7253300338476,248.99368611496718,440.7190161488148,split_001
event_000069,2024-08-05,SH601155,sell,19.12154784839215,63.73849282797384,63.80229512309755,82.860040676366,146.66233579946356,split_001
event_000070,2024-08-05,SH600325,sell,21.867219929929202,72.890733099764,72.96369679656846,94.75795302969321,167.72164982626168,split_001
event_000071,2024-08-05,SZ002311,sell,26.34530327639179,87.81767758797264,87.90558317114048,114.16298086436443,202.0685640355049,split_001
event_000072,2024-08-05,SH600660,sell,58.045827848416536,193.48609282805515,193.6797726006609,251.53192067647169,445.21169327713255,split_001
event_000073,2024-08-05,SH600777,sell,6.896184462607893,22.987281542026313,23.0102918338612,29.883466004634208,52.893757838495404,split_001
event_000074,2024-08-05,SH601918,sell,39.67668074225127,132.25560247417093,132.38799046461023,171.9322832164222,304.3202736810324,split_001
event_000075,2024-08-05,SZ002078,sell,40.45710285016503,134.8570095005501,134.99200150206292,175.31411235071513,310.306113852778,split_001
event_000076,2024-08-05,SZ002714,sell,58.91861282785308,196.39537609284363,196.5919680609003,255.31398892069672,451.905956981597,split_001
event_000077,2024-08-05,SH603198,sell,26.84403023045508,89.4801007681836,89.5696704386229,116.32413099863868,205.89380143726157,split_001
event_000078,2024-08-05,SH600585,sell,42.41354515491238,141.37848384970795,141.52000385356587,183.79202900462033,325.31203285818617,split_001
event_000079,2024-08-05,SH600309,sell,57.04669304178157,190.15564347260528,190.34598946205082,247.20233651438684,437.5483259764377,split_001
event_000080,2024-08-05,SH603003,sell,5.344464456847608,17.814881522825363,17.832714237063175,23.15934597967297,40.99206021673615,split_001
event_000081,2024-08-05,SZ002244,sell,40.32979635043834,134.43265450146117,134.56722172318334,174.76245085189953,309.3296725750829,split_001
event_000082,2024-08-05,SH601021,sell,21.34939880144257,71.16466267147526,71.2358985700483,92.51406147291783,163.74996004296614,split_001
event_000083,2024-08-05,SH688223,sell,37.09050897311023,123.63502991036745,123.75878869908125,160.72553888347767,284.48432758255893,split_001
event_000084,2024-08-05,SZ002092,sell,5.345344938956166,17.81781646318722,17.835652115302146,23.163161402143388,40.998813517445534,split_001
event_000085,2024-08-05,SH603179,sell,13.070849444850975,43.569498149503254,43.61311126076795,56.640347594354225,100.25345885512218,split_001
event_000086,2024-08-05,SZ002217,sell,5.0,16.223795840898077,16.240035876771998,21.223795840898077,37.463831717670075,split_001
event_000087,2024-08-05,SZ000625,sell,55.83346199823167,186.11153999410558,186.29783783193744,241.94500199233727,428.2428398242747,split_001
event_000088,2024-08-05,SH688518,sell,15.670548086830504,52.235160289435015,52.28744773717298,67.90570837626552,120.1931561134385,split_001
event_000089,2024-08-05,SH600188,buy,27.220392935733923,0.0,90.6439991199779,27.220392935733923,117.86439205571183,split_001
event_000090,2024-08-05,SH600301,buy,22.675652228200804,0.0,75.50999742989895,22.675652228200804,98.18564965809975,split_001
event_000091,2024-08-05,SH600886,buy,53.74890034996219,0.0,178.98401714939212,53.74890034996219,232.7329174993543,split_001
event_000092,2024-08-05,SZ300049,buy,23.71318901409299,0.0,78.96499838191531,23.71318901409299,102.6781873960083,split_001
event_000093,2024-08-05,SH603392,buy,26.23420645799695,0.0,87.35999486510195,26.23420645799695,113.5942013230989,split_001
event_000094,2024-08-05,SZ002463,buy,57.835075245494146,0.0,192.5909931584478,57.835075245494146,250.42606840394194,split_001
event_000095,2024-08-05,SZ002027,buy,57.95970179999999,0.0,193.00599999999238,57.95970179999999,250.96570179999236,split_001
event_000096,2024-08-05,SH600031,buy,57.695433872774984,0.0,192.1259869223013,57.695433872774984,249.82142079507628,split_001
event_000097,2024-08-05,SH601799,buy,7.177770375811467,0.0,23.901999253450867,7.177770375811467,31.079769629262334,split_001
event_000098,2024-08-05,SZ300475,buy,42.25581133665869,0.0,140.7119924630365,42.25581133665869,182.9678037996952,split_001
event_000099,2024-08-05,SH603129,buy,15.616800143840047,0.0,52.00399648298344,15.616800143840047,67.62079662682349,split_001
event_000100,2024-08-05,SH603737,buy,21.37655479315815,0.0,71.18399864521336,21.37655479315815,92.56055343837151,split_001
