event_id,datetime,instrument,side,requested_shares,executed_shares,unfilled_shares,base_price,fill_price,gross_value,status,reason,commission,stamp_tax,slippage_cost,cash_fee,implementation_cost,split_id
event_000381,2024-08-08,SZ002316,buy,67400.0,0.0,67400.0,2.8400001512233444,2.8400001512233444,0.0,rejected,cash_volume_or_lot,0.0,0.0,0.0,0.0,0.0,split_001
event_005278,2025-04-24,SH600696,buy,24900.0,0.0,24900.0,7.30999960839148,7.30999960839148,0.0,rejected,cash_volume_or_lot,0.0,0.0,0.0,0.0,0.0,split_002
event_005385,2025-04-25,SH600696,buy,25600.0,0.0,25600.0,6.939999767746361,6.939999767746361,0.0,rejected,cash_volume_or_lot,0.0,0.0,0.0,0.0,0.0,split_002
event_005494,2025-04-28,SH600696,buy,26700.0,0.0,26700.0,6.590000351317527,6.590000351317527,0.0,rejected,cash_volume_or_lot,0.0,0.0,0.0,0.0,0.0,split_002
event_005581,2025-04-29,SH600696,buy,30200.000000000004,0.0,30200.000000000004,6.259999733154233,6.259999733154233,0.0,rejected,cash_volume_or_lot,0.0,0.0,0.0,0.0,0.0,split_002
event_005746,2025-05-06,SH603721,sell,6001.892694600303,0.0,6001.892694600303,17.270000934950538,17.270000934950538,0.0,rejected,cash_volume_or_lot,0.0,0.0,0.0,0.0,0.0,split_002
event_005787,2025-05-06,SH603580,buy,11900.0,0.0,11900.0,15.070001107376557,15.070001107376557,0.0,rejected,cash_volume_or_lot,0.0,0.0,0.0,0.0,0.0,split_002
event_005880,2025-05-07,SH603398,buy,24900.0,0.0,24900.0,6.749999593725167,6.749999593725167,0.0,rejected,cash_volume_or_lot,0.0,0.0,0.0,0.0,0.0,split_002
