datetime,nav,return,total_turnover,turnover,total_cost,cost,value,cash,bench,calendar_complete,stock_value,accounting_error,split_id
2024-08-02,9980616.034777626,-0.0017914211709505678,4870033.210466235,0.48700332104662347,1469.7535128679265,0.00014697535128679266,4852118.998756726,5128497.036020899,0.0,True,4852118.998756727,0.0,split_001
2024-08-05,9832958.150302144,-0.014122450829578434,14140451.714007977,0.9288423150674077,8176.878788301463,0.0006720151593912083,6139728.092052987,3693230.058249157,0.0,True,6139728.092052986,9.313225746154785e-10,split_001
2024-08-06,9901011.418212658,0.007566481134715695,22274952.7258297,0.8272689548233018,14524.503220497554,0.0006455457589841408,6570966.713120885,3330044.705091772,0.0,True,6570966.713120886,-9.313225746154785e-10,split_001
2024-08-07,9919475.516528739,0.002441000731923017,29987742.26107575,0.7789900657076885,20228.78102305193,0.0005761308175103711,7566717.249066487,2352758.2674622512,0.0,True,7566717.249066487,0.0,split_001
2024-08-08,9891153.310024679,-0.0021263226306674214,38514448.30244456,0.8595924277610075,27458.98225196542,0.0007288894676806111,6784050.538092071,3107102.7719326084,0.0,True,6784050.538092073,-2.7939677238464355e-09,split_001
2024-08-09,9897397.783657957,0.0013120394466051382,46838089.75605902,0.8415238539653866,34192.09193385862,0.0006807203842517733,6682906.048202844,3214491.735455112,0.0,True,6682906.048202847,-2.7939677238464355e-09,split_001
2024-08-12,9857046.73876117,-0.0034306451160855483,53909144.16556742,0.7144357096755006,40588.67746218355,0.0006462896276520911,5249895.636738116,4607151.102023054,0.0,True,5249895.636738115,9.313225746154785e-10,split_001
2024-08-13,9879294.477309575,0.0027843723952948535,60082457.21812085,0.6262842427517281,45786.62775231584,0.0005273334324054923,4811141.672042063,5068152.805267512,0.0,True,4811141.6720420625,9.313225746154785e-10,split_001
2024-08-14,9849512.277963795,-0.0026526665665281366,64889887.58972632,0.4866167703217079,49362.352937251206,0.0003619413504828676,5449633.5345448945,4399878.7434189,0.0,True,5449633.534544894,9.313225746154785e-10,split_001
2024-08-15,9862980.390245907,0.0019330670288335446,71772748.5616762,0.6988022125063829,54934.008089761955,0.0005656782788094139,5438810.466660524,4424169.923585382,0.0,True,5438810.466660526,-9.313225746154785e-10,split_001
2024-08-16,9800460.65621036,-0.005803549506440534,78440536.32645777,0.6760418758791957,60213.44714946547,0.0005352782679082146,5590364.155368757,4210096.500841603,0.0,True,5590364.1553687565,0.0,split_001
2024-08-19,9804085.230140287,0.0008967851561762408,85071497.6395716,0.6765969014846184,65377.78085971594,0.0005269480579954096,5973387.925517348,3830697.3046229403,0.0,True,5973387.925517347,0.0,split_001
2024-08-20,9700397.322287558,-0.010036418234273193,91060354.3664107,0.6108531888755725,70667.78893829725,0.0005395718166870338,4971617.740986578,4728779.5813009795,0.0,True,4971617.740986579,-9.313225746154785e-10,split_001
2024-08-21,9653147.386414021,-0.0043893848791210326,96931348.76561324,0.6052323635974569,75338.94748391848,0.0004815430121494938,5087900.366740696,4565247.019673326,0.0,True,5087900.366740694,9.313225746154785e-10,split_001
2024-08-22,9551429.412040196,-0.009963129011076023,103585139.51342249,0.6892871807980356,80881.36908396916,0.0005741569436566519,4679337.230745011,4872092.181295186,0.0,True,4679337.230745011,-9.313225746154785e-10,split_001
2024-08-23,9545596.98666396,-0.00021264539461149622,108486763.39285222,0.5131822335671468,84682.72698377846,0.00039798837805548156,4988527.8599853115,4557069.126678648,0.0,True,4988527.8599853115,0.0,split_001
2024-08-26,9534327.458113577,-0.0007376853273540753,114069514.91363671,0.5848509557426417,88910.60869626388,0.00044291433195767097,5541167.0167115955,3993160.441401982,0.0,True,5541167.016711596,-1.862645149230957e-09,split_001
2024-08-27,9469375.229904374,-0.006273148499391434,120670779.16472952,0.6923681067273627,94052.58491889526,0.0005393118964312085,5856123.588746032,3613251.641158343,0.0,True,5856123.588746035,-2.7939677238464355e-09,split_001
2024-08-28,9468386.81508105,0.00045290258934691896,127001974.24074817,0.6685969160905858,99329.70430334001,0.0005572827410809072,5525823.92688646,3942562.888194591,0.0,True,5525823.926886463,-2.7939677238464355e-09,split_001
2024-08-29,9575697.752466185,0.011896175867784426,133770583.44938561,0.7148640355352345,104656.36165462105,0.0005625728495583696,5879184.760788325,3696512.99167786,0.0,True,5879184.760788323,1.862645149230957e-09,split_001
2024-08-30,9702726.436161114,0.014020414570311251,143226257.92049253,0.9874658448436975,111882.93024926576,0.0007546780173573805,6732934.517591516,2969791.918569599,0.0,True,6732934.517591515,9.313225746154785e-10,split_001
2024-09-02,9606879.745878343,-0.009114480019315658,152398726.10561273,0.9453495618443185,119294.31429676083,0.0007638455125224974,6567119.046696165,3039760.699182178,0.0,True,6567119.046696164,9.313225746154785e-10,split_001
2024-09-03,9593887.12703387,-0.0006176188973822362,160948696.44493145,0.8899841119575721,126353.54266529958,0.0007348096942264095,6165123.042428634,3428764.0846052356,0.0,True,6165123.042428633,1.862645149230957e-09,split_001
2024-09-04,9494593.692980068,-0.009799320000104916,168150527.89848745,0.750668770457234,131633.40671641033,0.0005503362694598555,7143708.230021667,2350885.462958401,0.0,True,7143708.23002167,-3.725290298461914e-09,split_001
2024-09-05,9514860.098350897,0.002713999027397213,174778657.28936878,0.6980951060372294,137135.31939386032,0.0005794784753683445,6837731.223289336,2677128.8750615623,0.0,True,6837731.223289335,0.0,split_001
2024-09-06,9461371.340592586,-0.00494709636428637,182628272.55643332,0.8249848327696406,143553.14735292707,0.0006745057618008573,6623555.813762075,2837815.526830511,0.0,True,6623555.813762074,0.0,split_001
2024-09-09,9405333.252873182,-0.005168231389046256,190837978.78762406,0.8677078549880223,150692.67872645703,0.0007545979453209785,5561794.662862742,3843538.59001044,0.0,True,5561794.662862741,9.313225746154785e-10,split_001
2024-09-10,9365384.15171926,-0.0036097838053037383,198935198.0290719,0.8609178456249025,156690.56022067388,0.0006377106831790989,6611558.110785938,2753826.0409333208,0.0,True,6611558.110785939,0.0,split_001
2024-09-11,9327987.37398211,-0.0034084816993467126,205310596.9152015,0.680740777190567,162165.59746933702,0.0005846035955351659,5930686.224666815,3397301.1493152943,0.0,True,5930686.224666817,-1.862645149230957e-09,split_001
2024-09-12,9331139.202500138,0.0010072793395189414,213527781.00006258,0.8809171534452015,168409.65791241344,0.0006693898900948917,6687005.280407195,2644133.922092944,0.0,True,6687005.280407197,-2.7939677238464355e-09,split_001
2024-09-13,9265936.40842009,-0.00619429502232708,221663032.93741181,0.8718390928268985,175812.62287777456,0.0007933613254186155,4910940.132733662,4354996.275686429,0.0,True,4910940.132733661,0.0,split_001
2024-09-18,9227166.259337768,-0.0036495308673400325,227803214.92657956,0.662661788137039,180766.45102275728,0.000534627902311212,4884707.496057976,4342458.763279792,0.0,True,4884707.496057974,1.862645149230957e-09,split_001
2024-09-19,9281341.646256965,0.0064584450254784945,234576957.6291665,0.7341086648061654,186184.2101304436,0.0005871530820422378,5020627.1498733265,4260714.496383637,0.0,True,5020627.1498733265,9.313225746154785e-10,split_001
2024-09-20,9272664.56424608,-0.0003282165332243697,242005822.28276068,0.8004084901443234,191815.002362522,0.0006066786943835035,5705983.410780557,3566681.153465524,0.0,True,5705983.4107805565,0.0,split_001
2024-09-23,9246737.21021344,-0.00217127841240996,248821916.7468124,0.7350739818987413,197608.82000129696,0.0006248276963576354,5074786.232278641,4171950.9779347987,0.0,True,5074786.23227864,9.313225746154785e-10,split_001
2024-09-24,9472385.194359114,0.02508268147192245,256947409.0566224,0.8787415631142852,203893.79995397865,0.000679697044460142,5819490.57779439,3652894.616564724,0.0,True,5819490.577794388,1.862645149230957e-09,split_001
2024-09-25,9540637.975004604,0.008032896080002558,266401022.99080232,0.9980183174782249,211731.70520453056,0.0008274479014239672,5373670.0265837135,4166967.948420891,0.0,True,5373670.026583714,-1.862645149230957e-09,split_001
2024-09-26,9738146.039952226,0.021250115209680422,273390837.40884745,0.732635955410703,216963.29639960863,0.0005483481512226175,6350141.0069242865,3388005.0330279404,0.0,True,6350141.006924288,-2.7939677238464355e-09,split_001
2024-09-27,10119210.528449247,0.039652353113204045,280606097.4062876,0.7409274791976272,222039.21334672326,0.0005212405858661299,8149959.838571865,1969250.6898773815,0.0,True,8149959.838571866,-9.313225746154785e-10,split_001
2024-09-30,11034236.554421354,0.0908420796654164,286593966.57239956,0.5917328381772069,226263.3163511226,0.00041743404710512286,10215111.544716952,819125.0097044013,0.0,True,10215111.544716954,-1.862645149230957e-09,split_001
2024-10-08,11875936.931567725,0.07695016613936723,295439070.0852549,0.8016053914768729,233649.27528855408,0.0006693674638026471,10444445.626506539,1431491.305061185,0.0,True,10444445.62650654,-1.862645149230957e-09,split_001
2024-10-09,11017515.225262787,-0.07185367544906594,302307670.43145305,0.5783628176687722,238741.26365904824,0.00042876519131379175,10422663.912001137,594851.31326165,0.0,True,10422663.912001135,1.862645149230957e-09,split_001
2024-10-10,11114486.634423027,0.00962390456589525,312949571.28228575,0.9659075239062238,247801.3695800356,0.0008223365918490255,9461695.804408783,1652790.8300142442,0.0,True,9461695.804408783,0.0,split_001
2024-10-11,10945268.962583272,-0.01451416501142267,322031754.70672655,0.8171482609293068,255701.548390523,0.000710800153919797,8065374.271004857,2879894.6915784148,0.0,True,8065374.2710048575,0.0,split_001
2024-10-14,11209417.553053804,0.02474534075400365,330313039.17789125,0.7566085858168056,262397.3680433341,0.0006117546928906873,8245862.997534427,2963554.555519376,0.0,True,8245862.997534428,0.0,split_001
2024-10-15,10988784.066045074,-0.018995708811931113,339976584.6689135,0.8620916693739873,270100.0232629046,0.0006871592732730392,8173471.113040904,2815312.9530041707,0.0,True,8173471.113040904,0.0,split_001
2024-10-16,10988103.56909882,0.000532645030160704,348152727.73764217,0.7440443837633189,276633.64142944553,0.0005945715310513341,8292047.731265007,2696055.837833814,0.0,True,8292047.7312650075,-9.313225746154785e-10,split_001
2024-10-17,10959752.110203676,-0.0019808885641205104,356818530.48121303,0.7886531728678985,283218.8916231909,0.000599307255554513,9085069.857122293,1874682.2530813839,0.0,True,9085069.85712229,1.862645149230957e-09,split_001
2024-10-18,11141970.617634527,0.017474365514619675,368162100.72912854,1.0350206951628487,292515.0985156628,0.0008482132441496541,8892182.464360256,2249788.1532742716,0.0,True,8892182.464360258,-1.862645149230957e-09,split_001
2024-10-21,11242505.890197711,0.009891487329707519,380054828.31474197,1.0673809861597257,302190.4871447845,0.0008683731954748072,8717709.88760399,2524796.0025937203,0.0,True,8717709.88760399,0.0,split_001
2024-10-22,11472169.77332804,0.02122582719924996,391782886.2418722,1.0431889510821482,311158.0913263422,0.0007976517218795974,9828426.973652132,1643742.7996759084,0.0,True,9828426.97365213,1.862645149230957e-09,split_001
