parent_role,stage_id,artifact_id,manifest_path,artifact_status,lineage_status,direct_parent
ridge_all,research_linear_models_v1,research_linear_models_v1:4f15042878aa5016cd487646016e9490798c63e9d948cf590030734ffbd1c84e,E:/qlib_prj/qlib_baseline/outputs/research_linear_models_v1/ridge_all/artifact_manifest.json,pass,complete,True
elastic_split_001,research_linear_models_v1,research_linear_models_v1:a26229567fa3f31c5f432db859d73238fe8a99ce84290141186cc1fa55be2f68,E:/qlib_prj/qlib_baseline/outputs/research_linear_models_v1/elastic_split_001/artifact_manifest.json,pass,complete,True
elastic_remaining,research_linear_models_v1,research_linear_models_v1:dcaf74d360b210b665ee4b97368cfc9cf927a0c2cc00eaaf1bea77b6f1ed5a51,E:/qlib_prj/qlib_baseline/outputs/research_linear_models_v1/elastic_remaining/artifact_manifest.json,pass,complete,True
