ridge_split_count_complete,elastic_net_split_count_complete,linear_model_development_complete,linear_model_research_complete,pre_test_freeze_ready,single_test_release_complete,research_model_experiment_started,model_training_started,test_read_count_before_freeze,production_model_selected,authoritative_execution,unbiased_final_estimate
3,3,True,False,True,False,True,True,0,False,False,False
