source_evidence,outer_split_id,method,model_binary_sha256,model_config_sha256,training_data_sha256,validation_search_sha256,fit_row_count,runtime_path
ridge_all,split_001,ridge,c55fd41027da7cf54059862aabb736158f1d7c7bef2d2c5814ad1e32395fdcc1,d34db76504b50b6f37f8170f1ecfde20607d77d7684e90ccd1a4d15013df0e1e,7c18e0ee8574c95a6d8f129afa411d2c29c32761b2a8bd39c822ec5e1ece28b0,06935a958c0f7650c5825cbc8b0cca7654bee8b3357a1855db3ee026d96b1b8e,1525954,E:/qlib_prj/qlib_baseline/outputs/research_linear_models_v1/runtime/ridge_all/models/split_001_ridge.joblib
ridge_all,split_002,ridge,4f4a1fc5edd7b99db85ce4036a31d1849225abfae544f6e9aa4903b3522cee0f,886699168721f3c38dec45f5b260ee4ee471b82ca0e0669651184e8a95333854,3db5a32f7f837296947d58c8998707ac664d2b10cff8fc7d0f3010a4b5e7d8a7,7889a6ad744de49ba72be9d2cc61adc4413e7e289fc2a0488d5996f83925c81c,1765345,E:/qlib_prj/qlib_baseline/outputs/research_linear_models_v1/runtime/ridge_all/models/split_002_ridge.joblib
ridge_all,split_003,ridge,d01fd73f08d4085daac1481c418087fd304101b5946f48f8deea62fc25852b83,d34db76504b50b6f37f8170f1ecfde20607d77d7684e90ccd1a4d15013df0e1e,a512c2275fe1af7be6e979e6c0a47bb2735a3c696baf585df59418ba5deb1e61,fe0d0240131811d776502c8a08165f057ad5d5f00873424c208edebb8591ef01,2012070,E:/qlib_prj/qlib_baseline/outputs/research_linear_models_v1/runtime/ridge_all/models/split_003_ridge.joblib
elastic_split_001,split_001,elastic_net,24fd4d5e4ef0f148b5714afef837e8c9ffa1e46ae28ad67bf5bb21415aaf3a26,937151d30a2ec9c3ab6d611ab37d26df3f19aec0f64917243b14696f3e56ba3d,7c18e0ee8574c95a6d8f129afa411d2c29c32761b2a8bd39c822ec5e1ece28b0,aadc2d67b432ed76c37c31cc5eb2d90552b5542c25d12fa649b8516f43769078,1525954,E:/qlib_prj/qlib_baseline/outputs/research_linear_models_v1/runtime/elastic_split_001/models/split_001_elastic_net.joblib
elastic_remaining,split_002,elastic_net,3ee796c49676c7d918c5c10a511f7f56eb34e25542146d16d43549f25a420131,3c36760f737badf241110ef9fffd69a1bd2941c1e3965cd312af64f572988207,3db5a32f7f837296947d58c8998707ac664d2b10cff8fc7d0f3010a4b5e7d8a7,9802cf620439ffd372f20a278d9fbf158c1507706e2bae6f1306ef546ab81c24,1765345,E:/qlib_prj/qlib_baseline/outputs/research_linear_models_v1/runtime/elastic_remaining/models/split_002_elastic_net.joblib
elastic_remaining,split_003,elastic_net,1d99b362482300222c2a227817f08c8a91041b32c931faed85fff6bc37e040cf,60e765658717e2bfe01e8ecf95db5656c2d394492169132ced792547ce5cd600,a512c2275fe1af7be6e979e6c0a47bb2735a3c696baf585df59418ba5deb1e61,93c0ed2a83849f9e2b979b2a9bf9a9784cf7e911af54e809069a2b88cf7caae9,2012070,E:/qlib_prj/qlib_baseline/outputs/research_linear_models_v1/runtime/elastic_remaining/models/split_003_elastic_net.joblib
