input_name,artifact_id,path,sha256
split_specific_allowlist_v1,split_specific_allowlist_v1:82dc8e41976ce8da225d46573971ed73b21432262b4c2726df2e89423dd10236,E:/qlib_prj/qlib_baseline/outputs/split_specific_allowlist_v1/full_research_669/artifact_manifest.json,7dcca16263606ce3699563661d322b56c2f9875e0718f8faf988bce91e36e1a4
factor_rolling_stability_v1,factor_rolling_stability_v1:287ba56893bed56f32e0bd11b8dc2624bb11b236e33b44bde7a834462823ccdb,E:/qlib_prj/qlib_baseline/outputs/factor_rolling_stability_v1/full_research_669/artifact_manifest.json,5d9e348d0fdca541f8d1708f3e6cde80fad4dbf413b4af67d5a8cd1fd122f4b1
