outer_split_id,method,factor_count,weight_sum,maximum_weight,weights_sha256,allowlist_sha256,feature_order_sha256,holdout_clean
split_001,equal_weight,48,1.0000000000000002,0.020833333333333336,19662f2f3e9b2d13034503bc4c7ac3623f9a0634efe3c6639c1f4122775182a3,87b636d998d2efd7ad11d248fca6cfe6a5325b352c84bc15c295331767db4ae5,51c3c47b2cdc377398353120ec52430081f5017d6aae6b248493cf7f9c530b16,True
split_001,stability_weight,48,1.0,0.022123645911903803,c8ec11b5c379dfe0e86a8674c784d1f29f415c4fb3f515ebc76ea724d0255feb,87b636d998d2efd7ad11d248fca6cfe6a5325b352c84bc15c295331767db4ae5,51c3c47b2cdc377398353120ec52430081f5017d6aae6b248493cf7f9c530b16,True
