parent_role,stage_id,artifact_id,manifest_path,artifact_status,lineage_status,direct_parent
forward_protocol,prospective_forward_protocol_v1,prospective_forward_protocol_v1:580c94f5fccf86ef4c5e7e0ca07e5b284470f4ad4779d6753c2fa22633c6970d,E:/qlib_prj/qlib_baseline/outputs/prospective_forward_protocol_v1/current/artifact_manifest.json,pass,complete,True
historical_comparison,historical_model_comparison_v1,historical_model_comparison_v1:78b76b328283f1bab8f024f3891a75aca804624c4d072b0ca28382e5feaef5fc,E:/qlib_prj/qlib_baseline/outputs/historical_model_comparison_v1/current/artifact_manifest.json,pass,complete,True
selection,research_selection_lineage_closure_v1,research_selection_lineage_closure_v1:abe0d942b28dfbd6ca679a8a2aee0ee83890309922b5184f5efa28d1fb842e6b,E:/qlib_prj/qlib_baseline/outputs/research_selection_lineage_closure_v1/current/artifact_manifest.json,pass,complete,True
matrix,full_research_feature_matrix_v4,full_research_feature_matrix_v4:10f6e026d5c6c13eda166f702fb2bae2e7ca76c6747bd9e9482ee482e605df1d,E:/qlib_prj/qlib_baseline/outputs/full_research_feature_matrix_v4/current/artifact_manifest.json,pass,complete,True
labels,full_research_labels_v2,full_research_labels_v2:404fe40807d674d4ec5fc7b7b0727c4e679bec6ddaa2c00d967eaeb08c80102b,E:/qlib_prj/qlib_baseline/outputs/full_research_labels_v2/current/artifact_manifest.json,pass,complete,True
