outer_split_id,left_factor,right_factor,exposure_correlation
split_001,alpha360_HIGH26,alpha158_BETA10,-0.4807722897467318
split_001,alpha360_HIGH27,alpha158_BETA10,-0.4720622033900894
split_001,alpha360_HIGH28,alpha158_BETA10,-0.44385362089623404
split_001,alpha360_HIGH33,alpha158_BETA10,-0.4131803694056293
split_001,alpha360_HIGH34,alpha158_BETA10,-0.40734009383712977
split_001,alpha360_HIGH35,alpha158_BETA10,-0.40752258667576424
split_001,alpha360_HIGH36,alpha158_BETA10,-0.40578933343719825
split_001,alpha360_HIGH37,alpha158_BETA10,-0.39072049488863103
split_001,alpha360_HIGH38,alpha158_BETA10,-0.37619496764866067
split_001,alpha360_HIGH39,alpha158_BETA10,-0.365461882580565
split_001,alpha360_HIGH40,alpha158_BETA10,-0.3777078857082341
split_001,alpha360_HIGH41,alpha158_BETA10,-0.367381247028161
split_001,alpha360_HIGH42,alpha158_BETA10,-0.3568696006203535
split_001,alpha360_HIGH43,alpha158_BETA10,-0.34945655875891934
split_001,alpha360_HIGH44,alpha158_BETA10,-0.3438565055159503
split_001,alpha360_HIGH45,alpha158_BETA10,-0.338554578642027
split_001,alpha360_HIGH46,alpha158_BETA10,-0.3298976521728717
split_001,alpha360_HIGH47,alpha158_BETA10,-0.31836876313206597
split_001,alpha360_HIGH48,alpha158_BETA10,-0.3355250779391278
split_001,alpha360_HIGH49,alpha158_BETA10,-0.3375933850691578
split_001,alpha360_HIGH50,alpha158_BETA10,-0.3340553417537229
split_001,alpha360_HIGH51,alpha158_BETA10,-0.3349218134333933
split_001,alpha360_HIGH52,alpha158_BETA10,-0.3342447326373013
split_001,alpha360_HIGH53,alpha158_BETA10,-0.3209691983996641
split_001,alpha360_HIGH54,alpha158_BETA10,-0.32239863108120503
split_001,alpha360_HIGH55,alpha158_BETA10,-0.31710077651252805
split_001,alpha360_HIGH56,alpha158_BETA10,-0.3058627562535342
split_001,alpha360_HIGH57,alpha158_BETA10,-0.2990803883356521
split_001,alpha360_HIGH58,alpha158_BETA10,-0.29647583129435506
split_001,alpha360_HIGH59,alpha158_BETA10,-0.28577227667821836
split_001,alpha360_HIGH9,alpha158_BETA10,-0.9214654399246447
split_001,alpha360_LOW0,alpha158_BETA10,-0.19665753087469506
split_001,alpha360_LOW1,alpha158_BETA10,-0.29011352085408826
split_001,alpha360_LOW10,alpha158_BETA10,-0.8511805545741362
split_001,alpha360_LOW11,alpha158_BETA10,-0.7986739565903791
split_001,alpha360_LOW12,alpha158_BETA10,-0.7568114261357477
split_001,alpha360_LOW13,alpha158_BETA10,-0.7139109847137687
split_001,alpha360_LOW14,alpha158_BETA10,-0.6946686619797167
split_001,alpha360_LOW15,alpha158_BETA10,-0.6712832370770834
split_001,alpha360_LOW16,alpha158_BETA10,-0.64437765181038
split_001,alpha360_LOW17,alpha158_BETA10,-0.6219792151214967
split_001,alpha360_LOW18,alpha158_BETA10,-0.5881546451816937
split_001,alpha360_LOW19,alpha158_BETA10,-0.5677307656992735
split_001,alpha360_LOW2,alpha158_BETA10,-0.39880470542776053
split_001,alpha360_LOW20,alpha158_BETA10,-0.5617105132470397
split_001,alpha360_LOW21,alpha158_BETA10,-0.542888937030095
split_001,alpha360_LOW22,alpha158_BETA10,-0.5256305922477625
split_001,alpha360_LOW23,alpha158_BETA10,-0.5012746400734064
split_001,alpha360_LOW24,alpha158_BETA10,-0.48848538703683086
split_001,alpha360_LOW25,alpha158_BETA10,-0.49018315847627447
split_001,alpha360_LOW26,alpha158_BETA10,-0.4758140222068743
split_001,alpha360_LOW27,alpha158_BETA10,-0.4566683561693805
split_001,alpha360_LOW28,alpha158_BETA10,-0.44526433661226333
split_001,alpha360_LOW29,alpha158_BETA10,-0.43884671765737115
split_001,alpha360_LOW3,alpha158_BETA10,-0.5361160424588046
split_001,alpha360_LOW30,alpha158_BETA10,-0.43909552487289494
split_001,alpha360_LOW35,alpha158_BETA10,-0.4071374548987385
split_001,alpha360_LOW36,alpha158_BETA10,-0.40410515418952153
split_001,alpha360_LOW37,alpha158_BETA10,-0.3898264868107474
split_001,alpha360_LOW38,alpha158_BETA10,-0.36902867744585705
split_001,alpha360_LOW39,alpha158_BETA10,-0.36400566913384724
split_001,alpha360_LOW4,alpha158_BETA10,-0.6523003701828165
split_001,alpha360_LOW40,alpha158_BETA10,-0.3680860479465147
split_001,alpha360_LOW41,alpha158_BETA10,-0.3595482062701495
split_001,alpha360_LOW42,alpha158_BETA10,-0.35063215507826656
split_001,alpha360_LOW43,alpha158_BETA10,-0.3412025127768776
split_001,alpha360_LOW44,alpha158_BETA10,-0.3488895008214616
split_001,alpha360_LOW45,alpha158_BETA10,-0.33142515817048657
split_001,alpha360_LOW46,alpha158_BETA10,-0.32979383806369933
split_001,alpha360_LOW47,alpha158_BETA10,-0.3212873313211111
split_001,alpha360_LOW48,alpha158_BETA10,-0.3216347334130927
split_001,alpha360_LOW49,alpha158_BETA10,-0.334393685355148
split_001,alpha360_LOW5,alpha158_BETA10,-0.7746844735417484
split_001,alpha360_LOW50,alpha158_BETA10,-0.3307991424546011
split_001,alpha360_LOW51,alpha158_BETA10,-0.32234601883403113
split_001,alpha360_LOW52,alpha158_BETA10,-0.3259329301123385
split_001,alpha360_LOW53,alpha158_BETA10,-0.32985822568089884
split_001,alpha360_LOW54,alpha158_BETA10,-0.3252576587796718
split_001,alpha360_LOW55,alpha158_BETA10,-0.3198068329569411
split_001,alpha360_LOW56,alpha158_BETA10,-0.3101037840155683
split_001,alpha360_LOW57,alpha158_BETA10,-0.30603042076885245
split_001,alpha360_LOW58,alpha158_BETA10,-0.29882127284960924
split_001,alpha360_LOW59,alpha158_BETA10,-0.27850149060870866
split_001,alpha360_LOW6,alpha158_BETA10,-0.8743408256712052
split_001,alpha360_LOW7,alpha158_BETA10,-0.9257966479384266
split_001,alpha360_LOW8,alpha158_BETA10,-0.9382152873454304
split_001,alpha360_LOW9,alpha158_BETA10,-0.9089640788937934
split_001,alpha360_OPEN0,alpha158_BETA10,-0.09572464065865233
split_001,alpha360_OPEN1,alpha158_BETA10,-0.27981848931717435
split_001,alpha360_OPEN10,alpha158_BETA10,-0.8320321544448942
split_001,alpha360_OPEN11,alpha158_BETA10,-0.7838351706948679
split_001,alpha360_OPEN12,alpha158_BETA10,-0.7376516330986516
split_001,alpha360_OPEN13,alpha158_BETA10,-0.6978261305375764
split_001,alpha360_OPEN14,alpha158_BETA10,-0.6883442457474709
split_001,alpha360_OPEN15,alpha158_BETA10,-0.6515025263516889
split_001,alpha360_OPEN16,alpha158_BETA10,-0.629347948244606
split_001,alpha360_OPEN17,alpha158_BETA10,-0.606133837087872
split_001,alpha360_OPEN18,alpha158_BETA10,-0.5859803226153084
split_001,alpha360_OPEN19,alpha158_BETA10,-0.5718888288867878
split_001,alpha360_OPEN2,alpha158_BETA10,-0.4283571267682612
split_001,alpha360_OPEN20,alpha158_BETA10,-0.5533151372466746
split_001,alpha360_OPEN21,alpha158_BETA10,-0.5329892546453845
split_001,alpha360_OPEN22,alpha158_BETA10,-0.5180468081821035
split_001,alpha360_OPEN23,alpha158_BETA10,-0.5056351469872953
split_001,alpha360_OPEN24,alpha158_BETA10,-0.4894310572473608
split_001,alpha360_OPEN25,alpha158_BETA10,-0.48146918052887794
split_001,alpha360_OPEN26,alpha158_BETA10,-0.47368402513993485
split_001,alpha360_OPEN27,alpha158_BETA10,-0.45180974858030765
split_001,alpha360_OPEN28,alpha158_BETA10,-0.4386792105455286
split_001,alpha360_OPEN3,alpha158_BETA10,-0.5690357303835587
split_001,alpha360_OPEN34,alpha158_BETA10,-0.410254906459964
split_001,alpha360_OPEN35,alpha158_BETA10,-0.41334614463125086
split_001,alpha360_OPEN36,alpha158_BETA10,-0.39892519450593666
split_001,alpha360_OPEN37,alpha158_BETA10,-0.3717613527538836
split_001,alpha360_OPEN38,alpha158_BETA10,-0.36720424476002866
split_001,alpha360_OPEN39,alpha158_BETA10,-0.37059501383401405
split_001,alpha360_OPEN4,alpha158_BETA10,-0.6853338758205525
split_001,alpha360_OPEN40,alpha158_BETA10,-0.36454441328577214
split_001,alpha360_OPEN41,alpha158_BETA10,-0.35189950163206074
split_001,alpha360_OPEN42,alpha158_BETA10,-0.3498283306167457
split_001,alpha360_OPEN43,alpha158_BETA10,-0.3436448098646204
split_001,alpha360_OPEN44,alpha158_BETA10,-0.3450917058042273
split_001,alpha360_OPEN45,alpha158_BETA10,-0.33565232466472683
split_001,alpha360_OPEN46,alpha158_BETA10,-0.3279139353423131
split_001,alpha360_OPEN47,alpha158_BETA10,-0.31886163440402726
split_001,alpha360_OPEN48,alpha158_BETA10,-0.32700968676337816
split_001,alpha360_OPEN49,alpha158_BETA10,-0.3376283288651586
split_001,alpha360_OPEN5,alpha158_BETA10,-0.8104044756483896
split_001,alpha360_OPEN50,alpha158_BETA10,-0.3300460076984359
split_001,alpha360_OPEN51,alpha158_BETA10,-0.32827617488447336
split_001,alpha360_OPEN52,alpha158_BETA10,-0.32695287682890894
split_001,alpha360_OPEN53,alpha158_BETA10,-0.3200981316778045
split_001,alpha360_OPEN54,alpha158_BETA10,-0.3211704795583705
split_001,alpha360_OPEN55,alpha158_BETA10,-0.314508429184692
split_001,alpha360_OPEN56,alpha158_BETA10,-0.2993367339363781
split_001,alpha360_OPEN57,alpha158_BETA10,-0.29574749348423723
split_001,alpha360_OPEN58,alpha158_BETA10,-0.28243318139406004
split_001,alpha360_OPEN59,alpha158_BETA10,-0.2777193808502113
split_001,alpha360_OPEN6,alpha158_BETA10,-0.8911341842317873
split_001,alpha360_OPEN7,alpha158_BETA10,-0.9355769206884503
split_001,alpha360_OPEN8,alpha158_BETA10,-0.9391441138065746
split_001,alpha360_OPEN9,alpha158_BETA10,-0.8831336094067666
split_001,alpha360_VOLUME13,alpha158_BETA10,-0.32886216988533545
split_001,alpha360_VOLUME14,alpha158_BETA10,-0.32991044652201723
split_001,alpha360_VOLUME15,alpha158_BETA10,-0.3265254280643421
split_001,alpha360_VOLUME16,alpha158_BETA10,-0.32815619608514407
split_001,alpha360_VOLUME17,alpha158_BETA10,-0.32323424762949204
split_001,alpha360_VOLUME18,alpha158_BETA10,-0.320200744373192
split_001,alpha360_VOLUME19,alpha158_BETA10,-0.31773623719504623
split_001,alpha360_VOLUME20,alpha158_BETA10,-0.3175438995510874
split_001,alpha360_VOLUME21,alpha158_BETA10,-0.3132460257948394
split_001,alpha360_VOLUME22,alpha158_BETA10,-0.3077460647270598
split_001,alpha360_VOLUME23,alpha158_BETA10,-0.3108467149446029
split_001,alpha360_VOLUME24,alpha158_BETA10,-0.3010369840456091
split_001,alpha360_VOLUME25,alpha158_BETA10,-0.2895849132678193
split_001,alpha360_VOLUME26,alpha158_BETA10,-0.2986975259772175
split_001,alpha360_VOLUME27,alpha158_BETA10,-0.2950904477022953
split_001,alpha360_VOLUME28,alpha158_BETA10,-0.2994983542634861
split_001,alpha360_VOLUME29,alpha158_BETA10,-0.2698863499964193
split_001,alpha360_VOLUME30,alpha158_BETA10,-0.27824273289282353
split_001,alpha360_VOLUME31,alpha158_BETA10,-0.28258689146296845
split_001,alpha360_VOLUME32,alpha158_BETA10,-0.26234363932603644
split_001,alpha360_VOLUME33,alpha158_BETA10,-0.25564025355719333
split_001,alpha360_VOLUME34,alpha158_BETA10,-0.2657567989707816
split_001,alpha360_VOLUME35,alpha158_BETA10,-0.25781665641609686
split_001,alpha360_VOLUME36,alpha158_BETA10,-0.24745184913927046
split_001,alpha360_VOLUME37,alpha158_BETA10,-0.238387310259631
split_001,alpha360_VOLUME38,alpha158_BETA10,-0.2285831090203973
split_001,alpha360_VOLUME39,alpha158_BETA10,-0.22825200658440092
split_001,alpha360_VOLUME40,alpha158_BETA10,-0.23249728517416107
split_001,alpha360_VOLUME41,alpha158_BETA10,-0.2376145703003198
split_001,alpha360_VOLUME42,alpha158_BETA10,-0.24592830856374617
split_001,alpha360_VOLUME43,alpha158_BETA10,-0.25749193049034247
split_001,alpha360_VOLUME44,alpha158_BETA10,-0.27293812442193455
split_001,alpha360_VOLUME45,alpha158_BETA10,-0.24668532997035514
split_001,alpha360_VOLUME46,alpha158_BETA10,-0.23398114957250934
split_001,alpha360_VOLUME47,alpha158_BETA10,-0.24371910164657357
split_001,alpha360_VOLUME48,alpha158_BETA10,-0.24055824116355343
split_001,alpha360_VOLUME49,alpha158_BETA10,-0.2604417360982177
split_001,alpha360_VOLUME50,alpha158_BETA10,-0.2500873143998391
split_001,alpha360_VOLUME51,alpha158_BETA10,-0.24064664833922245
split_001,alpha360_VOLUME52,alpha158_BETA10,-0.2391688969963855
split_001,alpha360_VOLUME53,alpha158_BETA10,-0.2234404715129628
split_001,alpha360_VOLUME54,alpha158_BETA10,-0.23523273448151735
split_001,alpha360_VOLUME55,alpha158_BETA10,-0.23633424065623104
split_001,alpha360_VOLUME56,alpha158_BETA10,-0.2133911825348961
split_001,alpha360_VOLUME57,alpha158_BETA10,-0.2192007378554855
split_001,alpha360_VOLUME58,alpha158_BETA10,-0.20634580741892622
split_001,alpha360_VOLUME59,alpha158_BETA10,-0.212408304457347
split_001,alpha360_VWAP10,alpha158_BETA10,-0.8700579161597193
split_001,alpha360_VWAP11,alpha158_BETA10,-0.8199004370861249
split_001,alpha360_VWAP12,alpha158_BETA10,-0.7687831075106885
split_001,alpha360_VWAP13,alpha158_BETA10,-0.7332261394503037
split_001,alpha360_VWAP14,alpha158_BETA10,-0.6990577458057189
split_001,alpha360_VWAP15,alpha158_BETA10,-0.6826975929430703
split_001,alpha360_VWAP16,alpha158_BETA10,-0.6436060381726221
split_001,alpha360_VWAP17,alpha158_BETA10,-0.624055494750068
split_001,alpha360_VWAP18,alpha158_BETA10,-0.6033181860915173
split_001,alpha360_VWAP19,alpha158_BETA10,-0.580507739715052
split_001,alpha360_VWAP20,alpha158_BETA10,-0.5684558286202517
split_001,alpha360_VWAP21,alpha158_BETA10,-0.5454779477196081
split_001,alpha360_VWAP22,alpha158_BETA10,-0.5321387436535752
split_001,alpha360_VWAP23,alpha158_BETA10,-0.5138663014360507
split_001,alpha360_VWAP24,alpha158_BETA10,-0.5081874906819079
split_001,alpha360_VWAP25,alpha158_BETA10,-0.4862685243571495
split_001,alpha360_VWAP26,alpha158_BETA10,-0.47750986733494105
split_001,alpha360_VWAP27,alpha158_BETA10,-0.46948371349775064
split_001,alpha360_VWAP28,alpha158_BETA10,-0.4475027955536059
split_001,alpha360_VWAP29,alpha158_BETA10,-0.44247383892552705
split_001,alpha360_VWAP3,alpha158_BETA10,-0.47361241655089675
split_001,alpha360_VWAP34,alpha158_BETA10,-0.4090268058373774
split_001,alpha360_VWAP35,alpha158_BETA10,-0.4088007277751078
split_001,alpha360_VWAP36,alpha158_BETA10,-0.4100834212567668
split_001,alpha360_VWAP37,alpha158_BETA10,-0.3949890903707637
split_001,alpha360_VWAP38,alpha158_BETA10,-0.3777048659727178
split_001,alpha360_VWAP39,alpha158_BETA10,-0.3705976006675171
split_001,alpha360_VWAP4,alpha158_BETA10,-0.6124461939320693
split_001,alpha360_VWAP40,alpha158_BETA10,-0.3731894039637146
split_001,alpha360_VWAP41,alpha158_BETA10,-0.36845472415500446
split_001,alpha360_VWAP42,alpha158_BETA10,-0.3533511388577218
split_001,alpha360_VWAP43,alpha158_BETA10,-0.3472184173242644
split_001,alpha360_VWAP44,alpha158_BETA10,-0.3451659994844516
split_001,alpha360_VWAP45,alpha158_BETA10,-0.3384382361660694
split_001,alpha360_VWAP46,alpha158_BETA10,-0.32982128611389866
split_001,alpha360_VWAP47,alpha158_BETA10,-0.32220267729396834
split_001,alpha360_VWAP48,alpha158_BETA10,-0.32107895467805414
split_001,alpha360_VWAP49,alpha158_BETA10,-0.33306490711597736
split_001,alpha360_VWAP5,alpha158_BETA10,-0.73535667813935
split_001,alpha360_VWAP50,alpha158_BETA10,-0.32675316761756695
split_001,alpha360_VWAP51,alpha158_BETA10,-0.3314525482711746
split_001,alpha360_VWAP52,alpha158_BETA10,-0.33341944704960297
split_001,alpha360_VWAP53,alpha158_BETA10,-0.327420105505631
split_001,alpha360_VWAP54,alpha158_BETA10,-0.32523279639477054
split_001,alpha360_VWAP55,alpha158_BETA10,-0.3209087629474711
split_001,alpha360_VWAP56,alpha158_BETA10,-0.3077169595791513
split_001,alpha360_VWAP57,alpha158_BETA10,-0.3049332959698111
split_001,alpha360_VWAP58,alpha158_BETA10,-0.3016932753280998
split_001,alpha360_VWAP59,alpha158_BETA10,-0.28731538339113366
split_001,alpha360_VWAP6,alpha158_BETA10,-0.8532438093385659
split_001,alpha360_VWAP7,alpha158_BETA10,-0.9176910124187817
split_001,alpha360_VWAP8,alpha158_BETA10,-0.9499198580861627
split_001,alpha360_VWAP9,alpha158_BETA10,-0.9320056210286387
split_001,amount_cv_20,alpha158_BETA10,0.1344730292675997
split_001,amount_std_20,alpha158_BETA10,0.07760496341298748
split_001,amplitude_20,alpha158_BETA10,0.03812663928735005
split_001,corr_ret_amount_20,alpha158_BETA10,0.262141876773168
split_001,corr_ret_volume_20,alpha158_BETA10,0.27146338958645233
split_001,downside_std_20,alpha158_BETA10,-0.1781598216977337
