input_name,artifact_id,path,sha256,join_keys,input_rows,consumed_rows,missing_rows
stability,factor_rolling_stability_v2:8d49e0c1e6c251848e739291bf4522fdb885a288d75589d24fa7743e9bf63608,E:/qlib_prj/qlib_baseline/outputs/factor_rolling_stability_v2/current/factor_stability_board.csv,e6f35c5deb2de7d58f3f1d1bacfd24330bc967a424b19be807d20008bf0b37c2,"outer_split_id,factor",912,912,0
clustering_projection,clustering_input_projection_v2:c91e31290de104bcc6a55afab52d76c595b31aa5f45ae23142b28007da9687c8,E:/qlib_prj/qlib_baseline/outputs/clustering_input_projection_v2/current/projection_inventory.csv,be4ce28084e2078b509cc96ef07d7466316470e7a8648d9be4b5ab7a2e0d213d,outer_split_id,3,3,0
allowed_dates,development_robustness_split_v1:2cb5b7a7286450235c1215b8f3c4876dec02f27a44ea4a3d7b9674df5191586b,E:/qlib_prj/qlib_baseline/outputs/development_robustness_split_v1/full_research_669/outer_development_allowed_dates.csv,d8e9d2e558044862be1b404fbb69155f560b78bac92f7279474cf2f20493d244,"outer_split_id,datetime",2659,2659,0
