outer_split_id,left_factor,right_factor,performance_correlation
split_001,alpha360_VOLUME16,alpha158_BETA10,-0.5179689198277154
split_001,alpha360_VOLUME17,alpha158_BETA10,-0.5225383918689891
split_001,alpha360_VOLUME18,alpha158_BETA10,-0.5211142212547808
split_001,alpha360_VOLUME19,alpha158_BETA10,-0.5193654824443961
split_001,alpha360_VOLUME20,alpha158_BETA10,-0.5339576225279116
split_001,alpha360_VOLUME21,alpha158_BETA10,-0.5569750801637073
split_001,alpha360_VOLUME22,alpha158_BETA10,-0.5658850654939432
split_001,alpha360_VOLUME23,alpha158_BETA10,-0.5673901570251766
split_001,alpha360_VOLUME24,alpha158_BETA10,-0.57119842564724
split_001,alpha360_VOLUME25,alpha158_BETA10,-0.577231121557477
split_001,alpha360_VOLUME26,alpha158_BETA10,-0.5847977767788864
split_001,alpha360_VOLUME27,alpha158_BETA10,-0.573803092792624
split_001,alpha360_VOLUME28,alpha158_BETA10,-0.5719887380813192
split_001,alpha360_VOLUME29,alpha158_BETA10,-0.5545176199332958
split_001,alpha360_VOLUME30,alpha158_BETA10,-0.5450664642437566
split_001,alpha360_VOLUME31,alpha158_BETA10,-0.534212286202193
split_001,alpha360_VOLUME32,alpha158_BETA10,-0.5309211180542098
split_001,alpha360_VOLUME33,alpha158_BETA10,-0.5207354824149117
split_001,alpha360_VOLUME34,alpha158_BETA10,-0.5131737054998615
split_001,alpha360_VOLUME35,alpha158_BETA10,-0.510928076341742
split_001,alpha360_VOLUME36,alpha158_BETA10,-0.5013585547132883
split_001,alpha360_VOLUME37,alpha158_BETA10,-0.5097418169761309
split_001,alpha360_VOLUME38,alpha158_BETA10,-0.5114259316291961
split_001,alpha360_VOLUME39,alpha158_BETA10,-0.5046636876833218
split_001,alpha360_VOLUME40,alpha158_BETA10,-0.5043764572935102
split_001,alpha360_VOLUME41,alpha158_BETA10,-0.5067210999883939
split_001,alpha360_VOLUME42,alpha158_BETA10,-0.5054403033341616
split_001,alpha360_VOLUME43,alpha158_BETA10,-0.5105161811009586
split_001,alpha360_VOLUME44,alpha158_BETA10,-0.5008356914047727
split_001,alpha360_VOLUME45,alpha158_BETA10,-0.49127426454840956
split_001,alpha360_VOLUME46,alpha158_BETA10,-0.48835529509330833
split_001,alpha360_VOLUME47,alpha158_BETA10,-0.4841542155938011
split_001,alpha360_VOLUME48,alpha158_BETA10,-0.4724997272705099
split_001,alpha360_VOLUME49,alpha158_BETA10,-0.4559116361812725
split_001,alpha360_VOLUME50,alpha158_BETA10,-0.4450753095245179
split_001,alpha360_VOLUME51,alpha158_BETA10,-0.43491704064781767
split_001,alpha360_VOLUME52,alpha158_BETA10,-0.4231475100668676
split_001,alpha360_VOLUME53,alpha158_BETA10,-0.423077471525567
split_001,alpha360_VOLUME54,alpha158_BETA10,-0.4244408509374523
split_001,alpha360_VOLUME55,alpha158_BETA10,-0.421470364422887
split_001,alpha360_VOLUME56,alpha158_BETA10,-0.42411829303235793
split_001,alpha360_VOLUME57,alpha158_BETA10,-0.42208567431729843
split_001,alpha360_VOLUME58,alpha158_BETA10,-0.4262059133114238
split_001,alpha360_VOLUME59,alpha158_BETA10,-0.4391049058339451
split_001,alpha360_VWAP10,alpha158_BETA10,-0.9165875818154966
split_001,alpha360_VWAP11,alpha158_BETA10,-0.8793394880405103
split_001,alpha360_VWAP12,alpha158_BETA10,-0.8432420312731602
split_001,alpha360_VWAP13,alpha158_BETA10,-0.8132499893454572
split_001,alpha360_VWAP14,alpha158_BETA10,-0.781924293510003
split_001,alpha360_VWAP15,alpha158_BETA10,-0.7535156908579734
split_001,alpha360_VWAP16,alpha158_BETA10,-0.7309286499447974
split_001,alpha360_VWAP17,alpha158_BETA10,-0.7112004037736648
split_001,alpha360_VWAP18,alpha158_BETA10,-0.6955454361969796
split_001,alpha360_VWAP19,alpha158_BETA10,-0.6841009026743037
split_001,alpha360_VWAP20,alpha158_BETA10,-0.6779132803313389
split_001,alpha360_VWAP21,alpha158_BETA10,-0.6730742416578951
split_001,alpha360_VWAP22,alpha158_BETA10,-0.6671961773376938
split_001,alpha360_VWAP23,alpha158_BETA10,-0.6629233974562581
split_001,alpha360_VWAP24,alpha158_BETA10,-0.6566509140257473
split_001,alpha360_VWAP25,alpha158_BETA10,-0.6491798146404407
split_001,alpha360_VWAP26,alpha158_BETA10,-0.6347554936564594
split_001,alpha360_VWAP27,alpha158_BETA10,-0.6156778312872591
split_001,alpha360_VWAP28,alpha158_BETA10,-0.6005320570397311
split_001,alpha360_VWAP29,alpha158_BETA10,-0.5822483524324388
split_001,alpha360_VWAP3,alpha158_BETA10,-0.507943276554672
split_001,alpha360_VWAP34,alpha158_BETA10,-0.49838541461449454
split_001,alpha360_VWAP35,alpha158_BETA10,-0.4911700510587131
split_001,alpha360_VWAP36,alpha158_BETA10,-0.48430249466401737
split_001,alpha360_VWAP37,alpha158_BETA10,-0.476311319573829
split_001,alpha360_VWAP38,alpha158_BETA10,-0.47131722044825203
split_001,alpha360_VWAP39,alpha158_BETA10,-0.461950979454021
split_001,alpha360_VWAP4,alpha158_BETA10,-0.646283333641578
split_001,alpha360_VWAP40,alpha158_BETA10,-0.4553882099912539
split_001,alpha360_VWAP41,alpha158_BETA10,-0.44683034724695997
split_001,alpha360_VWAP42,alpha158_BETA10,-0.44235787845136826
split_001,alpha360_VWAP43,alpha158_BETA10,-0.4386932250242106
split_001,alpha360_VWAP44,alpha158_BETA10,-0.4343299820440801
split_001,alpha360_VWAP45,alpha158_BETA10,-0.4296951889445784
split_001,alpha360_VWAP46,alpha158_BETA10,-0.4238804353915229
split_001,alpha360_VWAP47,alpha158_BETA10,-0.4200764821943158
split_001,alpha360_VWAP48,alpha158_BETA10,-0.412666415246262
split_001,alpha360_VWAP49,alpha158_BETA10,-0.4071401518654295
split_001,alpha360_VWAP5,alpha158_BETA10,-0.7754612880926707
split_001,alpha360_VWAP50,alpha158_BETA10,-0.4062687040832764
split_001,alpha360_VWAP51,alpha158_BETA10,-0.4069915511486401
split_001,alpha360_VWAP52,alpha158_BETA10,-0.4060399061542515
split_001,alpha360_VWAP53,alpha158_BETA10,-0.4043230907662506
split_001,alpha360_VWAP54,alpha158_BETA10,-0.4047974122461036
split_001,alpha360_VWAP55,alpha158_BETA10,-0.4031814330587812
split_001,alpha360_VWAP56,alpha158_BETA10,-0.4030772195690847
split_001,alpha360_VWAP57,alpha158_BETA10,-0.4058487140704025
split_001,alpha360_VWAP58,alpha158_BETA10,-0.41086420269309315
split_001,alpha360_VWAP59,alpha158_BETA10,-0.4180636179396232
split_001,alpha360_VWAP6,alpha158_BETA10,-0.8712682229536108
split_001,alpha360_VWAP7,alpha158_BETA10,-0.9378077856161261
split_001,alpha360_VWAP8,alpha158_BETA10,-0.9623716395639222
split_001,alpha360_VWAP9,alpha158_BETA10,-0.9549770384552602
split_001,amount_cv_20,alpha158_BETA10,0.2705064298490164
split_001,amount_std_20,alpha158_BETA10,0.3269191645873556
split_001,amplitude_20,alpha158_BETA10,0.08461623409223162
