outer_split_id,method,factor_count,weight_sum,maximum_weight,weights_sha256,allowlist_sha256,feature_order_sha256,holdout_clean
split_001,equal_weight,45,1.0,0.02222222222222222,11e5f40e17fef8b2727079001b2cbad4bcbfa07cedbdb04c20a359f18d8f1a84,b33e0cb90f8d90be2486d432f39a00bdbbbe3c94d4ee18b1b60ea350dd7fe74b,ade36d845508b7e14d4beb85864a0da273198e200266bde1496603a9e11a5d2d,True
split_001,stability_weight,45,1.0000000000000002,0.023876771565783574,6dbc9eda097cab6bd5a3d08eb93141282d686f6d39f0aaf1a3753e20ab25208d,b33e0cb90f8d90be2486d432f39a00bdbbbe3c94d4ee18b1b60ea350dd7fe74b,ade36d845508b7e14d4beb85864a0da273198e200266bde1496603a9e11a5d2d,True
split_002,equal_weight,46,1.0,0.02173913043478261,af2c9848013be1fcb4b1060389c5890b18aa1f78b5220751eba9c011a404ae26,6a3bcf128d2a791f9e2e741d1983597c4814810e533a9ca5107b2076a4d01434,a37bb536433bfbee87f4b29a74090395db6c4891f2b319a035157ca2e0b83513,True
split_002,stability_weight,46,1.0,0.0280211481340992,fc6e9e3203ef4bef7e1835bc59cec8ffadcc4d9e4dad65a7e6ad61cf2593d291,6a3bcf128d2a791f9e2e741d1983597c4814810e533a9ca5107b2076a4d01434,a37bb536433bfbee87f4b29a74090395db6c4891f2b319a035157ca2e0b83513,True
split_003,equal_weight,52,1.0,0.01923076923076923,0e48dc30270489c4a5b8ef197b1cc5c37c7f8eb25799feeb68880d797fc962b6,85470aa9f42ddd4970f849b32208d3f0d0ee13587f5ab45aa55c88f509db1f5c,544ee7b8f7464d5fb43c3638dfdca7ac25f2cc654b951b4c9b817499bfdd3f71,True
split_003,stability_weight,52,1.0,0.023031062590675527,719358bf90fd0ffa38332c142e92c96744124ec0c74a670114d187c50717235d,85470aa9f42ddd4970f849b32208d3f0d0ee13587f5ab45aa55c88f509db1f5c,544ee7b8f7464d5fb43c3638dfdca7ac25f2cc654b951b4c9b817499bfdd3f71,True
