row_count,instrument_count,date_count,lifecycle_coverage,board_coverage,st_flag_authoritative_coverage,suspension_authoritative_coverage,terminal_event_authoritative_coverage,runtime_sha256
1830,183,10,1.0,1.0,0.0,0.0,0.0,4a52621cb4b3619ca1036d0c3ffb25b0b7e285984bd84b5eaed038f347a54d61
