year,output,dates,frozen_families,universe_rows,valid_rows,missing_rows,n_below_100_dates,constant_dates,single_family_valid_rows,effective_family_sum,max_family_weight,l1_sum,raw_any_parent_rows,raw_available_but_output_missing,infinite_cells,finite_rate,mean_effective_families,single_family_share_valid,mean_l1_weight_drift,raw_union_availability_loss
2010,erc_83b4f877804c5138,223,1,355454,345800,9654,0,0,345800,345800,1.0,0.0,345800,0,0,0.9728403675299757,1.0,1.0,0.0,0.0
2010,erc_83e327406890e267,223,1,355454,344922,10532,0,0,344922,344922,1.0,0.0,344922,0,0,0.9703702870132281,1.0,1.0,0.0,0.0
2010,erc_8706c2f0bfd43b03,223,1,355454,343511,11943,0,0,343511,343511,1.0,0.0,344197,686,0,0.9664007157044231,1.0,1.0,0.0,0.001993044680807793
2010,erc_87e21dc6ff50ac34,223,1,355454,344464,10990,0,0,344464,344464,1.0,0.0,344464,0,0,0.9690817939874077,1.0,1.0,0.0,0.0
2010,erc_88b156b24b0926ee,223,1,355454,235104,120350,0,0,235104,235104,1.0,0.0,235104,0,0,0.6614189177783905,1.0,1.0,0.0,0.0
2010,erc_89fe4369113645bf,223,1,355454,344996,10458,0,0,344996,344996,1.0,0.0,344996,0,0,0.9705784714759154,1.0,1.0,0.0,0.0
2010,erc_8bcb0bbe96063a8a,223,1,355454,351459,3995,0,0,351459,351459,1.0,0.0,351459,0,0,0.9887608523184435,1.0,1.0,0.0,0.0
2010,erc_8ef02558087d3f63,223,1,355454,354953,501,0,0,354953,354953,1.0,0.0,354953,0,0,0.9985905349215369,1.0,1.0,0.0,0.0
2010,erc_91ed70ebe8ab7f7b,223,1,355454,334333,21121,0,0,334333,334333,1.0,0.0,334333,0,0,0.9405802157241162,1.0,1.0,0.0,0.0
2010,erc_92f48216ed9e9323,223,1,355454,344996,10458,0,0,344996,344996,1.0,0.0,344996,0,0,0.9705784714759154,1.0,1.0,0.0,0.0
2010,erc_939c61f2596b9b3e,223,1,355454,348968,6486,0,0,348968,348968,1.0,0.0,348968,0,0,0.9817529131758258,1.0,1.0,0.0,0.0
2010,erc_93e92c042f6e574b,223,1,355454,258485,96969,0,0,258485,258485,1.0,0.0,258485,0,0,0.7271967680768819,1.0,1.0,0.0,0.0
2010,erc_9659483fe3c58fb1,223,1,355454,344996,10458,0,0,344996,344996,1.0,0.0,344996,0,0,0.9705784714759154,1.0,1.0,0.0,0.0
2010,erc_97070189f5d80692,223,1,355454,344996,10458,0,0,344996,344996,1.0,0.0,344996,0,0,0.9705784714759154,1.0,1.0,0.0,0.0
2010,erc_9b5603b83cfb0ed1,223,1,355454,353684,1770,0,0,353684,353684,1.0,0.0,353684,0,0,0.9950204527168073,1.0,1.0,0.0,0.0
2010,erc_9c6a81e5b35cf7c0,223,1,355454,352850,2604,0,0,352850,352850,1.0,0.0,352850,0,0,0.992674157556252,1.0,1.0,0.0,0.0
2010,erc_9cc7f344785be999,223,1,355454,344996,10458,0,0,344996,344996,1.0,0.0,344996,0,0,0.9705784714759154,1.0,1.0,0.0,0.0
2010,erc_9dab8b78f9bba2f8,223,1,355454,353777,1677,0,0,353777,353777,1.0,0.0,353777,0,0,0.9952820899469411,1.0,1.0,0.0,0.0
2010,erc_a1539a6f4eff277a,223,1,355454,223934,131520,0,0,223934,223934,1.0,0.0,223934,0,0,0.6299943171268293,1.0,1.0,0.0,0.0
2010,erc_a4bd307d9681d1d0,223,1,355454,344996,10458,0,0,344996,344996,1.0,0.0,344996,0,0,0.9705784714759154,1.0,1.0,0.0,0.0
2010,erc_a62122354513b466,223,1,355454,254495,100959,0,0,254495,254495,1.0,0.0,254495,0,0,0.7159716869130746,1.0,1.0,0.0,0.0
2010,erc_abe10265409823ee,223,1,355454,344990,10464,0,0,344990,344990,1.0,0.0,344990,0,0,0.9705615916546163,1.0,1.0,0.0,0.0
2010,erc_ac2a69aef3f2ad78,223,1,355454,344996,10458,0,0,344996,344996,1.0,0.0,344996,0,0,0.9705784714759154,1.0,1.0,0.0,0.0
2010,erc_b494570b9f6c640d,223,1,355454,344184,11270,0,0,344184,344184,1.0,0.0,344184,0,0,0.9682940689934563,1.0,1.0,0.0,0.0
2010,erc_b7cf4414b07717e6,223,1,355454,258485,96969,0,0,258485,258485,1.0,0.0,258485,0,0,0.7271967680768819,1.0,1.0,0.0,0.0
2010,erc_b82f26d6b655fef4,223,1,355454,344996,10458,0,0,344996,344996,1.0,0.0,344996,0,0,0.9705784714759154,1.0,1.0,0.0,0.0
2010,erc_b9ff5bca8ee18bdb,223,1,355454,301671,53783,0,0,301671,301671,1.0,0.0,301671,0,0,0.8486920951796857,1.0,1.0,0.0,0.0
2010,erc_be40843e5fb9d5fd,223,1,355454,344996,10458,0,0,344996,344996,1.0,0.0,344996,0,0,0.9705784714759154,1.0,1.0,0.0,0.0
2010,erc_bf43c415efc83d87,223,1,355454,258485,96969,0,0,258485,258485,1.0,0.0,258485,0,0,0.7271967680768819,1.0,1.0,0.0,0.0
2010,erc_bf67b9249fd590f8,223,1,355454,279320,76134,0,0,279320,279320,1.0,0.0,279320,0,0,0.7858119475375154,1.0,1.0,0.0,0.0
2010,erc_c1373d3c21cdcf3f,223,1,355454,351020,4434,0,0,351020,351020,1.0,0.0,351020,0,0,0.9875258120600696,1.0,1.0,0.0,0.0
2010,erc_c30ec30ae026518f,223,1,355454,348665,6789,0,0,348665,348665,1.0,0.0,348665,0,0,0.9809004822002284,1.0,1.0,0.0,0.0
2010,erc_c36f4e900bbed946,223,1,355454,352959,2495,0,0,352959,352959,1.0,0.0,352959,0,0,0.9929808076431831,1.0,1.0,0.0,0.0
2010,erc_c403d40d7acc7d5f,223,1,355454,194093,161361,0,0,194093,194093,1.0,0.0,194093,0,0,0.5460425258964592,1.0,1.0,0.0,0.0
2010,erc_c74981a558c90dd1,223,1,355454,339038,16416,0,0,339038,339038,1.0,0.0,339038,0,0,0.9538168089260495,1.0,1.0,0.0,0.0
2010,erc_c7bade0851d0b522,223,1,355454,254495,100959,0,0,254495,254495,1.0,0.0,254495,0,0,0.7159716869130746,1.0,1.0,0.0,0.0
2010,erc_c95d8c672d045221,223,1,355454,342912,12542,0,0,342912,342912,1.0,0.0,342912,0,0,0.964715546878077,1.0,1.0,0.0,0.0
2010,erc_cd54b6130e29641c,223,2,355454,355454,0,0,0,0,710908,0.5,0.0,355454,0,0,1.0,2.0,0.0,0.0,0.0
2010,erc_ce402b81a19b777d,223,1,355454,338164,17290,0,0,338164,338164,1.0,0.0,338164,0,0,0.9513579816235012,1.0,1.0,0.0,0.0
2010,erc_cf0717ce8957d715,223,1,355454,344996,10458,0,0,344996,344996,1.0,0.0,344996,0,0,0.9705784714759154,1.0,1.0,0.0,0.0
2010,erc_cf2e9939172cbe6e,223,1,355454,344996,10458,0,0,344996,344996,1.0,0.0,344996,0,0,0.9705784714759154,1.0,1.0,0.0,0.0
2010,erc_cfa35104ce583e7d,223,1,355454,342998,12456,0,0,342998,342998,1.0,0.0,344891,1893,0,0.9649574909833621,1.0,1.0,0.0,0.005488690629793181
2010,erc_d05fc30b232b94ef,223,2,355454,258485,96969,0,0,0,516970,0.5,0.0,349442,90957,0,0.7271967680768819,2.0,0.0,0.0,0.2602921228701759
2010,erc_d50fb0899624f1da,223,1,355454,334072,21382,0,0,334072,334072,1.0,0.0,334072,0,0,0.9398459434976115,1.0,1.0,0.0,0.0
2010,erc_d692a9c76eac7a47,223,1,355454,349229,6225,0,0,349229,349229,1.0,0.0,349229,0,0,0.9824871854023305,1.0,1.0,0.0,0.0
2010,erc_d6eb10b4c727a2b1,223,1,355454,254495,100959,0,0,254495,254495,1.0,0.0,254495,0,0,0.7159716869130746,1.0,1.0,0.0,0.0
2010,erc_da1565e6303757b2,223,1,355454,334902,20552,0,0,334902,334902,1.0,0.0,334902,0,0,0.9421809854439674,1.0,1.0,0.0,0.0
2010,erc_db11c9d7582061dd,223,1,355454,348425,7029,0,0,348425,348425,1.0,0.0,348425,0,0,0.9802252893482701,1.0,1.0,0.0,0.0
2010,erc_db3d561078c82ac3,223,1,355454,353777,1677,0,0,353777,353777,1.0,0.0,353777,0,0,0.9952820899469411,1.0,1.0,0.0,0.0
2010,erc_de16999187d03a2f,223,1,355454,343661,11793,0,0,343661,343661,1.0,0.0,344555,894,0,0.966822711236897,1.0,1.0,0.0,0.002594651071672157
2010,erc_deecfaa28672d890,223,1,355454,258485,96969,0,0,258485,258485,1.0,0.0,258485,0,0,0.7271967680768819,1.0,1.0,0.0,0.0
2010,erc_e0039336c9cf90d7,223,1,355454,354916,538,0,0,354916,354916,1.0,0.0,354916,0,0,0.9984864426901934,1.0,1.0,0.0,0.0
2010,erc_e1375e9cc265601a,223,1,355454,342998,12456,0,0,342998,342998,1.0,0.0,344891,1893,0,0.9649574909833621,1.0,1.0,0.0,0.005488690629793181
2010,erc_e9a677039313f33b,223,1,355454,342998,12456,0,0,342998,342998,1.0,0.0,344891,1893,0,0.9649574909833621,1.0,1.0,0.0,0.005488690629793181
2010,erc_eb51e5bf1ab2107c,223,1,355454,344920,10534,0,0,344920,344920,1.0,0.0,344920,0,0,0.9703646604061285,1.0,1.0,0.0,0.0
2010,erc_ec2f12ea4d8480c4,223,1,355454,337779,17675,0,0,337779,337779,1.0,0.0,337779,0,0,0.950274859756818,1.0,1.0,0.0,0.0
2010,erc_ec991f61e2fa8754,223,1,355454,344061,11393,0,0,344061,344061,1.0,0.0,344533,472,0,0.9679480326568276,1.0,1.0,0.0,0.0013699703656834033
2010,erc_ed30570272d1c57c,223,1,355454,344996,10458,0,0,344996,344996,1.0,0.0,344996,0,0,0.9705784714759154,1.0,1.0,0.0,0.0
2010,erc_eee9c6c4390e2340,223,1,355454,349860,5594,0,0,349860,349860,1.0,0.0,349860,0,0,0.9842623799422711,1.0,1.0,0.0,0.0
2010,erc_ef4f73c61c389b84,223,1,355454,347756,7698,0,0,347756,347756,1.0,0.0,347756,0,0,0.9783431892734362,1.0,1.0,0.0,0.0
2010,erc_f49640007a32dc45,223,1,355454,344996,10458,0,0,344996,344996,1.0,0.0,344996,0,0,0.9705784714759154,1.0,1.0,0.0,0.0
2010,erc_f6369a88c1589e3f,223,1,355454,343661,11793,0,0,343661,343661,1.0,0.0,344555,894,0,0.966822711236897,1.0,1.0,0.0,0.002594651071672157
2010,erc_f67f5315575f570b,223,1,355454,344967,10487,0,0,344967,344967,1.0,0.0,344967,0,0,0.9704968856729703,1.0,1.0,0.0,0.0
2010,erc_fc6da2cc3f2667a7,223,1,355454,344996,10458,0,0,344996,344996,1.0,0.0,344996,0,0,0.9705784714759154,1.0,1.0,0.0,0.0
2010,erc_fcdcc3255938b010,223,1,355454,344996,10458,0,0,344996,344996,1.0,0.0,344996,0,0,0.9705784714759154,1.0,1.0,0.0,0.0
2010,erc_ffe2253a1023c6b2,223,1,355454,354961,493,0,0,354961,354961,1.0,0.0,354961,0,0,0.9986130413499356,1.0,1.0,0.0,0.0
2011,erc_00117565632c65c3,244,1,455402,443356,12046,0,0,443356,443356,1.0,0.0,443356,0,0,0.9735486449334874,1.0,1.0,0.0,0.0
2011,erc_00788fafdcd6a5d7,244,1,455402,441621,13781,0,0,441621,441621,1.0,0.0,441621,0,0,0.9697388241597533,1.0,1.0,0.0,0.0
2011,erc_023793c16a68c052,244,1,455402,441621,13781,0,0,441621,441621,1.0,0.0,441621,0,0,0.9697388241597533,1.0,1.0,0.0,0.0
2011,erc_037ede19dfe67dad,244,1,455402,452645,2757,0,0,452645,452645,1.0,0.0,452645,0,0,0.9939460081422568,1.0,1.0,0.0,0.0
2011,erc_040fdbdf6f80eb9b,244,1,455402,441621,13781,0,0,441621,441621,1.0,0.0,441621,0,0,0.9697388241597533,1.0,1.0,0.0,0.0
2011,erc_0451fc1cf4a1975f,244,1,455402,332042,123360,0,0,332042,332042,1.0,0.0,332042,0,0,0.7291184491943382,1.0,1.0,0.0,0.0
2011,erc_0a1aac410f6966dc,244,1,455402,452798,2604,0,0,452798,452798,1.0,0.0,452798,0,0,0.9942819750462228,1.0,1.0,0.0,0.0
2011,erc_0a67371497d65238,244,1,455402,455402,0,0,0,455402,455402,1.0,0.0,455402,0,0,1.0,1.0,1.0,0.0,0.0
2011,erc_0c3d95428646e6a5,244,1,455402,446220,9182,0,0,446220,446220,1.0,0.0,446220,0,0,0.9798375940377951,1.0,1.0,0.0,0.0
2011,erc_11517d81c4a1cf82,244,1,455402,223021,232381,0,0,223021,223021,1.0,0.0,223021,0,0,0.4897233652904467,1.0,1.0,0.0,0.0
2011,erc_11b179c281e84335,244,1,455402,441269,14133,0,0,441269,441269,1.0,0.0,441269,0,0,0.9689658806944195,1.0,1.0,0.0,0.0
2011,erc_13382d0b01bbe5a4,244,1,455402,441621,13781,0,0,441621,441621,1.0,0.0,441621,0,0,0.9697388241597533,1.0,1.0,0.0,0.0
2011,erc_14febb1e2e22e3c8,244,1,455402,428708,26694,0,0,428708,428708,1.0,0.0,428708,0,0,0.9413836566374324,1.0,1.0,0.0,0.0
2011,erc_1712925a3a57565a,244,1,455402,441621,13781,0,0,441621,441621,1.0,0.0,441621,0,0,0.9697388241597533,1.0,1.0,0.0,0.0
2011,erc_184a9d5068007d83,244,1,455402,302420,152982,0,0,302420,302420,1.0,0.0,302420,0,0,0.6640726215519475,1.0,1.0,0.0,0.0
2011,erc_1881209c97b92e2e,244,1,455402,454729,673,0,0,454729,454729,1.0,0.0,454729,0,0,0.9985221847949723,1.0,1.0,0.0,0.0
2011,erc_190c45a632cbee4f,244,1,455402,441621,13781,0,0,441621,441621,1.0,0.0,441621,0,0,0.9697388241597533,1.0,1.0,0.0,0.0
2011,erc_194a629a3014a2c0,244,1,455402,441269,14133,0,0,441269,441269,1.0,0.0,441269,0,0,0.9689658806944195,1.0,1.0,0.0,0.0
2011,erc_1c328f10dce0a438,244,1,455402,358508,96894,0,0,358508,358508,1.0,0.0,358508,0,0,0.7872341359941326,1.0,1.0,0.0,0.0
2011,erc_1c97f35e1c57a7ce,244,1,455402,451630,3772,0,0,451630,451630,1.0,0.0,451630,0,0,0.9917172080930694,1.0,1.0,0.0,0.0
2011,erc_1fe2bf6a7f56d591,244,1,455402,441621,13781,0,0,441621,441621,1.0,0.0,441621,0,0,0.9697388241597533,1.0,1.0,0.0,0.0
2011,erc_215a508805fe1c20,244,1,455402,364025,91377,0,0,364025,364025,1.0,0.0,364025,0,0,0.7993487072959715,1.0,1.0,0.0,0.0
2011,erc_228b22f6ffe04c86,244,1,455402,450068,5334,0,0,450068,450068,1.0,0.0,450068,0,0,0.9882872714656501,1.0,1.0,0.0,0.0
2011,erc_26bec51c7e111771,244,1,455402,431616,23786,0,0,431616,431616,1.0,0.0,431616,0,0,0.947769223674907,1.0,1.0,0.0,0.0
2011,erc_2831b0e43d38e4b5,244,1,455402,428817,26585,0,0,428817,428817,1.0,0.0,428817,0,0,0.9416230056082319,1.0,1.0,0.0,0.0
2011,erc_2e1e5bd8ecff9dd8,244,1,455402,445767,9635,0,0,445767,445767,1.0,0.0,445767,0,0,0.9788428684986012,1.0,1.0,0.0,0.0
2011,erc_2e8b6cb0f9d7b86b,244,1,455402,441621,13781,0,0,441621,441621,1.0,0.0,441621,0,0,0.9697388241597533,1.0,1.0,0.0,0.0
2011,erc_2ed30c042ef65f0a,244,1,455402,454729,673,0,0,454729,454729,1.0,0.0,454729,0,0,0.9985221847949723,1.0,1.0,0.0,0.0
2011,erc_310a9f67e8f80039,244,1,455402,454676,726,0,0,454676,454676,1.0,0.0,454676,0,0,0.9984058041027488,1.0,1.0,0.0,0.0
