year,output,semantic_id,family,frozen_nodes,rows,valid,partial,partial_share_valid
2019,erc_f6369a88c1589e3f,high_relative_to_current_close__d6_21,historical_high_current_close_ratio,16,487969,486009,4515,0.009289951420652705
2020,erc_1c97f35e1c57a7ce,positive_volume_variation__window_20,volume_change_positive_negative_partition,3,485973,485793,0,0.0
2020,erc_228b22f6ffe04c86,positive_price_variation__window_10,price_change_positive_negative_partition,3,485973,485624,0,0.0
2020,erc_358a00bb3fef169f,vwap_relative_to_current_close__d6_21,historical_vwap_current_close_ratio,16,485973,484374,3803,0.00785137104799184
2020,erc_37e550609cd38c9c,vwap_relative_to_current_close__d1_5,historical_vwap_current_close_ratio,3,485973,484401,474,0.0009785281202970267
2020,erc_3ce66b8c7c80ae6d,close_relative_to_current_close__d6_21,historical_close_current_close_ratio,16,485973,484374,3803,0.00785137104799184
2020,erc_50446426a2469979,low_relative_to_current_close__d22_63,historical_low_current_close_ratio,38,485973,484665,9619,0.019846698234863257
2020,erc_5c22c3b16e983dbe,close_relative_to_current_close__d22_63,historical_close_current_close_ratio,38,485973,484665,9619,0.019846698234863257
2020,erc_68b1ddfe076f4115,low_relative_to_current_close__d1_5,historical_low_current_close_ratio,5,485973,484516,826,0.0017047940625283789
2020,erc_716af060ecb85801,low_relative_to_current_close__d6_21,historical_low_current_close_ratio,16,485973,484374,3803,0.00785137104799184
2020,erc_76d829963fb2f9ee,positive_volume_variation__window_60,volume_change_positive_negative_partition,3,485973,485949,0,0.0
2020,erc_8706c2f0bfd43b03,close_relative_to_current_close__d1_5,historical_close_current_close_ratio,3,485973,484401,474,0.0009785281202970267
2020,erc_8ef02558087d3f63,positive_price_variation__window_60,price_change_positive_negative_partition,3,485973,485949,0,0.0
2020,erc_9dab8b78f9bba2f8,positive_volume_variation__window_30,volume_change_positive_negative_partition,3,485973,485867,0,0.0
2020,erc_c36f4e900bbed946,positive_price_variation__window_20,price_change_positive_negative_partition,3,485973,485793,0,0.0
2020,erc_ce402b81a19b777d,past_return__window_5,simple_close_to_close_return,2,485973,480566,0,0.0
2020,erc_cfa35104ce583e7d,high_relative_to_current_close__d22_63,historical_high_current_close_ratio,38,485973,484665,9619,0.019846698234863257
2020,erc_db3d561078c82ac3,positive_price_variation__window_30,price_change_positive_negative_partition,3,485973,485867,0,0.0
2020,erc_de16999187d03a2f,open_relative_to_current_close__d6_21,historical_open_current_close_ratio,16,485973,484374,3803,0.00785137104799184
2020,erc_e1375e9cc265601a,open_relative_to_current_close__d22_63,historical_open_current_close_ratio,38,485973,484665,9619,0.019846698234863257
2020,erc_e9a677039313f33b,vwap_relative_to_current_close__d22_63,historical_vwap_current_close_ratio,38,485973,484665,9619,0.019846698234863257
2020,erc_ec991f61e2fa8754,open_relative_to_current_close__d1_5,historical_open_current_close_ratio,4,485973,484523,719,0.0014839336832307237
2020,erc_f6369a88c1589e3f,high_relative_to_current_close__d6_21,historical_high_current_close_ratio,16,485973,484374,3803,0.00785137104799184
2021,erc_1c97f35e1c57a7ce,positive_volume_variation__window_20,volume_change_positive_negative_partition,3,485981,485956,0,0.0
2021,erc_228b22f6ffe04c86,positive_price_variation__window_10,price_change_positive_negative_partition,3,485981,485875,0,0.0
2021,erc_358a00bb3fef169f,vwap_relative_to_current_close__d6_21,historical_vwap_current_close_ratio,16,485981,484931,2855,0.005887435532065386
2021,erc_37e550609cd38c9c,vwap_relative_to_current_close__d1_5,historical_vwap_current_close_ratio,3,485981,484929,361,0.0007444388766190515
2021,erc_3ce66b8c7c80ae6d,close_relative_to_current_close__d6_21,historical_close_current_close_ratio,16,485981,484931,2855,0.005887435532065386
2021,erc_50446426a2469979,low_relative_to_current_close__d22_63,historical_low_current_close_ratio,38,485981,485224,7239,0.014918882825251842
2021,erc_5c22c3b16e983dbe,close_relative_to_current_close__d22_63,historical_close_current_close_ratio,38,485981,485224,7239,0.014918882825251842
2021,erc_68b1ddfe076f4115,low_relative_to_current_close__d1_5,historical_low_current_close_ratio,5,485981,485024,636,0.0013112753183347628
2021,erc_716af060ecb85801,low_relative_to_current_close__d6_21,historical_low_current_close_ratio,16,485981,484931,2855,0.005887435532065386
2021,erc_76d829963fb2f9ee,positive_volume_variation__window_60,volume_change_positive_negative_partition,3,485981,485981,0,0.0
2021,erc_8706c2f0bfd43b03,close_relative_to_current_close__d1_5,historical_close_current_close_ratio,3,485981,484929,361,0.0007444388766190515
2021,erc_8ef02558087d3f63,positive_price_variation__window_60,price_change_positive_negative_partition,3,485981,485981,0,0.0
2021,erc_9dab8b78f9bba2f8,positive_volume_variation__window_30,volume_change_positive_negative_partition,3,485981,485966,0,0.0
2021,erc_c36f4e900bbed946,positive_price_variation__window_20,price_change_positive_negative_partition,3,485981,485956,0,0.0
2021,erc_ce402b81a19b777d,past_return__window_5,simple_close_to_close_return,2,485981,484419,0,0.0
2021,erc_cfa35104ce583e7d,high_relative_to_current_close__d22_63,historical_high_current_close_ratio,38,485981,485224,7239,0.014918882825251842
2021,erc_db3d561078c82ac3,positive_price_variation__window_30,price_change_positive_negative_partition,3,485981,485966,0,0.0
2021,erc_de16999187d03a2f,open_relative_to_current_close__d6_21,historical_open_current_close_ratio,16,485981,484931,2855,0.005887435532065386
2021,erc_e1375e9cc265601a,open_relative_to_current_close__d22_63,historical_open_current_close_ratio,38,485981,485224,7239,0.014918882825251842
2021,erc_e9a677039313f33b,vwap_relative_to_current_close__d22_63,historical_vwap_current_close_ratio,38,485981,485224,7239,0.014918882825251842
2021,erc_ec991f61e2fa8754,open_relative_to_current_close__d1_5,historical_open_current_close_ratio,4,485981,485028,553,0.001140140363030588
2021,erc_f6369a88c1589e3f,high_relative_to_current_close__d6_21,historical_high_current_close_ratio,16,485981,484931,2855,0.005887435532065386
2022,erc_1c97f35e1c57a7ce,positive_volume_variation__window_20,volume_change_positive_negative_partition,3,483983,483846,0,0.0
2022,erc_228b22f6ffe04c86,positive_price_variation__window_10,price_change_positive_negative_partition,3,483983,483730,0,0.0
2022,erc_358a00bb3fef169f,vwap_relative_to_current_close__d6_21,historical_vwap_current_close_ratio,16,483983,482824,2305,0.004773996321641012
2022,erc_37e550609cd38c9c,vwap_relative_to_current_close__d1_5,historical_vwap_current_close_ratio,3,483983,482837,285,0.000590261309717358
2022,erc_3ce66b8c7c80ae6d,close_relative_to_current_close__d6_21,historical_close_current_close_ratio,16,483983,482824,2305,0.004773996321641012
2022,erc_50446426a2469979,low_relative_to_current_close__d22_63,historical_low_current_close_ratio,38,483983,483026,5722,0.011846153209144021
2022,erc_5c22c3b16e983dbe,close_relative_to_current_close__d22_63,historical_close_current_close_ratio,38,483983,483026,5722,0.011846153209144021
2022,erc_68b1ddfe076f4115,low_relative_to_current_close__d1_5,historical_low_current_close_ratio,5,483983,482922,501,0.0010374346167704102
2022,erc_716af060ecb85801,low_relative_to_current_close__d6_21,historical_low_current_close_ratio,16,483983,482824,2305,0.004773996321641012
2022,erc_76d829963fb2f9ee,positive_volume_variation__window_60,volume_change_positive_negative_partition,3,483983,483952,0,0.0
2022,erc_8706c2f0bfd43b03,close_relative_to_current_close__d1_5,historical_close_current_close_ratio,3,483983,482837,285,0.000590261309717358
2022,erc_8ef02558087d3f63,positive_price_variation__window_60,price_change_positive_negative_partition,3,483983,483952,0,0.0
2022,erc_9dab8b78f9bba2f8,positive_volume_variation__window_30,volume_change_positive_negative_partition,3,483983,483896,0,0.0
2022,erc_c36f4e900bbed946,positive_price_variation__window_20,price_change_positive_negative_partition,3,483983,483846,0,0.0
2022,erc_ce402b81a19b777d,past_return__window_5,simple_close_to_close_return,2,483983,482705,0,0.0
2022,erc_cfa35104ce583e7d,high_relative_to_current_close__d22_63,historical_high_current_close_ratio,38,483983,483026,5722,0.011846153209144021
2022,erc_db3d561078c82ac3,positive_price_variation__window_30,price_change_positive_negative_partition,3,483983,483896,0,0.0
2022,erc_de16999187d03a2f,open_relative_to_current_close__d6_21,historical_open_current_close_ratio,16,483983,482824,2305,0.004773996321641012
2022,erc_e1375e9cc265601a,open_relative_to_current_close__d22_63,historical_open_current_close_ratio,38,483983,483026,5722,0.011846153209144021
2022,erc_e9a677039313f33b,vwap_relative_to_current_close__d22_63,historical_vwap_current_close_ratio,38,483983,483026,5722,0.011846153209144021
2022,erc_ec991f61e2fa8754,open_relative_to_current_close__d1_5,historical_open_current_close_ratio,4,483983,482927,443,0.0009173229080171537
2022,erc_f6369a88c1589e3f,high_relative_to_current_close__d6_21,historical_high_current_close_ratio,16,483983,482824,2305,0.004773996321641012
2023,erc_1c97f35e1c57a7ce,positive_volume_variation__window_20,volume_change_positive_negative_partition,3,483926,483891,0,0.0
2023,erc_228b22f6ffe04c86,positive_price_variation__window_10,price_change_positive_negative_partition,3,483926,483833,0,0.0
2023,erc_358a00bb3fef169f,vwap_relative_to_current_close__d6_21,historical_vwap_current_close_ratio,16,483926,483379,1150,0.002379085562260669
2023,erc_37e550609cd38c9c,vwap_relative_to_current_close__d1_5,historical_vwap_current_close_ratio,3,483926,483391,128,0.0002647959933056263
2023,erc_3ce66b8c7c80ae6d,close_relative_to_current_close__d6_21,historical_close_current_close_ratio,16,483926,483379,1150,0.002379085562260669
2023,erc_50446426a2469979,low_relative_to_current_close__d22_63,historical_low_current_close_ratio,38,483926,483511,3062,0.006332844547487027
2023,erc_5c22c3b16e983dbe,close_relative_to_current_close__d22_63,historical_close_current_close_ratio,38,483926,483511,3062,0.006332844547487027
2023,erc_68b1ddfe076f4115,low_relative_to_current_close__d1_5,historical_low_current_close_ratio,5,483926,483435,227,0.00046955640365302473
2023,erc_716af060ecb85801,low_relative_to_current_close__d6_21,historical_low_current_close_ratio,16,483926,483379,1150,0.002379085562260669
2023,erc_76d829963fb2f9ee,positive_volume_variation__window_60,volume_change_positive_negative_partition,3,483926,483926,0,0.0
2023,erc_8706c2f0bfd43b03,close_relative_to_current_close__d1_5,historical_close_current_close_ratio,3,483926,483391,128,0.0002647959933056263
2023,erc_8ef02558087d3f63,positive_price_variation__window_60,price_change_positive_negative_partition,3,483926,483926,0,0.0
2023,erc_9dab8b78f9bba2f8,positive_volume_variation__window_30,volume_change_positive_negative_partition,3,483926,483911,0,0.0
2023,erc_c36f4e900bbed946,positive_price_variation__window_20,price_change_positive_negative_partition,3,483926,483891,0,0.0
2023,erc_ce402b81a19b777d,past_return__window_5,simple_close_to_close_return,2,483926,483330,0,0.0
2023,erc_cfa35104ce583e7d,high_relative_to_current_close__d22_63,historical_high_current_close_ratio,38,483926,483511,3062,0.006332844547487027
2023,erc_db3d561078c82ac3,positive_price_variation__window_30,price_change_positive_negative_partition,3,483926,483911,0,0.0
2023,erc_de16999187d03a2f,open_relative_to_current_close__d6_21,historical_open_current_close_ratio,16,483926,483379,1150,0.002379085562260669
2023,erc_e1375e9cc265601a,open_relative_to_current_close__d22_63,historical_open_current_close_ratio,38,483926,483511,3062,0.006332844547487027
2023,erc_e9a677039313f33b,vwap_relative_to_current_close__d22_63,historical_vwap_current_close_ratio,38,483926,483511,3062,0.006332844547487027
2023,erc_ec991f61e2fa8754,open_relative_to_current_close__d1_5,historical_open_current_close_ratio,4,483926,483438,204,0.00042197758554354434
2023,erc_f6369a88c1589e3f,high_relative_to_current_close__d6_21,historical_high_current_close_ratio,16,483926,483379,1150,0.002379085562260669
