year,factor,dates,universe_rows,finite_cells,n_below_100_dates,rank_suppressed_cells,infinite_cells,all_missing_dates,constant_dates,below_rank_min_dates,raw_U_not_ranked_dates,finite_rate
2012,alpha360_LOW48,243,485960,465595,0,0,0,0,0,0,0,0.9580932587044201
2012,alpha360_LOW49,243,485960,465558,0,0,0,0,0,0,0,0.958017120750679
2012,alpha360_LOW5,243,485960,469143,0,0,0,0,0,0,0,0.9653942711334266
2012,alpha360_LOW50,243,485960,465539,0,0,0,0,0,0,0,0.9579780228825417
2012,alpha360_LOW51,243,485960,465483,0,0,0,0,0,0,0,0.9578627870606634
2012,alpha360_LOW52,243,485960,465455,0,0,0,0,0,0,0,0.9578051691497242
2012,alpha360_LOW53,243,485960,465415,0,0,0,0,0,0,0,0.9577228578483826
2012,alpha360_LOW54,243,485960,465363,0,0,0,0,0,0,0,0.9576158531566384
2012,alpha360_LOW55,243,485960,465334,0,0,0,0,0,0,0,0.9575561774631657
2012,alpha360_LOW56,243,485960,465299,0,0,0,0,0,0,0,0.9574841550744917
2012,alpha360_LOW57,243,485960,465271,0,0,0,0,0,0,0,0.9574265371635525
2012,alpha360_LOW58,243,485960,465236,0,0,0,0,0,0,0,0.9573545147748785
2012,alpha360_LOW59,243,485960,465202,0,0,0,0,0,0,0,0.9572845501687381
2012,alpha360_LOW6,243,485960,468954,0,0,0,0,0,0,0,0.9650053502345872
2012,alpha360_LOW7,243,485960,468778,0,0,0,0,0,0,0,0.9646431805086838
2012,alpha360_LOW8,243,485960,468624,0,0,0,0,0,0,0,0.9643262819985184
2012,alpha360_LOW9,243,485960,468485,0,0,0,0,0,0,0,0.9640402502263561
2012,alpha360_OPEN10,243,485960,468359,0,0,0,0,0,0,0,0.9637809696271298
2012,alpha360_OPEN11,243,485960,468252,0,0,0,0,0,0,0,0.9635607868960409
2012,alpha360_OPEN12,243,485960,468146,0,0,0,0,0,0,0,0.9633426619474854
2012,alpha360_OPEN13,243,485960,468043,0,0,0,0,0,0,0,0.9631307103465305
2012,alpha360_OPEN14,243,485960,467953,0,0,0,0,0,0,0,0.9629455099185118
2012,alpha360_OPEN15,243,485960,467858,0,0,0,0,0,0,0,0.9627500205778253
2012,alpha360_OPEN16,243,485960,467766,0,0,0,0,0,0,0,0.9625607045847395
2012,alpha360_OPEN17,243,485960,467666,0,0,0,0,0,0,0,0.9623549263313853
2012,alpha360_OPEN18,243,485960,467566,0,0,0,0,0,0,0,0.9621491480780311
2012,alpha360_OPEN19,243,485960,467485,0,0,0,0,0,0,0,0.9619824676928143
2012,alpha360_OPEN2,243,485960,470212,0,0,0,0,0,0,0,0.9675940406617829
2012,alpha360_OPEN20,243,485960,467404,0,0,0,0,0,0,0,0.9618157873075973
2012,alpha360_OPEN21,243,485960,467335,0,0,0,0,0,0,0,0.9616738003127829
2012,alpha360_OPEN22,243,485960,467266,0,0,0,0,0,0,0,0.9615318133179686
2012,alpha360_OPEN23,243,485960,467167,0,0,0,0,0,0,0,0.9613280928471479
2012,alpha360_OPEN24,243,485960,467095,0,0,0,0,0,0,0,0.9611799325047329
2012,alpha360_OPEN25,243,485960,466980,0,0,0,0,0,0,0,0.9609432875133755
2012,alpha360_OPEN26,243,485960,466919,0,0,0,0,0,0,0,0.9608177627788296
2012,alpha360_OPEN27,243,485960,466844,0,0,0,0,0,0,0,0.9606634290888139
2012,alpha360_OPEN28,243,485960,466772,0,0,0,0,0,0,0,0.9605152687463989
2012,alpha360_OPEN29,243,485960,466681,0,0,0,0,0,0,0,0.9603280105358466
2012,alpha360_OPEN3,243,485960,469795,0,0,0,0,0,0,0,0.9667359453452959
2012,alpha360_OPEN30,243,485960,466619,0,0,0,0,0,0,0,0.9602004280187669
2012,alpha360_OPEN31,243,485960,466524,0,0,0,0,0,0,0,0.9600049386780805
2012,alpha360_OPEN32,243,485960,466455,0,0,0,0,0,0,0,0.9598629516832661
2012,alpha360_OPEN33,243,485960,466390,0,0,0,0,0,0,0,0.9597291958185858
2012,alpha360_OPEN34,243,485960,466311,0,0,0,0,0,0,0,0.9595666309984361
2012,alpha360_OPEN35,243,485960,466238,0,0,0,0,0,0,0,0.9594164128734876
2012,alpha360_OPEN36,243,485960,466144,0,0,0,0,0,0,0,0.9592229813153346
2012,alpha360_OPEN37,243,485960,466081,0,0,0,0,0,0,0,0.9590933410157214
2012,alpha360_OPEN38,243,485960,466036,0,0,0,0,0,0,0,0.959000740801712
2012,alpha360_OPEN39,243,485960,465977,0,0,0,0,0,0,0,0.9588793316322332
2012,alpha360_OPEN4,243,485960,469439,0,0,0,0,0,0,0,0.966003374763355
2012,alpha360_OPEN40,243,485960,465924,0,0,0,0,0,0,0,0.9587702691579554
2012,alpha360_OPEN41,243,485960,465873,0,0,0,0,0,0,0,0.9586653222487448
2012,alpha360_OPEN42,243,485960,465842,0,0,0,0,0,0,0,0.958601530990205
2012,alpha360_OPEN43,243,485960,465818,0,0,0,0,0,0,0,0.9585521442093999
2012,alpha360_OPEN44,243,485960,465769,0,0,0,0,0,0,0,0.9584513128652564
2012,alpha360_OPEN45,243,485960,465725,0,0,0,0,0,0,0,0.9583607704337805
2012,alpha360_OPEN46,243,485960,465667,0,0,0,0,0,0,0,0.9582414190468351
2012,alpha360_OPEN47,243,485960,465625,0,0,0,0,0,0,0,0.9581549921804263
2012,alpha360_OPEN48,243,485960,465595,0,0,0,0,0,0,0,0.9580932587044201
2012,alpha360_OPEN49,243,485960,465558,0,0,0,0,0,0,0,0.958017120750679
2012,alpha360_OPEN5,243,485960,469143,0,0,0,0,0,0,0,0.9653942711334266
2012,alpha360_OPEN50,243,485960,465539,0,0,0,0,0,0,0,0.9579780228825417
2012,alpha360_OPEN51,243,485960,465483,0,0,0,0,0,0,0,0.9578627870606634
2012,alpha360_OPEN52,243,485960,465455,0,0,0,0,0,0,0,0.9578051691497242
2012,alpha360_OPEN53,243,485960,465415,0,0,0,0,0,0,0,0.9577228578483826
2012,alpha360_OPEN54,243,485960,465363,0,0,0,0,0,0,0,0.9576158531566384
2012,alpha360_OPEN55,243,485960,465334,0,0,0,0,0,0,0,0.9575561774631657
2012,alpha360_OPEN56,243,485960,465299,0,0,0,0,0,0,0,0.9574841550744917
2012,alpha360_OPEN57,243,485960,465271,0,0,0,0,0,0,0,0.9574265371635525
2012,alpha360_OPEN58,243,485960,465236,0,0,0,0,0,0,0,0.9573545147748785
2012,alpha360_OPEN59,243,485960,465202,0,0,0,0,0,0,0,0.9572845501687381
2012,alpha360_OPEN6,243,485960,468954,0,0,0,0,0,0,0,0.9650053502345872
2012,alpha360_OPEN7,243,485960,468778,0,0,0,0,0,0,0,0.9646431805086838
2012,alpha360_OPEN8,243,485960,468624,0,0,0,0,0,0,0,0.9643262819985184
2012,alpha360_OPEN9,243,485960,468485,0,0,0,0,0,0,0,0.9640402502263561
2012,alpha360_VWAP10,243,485960,468359,0,0,0,0,0,0,0,0.9637809696271298
2012,alpha360_VWAP11,243,485960,468252,0,0,0,0,0,0,0,0.9635607868960409
2012,alpha360_VWAP12,243,485960,468146,0,0,0,0,0,0,0,0.9633426619474854
2012,alpha360_VWAP13,243,485960,468043,0,0,0,0,0,0,0,0.9631307103465305
2012,alpha360_VWAP14,243,485960,467953,0,0,0,0,0,0,0,0.9629455099185118
2012,alpha360_VWAP15,243,485960,467858,0,0,0,0,0,0,0,0.9627500205778253
2012,alpha360_VWAP16,243,485960,467766,0,0,0,0,0,0,0,0.9625607045847395
2012,alpha360_VWAP17,243,485960,467666,0,0,0,0,0,0,0,0.9623549263313853
2012,alpha360_VWAP18,243,485960,467566,0,0,0,0,0,0,0,0.9621491480780311
2012,alpha360_VWAP19,243,485960,467485,0,0,0,0,0,0,0,0.9619824676928143
2012,alpha360_VWAP20,243,485960,467404,0,0,0,0,0,0,0,0.9618157873075973
2012,alpha360_VWAP21,243,485960,467335,0,0,0,0,0,0,0,0.9616738003127829
2012,alpha360_VWAP22,243,485960,467266,0,0,0,0,0,0,0,0.9615318133179686
2012,alpha360_VWAP23,243,485960,467167,0,0,0,0,0,0,0,0.9613280928471479
2012,alpha360_VWAP24,243,485960,467095,0,0,0,0,0,0,0,0.9611799325047329
2012,alpha360_VWAP25,243,485960,466980,0,0,0,0,0,0,0,0.9609432875133755
2012,alpha360_VWAP26,243,485960,466919,0,0,0,0,0,0,0,0.9608177627788296
2012,alpha360_VWAP27,243,485960,466844,0,0,0,0,0,0,0,0.9606634290888139
2012,alpha360_VWAP28,243,485960,466772,0,0,0,0,0,0,0,0.9605152687463989
2012,alpha360_VWAP29,243,485960,466681,0,0,0,0,0,0,0,0.9603280105358466
2012,alpha360_VWAP3,243,485960,469795,0,0,0,0,0,0,0,0.9667359453452959
2012,alpha360_VWAP30,243,485960,466619,0,0,0,0,0,0,0,0.9602004280187669
2012,alpha360_VWAP31,243,485960,466524,0,0,0,0,0,0,0,0.9600049386780805
2012,alpha360_VWAP32,243,485960,466455,0,0,0,0,0,0,0,0.9598629516832661
2012,alpha360_VWAP33,243,485960,466390,0,0,0,0,0,0,0,0.9597291958185858
2012,alpha360_VWAP34,243,485960,466311,0,0,0,0,0,0,0,0.9595666309984361
2012,alpha360_VWAP35,243,485960,466238,0,0,0,0,0,0,0,0.9594164128734876
2012,alpha360_VWAP36,243,485960,466144,0,0,0,0,0,0,0,0.9592229813153346
2012,alpha360_VWAP37,243,485960,466081,0,0,0,0,0,0,0,0.9590933410157214
2012,alpha360_VWAP38,243,485960,466036,0,0,0,0,0,0,0,0.959000740801712
2012,alpha360_VWAP39,243,485960,465977,0,0,0,0,0,0,0,0.9588793316322332
2012,alpha360_VWAP4,243,485960,469439,0,0,0,0,0,0,0,0.966003374763355
2012,alpha360_VWAP40,243,485960,465924,0,0,0,0,0,0,0,0.9587702691579554
2012,alpha360_VWAP41,243,485960,465873,0,0,0,0,0,0,0,0.9586653222487448
2012,alpha360_VWAP42,243,485960,465842,0,0,0,0,0,0,0,0.958601530990205
2012,alpha360_VWAP43,243,485960,465818,0,0,0,0,0,0,0,0.9585521442093999
2012,alpha360_VWAP44,243,485960,465769,0,0,0,0,0,0,0,0.9584513128652564
2012,alpha360_VWAP45,243,485960,465725,0,0,0,0,0,0,0,0.9583607704337805
2012,alpha360_VWAP46,243,485960,465667,0,0,0,0,0,0,0,0.9582414190468351
2012,alpha360_VWAP47,243,485960,465625,0,0,0,0,0,0,0,0.9581549921804263
2012,alpha360_VWAP48,243,485960,465595,0,0,0,0,0,0,0,0.9580932587044201
2012,alpha360_VWAP49,243,485960,465558,0,0,0,0,0,0,0,0.958017120750679
2012,alpha360_VWAP5,243,485960,469143,0,0,0,0,0,0,0,0.9653942711334266
2012,alpha360_VWAP50,243,485960,465539,0,0,0,0,0,0,0,0.9579780228825417
2012,alpha360_VWAP51,243,485960,465483,0,0,0,0,0,0,0,0.9578627870606634
2012,alpha360_VWAP52,243,485960,465455,0,0,0,0,0,0,0,0.9578051691497242
2012,alpha360_VWAP53,243,485960,465415,0,0,0,0,0,0,0,0.9577228578483826
2012,alpha360_VWAP54,243,485960,465363,0,0,0,0,0,0,0,0.9576158531566384
2012,alpha360_VWAP55,243,485960,465334,0,0,0,0,0,0,0,0.9575561774631657
2012,alpha360_VWAP56,243,485960,465299,0,0,0,0,0,0,0,0.9574841550744917
2012,alpha360_VWAP57,243,485960,465271,0,0,0,0,0,0,0,0.9574265371635525
2012,alpha360_VWAP58,243,485960,465236,0,0,0,0,0,0,0,0.9573545147748785
2012,alpha360_VWAP59,243,485960,465202,0,0,0,0,0,0,0,0.9572845501687381
2012,alpha360_VWAP6,243,485960,468954,0,0,0,0,0,0,0,0.9650053502345872
2012,alpha360_VWAP7,243,485960,468778,0,0,0,0,0,0,0,0.9646431805086838
2012,alpha360_VWAP8,243,485960,468624,0,0,0,0,0,0,0,0.9643262819985184
2012,alpha360_VWAP9,243,485960,468485,0,0,0,0,0,0,0,0.9640402502263561
2012,amount_cv_20,243,485960,391359,0,0,0,0,0,0,0,0.805331714544407
2012,amount_mean_20,243,485960,391359,0,0,0,0,0,0,0,0.805331714544407
2012,amount_std_20,243,485960,391359,0,0,0,0,0,0,0,0.805331714544407
2012,amplitude_20,243,485960,391359,0,0,0,0,0,0,0,0.805331714544407
2012,corr_ret_amount_20,243,485960,387280,0,0,0,0,0,0,0,0.7969380195900897
2012,corr_ret_volume_20,243,485960,387280,0,0,0,0,0,0,0,0.7969380195900897
2012,kunquant_alpha101_alpha003,243,485960,485960,0,0,0,0,0,0,243,1.0
2012,kunquant_alpha101_alpha004,243,485960,438807,0,0,0,0,0,0,243,0.9029693801959009
2012,kunquant_alpha101_alpha005,243,485960,434334,0,0,0,0,0,0,243,0.8937649189233682
2012,kunquant_alpha101_alpha006,243,485960,485960,0,0,0,0,0,0,243,1.0
2012,kunquant_alpha101_alpha007,243,485960,329702,0,0,0,0,0,0,243,0.6784550168738168
2012,kunquant_alpha101_alpha011,243,485960,461368,0,0,0,0,0,0,243,0.9493950119351386
2012,kunquant_alpha101_alpha011_canonical_vwap_v2,243,485960,461368,0,0,0,0,0,0,243,0.9493950119351386
2012,kunquant_alpha101_alpha012,243,485960,470459,0,0,0,0,0,0,243,0.9681023129475677
2012,kunquant_alpha101_alpha013,243,485960,456841,0,0,0,0,0,0,243,0.9400794304057947
2012,kunquant_alpha101_alpha014,243,485960,460480,0,0,0,0,0,0,243,0.9475677010453535
2012,kunquant_alpha101_alpha015,243,485960,465913,0,0,0,0,0,0,243,0.9587476335500864
2012,kunquant_alpha101_alpha016,243,485960,456841,0,0,0,0,0,0,243,0.9400794304057947
2012,kunquant_alpha101_alpha024,243,485960,468803,0,0,0,0,0,0,243,0.9646946250720224
2012,kunquant_alpha101_alpha026,243,485960,485960,0,0,0,0,0,0,243,1.0
2012,kunquant_alpha101_alpha035,243,485960,340951,0,0,0,0,0,0,243,0.7016030125936291
2012,kunquant_alpha101_alpha040,243,485960,434334,0,0,0,0,0,0,243,0.8937649189233682
2012,kunquant_alpha101_alpha041,243,485960,474998,0,0,0,0,0,0,243,0.9774425878673142
2012,kunquant_alpha101_alpha042,243,485960,474998,0,0,0,0,0,0,243,0.9774425878673142
2012,kunquant_alpha101_alpha042_canonical_vwap_v2,243,485960,474998,0,0,0,0,0,0,243,0.9774425878673142
2012,kunquant_alpha101_alpha044,243,485960,485960,0,0,0,0,0,0,243,1.0
2012,kunquant_alpha101_alpha045,243,485960,366628,0,0,0,0,0,0,243,0.7544406947073833
2012,kunquant_alpha101_alpha050,243,485960,456841,0,0,0,0,0,0,243,0.9400794304057947
2012,kunquant_alpha101_alpha050_canonical_vwap_v2,243,485960,456841,0,0,0,0,0,0,243,0.9400794304057947
2012,kunquant_alpha101_alpha055,243,485960,485960,0,0,0,0,0,0,243,1.0
2012,kunquant_alpha101_alpha071,243,485960,395482,0,0,0,0,0,0,243,0.8138159519302001
2012,kunquant_alpha101_alpha077,243,485960,474998,0,0,0,0,0,0,243,0.9774425878673142
2012,kunquant_alpha101_alpha083,243,485960,447433,0,0,0,0,0,0,243,0.9207198123302329
2012,kunquant_alpha101_alpha084,243,485960,335021,0,0,0,0,0,0,243,0.6894003621697259
2012,kunquant_alpha101_alpha084_canonical_vwap_v2,243,485960,342448,0,0,0,0,0,0,243,0.7046835130463412
2012,kunquant_alpha101_alpha088,243,485960,443304,0,0,0,0,0,0,243,0.9122232282492386
2012,kunquant_alpha101_alpha094,243,485960,425450,0,0,0,0,0,0,243,0.8754835788953823
2012,kunquant_alpha101_alpha094_canonical_vwap_v2,243,485960,428830,0,0,0,0,0,0,243,0.8824388838587538
2012,mature_amihud_illiquidity_20,243,485960,476936,0,0,0,0,0,0,0,0.9814305704173183
2012,mature_book_to_market_pit,243,485960,473998,0,0,0,0,0,0,0,0.9753848053337724
2012,mature_book_to_price,243,485960,471380,0,0,0,0,0,0,0,0.9699975306609597
2012,mature_dividend_yield_ttm,243,485960,311813,0,0,0,0,0,0,0,0.6416433451312865
2012,mature_downside_volatility_60,243,485960,471531,0,0,0,0,0,0,0,0.9703082558235245
2012,mature_earnings_to_price_pit,243,485960,473998,0,0,0,0,0,0,0,0.9753848053337724
2012,mature_earnings_yield_ttm,243,485960,426412,0,0,0,0,0,0,0,0.8774631656926496
2012,mature_idiosyncratic_volatility_60,243,485960,448826,0,0,0,0,0,0,0,0.9235863033994568
2012,mature_intraday_return_20,243,485960,477628,0,0,0,0,0,0,0,0.9828545559305293
2012,mature_log_total_market_cap,243,485960,474955,0,0,0,0,0,0,0,0.9773541032183719
2012,mature_max_daily_return_21,243,485960,476443,0,0,0,0,0,0,0,0.9804160836282821
2012,mature_parkinson_volatility_20,243,485960,477628,0,0,0,0,0,0,0,0.9828545559305293
2012,mature_realized_volatility_60,243,485960,472081,0,0,0,0,0,0,0,0.9714400362169726
2012,mature_return_skewness_60,243,485960,472081,0,0,0,0,0,0,0,0.9714400362169726
2012,mature_reversal_1m,243,485960,460413,0,0,0,0,0,0,0,0.9474298296156062
2012,mature_sales_to_price_pit,243,485960,473402,0,0,0,0,0,0,0,0.9741583669437813
2012,mature_sales_to_price_ttm,243,485960,474567,0,0,0,0,0,0,0,0.9765556835953576
2012,mature_turnover_mean_20,243,485960,474955,0,0,0,0,0,0,0,0.9773541032183719
2012,mature_turnover_rate_free_float,243,485960,474955,0,0,0,0,0,0,0,0.9773541032183719
2012,mature_turnover_volatility_20,243,485960,474955,0,0,0,0,0,0,0,0.9773541032183719
2012,mature_vwap_deviation_20,243,485960,477628,0,0,0,0,0,0,0,0.9828545559305293
2012,ret_10,243,485960,465050,0,0,0,0,0,0,0,0.9569717672236399
2012,ret_20,243,485960,460807,0,0,0,0,0,0,0,0.9482405959338217
2012,ret_5,243,485960,467488,0,0,0,0,0,0,0,0.9619886410404148
2012,rev_20_exclude_5,243,485960,461228,0,0,0,0,0,0,0,0.9491069223804428
2012,rev_5,243,485960,467488,0,0,0,0,0,0,0,0.9619886410404148
2012,std_20,243,485960,387280,0,0,0,0,0,0,0,0.7969380195900897
2012,ta_momentum_ao,243,485960,337278,0,0,0,0,0,0,243,0.6940447773479299
2012,ta_momentum_kama,243,485960,432982,0,0,0,0,0,0,243,0.8909827969380196
2012,ta_momentum_ppo,243,485960,479571,0,0,0,0,0,0,0,0.9868528273932011
2012,ta_momentum_ppo_hist,243,485960,477355,0,0,0,0,0,0,0,0.9822927812988723
2012,ta_momentum_ppo_signal,243,485960,477355,0,0,0,0,0,0,0,0.9822927812988723
2012,ta_momentum_pvo,243,485960,479571,0,0,0,0,0,0,0,0.9868528273932011
2012,ta_momentum_pvo_signal,243,485960,477355,0,0,0,0,0,0,0,0.9822927812988723
2012,ta_momentum_roc,243,485960,464177,0,0,0,0,0,0,0,0.9551753230718578
2012,ta_momentum_rsi,243,485960,485960,0,0,0,0,0,0,0,1.0
2012,ta_momentum_tsi,243,485960,476169,0,0,0,0,0,0,0,0.9798522512140917
2012,ta_momentum_uo,243,485960,355949,0,0,0,0,0,0,0,0.7324656350316898
2012,ta_trend_adx_neg,243,485960,88,243,0,0,0,0,0,243,0.00018108486295168326
2012,ta_trend_adx_pos,243,485960,88,243,0,0,0,0,0,243,0.00018108486295168326
2012,ta_trend_aroon_down,243,485960,367469,0,0,0,0,0,0,0,0.756171289818092
2012,ta_trend_aroon_ind,243,485960,367469,0,0,0,0,0,0,0,0.756171289818092
2012,ta_trend_aroon_up,243,485960,367469,0,0,0,0,0,0,0,0.756171289818092
2012,ta_trend_cci,243,485960,391359,0,0,0,0,0,0,0,0.805331714544407
2012,ta_trend_ema_fast,243,485960,483188,0,0,0,0,0,0,243,0.994295826817022
2012,ta_trend_ema_slow,243,485960,479571,0,0,0,0,0,0,243,0.9868528273932011
2012,ta_trend_ichimoku_a,243,485960,367469,0,0,0,0,0,0,243,0.756171289818092
2012,ta_trend_ichimoku_b,243,485960,485047,0,0,0,0,0,0,243,0.9981212445468763
2012,ta_trend_ichimoku_base,243,485960,367469,0,0,0,0,0,0,243,0.756171289818092
2012,ta_trend_ichimoku_conv,243,485960,438807,0,0,0,0,0,0,243,0.9029693801959009
2012,ta_trend_kst,243,485960,298457,0,0,0,0,0,0,0,0.6141596016133015
2012,ta_trend_kst_diff,243,485960,298457,0,0,0,0,0,0,0,0.6141596016133015
2012,ta_trend_kst_sig,243,485960,318665,0,0,0,0,0,0,0,0.6557432710511153
2012,ta_trend_macd,243,485960,479571,0,0,0,0,0,0,243,0.9868528273932011
2012,ta_trend_macd_diff,243,485960,477355,0,0,0,0,0,0,243,0.9822927812988723
2012,ta_trend_macd_signal,243,485960,477355,0,0,0,0,0,0,243,0.9822927812988723
2012,ta_trend_mass_index,243,485960,475622,0,0,0,0,0,0,0,0.9787266441682443
2012,ta_trend_psar_down,243,485960,175540,8,0,0,0,0,0,243,0.36122314593793725
2012,ta_trend_sma_fast,243,485960,425450,0,0,0,0,0,0,243,0.8754835788953823
2012,ta_trend_sma_slow,243,485960,367469,0,0,0,0,0,0,243,0.756171289818092
2012,ta_trend_stc,243,485960,465401,0,0,0,0,0,0,0,0.957694048892913
2012,ta_trend_trix,243,485960,474714,0,0,0,0,0,0,0,0.9768581776277883
2012,ta_trend_vortex_ind_diff,243,485960,412370,0,0,0,0,0,0,0,0.8485677833566548
2012,ta_trend_vortex_ind_neg,243,485960,412370,0,0,0,0,0,0,0,0.8485677833566548
2012,ta_trend_vortex_ind_pos,243,485960,412370,0,0,0,0,0,0,0,0.8485677833566548
2012,ta_volatility_atr,243,485960,88,243,0,0,0,0,0,243,0.00018108486295168326
2012,ta_volatility_bbh,243,485960,391359,0,0,0,0,0,0,243,0.805331714544407
2012,ta_volatility_bbhi,243,485960,485960,0,0,0,0,0,0,243,1.0
2012,ta_volatility_bbm,243,485960,391359,0,0,0,0,0,0,243,0.805331714544407
2012,ta_volatility_bbp,243,485960,391359,0,0,0,0,0,0,0,0.805331714544407
2012,ta_volatility_dch,243,485960,391359,0,0,0,0,0,0,243,0.805331714544407
2012,ta_volatility_dcl,243,485960,391359,0,0,0,0,0,0,243,0.805331714544407
2012,ta_volatility_dcm,243,485960,391359,0,0,0,0,0,0,243,0.805331714544407
2012,ta_volatility_dcp,243,485960,391359,0,0,0,0,0,0,0,0.805331714544407
2012,ta_volatility_dcw,243,485960,391359,0,0,0,0,0,0,0,0.805331714544407
2012,ta_volatility_kcc,243,485960,434334,0,0,0,0,0,0,243,0.8937649189233682
2012,ta_volatility_kch,243,485960,481622,0,0,0,0,0,0,243,0.9910733393694954
2012,ta_volatility_kchi,243,485960,485960,0,0,0,0,0,0,243,1.0
2012,ta_volatility_kcl,243,485960,481622,0,0,0,0,0,0,243,0.9910733393694954
2012,ta_volatility_kcw,243,485960,434334,0,0,0,0,0,0,0,0.8937649189233682
2012,ta_volume_cmf,243,485960,391359,0,0,0,0,0,0,0,0.805331714544407
2012,ta_volume_fi,243,485960,482648,0,0,0,0,0,0,243,0.9931846242489094
2012,ta_volume_mfi,243,485960,416695,0,0,0,0,0,0,0,0.8574676928142234
2012,ta_volume_vwap,243,485960,416695,0,0,0,0,0,0,243,0.8574676928142234
2013,alpha158_BETA10,238,475975,461220,0,0,0,0,0,0,0,0.969000472713903
2013,alpha158_BETA20,238,475975,461317,0,0,0,0,0,0,0,0.9692042649298808
2013,alpha158_BETA30,238,475975,461373,0,0,0,0,0,0,0,0.969321918167971
2013,alpha158_BETA5,238,475975,460931,0,0,0,0,0,0,0,0.9683932979673302
2013,alpha158_BETA60,238,475975,461478,0,0,0,0,0,0,0,0.9695425179893902
2013,alpha158_CNTD30,238,475975,475975,0,0,0,0,0,0,0,1.0
2013,alpha158_CNTP30,238,475975,475975,0,0,0,0,0,0,0,1.0
2013,alpha158_CORD10,238,475975,465995,0,0,0,0,0,0,0,0.9790325122117758
2013,alpha158_CORD20,238,475975,469169,0,0,0,0,0,0,0,0.985700929670676
2013,alpha158_CORD30,238,475975,471410,0,0,0,0,0,0,0,0.9904091601449656
2013,alpha158_CORD5,238,475975,462882,0,0,0,0,0,0,0,0.9724922527443668
2013,alpha158_CORD60,238,475975,475257,0,0,0,0,0,0,0,0.9984915174116288
2013,alpha158_CORR10,238,475975,466337,0,0,0,0,0,0,0,0.9797510373443984
2013,alpha158_CORR20,238,475975,469392,0,0,0,0,0,0,0,0.9861694416723568
2013,alpha158_CORR30,238,475975,471572,0,0,0,0,0,0,0,0.9907495141551552
2013,alpha158_CORR5,238,475975,463596,0,0,0,0,0,0,0,0.9739923315300173
2013,alpha158_CORR60,238,475975,475301,0,0,0,0,0,0,0,0.9985839592415569
2013,alpha158_IMAX20,238,475975,469846,0,0,0,0,0,0,0,0.9871232732811597
2013,alpha158_IMAX30,238,475975,471900,0,0,0,0,0,0,0,0.9914386259782552
2013,alpha158_IMAX60,238,475975,475395,0,0,0,0,0,0,0,0.998781448605494
2013,alpha158_IMIN20,238,475975,469846,0,0,0,0,0,0,0,0.9871232732811597
2013,alpha158_IMIN30,238,475975,471900,0,0,0,0,0,0,0,0.9914386259782552
2013,alpha158_IMIN60,238,475975,475395,0,0,0,0,0,0,0,0.998781448605494
2013,alpha158_IMXD20,238,475975,469846,0,0,0,0,0,0,0,0.9871232732811597
2013,alpha158_IMXD30,238,475975,471900,0,0,0,0,0,0,0,0.9914386259782552
2013,alpha158_IMXD60,238,475975,475395,0,0,0,0,0,0,0,0.998781448605494
2013,alpha158_KLEN,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_KLOW,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_KUP,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_LOW0,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_MA10,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_MA20,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_MA30,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_MA5,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_MA60,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_MAX5,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_MIN10,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_MIN20,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_MIN30,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_MIN5,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_MIN60,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_QTLD10,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_QTLD20,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_QTLD30,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_QTLD5,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_QTLD60,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_QTLU20,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_QTLU30,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_QTLU60,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_RANK10,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_RANK20,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_RANK30,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
2013,alpha158_RANK60,238,475975,461513,0,0,0,0,0,0,0,0.9696160512631966
