benchmark,stage,outer_split_id,policy_id,fold,batch_index,structural_row_id,candidate_sha256,boosting_round,feature_count,train_rows,validation_rows,output_rows,wall_seconds,cpu_seconds,rss_before_mib,rss_after_mib,peak_rss_mib,execution_dtype,thread_count,cache_hit,dataset_identity_sha256,input_date_count
representative_broad_arm_thread_experiment,feature_loading,split_001,broad_data_qualified,,,,,,659,,,,6.948431099997833,6.875,165.20703125,168.93359375,168.93359375,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,0.0,,,,659,,,80000.0,9.98249750000832,20.765625,166.25,874.29296875,874.29296875,float64,8,,,40.0
representative_broad_arm_thread_experiment,label_loading_and_join,split_001,broad_data_qualified,train,0.0,,,,659,,,80000.0,0.3138831999967806,0.328125,874.29296875,1120.0546875,1120.0546875,float64,8,,,40.0
representative_broad_arm_thread_experiment,feature_spooling,split_001,broad_data_qualified,train,0.0,,,,659,,,79756.0,5.366794299989124,5.390625,1367.40625,1027.28125,1367.40625,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,1.0,,,,659,,,80000.0,10.059554100007515,20.953125,1027.28125,1400.39453125,1400.39453125,float64,8,,,40.0
representative_broad_arm_thread_experiment,label_loading_and_join,split_001,broad_data_qualified,train,1.0,,,,659,,,80000.0,0.333570899994811,0.359375,1400.39453125,1404.85546875,1404.85546875,float64,8,,,40.0
representative_broad_arm_thread_experiment,feature_spooling,split_001,broad_data_qualified,train,1.0,,,,659,,,79752.0,5.229732799998601,5.25,1405.22265625,1046.48046875,1405.22265625,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,2.0,,,,659,,,80000.0,10.384610599998268,20.9375,1046.48046875,1440.98046875,1440.98046875,float64,8,,,40.0
representative_broad_arm_thread_experiment,label_loading_and_join,split_001,broad_data_qualified,train,2.0,,,,659,,,80000.0,0.3913561000081245,0.40625,1440.98046875,1443.2421875,1443.2421875,float64,8,,,40.0
representative_broad_arm_thread_experiment,feature_spooling,split_001,broad_data_qualified,train,2.0,,,,659,,,79717.0,5.314340299999458,5.375,1443.890625,1083.859375,1443.890625,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,3.0,,,,659,,,79983.0,10.224161100006311,22.171875,1083.859375,1472.37109375,1472.37109375,float64,8,,,40.0
representative_broad_arm_thread_experiment,label_loading_and_join,split_001,broad_data_qualified,train,3.0,,,,659,,,79983.0,0.3286386999971,0.359375,1472.37109375,1475.5,1475.5,float64,8,,,40.0
representative_broad_arm_thread_experiment,feature_spooling,split_001,broad_data_qualified,train,3.0,,,,659,,,79771.0,5.25307230000908,5.453125,1478.24609375,1103.58203125,1478.24609375,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,4.0,,,,659,,,79998.0,10.406463600011191,21.421875,1103.58203125,1488.27734375,1488.27734375,float64,8,,,40.0
representative_broad_arm_thread_experiment,label_loading_and_join,split_001,broad_data_qualified,train,4.0,,,,659,,,79998.0,0.3299609999958193,0.328125,1488.27734375,1490.3203125,1490.3203125,float64,8,,,40.0
representative_broad_arm_thread_experiment,feature_spooling,split_001,broad_data_qualified,train,4.0,,,,659,,,79817.0,5.364454700000351,5.4375,1493.04296875,1124.0078125,1493.04296875,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,5.0,,,,659,,,80000.0,10.375751200001105,20.609375,1124.0078125,1503.921875,1503.921875,float64,8,,,40.0
representative_broad_arm_thread_experiment,label_loading_and_join,split_001,broad_data_qualified,train,5.0,,,,659,,,80000.0,0.3407221000088611,0.359375,1503.921875,1506.4375,1506.4375,float64,8,,,40.0
representative_broad_arm_thread_experiment,feature_spooling,split_001,broad_data_qualified,train,5.0,,,,659,,,79762.0,5.828662899992196,5.96875,1508.2421875,1138.16015625,1508.2421875,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,6.0,,,,659,,,80000.0,10.674012999996194,22.046875,1138.16015625,1507.640625,1507.640625,float64,8,,,40.0
representative_broad_arm_thread_experiment,label_loading_and_join,split_001,broad_data_qualified,train,6.0,,,,659,,,80000.0,0.3447103000071365,0.34375,1507.640625,1511.359375,1511.359375,float64,8,,,40.0
representative_broad_arm_thread_experiment,feature_spooling,split_001,broad_data_qualified,train,6.0,,,,659,,,79838.0,5.423224099999061,5.53125,1511.98046875,1125.86328125,1511.98046875,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,7.0,,,,659,,,80000.0,10.38015089998953,21.4375,1125.86328125,1526.82421875,1526.82421875,float64,8,,,40.0
representative_broad_arm_thread_experiment,label_loading_and_join,split_001,broad_data_qualified,train,7.0,,,,659,,,80000.0,0.3467742000066209,0.328125,1526.82421875,1528.70703125,1528.70703125,float64,8,,,40.0
representative_broad_arm_thread_experiment,feature_spooling,split_001,broad_data_qualified,train,7.0,,,,659,,,79526.0,6.832430499998736,7.015625,1529.13671875,1148.84375,1529.13671875,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,8.0,,,,659,,,79983.0,11.011183299997356,20.953125,1148.84375,1527.55078125,1527.55078125,float64,8,,,40.0
representative_broad_arm_thread_experiment,label_loading_and_join,split_001,broad_data_qualified,train,8.0,,,,659,,,79983.0,0.3765330000023823,0.359375,1527.55078125,1530.51171875,1530.51171875,float64,8,,,40.0
representative_broad_arm_thread_experiment,feature_spooling,split_001,broad_data_qualified,train,8.0,,,,659,,,79742.0,5.55054999999993,5.59375,1532.1640625,1154.46875,1532.1640625,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,9.0,,,,659,,,80000.0,9.748790700003156,19.734375,1154.46875,1527.70703125,1527.70703125,float64,8,,,40.0
representative_broad_arm_thread_experiment,label_loading_and_join,split_001,broad_data_qualified,train,9.0,,,,659,,,80000.0,0.4204007999942405,0.40625,1527.70703125,1529.66796875,1529.66796875,float64,8,,,40.0
representative_broad_arm_thread_experiment,feature_spooling,split_001,broad_data_qualified,train,9.0,,,,659,,,79829.0,4.928312200005166,4.859375,1531.6015625,1162.1640625,1531.6015625,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,10.0,,,,659,,,80000.0,9.615190000011353,20.53125,1162.1640625,1549.30859375,1549.30859375,float64,8,,,40.0
representative_broad_arm_thread_experiment,label_loading_and_join,split_001,broad_data_qualified,train,10.0,,,,659,,,80000.0,0.3346082999923965,0.328125,1549.30859375,1551.28515625,1551.28515625,float64,8,,,40.0
representative_broad_arm_thread_experiment,feature_spooling,split_001,broad_data_qualified,train,10.0,,,,659,,,79753.0,4.915678199991817,5.140625,1552.26953125,1172.5625,1552.26953125,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,11.0,,,,659,,,80000.0,9.775424199993722,19.90625,1172.5625,1541.19921875,1541.19921875,float64,8,,,40.0
representative_broad_arm_thread_experiment,label_loading_and_join,split_001,broad_data_qualified,train,11.0,,,,659,,,80000.0,0.334464300001855,0.34375,1541.19921875,1545.0078125,1545.0078125,float64,8,,,40.0
representative_broad_arm_thread_experiment,feature_spooling,split_001,broad_data_qualified,train,11.0,,,,659,,,79839.0,5.000574000005145,5.0625,1547.25390625,1156.80859375,1547.25390625,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,12.0,,,,659,,,79985.0,9.393975799990583,19.28125,1156.80859375,1556.26953125,1556.26953125,float64,8,,,40.0
representative_broad_arm_thread_experiment,label_loading_and_join,split_001,broad_data_qualified,train,12.0,,,,659,,,79985.0,0.3576448000094387,0.359375,1556.26953125,1559.953125,1559.953125,float64,8,,,40.0
representative_broad_arm_thread_experiment,feature_spooling,split_001,broad_data_qualified,train,12.0,,,,659,,,79932.0,4.7351149000023725,4.96875,1562.34375,1175.546875,1562.34375,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,13.0,,,,659,,,79981.0,11.415130499997758,31.875,1175.546875,1761.15625,1761.15625,float64,8,,,40.0
representative_broad_arm_thread_experiment,label_loading_and_join,split_001,broad_data_qualified,train,13.0,,,,659,,,79981.0,0.3646243999974103,0.484375,1761.15625,1764.26171875,1764.26171875,float64,8,,,40.0
representative_broad_arm_thread_experiment,feature_spooling,split_001,broad_data_qualified,train,13.0,,,,659,,,79635.0,4.638608100009151,4.71875,1764.10546875,1172.52734375,1764.10546875,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,14.0,,,,659,,,79964.0,9.10694210001384,18.90625,1172.52734375,1569.6953125,1569.6953125,float64,8,,,40.0
representative_broad_arm_thread_experiment,label_loading_and_join,split_001,broad_data_qualified,train,14.0,,,,659,,,79964.0,0.2976648999901954,0.328125,1569.6953125,1572.74609375,1572.74609375,float64,8,,,40.0
representative_broad_arm_thread_experiment,feature_spooling,split_001,broad_data_qualified,train,14.0,,,,659,,,79768.0,4.715488100002403,4.671875,1574.51953125,1174.09375,1574.51953125,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,15.0,,,,659,,,79996.0,9.59062420000555,21.140625,1174.09375,1563.1484375,1563.1484375,float64,8,,,40.0
representative_broad_arm_thread_experiment,label_loading_and_join,split_001,broad_data_qualified,train,15.0,,,,659,,,79996.0,0.3311586000054376,0.359375,1563.1484375,1566.26171875,1566.26171875,float64,8,,,40.0
representative_broad_arm_thread_experiment,feature_spooling,split_001,broad_data_qualified,train,15.0,,,,659,,,79964.0,4.6288850999990245,4.84375,1568.234375,1181.5234375,1568.234375,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,16.0,,,,659,,,80000.0,9.465015099995073,19.578125,1181.5234375,1584.9609375,1584.9609375,float64,8,,,40.0
representative_broad_arm_thread_experiment,label_loading_and_join,split_001,broad_data_qualified,train,16.0,,,,659,,,80000.0,0.3339864000008674,0.375,1584.9609375,1588.703125,1588.703125,float64,8,,,40.0
representative_broad_arm_thread_experiment,feature_spooling,split_001,broad_data_qualified,train,16.0,,,,659,,,79925.0,4.651777899998706,4.796875,1589.95703125,1164.53125,1589.95703125,float64,8,,,
representative_broad_arm_thread_experiment,feature_projection,split_001,broad_data_qualified,train,17.0,,,,659,,,16000.0,4.403278300000238,14.046875,1164.53125,1350.51953125,1350.51953125,float64,8,,,8.0
