instrument,event_id,record_date,ex_date,handler_family,required_without_exposure
SZ002581,2c6efccf67933c558caf403c,20150709,20150710,unknown_cash_terms,False
SZ002583,fed6e3703fd6b9177641f4f1,20150929,20150930,unknown_cash_terms,False
SZ002589,91687954c405ba9efd7a51f9,20150922,20150923,unknown_cash_terms,False
SZ002599,2f93ddc49aa3b3860c1ff0f6,20190801,20190802,unknown_cash_terms,False
SZ002602,7a4d6ea14266b44f75424505,20200710,20200713,unknown_cash_terms,False
SZ002607,865b50d018991cd0fe39991a,20150527,20150528,unknown_cash_terms,False
SZ002608,261a56ef3fbda4823a425049,20161227,20161228,unknown_cash_terms,False
SZ002610,73f734fa86ce745be8cf8c88,20150528,20150529,unknown_cash_terms,False
SZ002610,7f5b85027dce3eb1f1faa774,20160927,20160928,unknown_cash_terms,False
SZ002613,027a04da0e31ba6ce4cdc7ab,20150521,20150522,unknown_cash_terms,False
SZ002613,fd25e747295e881a9d354839,20170509,20170510,unknown_cash_terms,False
SZ002616,64e41c01668d995256ff7b78,20170518,20170519,unknown_cash_terms,False
SZ002619,40da8b51741c2be94513905f,20160601,20160602,unknown_cash_terms,False
SZ002621,659deb5d6b52c958c0552e7f,20170612,20170613,unknown_cash_terms,False
SZ002621,226f2f288146cc0d1ee128c7,20200608,20200609,unknown_cash_terms,False
SZ002622,a81d74a35bb0b391f76aff47,20160518,20160519,unknown_cash_terms,False
SZ002636,b39963efaca1c2e556ddee5e,20150521,20150522,unknown_cash_terms,False
SZ002638,ca44454ad91bf40f6c703cf6,20160701,20160704,unknown_cash_terms,False
SZ002639,07b92ff6f7340d09b3e60232,20150930,20151008,unknown_cash_terms,False
SZ002640,964495e6745742b0570ea03d,20150928,20150929,unknown_cash_terms,False
SZ002644,fa36a1119a59ee2658f0c54a,20150813,20150814,unknown_cash_terms,False
SZ002647,bbfe512eef64faf84320d84e,20170612,20170613,unknown_cash_terms,False
SZ002647,f1970d474cd80adc8527362d,20180531,20180601,unknown_cash_terms,False
SZ002650,56d3fcf14457d1015b2b8366,20150923,20150924,unknown_cash_terms,False
SZ002651,4275596df0a46f56a610bad1,20150925,20150928,unknown_cash_terms,False
SZ002675,ef3b64f3e22cfb38e53b8a5f,20160829,20160830,unknown_cash_terms,False
SZ002684,2e7d2071751061fbbef2f55d,20150306,20150309,unknown_cash_terms,False
SZ002702,30e987dc16c81c65206ac6ff,20170426,20170427,unknown_cash_terms,False
SZ002708,621270ffe8f66755154f9199,20151008,20151009,unknown_cash_terms,False
SZ002712,9f589ef3d231ebbb8f0d14e7,20180926,20180927,unknown_cash_terms,False
SZ002715,4cd07e9b496c73e971744bd9,20200924,20200925,unknown_cash_terms,False
SZ002716,56a1c8ed2a58e7425078376f,20201228,20201229,unknown_cash_terms,False
SZ002721,497f6575e225908b8a7f4122,20231116,20231117,unknown_cash_terms,False
SZ002725,03f8a31ab684aa6c453597e7,20180508,20180509,unknown_cash_terms,False
SZ002726,5776e9287bd8a3b9f9621429,20170824,20170825,unknown_cash_terms,False
SZ002726,6498f110e334c8d677c6a336,20191010,20191011,unknown_cash_terms,False
SZ002729,fc9c4de20df6777a9fbc3926,20211012,20211013,unknown_cash_terms,False
SZ002729,8aeb456d8fdb036ec6d751d4,20220928,20220929,unknown_cash_terms,False
SZ002733,003e588db17c7c43e39f74c2,20150914,20150915,unknown_cash_terms,False
SZ002742,88132c86a072d21d3afa1a9e,20170907,20170908,unknown_cash_terms,False
SZ002749,dcf158e0b8521324c8b60244,20181008,20181009,unknown_cash_terms,False
SZ002763,a3da12f4b5fcdf0a1b508a3b,20170921,20170922,unknown_cash_terms,False
SZ002766,1978eec026bb7ceec41f8b15,20211231,20220104,unknown_cash_terms,False
SZ002777,06c0bbfee888368696608848,20170920,20170921,unknown_cash_terms,False
SZ002793,518491a51258b8e9978bab07,20190920,20190923,unknown_cash_terms,False
SZ002795,b3943288975cd6d98f8439dd,20220531,20220601,unknown_cash_terms,False
SZ002795,268bf8a077ef2f65f5028483,20230531,20230601,unknown_cash_terms,False
SZ002798,30c8be776dffdc3a9f435ca2,20180921,20180925,unknown_cash_terms,False
SZ002803,c68a6cf47434d571c71be925,20181217,20181218,unknown_cash_terms,False
SZ002810,2f995f2fbb96922b388f2135,20180626,20180627,unknown_cash_terms,False
SZ002810,8f27c944219e8bc8b1240911,20210601,20210602,unknown_cash_terms,False
SZ002873,300bca529b6ee651972ae3f8,20211109,20211110,unknown_cash_terms,False
SZ002873,666cd637530e6957f0147177,20221027,20221028,unknown_cash_terms,False
SZ002875,b1c21ce629be5a3f9435dd74,20200630,20200701,unknown_cash_terms,False
SZ002915,2c5820b9026a334f9b7c48f5,20200617,20200618,unknown_cash_terms,False
SZ002919,89a06ec923626612dc8971a1,20230530,20230531,unknown_cash_terms,False
SZ002936,17cb7a70833dea01b0d97c9c,20211217,20211220,unknown_cash_terms,False
SZ002936,85d6f1faf4b960dae5a1754f,20230630,20230703,unknown_cash_terms,False
SZ002940,4a2519d2b80a161aa3074691,20221114,20221115,unknown_cash_terms,False
SZ002943,19430b8418634fa2926f62d2,20230428,20230504,unknown_cash_terms,False
SZ002955,e4d624b7d113c0937d5b9cb0,20200604,20200605,unknown_cash_terms,False
SZ002982,5f1fb4d8538886c080ad286e,20230927,20230928,unknown_cash_terms,False
SZ300007,c35bd95ccbef797a0f52f4ce,20151019,20151020,unknown_cash_terms,False
SZ300008,2d2da7b064913ae1b65053f4,20201222,20201223,unknown_cash_terms,False
SZ300010,bc45bb6648c29430cd57ee7f,20231226,20231227,unknown_cash_terms,False
SZ300016,84d6961d36486cc04c1c278c,20180903,20180904,unknown_cash_terms,False
SZ300039,68f9ac2b6b09d4dd7fdc9221,20170509,20170510,unknown_cash_terms,False
SZ300056,6054fd4d5a04de654fe6978e,20151013,20151014,unknown_cash_terms,False
SZ300065,22d1ad7ae770cc2537eba360,20210714,20210715,unknown_cash_terms,False
SZ300071,e1de887d1d3a5868121def2d,20211229,20211230,unknown_cash_terms,False
SZ300074,d94baa687a25c29bfa3b382d,20150421,20150422,unknown_cash_terms,False
SZ300076,4ef0884f4bbc76dfe2b650f7,20160623,20160624,unknown_cash_terms,False
SZ300078,5bb89f969623a73251fc1853,20151016,20151019,unknown_cash_terms,False
SZ300079,de792cb5604710cbcefca0e9,20150917,20150918,unknown_cash_terms,False
SZ300083,c70fd391a33ca7caed5f82bb,20160527,20160530,unknown_cash_terms,False
SZ300087,33976170fc88de9baf0808da,20150513,20150514,unknown_cash_terms,False
SZ300088,05a9771b0e686767d1be0192,20150918,20150921,unknown_cash_terms,False
SZ300088,49619c87c161342829832538,20170927,20170928,unknown_cash_terms,False
SZ300090,f0febe3186a6dc86b9297589,20151104,20151105,unknown_cash_terms,False
SZ300091,50a91db6f8f98f447e055726,20180928,20181008,unknown_cash_terms,False
SZ300101,36ee70871c9c074df6b993f2,20150924,20150925,unknown_cash_terms,False
SZ300103,e974707bb3cb7949ae1b534e,20180427,20180502,unknown_cash_terms,False
SZ300108,945e4a951f5901a71a27a043,20150504,20150505,unknown_cash_terms,False
SZ300116,43ee87a7fe13b6271729ce98,20200331,20200401,cash_and_listing_terms,False
SZ300125,2b07c4dd47aa75fbe14c4c78,20180521,20180522,unknown_cash_terms,False
SZ300125,ff1eb3c58fcfb2a475a0cadb,20190312,20190313,unknown_cash_terms,False
SZ300142,5d6b82ecc9faca675e73650c,20151013,20151014,unknown_cash_terms,False
SZ300143,de02733703b8af254954e325,20180424,20180425,unknown_cash_terms,False
SZ300152,c69fed8eaec349803da432bc,20151103,20151104,unknown_cash_terms,False
SZ300154,52f8f9091dfc429d79b3088f,20150923,20150924,unknown_cash_terms,False
SZ300163,5cca216379625614413dd6fd,20150924,20150925,unknown_cash_terms,False
SZ300170,e33c6851e261361fa86f9949,20150522,20150525,unknown_cash_terms,False
SZ300173,72c18df82e07aa80949cabad,20150603,20150604,unknown_cash_terms,False
SZ300182,6db70d1790b096bcb05d9159,20151008,20151009,unknown_cash_terms,False
SZ300184,e51dce4639596f88beb0d667,20150421,20150422,unknown_cash_terms,False
SZ300189,7e271922c7f4321ede09198e,20150918,20150921,unknown_cash_terms,False
SZ300193,bdfbe6dfdfcba4c6829ee59c,20151012,20151013,unknown_cash_terms,False
SZ300196,95b7a868505202cd8fb2bf85,20170926,20170927,unknown_cash_terms,False
SZ300197,0342d60ee698f71a68afa64b,20150917,20150918,unknown_cash_terms,False
SZ300197,b2302c40e831fe8e19717172,20160923,20160926,unknown_cash_terms,False
SZ300198,0bd686f37a3fb88819969751,20160928,20160929,unknown_cash_terms,False
SZ300207,c3b049040ceb3340efa65c0c,20160922,20160923,unknown_cash_terms,False
SZ300219,8d10583c93124bcc61900741,20151112,20151113,unknown_cash_terms,False
SZ300222,da0e684a9ea1134f90cf3977,20150915,20150916,unknown_cash_terms,False
SZ300223,d41cf682916f353542ba8501,20150504,20150505,unknown_cash_terms,False
SZ300228,b87e0f438a406e6bc2841678,20150917,20150918,unknown_cash_terms,False
SZ300233,3810128844ff64548182036d,20150916,20150917,unknown_cash_terms,False
SZ300236,f78651924f75440fe8adbea2,20150605,20150608,unknown_cash_terms,False
SZ300237,a64cee7490315ce65f6f159f,20150921,20150922,unknown_cash_terms,False
SZ300240,0c78e7f048f1bca10c5532b6,20160602,20160603,unknown_cash_terms,False
SZ300242,a628213f64d0b733a71d0002,20160923,20160926,unknown_cash_terms,False
SZ300256,ed6a817f5893b668e814e2aa,20160428,20160429,unknown_cash_terms,False
SZ300256,9eab8c3048208346abd64413,20220830,20220831,unknown_cash_terms,False
SZ300264,c66316ee6a4097aa2a31af76,20160524,20160525,unknown_cash_terms,False
SZ300278,fa7c069047625fae3375ea91,20211230,20211231,unknown_cash_terms,False
SZ300287,c0afe8b81ca846c8ab3210c4,20150922,20150923,unknown_cash_terms,False
SZ300288,745fb4508aa1e34f22437c08,20150420,20150421,unknown_cash_terms,False
SZ300289,1d07eb097736e98ff105636d,20151026,20151027,unknown_cash_terms,False
SZ300290,611e590470d77ee076559e19,20150918,20150921,unknown_cash_terms,False
SZ300292,2c99283a07eb72d6c83324e1,20160926,20160927,unknown_cash_terms,False
SZ300294,4a45280d0e678546a54e4380,20150917,20150918,unknown_cash_terms,False
SZ300295,fc0dd49e0dd7f7c2e32783ac,20151028,20151029,unknown_cash_terms,False
SZ300299,44d4b8116c12f2c1ed8c2cba,20180530,20180531,unknown_cash_terms,False
SZ300309,8face123a5831f5aee778967,20180921,20180925,unknown_cash_terms,False
SZ300317,473c34e3b181d75f783a4dda,20151015,20151016,unknown_cash_terms,False
SZ300323,b239713c9fe21aca6a153078,20150603,20150604,unknown_cash_terms,False
SZ300325,14cc6f0e2d500af6c37a3f69,20160615,20160616,conflicting_entitlement_terms,False
SZ300325,f02b0b3ae21cadd7e390086e,20160914,20160919,unknown_cash_terms,False
SZ300329,cae714c49a4e19fde5fbee44,20151013,20151014,unknown_cash_terms,False
SZ300331,a35b3acbab23f166515ab3f5,20150918,20150921,unknown_cash_terms,False
SZ300333,79783105dbe5013576e28a34,20150911,20150914,unknown_cash_terms,False
SZ300337,a71ebe65fc2bad9c3fc18204,20151028,20151029,unknown_cash_terms,False
SZ300344,0c3d3473f4751c5e5040737f,20190703,20190704,unknown_cash_terms,False
SZ300362,6e6f5c63872ea0a1da6a78b6,20210611,20210615,cash_and_listing_terms,False
SZ300363,d54e3a29e8f05377d5e5e7aa,20150928,20150929,unknown_cash_terms,False
SZ300366,f67e2707b787233e1d67617a,20160524,20160525,unknown_cash_terms,False
SZ300373,a224d53909b8bc5f01d2fa5d,20151026,20151027,unknown_cash_terms,False
SZ300384,d30de6927c3297a2dc82342c,20181022,20181023,unknown_cash_terms,False
SZ300387,58deeb43c406109c9513d6a8,20150910,20150911,unknown_cash_terms,False
SZ300392,408295a6a9669ea3ca033227,20150923,20150924,unknown_cash_terms,False
SZ300393,033f135a12d150027c186374,20210527,20210528,unknown_cash_terms,False
SZ300397,d60ad083120344fa9d32c9be,20160615,20160616,unknown_cash_terms,False
SZ300399,7fafc50e4753987a1e19fd4d,20151026,20151027,unknown_cash_terms,False
SZ300399,60e91a58693b7b6eac760586,20180608,20180611,unknown_cash_terms,False
SZ300405,6aaeecd10720842b7a9d13d7,20170608,20170609,unknown_cash_terms,False
SZ300405,ba7292101e0f18f5e65edf07,20190605,20190606,unknown_cash_terms,False
SZ300413,5969264a731ac0d5f6665777,20190930,20191008,unknown_cash_terms,False
SZ300420,48c810c6af1bd97998bc00a4,20170413,20170414,unknown_cash_terms,False
SZ300423,beb35a2f29056048f9a04ccb,20180601,20180604,unknown_cash_terms,False
SZ300424,d7d71c634a002f260c2a419c,20170919,20170920,unknown_cash_terms,False
SZ300426,a771aa85f265f7c9bc7489df,20161017,20161018,unknown_cash_terms,False
SZ300428,c7b84e24314e9501270c755d,20160923,20160926,unknown_cash_terms,False
SZ300429,b32a143e0892f05855df9e39,20160922,20160923,unknown_cash_terms,False
SZ300430,70495bdcc60c336b01e52fc4,20171108,20171109,unknown_cash_terms,False
SZ300432,865dda0c61a545094d7634ba,20200527,20200528,unknown_cash_terms,False
SZ300432,c992c809837f49f8357607db,20220530,20220531,unknown_cash_terms,False
SZ300434,b43a7ae7619d986d61ca1c87,20181011,20181012,unknown_cash_terms,False
SZ300438,44ff3d42152c1324d3c9687f,20200602,20200603,unknown_cash_terms,False
SZ300442,658820760233383162e5ed22,20230523,20230524,unknown_cash_terms,False
SZ300457,43a01593a942b90b1d80e0f1,20170920,20170921,unknown_cash_terms,False
SZ300460,936236e9169e2bf60cfba464,20200617,20200618,unknown_cash_terms,False
SZ300465,b456cbd481101f7bc3db81fd,20161025,20161026,unknown_cash_terms,False
SZ300470,e1c8fc3641d93cb71bec7d67,20180921,20180925,unknown_cash_terms,False
SZ300475,c61aafc752b816db9973a3e6,20190930,20191008,unknown_cash_terms,False
SZ300477,066850cc72ade7d54af871c5,20190925,20190926,unknown_cash_terms,False
SZ300482,a876fb3bb74ab4736b7f1a55,20160516,20160517,unknown_cash_terms,False
SZ300483,42dfdb21bce5c9a157044f76,20210419,20210420,unknown_cash_terms,False
SZ300489,52745f6f1aefa3dfc6d6e338,20200622,20200623,unknown_cash_terms,False
SZ300581,ebb15cec8de9e3ca72e4282b,20180625,20180626,unknown_cash_terms,False
SZ300581,d68569f0d66e921147f7961c,20210608,20210609,unknown_cash_terms,False
SZ300581,148e175fca4a32882ea2adde,20230608,20230609,unknown_cash_terms,False
SZ300583,d2c3beb13939efb08af9e344,20230824,20230825,unknown_cash_terms,False
SZ300586,84c06cd0efc94f9b060e5b0c,20230425,20230426,unknown_cash_terms,False
SZ300620,d4f6da5c6621b08a2facb503,20211029,20211101,unknown_cash_terms,False
SZ300642,c9e1561dced61b1a3438e2b5,20210915,20210916,unknown_cash_terms,False
SZ300670,0a6183c8c6934c4b1fae2c1c,20190627,20190628,unknown_cash_terms,False
SZ300671,a455aa145143637e57100771,20180613,20180614,unknown_cash_terms,False
SZ300677,0546f6870205b614b301961d,20210929,20210930,unknown_cash_terms,False
SZ300679,d91bc3bbc44cffed100a95bf,20180606,20180607,unknown_cash_terms,False
SZ300689,dc992f998113ac8d8752c61c,20210713,20210714,unknown_cash_terms,False
SZ300700,e262e2661766e34dad1414ef,20210531,20210601,unknown_cash_terms,False
SZ300700,d7332c33a9d46ee9dc0f8c49,20230403,20230404,unknown_cash_terms,False
SZ300710,d23bf0b25df636da73d216d5,20220701,20220704,unknown_cash_terms,False
SZ300713,0c33d3a939d5084ac181593e,20190613,20190614,unknown_cash_terms,False
SZ300713,cfcefe85c33e2bd29faed2a6,20210604,20210607,unknown_cash_terms,False
SZ300729,51421a952a6a6165ce94b476,20200918,20200921,unknown_cash_terms,False
SZ300742,785bc547449ebde7af8e3614,20220607,20220608,unknown_cash_terms,False
SZ300747,f8fcf6f17dd2d0027884c806,20220714,20220715,unknown_cash_terms,False
SZ300763,726a427619c6e12e58eec538,20200514,20200515,unknown_cash_terms,False
SZ300763,c2959810ccbf0344660cfb22,20210629,20210630,unknown_cash_terms,False
SZ300763,bda88238012abd768b5c0de4,20220525,20220526,unknown_cash_terms,False
SZ300769,d5e4092043e1758e92e39cfd,20200525,20200526,unknown_cash_terms,False
SZ300795,df58f118752c75fc5a15be0c,20230601,20230602,unknown_cash_terms,False
SZ300825,30f2d95d8105722e46d672d0,20220524,20220525,unknown_cash_terms,False
SZ300885,805a508e23e1a7349f037370,20220428,20220429,unknown_cash_terms,False
SZ300895,ba2d5a6eb19c786ecd700dd0,20230530,20230531,unknown_cash_terms,False
SZ301011,c39e7d2fad3f407471b4aa8c,20230529,20230530,unknown_cash_terms,False
SZ301236,a841b9f8ea51b23932440f11,20230619,20230620,unknown_cash_terms,False
SZ301302,53776c8a2e188d73916fe681,20230531,20230601,unknown_cash_terms,False
