instrument,status,adv20
SZ002463,volume_available,23894767.32456873
SZ002465,volume_available,34648597.30193061
SZ002467,volume_available,14504129.708070528
SZ002468,volume_available,10627718.015382532
SZ002469,volume_available,11542517.61770414
SZ002470,volume_available,7044356.575397318
SZ002471,unknown_volume_fail_closed,
SZ002472,volume_available,3481540.23695093
SZ002473,volume_available,784150.9065738085
SZ002474,volume_available,27255272.27344813
SZ002475,volume_available,5976238.646188503
SZ002476,unknown_volume_fail_closed,
SZ002477,volume_available,15653099.243834358
SZ002479,volume_available,19813714.45143342
SZ002480,volume_available,15539356.651041616
SZ002481,volume_available,4888691.276037675
SZ002482,unknown_volume_fail_closed,
SZ002483,volume_available,4502785.008573477
SZ002484,volume_available,5035591.494541097
SZ002486,volume_available,21726537.16033806
SZ002487,volume_available,11912796.15888538
SZ002488,volume_available,4514371.9375292435
SZ002489,volume_available,4566768.174705615
SZ002490,volume_available,9690255.551510371
SZ002491,unknown_volume_fail_closed,
SZ002492,volume_available,11832826.781461218
SZ002493,volume_available,5109141.783022556
SZ002494,volume_available,2078554.9980971045
SZ002495,volume_available,21544747.61783363
SZ002496,volume_available,9275726.787319524
SZ002497,volume_available,10296982.154394528
SZ002498,volume_available,4348261.3471472245
SZ002499,volume_available,4438389.7870605225
SZ002500,volume_available,134073311.09422287
SZ002501,unknown_volume_fail_closed,
SZ002502,volume_available,3452151.0575215956
SZ002503,volume_available,6811296.641490126
SZ002504,volume_available,2232469.9434064915
SZ002505,volume_available,24008502.964442007
SZ002508,volume_available,3406698.018460101
SZ002510,volume_available,10798672.130375301
SZ002511,volume_available,4732776.875365941
SZ002512,unknown_volume_fail_closed,
SZ002514,volume_available,5755844.195459734
SZ002516,volume_available,3212892.0013156077
SZ002518,volume_available,3318005.735782799
SZ002519,volume_available,2603252.1976099657
SZ002520,volume_available,4105536.34508594
SZ002521,volume_available,9473801.849064466
SZ002522,volume_available,3635048.237951125
SZ002523,volume_available,10882056.750139242
SZ002526,volume_available,16424090.818497965
SZ002527,volume_available,7097668.89043952
SZ002528,unknown_volume_fail_closed,
SZ002529,unknown_volume_fail_closed,
SZ002531,unknown_volume_fail_closed,
SZ002532,unknown_volume_fail_closed,
SZ002533,volume_available,11433182.546856694
SZ002535,volume_available,10817751.717281472
SZ002536,volume_available,1893631.28966338
SZ002539,unknown_volume_fail_closed,
SZ002540,volume_available,17274639.933065783
SZ002542,volume_available,10755523.433910629
SZ002544,volume_available,13533849.552574378
SZ002546,volume_available,3320417.066188771
SZ002547,volume_available,3776579.509777808
SZ002548,volume_available,7292811.441129115
SZ002549,volume_available,2574780.86100071
SZ002550,volume_available,3856680.968127057
SZ002551,volume_available,5615643.578695238
SZ002552,unknown_volume_fail_closed,
SZ002553,unknown_volume_fail_closed,
SZ002554,volume_available,8454477.654940162
SZ002555,volume_available,2228166.4729983667
SZ002556,volume_available,29731872.828172337
SZ002557,volume_available,3302917.246490496
SZ002559,unknown_volume_fail_closed,
SZ002560,volume_available,2180529.8113514474
SZ002561,volume_available,7429291.690199075
SZ002562,volume_available,2373015.1016048756
SZ002564,volume_available,14591526.994177181
SZ002565,volume_available,12536817.666119525
SZ002566,volume_available,3547723.187767097
SZ002567,volume_available,5586894.225099763
SZ002568,volume_available,1238736.5584250647
SZ002570,volume_available,20348477.239599936
SZ002572,volume_available,3266268.801868755
SZ002573,volume_available,17573408.013864912
SZ002574,volume_available,9352933.396013347
SZ002576,volume_available,4912032.893744046
SZ002577,unknown_volume_fail_closed,
SZ002580,volume_available,2693116.0861342656
SZ002582,volume_available,2498829.2445897786
SZ002583,volume_available,13601555.86304712
SZ002584,volume_available,2952665.406158631
SZ002585,volume_available,5747797.179492724
SZ002586,volume_available,4823088.398528261
SZ002587,volume_available,3100219.6990298117
SZ002588,volume_available,4717444.239945312
SZ002589,volume_available,2845777.1296413173
SZ002590,volume_available,2593568.4124106867
SZ002591,volume_available,6736034.663285193
SZ002594,volume_available,14941216.205183089
SZ002595,volume_available,2804622.6442413772
SZ002596,volume_available,6345323.229740963
SZ002597,volume_available,4089476.1567050703
SZ002598,volume_available,7311390.255762203
SZ002601,volume_available,4008172.2359585986
SZ002602,unknown_volume_fail_closed,
SZ002603,volume_available,6399591.60158131
SZ002604,volume_available,9938165.10172155
SZ002605,volume_available,6070121.718488139
SZ002606,volume_available,5644246.952600186
SZ002607,volume_available,4854711.046488972
SZ002608,unknown_volume_fail_closed,
SZ002609,volume_available,4616338.217551165
SZ002610,volume_available,7404103.299687773
SZ002611,unknown_volume_fail_closed,
SZ002612,volume_available,1664519.507490094
SZ002613,volume_available,15898145.022482794
SZ002614,volume_available,4814010.46912348
SZ002615,volume_available,1382470.6171531372
SZ002616,volume_available,2427619.831860591
SZ002617,unknown_volume_fail_closed,
SZ002618,volume_available,2813716.6558155483
SZ002621,volume_available,3959175.443543057
SZ002622,volume_available,7621316.5189278675
SZ002623,volume_available,1992514.9580362015
SZ002625,unknown_volume_fail_closed,
SZ002626,volume_available,1885005.4452676289
SZ002627,volume_available,3064902.6901278133
SZ002628,volume_available,59041709.94943633
SZ002630,volume_available,7441498.605666156
SZ002631,volume_available,2530565.3791550724
SZ002632,volume_available,1933929.1375882104
SZ002634,unknown_volume_fail_closed,
SZ002635,volume_available,1917928.8601460021
SZ002636,volume_available,3351065.2122490956
SZ002637,volume_available,2920359.4357734886
SZ002638,unknown_volume_fail_closed,
SZ002639,volume_available,2206616.19749438
SZ002642,volume_available,6530396.161154026
SZ002643,volume_available,4965909.39438619
SZ002644,volume_available,1739457.5414580863
SZ002645,unknown_volume_fail_closed,
SZ002646,volume_available,8544789.460502626
SZ002648,volume_available,7766320.63549758
SZ002649,volume_available,3191121.4377524178
SZ002650,volume_available,8802419.449201288
SZ002651,volume_available,1769065.3271382719
SZ002653,volume_available,5106820.693907047
SZ002654,volume_available,2167935.7049589967
SZ002655,volume_available,6229340.566047389
SZ002656,unknown_volume_fail_closed,
SZ002657,volume_available,3895436.1767899357
SZ002658,unknown_volume_fail_closed,
SZ002659,unknown_volume_fail_closed,
SZ002660,volume_available,7886362.328721774
SZ002661,volume_available,754761.4484099007
SZ002662,volume_available,4648163.133886612
SZ002663,unknown_volume_fail_closed,
SZ002664,volume_available,3072805.502047797
SZ002665,volume_available,6709038.086233112
SZ002666,volume_available,5776936.311006861
SZ002668,volume_available,3229889.267682303
SZ002669,volume_available,2205533.214840055
SZ002670,volume_available,2740952.0535727707
SZ002671,volume_available,5286241.431361856
SZ002672,unknown_volume_fail_closed,
SZ002673,volume_available,65636816.82038076
SZ002674,volume_available,2274857.9231802444
SZ002675,unknown_volume_fail_closed,
SZ002677,volume_available,5543613.001251397
SZ002678,volume_available,12271916.819483383
SZ002681,unknown_volume_fail_closed,
SZ002682,volume_available,5038901.775936811
SZ002683,volume_available,2438082.867663455
SZ002684,volume_available,2244727.644135028
SZ002686,volume_available,2999948.515914749
SZ002687,volume_available,2360059.0262503843
SZ002688,volume_available,3544893.2428401513
SZ002689,unknown_volume_fail_closed,
SZ002690,volume_available,2379609.3691511136
SZ002691,volume_available,6704265.488891823
SZ002692,volume_available,4366768.219020678
SZ002693,unknown_volume_fail_closed,
SZ002694,unknown_volume_fail_closed,
SZ002695,volume_available,1714477.4325545193
SZ002696,volume_available,2470550.0669755675
SZ002697,volume_available,16750402.70549095
SZ002698,volume_available,2298887.5174657432
SZ002699,unknown_volume_fail_closed,
SZ002700,unknown_volume_fail_closed,
SZ002701,volume_available,9663340.134516079
SZ002705,volume_available,3135601.9074515225
SZ002706,volume_available,1572214.4009303837
SZ002709,volume_available,1427482.1459922886
SZ002711,volume_available,3941534.237929077
SZ002712,unknown_volume_fail_closed,
SZ002713,volume_available,1072427.2558652288
SZ002714,volume_available,1750328.2783351585
SZ002715,volume_available,1003450.1485174757
SZ002716,volume_available,2428536.010148662
SZ002717,volume_available,1869385.5275403894
SZ002718,volume_available,699393.203930314
SZ002719,volume_available,1211220.660478232
SZ002722,unknown_volume_fail_closed,
SZ002723,volume_available,1500572.1933345292
SZ002725,volume_available,2455828.495975297
SZ300001,volume_available,6663460.279406838
SZ300002,volume_available,31347076.27471164
SZ300003,volume_available,7848327.235556754
SZ300004,volume_available,2412984.0839299434
SZ300005,volume_available,19588179.05558447
SZ300006,volume_available,3000049.815544566
SZ300008,volume_available,5212591.908648697
SZ300012,volume_available,4713795.290331508
SZ300014,unknown_volume_fail_closed,
SZ300015,volume_available,7269973.185424941
SZ300016,volume_available,3258965.758859745
SZ300017,volume_available,8429108.521245012
SZ300018,unknown_volume_fail_closed,
SZ300020,volume_available,4606724.361671183
SZ300021,volume_available,7105026.922210542
SZ300022,volume_available,28298765.90385765
SZ300024,volume_available,24396526.67681556
SZ300026,volume_available,7247867.914942103
SZ300027,volume_available,53333660.6099135
SZ300028,unknown_volume_fail_closed,
SZ300030,volume_available,7128414.152665648
SZ300031,volume_available,6684940.578305149
SZ300032,volume_available,3843092.726896111
SZ300033,volume_available,11894960.085306788
SZ300034,volume_available,8692122.825280497
SZ300035,volume_available,5049541.908188494
SZ300036,volume_available,3174452.043005285
SZ300037,unknown_volume_fail_closed,
SZ300038,unknown_volume_fail_closed,
SZ300039,volume_available,9897591.912033534
SZ300040,volume_available,8199993.599863653
SZ300041,volume_available,2585435.8515013014
SZ300042,volume_available,2010498.687886633
SZ300044,unknown_volume_fail_closed,
SZ300045,volume_available,5023174.765604308
SZ300046,volume_available,2911380.6766135776
SZ300047,volume_available,7715126.736608845
SZ300048,volume_available,14297047.01342687
SZ300049,volume_available,2216258.0144953527
SZ300050,volume_available,3343594.5396949905
SZ300051,unknown_volume_fail_closed,
SZ300052,volume_available,8032175.380184648
SZ300053,volume_available,7240526.985082234
SZ300054,volume_available,7963842.6942633465
SZ300055,volume_available,3926548.0408327943
SZ300057,volume_available,4942914.182875573
SZ300058,volume_available,19484484.62481648
SZ300059,volume_available,51523224.38532312
SZ300061,volume_available,3196154.6291261176
SZ300063,unknown_volume_fail_closed,
SZ300064,volume_available,10434102.538619818
SZ300065,volume_available,10356465.174189407
SZ300066,volume_available,2122309.2854790147
SZ300067,volume_available,5228715.789389354
SZ300068,volume_available,19512884.27956866
SZ300070,volume_available,18828153.257876944
SZ300072,unknown_volume_fail_closed,
SZ300073,unknown_volume_fail_closed,
SZ300074,volume_available,8103526.614879492
SZ300075,volume_available,4290515.158096997
SZ300076,volume_available,3368500.784411064
SZ300077,volume_available,11708819.225967336
SZ300078,volume_available,2510335.4449422164
SZ300079,volume_available,27586044.31359776
SZ300080,volume_available,6692273.496261144
SZ300081,unknown_volume_fail_closed,
SZ300082,volume_available,3529758.9218533053
SZ300083,volume_available,2847822.0982769006
SZ300084,volume_available,3948540.0560105266
SZ300086,volume_available,7128931.536694813
SZ300087,volume_available,4207823.292212631
SZ300090,unknown_volume_fail_closed,
SZ300094,volume_available,8294932.580613348
SZ300095,volume_available,3772415.395596971
SZ300096,volume_available,13128635.998791886
SZ300097,unknown_volume_fail_closed,
SZ300098,volume_available,2955204.4163059155
SZ300100,volume_available,3399666.3553624996
SZ300101,volume_available,8358627.866260353
SZ300102,volume_available,4544417.236950115
SZ300103,volume_available,5914783.094698824
SZ300104,unknown_volume_fail_closed,
SZ300105,volume_available,17127050.7472072
SZ300106,volume_available,2932655.7880410245
SZ300107,volume_available,4147885.1702921637
SZ300108,unknown_volume_fail_closed,
SZ300110,volume_available,6789371.233944049
SZ300111,volume_available,53127131.444183774
SZ300113,volume_available,5617877.783667651
SZ300114,unknown_volume_fail_closed,
SZ300115,volume_available,6453770.906380792
SZ300116,volume_available,5543996.142762082
SZ300117,volume_available,4336187.992235317
SZ300118,volume_available,21384008.575260002
SZ300119,volume_available,4659443.124818312
SZ300121,volume_available,3414280.3367076716
SZ300123,volume_available,5500946.532734587
SZ300124,volume_available,10318144.076735545
SZ300125,volume_available,1688421.0682649475
SZ300126,unknown_volume_fail_closed,
SZ300127,volume_available,2870266.6377788796
SZ300128,volume_available,5794522.52995258
SZ300129,volume_available,7558673.0714068385
SZ300130,unknown_volume_fail_closed,
SZ300131,volume_available,5076596.4199223025
SZ300133,volume_available,10595145.81664727
SZ300134,volume_available,5342351.859414048
SZ300135,volume_available,11169032.75550405
SZ300136,unknown_volume_fail_closed,
SZ300137,volume_available,14550142.7008884
SZ300139,unknown_volume_fail_closed,
SZ300140,unknown_volume_fail_closed,
SZ300141,volume_available,3323372.5520293647
SZ300142,volume_available,2171197.2099942355
SZ300144,unknown_volume_fail_closed,
SZ300146,volume_available,8930082.20762716
SZ300147,volume_available,9800377.765959414
SZ300148,volume_available,9364413.500940721
SZ300149,volume_available,4366934.137664223
SZ300150,volume_available,7546996.650043914
SZ300151,volume_available,1906203.5484439563
SZ300152,volume_available,10285012.931408677
SZ300154,volume_available,3504076.8251315183
SZ300155,volume_available,11059450.383583352
SZ300156,unknown_volume_fail_closed,
SZ300158,volume_available,2976033.8987926403
SZ300159,unknown_volume_fail_closed,
SZ300162,volume_available,3063915.102652575
SZ300163,volume_available,2709384.757047076
SZ300164,volume_available,10054761.271062497
SZ300165,volume_available,3422631.796918761
SZ300166,volume_available,5888041.609974032
SZ300167,volume_available,5069029.755899737
SZ300168,unknown_volume_fail_closed,
SZ300170,unknown_volume_fail_closed,
SZ300171,volume_available,2536983.683813748
SZ300172,volume_available,8368057.6718123555
SZ300173,volume_available,1963009.1702832622
SZ300175,volume_available,10504760.298830904
SZ300177,volume_available,10568288.404100996
SZ300178,volume_available,8613491.222558795
SZ300179,unknown_volume_fail_closed,
SZ300180,volume_available,1889355.9086932433
SZ300181,volume_available,6049340.870278681
SZ300183,unknown_volume_fail_closed,
SZ300184,volume_available,2576972.0568029634
SZ300185,volume_available,24889946.424211327
SZ300186,unknown_volume_fail_closed,
SZ300187,volume_available,2880739.538516219
SZ300188,volume_available,4318997.451984203
SZ300189,volume_available,23709881.74378379
SZ300190,volume_available,3223219.9623839334
SZ300191,volume_available,4922558.333976014
SZ300192,unknown_volume_fail_closed,
SZ300193,volume_available,3664534.868784985
SZ300195,volume_available,2941283.4176011486
SZ300196,unknown_volume_fail_closed,
SZ300197,volume_available,9771145.659518559
SZ300198,unknown_volume_fail_closed,
SZ300200,volume_available,6626953.6420649495
SZ300201,unknown_volume_fail_closed,
SZ300202,volume_available,3609368.601142826
SZ300203,volume_available,6824594.446345178
SZ300204,volume_available,1445523.6871935872
SZ300205,volume_available,11005609.891733753
SZ300206,volume_available,2445789.2927668667
SZ300207,volume_available,4195042.977474836
SZ300208,unknown_volume_fail_closed,
SZ300209,volume_available,2717230.5484113945
SZ300212,volume_available,8987159.91911661
SZ300214,volume_available,7176976.576351518
SZ300215,volume_available,8134673.525279264
SZ300217,volume_available,8215975.657406074
SZ300220,unknown_volume_fail_closed,
SZ300221,volume_available,3926731.2328120954
SZ300222,volume_available,2416211.752394674
SZ300223,volume_available,2266973.5299663385
SZ300225,volume_available,4936083.943330614
SZ300226,unknown_volume_fail_closed,
SZ300227,volume_available,5653013.129630228
SZ300228,volume_available,3070980.8484779433
SZ300229,volume_available,3168147.3544429215
SZ300231,volume_available,10118593.174226087
SZ300232,volume_available,3033522.1131761568
SZ300233,volume_available,1724175.4060899199
SZ300234,volume_available,3019218.906684923
SZ300235,volume_available,3316413.4204328367
SZ300236,volume_available,970456.7527855942
SZ300238,volume_available,2607866.746899817
SZ300239,volume_available,4843550.406826431
SZ300240,volume_available,1875082.265427112
SZ300241,volume_available,5546799.880059281
SZ300243,volume_available,4143571.859215062
SZ300245,volume_available,5378286.742849713
SZ300246,volume_available,2369107.8996411264
SZ300247,unknown_volume_fail_closed,
SZ300248,unknown_volume_fail_closed,
SZ300249,volume_available,2788085.8148484584
SZ300250,volume_available,2144518.8075497514
SZ300252,unknown_volume_fail_closed,
SZ300253,unknown_volume_fail_closed,
SZ300254,volume_available,4209951.82862107
SZ300255,volume_available,4006770.854984538
SZ300257,volume_available,3470088.9582268
SZ300258,volume_available,1449251.4019489675
SZ300259,volume_available,3859446.049158761
SZ300262,volume_available,12760978.950191895
SZ300263,unknown_volume_fail_closed,
SZ300264,volume_available,7746398.011568336
SZ300265,unknown_volume_fail_closed,
SZ300266,unknown_volume_fail_closed,
SZ300267,volume_available,2836569.377025538
SZ300269,unknown_volume_fail_closed,
SZ300270,volume_available,1977750.7903692934
SZ300271,unknown_volume_fail_closed,
SZ300272,volume_available,4968239.493801115
SZ300273,volume_available,13808902.65700236
SZ300274,volume_available,12047680.22376573
SZ300275,volume_available,4039727.4114358285
SZ300276,volume_available,8325442.506883885
SZ300279,volume_available,3456860.3961021574
SZ300280,unknown_volume_fail_closed,
SZ300284,volume_available,5943658.642340113
SZ300285,volume_available,979226.7636547082
SZ300286,volume_available,1076263.337103002
SZ300287,volume_available,6460720.276721832
SZ300288,volume_available,613316.5507093396
SZ300289,volume_available,1505417.2056607034
SZ300291,volume_available,4457641.834669809
SZ300293,volume_available,10016999.795488574
SZ300294,volume_available,948842.9521735199
SZ300296,unknown_volume_fail_closed,
SZ300297,volume_available,3968002.2443156755
SZ300298,volume_available,1838354.119482382
SZ300300,volume_available,2043331.5395945492
SZ300301,volume_available,2524721.5482062036
SZ300302,volume_available,1991118.4035421025
SZ300303,volume_available,4493352.588613615
SZ300304,volume_available,2538816.804892561
SZ300306,volume_available,1611481.5988296282
SZ300307,volume_available,5899234.501831764
SZ300308,volume_available,6420482.0255811205
SZ300309,unknown_volume_fail_closed,
SZ300310,volume_available,1702293.613881661
SZ300312,volume_available,3743622.989231106
SZ300314,volume_available,2189396.888408155
SZ300316,volume_available,1802511.461750223
SZ300321,volume_available,857874.6972421685
SZ300322,volume_available,4850144.495645242
SZ300323,volume_available,5607724.686312457
SZ300324,unknown_volume_fail_closed,
SZ300325,volume_available,4174775.2525248677
SZ300327,volume_available,3357202.2156269057
SZ300328,volume_available,1493370.1412138208
SZ300329,volume_available,2959103.9057488022
SZ300330,volume_available,2078549.6147067337
SZ300331,volume_available,1455463.9107989445
SZ300332,unknown_volume_fail_closed,
SZ300333,volume_available,4658108.862924745
SZ300334,volume_available,6729539.39805198
SZ300335,volume_available,4890318.21330275
SZ300336,unknown_volume_fail_closed,
SZ300337,volume_available,5283849.149466476
SZ300338,volume_available,2155361.593209057
SZ300339,volume_available,5425317.138346205
SZ300340,volume_available,2312283.9241700796
SZ300342,unknown_volume_fail_closed,
SZ300343,unknown_volume_fail_closed,
SZ300344,volume_available,4209777.56993795
SZ300345,volume_available,1808465.753479187
SZ300346,volume_available,1076876.662430259
SZ300348,volume_available,587451.1534786718
SZ300349,volume_available,1591548.8584074113
SZ300351,volume_available,3616417.642546557
SZ300352,unknown_volume_fail_closed,
SZ300354,volume_available,1150621.0459685633
SZ300355,volume_available,11419393.132313231
SZ300357,volume_available,1619061.7507147419
SZ300360,volume_available,3175865.519486471
SZ300362,unknown_volume_fail_closed,
SZ300363,volume_available,905068.8950480487
SZ300365,volume_available,1166701.7861156578
SZ300366,volume_available,1259621.1562445667
SZ300367,volume_available,1282329.4103177034
SZ300368,volume_available,1864745.3707771697
SZ300370,unknown_volume_fail_closed,
SZ300371,volume_available,1019985.4822321404
SZ300373,volume_available,1886969.2079957551
SZ300375,volume_available,1176414.1131794848
SZ300376,volume_available,3506357.9297351227
SZ300377,volume_available,4290450.424394435
SZ300378,volume_available,2305692.1235909546
SZ300380,volume_available,1472688.4935767339
SZ300382,volume_available,561465.200004239
SZ300383,volume_available,1585624.2401782335
