instrument,date,year,source_agreed,close_rel,volume_ratio,amount_ratio
SH601313,2015-02-16,2015,True,4.981262535785902e-08,100.00000016847913,999.9999590994702
SH601313,2015-02-17,2015,True,2.2608391381240267e-08,99.99999858803702,1000.0000403676378
SH601313,2015-02-25,2015,True,-3.956714789143945e-08,100.00000136148886,1000.0000201076714
SH601313,2015-02-26,2015,True,-2.578477686920877e-08,100.00000380969026,1000.0
SH601313,2015-02-27,2015,True,6.250669803975484e-08,99.99999974041387,999.9999796685258
SH601313,2015-03-02,2015,True,-9.316397431291534e-09,100.00000493327609,1000.0000086299809
SH601313,2015-03-03,2015,True,-1.2513200586816708e-08,100.00000437588433,999.9999765998303
SH601313,2015-03-04,2015,True,-6.5815292105142476e-09,100.00000268073333,1000.0000417636436
SH601313,2015-03-05,2015,True,4.4904257867628417e-08,99.99999714290763,999.9999900701013
SH601313,2015-03-06,2015,True,-1.2513200586816708e-08,100.0000016369364,1000.0000347995509
SH601313,2015-03-09,2015,True,3.8642045119274826e-10,100.00000009312302,999.9999779078939
SH601313,2015-03-10,2015,True,3.1159634428234995e-08,100.0000017942167,999.9999654035914
SH601313,2015-03-11,2015,True,-7.451563921456739e-09,100.00000030327679,999.9999617585455
SH601313,2015-03-12,2015,True,-3.6886199650254525e-08,100.00000584820049,999.999979733376
SH601313,2015-03-13,2015,True,-7.107817956431006e-08,100.00000150624238,999.9999841230408
SH601313,2015-03-16,2015,True,5.083979570663644e-08,99.999999720367,999.9999566182622
SH601313,2015-03-17,2015,True,-4.123433305913693e-08,99.99999850537229,999.9999946768576
SH601313,2015-03-18,2015,True,2.6389412211003105e-08,99.99999878673827,999.9999922430846
SH601313,2015-03-19,2015,True,2.7440001604261965e-08,99.99999772989668,1000.0000382193468
SH601313,2015-03-20,2015,True,-3.5213972848779918e-09,100.00000500580508,1000.0
SH601313,2015-03-23,2015,True,3.886583743728522e-08,99.99999625526287,999.9999532477652
SH601313,2015-03-24,2015,True,7.396313561613965e-09,100.00000324775019,999.9999764313595
SH601313,2015-03-25,2015,True,1.5162745947705503e-08,99.99999384952105,1000.0000147865791
SH601313,2015-03-26,2015,True,7.492546338916384e-08,99.99999903691632,999.9999962200889
SH601313,2015-03-27,2015,True,4.843214207461699e-08,100.00000220219931,1000.0000075861741
SH601313,2015-03-30,2015,True,-3.404697745956753e-08,100.00000035232956,999.999992045076
SH601313,2015-03-31,2015,True,-5.458155039050894e-09,100.00000147641761,1000.0000090153748
SH601313,2015-04-01,2015,True,2.0259467437000467e-08,100.0000013508448,1000.0
SH601313,2015-04-02,2015,True,0.0,100.00000771239488,999.9999892834027
SH601313,2015-04-03,2015,True,-3.48878143041631e-08,100.00000653820065,999.9999842326805
SH601313,2015-04-07,2015,True,-5.88178084015567e-09,100.00000147822382,1000.0000324599426
SH601313,2015-04-08,2015,True,2.0597523908705284e-08,100.00000222859968,1000.0
SH601313,2015-04-09,2015,True,2.0547994195041497e-08,99.99999663733972,999.9999679262015
SH601313,2015-04-10,2015,True,2.5354769395136145e-08,100.00000128992156,1000.0000154464336
SH601313,2015-04-13,2015,True,-1.4893191124798477e-09,100.00000505927626,1000.0000472020128
SH601313,2015-04-14,2015,True,4.5677643889519004e-08,99.99999817283923,999.9999937013949
SH601313,2015-04-15,2015,True,-5.994593299529782e-08,100.00000497807261,999.9999591281161
SH601313,2015-04-16,2015,True,-4.721891733172612e-08,100.00000457899051,1000.0000247078012
SH601313,2015-04-17,2015,True,-5.899043575841034e-08,100.00000435546919,999.9999852142593
SH601313,2015-04-20,2015,True,-8.64561267022168e-09,100.00000377407247,999.9999665919897
SH601313,2015-04-21,2015,True,-3.822222272020781e-08,100.00000804739717,1000.0000188846717
SH601313,2015-04-22,2015,True,-1.6417286419212473e-09,99.99999857977627,1000.0000447956947
SH601313,2015-04-23,2015,True,8.852102828527109e-09,99.99999316985031,1000.0000161544513
SH601313,2015-04-24,2015,True,-5.539839853518913e-08,100.00000319963131,999.9999899593903
SH601313,2015-04-27,2015,True,4.2560474033948026e-08,99.99999822539542,999.9999420111855
SH601313,2015-04-28,2015,True,-4.51201822571079e-08,100.00000402928424,1000.0000226369866
SH601313,2015-04-29,2015,True,-2.1384537585156238e-08,99.9999985638505,999.9999543579424
SH601313,2015-04-30,2015,True,-8.645612781243983e-09,99.99999590003686,1000.0000422595607
SH601313,2015-05-04,2015,True,1.8187145567338803e-08,99.99999584526405,1000.0000373864661
SH601313,2015-05-05,2015,True,-1.4814165893994868e-08,100.00000717506649,1000.0000160682117
SH601313,2015-05-06,2015,True,3.377838231344299e-09,99.99999702695368,1000.0000133825513
SH601313,2015-05-07,2015,True,2.263585807682489e-08,100.00000224202147,1000.0000207532728
SH601313,2015-05-08,2015,True,-1.1522090281879116e-08,100.00000111927984,999.9999717713328
SH601313,2015-05-11,2015,True,-5.2196909128277014e-08,100.00000241414263,999.9999731256202
SH601313,2015-05-12,2015,True,-7.88901477477566e-09,100.00000189217967,1000.000028641953
SH601313,2015-05-13,2015,True,3.964735539874198e-08,99.99999772563685,1000.0
SH601313,2015-05-14,2015,True,-5.8211420017606486e-08,100.0000045278133,999.9999563020582
SH601313,2015-05-15,2015,True,5.8089963062002425e-08,99.99999705666717,1000.0000425979447
SH601313,2015-05-18,2015,True,1.913145619703016e-08,100.00000149567039,1000.0000344991005
SH601313,2015-05-19,2015,True,-1.888657563675622e-08,99.99999645079099,1000.0000291076043
SH601313,2015-05-20,2015,True,-2.7294727034110622e-08,100.00000239526449,1000.0
SH601313,2015-05-21,2015,True,-1.943587402131186e-09,100.0000015722173,1000.0
SH601313,2015-05-22,2015,True,9.844586701390767e-09,100.00000300162729,999.9999947482501
SH601313,2015-05-25,2015,True,3.035283957508739e-08,100.00000116126144,999.9999853169417
SH601313,2015-05-26,2015,True,1.2209174782285004e-08,99.9999942624929,1000.0000575950241
SH601313,2015-05-27,2015,True,2.7566377847065837e-08,100.00000074216122,1000.0
SH601313,2015-05-28,2015,True,4.1402277384250397e-08,99.99999815757187,999.9999844915309
SH601313,2015-05-29,2015,True,-5.389367974117931e-08,100.00000170957013,999.9999767245217
SH601313,2015-06-01,2015,True,5.40356921430174e-08,99.99999801649558,1000.0
SH601313,2015-06-02,2015,True,-3.015000482609054e-08,99.99999982460147,1000.0
SH601313,2015-06-03,2015,True,3.4957476913177743e-09,99.99999753764048,1000.0000407588865
SH601313,2015-06-04,2015,True,-8.645612781243983e-09,100.00000329456579,999.9999957760804
SH601313,2015-06-05,2015,True,-2.6553807708218358e-08,99.99999512194574,999.999973726645
SH601313,2015-06-08,2015,True,-3.154789840476013e-08,100.00000181192904,999.9999696864451
SH601313,2015-06-09,2015,True,-3.3673969945802185e-08,99.999998971659,1000.0000261355775
SH601313,2015-06-10,2015,True,-5.2699690722413095e-08,100.0000044384322,1000.0000262899872
SH601313,2015-06-11,2015,True,1.50005077248494e-08,100.00000317236174,1000.000013770809
SH601313,2015-06-12,2015,True,-4.3675151495392583e-08,100.00000364438101,1000.0000182875092
SH601313,2015-06-15,2015,True,4.773660577939154e-08,99.9999982253527,1000.0000319828464
SH601313,2015-06-16,2015,True,-5.212601839055253e-08,100.00000144417456,999.9999917472336
SH601313,2015-06-17,2015,True,2.1597020394281685e-08,100.0000024526487,999.9999844007351
SH601313,2015-06-18,2015,True,-2.76035577728706e-08,99.9999968877454,999.9999900066452
SH601313,2015-06-19,2015,True,-2.5029853634173094e-08,100.00000508876117,999.9999838358469
SH601313,2015-06-23,2015,True,-4.2199227001660233e-08,100.00000686483516,1000.0000105318226
SH601313,2015-06-24,2015,True,-3.712205709494043e-08,100.00000497792544,999.9999769340114
SH601313,2015-06-25,2015,True,-5.2699690722413095e-08,100.00000318263268,999.9999413091292
SH601313,2015-06-26,2015,True,-2.7294727034110622e-08,100.00000538929983,1000.0
SH601313,2015-06-29,2015,True,-1.3146513433426321e-08,100.00000547454935,999.9999931994396
SH601313,2015-06-30,2015,True,2.563956558176983e-08,100.00000290057359,1000.0000076578967
SH601313,2015-07-01,2015,True,-1.5375680728624275e-08,99.99999451006794,999.999951160905
SH601313,2015-07-02,2015,True,-4.51201822571079e-08,100.00000496313622,999.9999928875824
SH601313,2015-07-03,2015,True,6.122657936202813e-10,100.00000307382068,1000.0000067782581
SH601313,2015-07-08,2015,True,5.616952170051093e-08,99.99999821911555,1000.0
SH601313,2015-07-09,2015,True,8.406877860522854e-09,100.00000189134084,1000.0
SH601313,2015-07-10,2015,True,-1.8097453202692293e-08,99.9999958210729,1000.0000078225379
SH601313,2015-07-13,2015,True,-5.557994142701972e-08,100.0000055113905,1000.000005137107
SH601313,2015-07-14,2015,True,4.832164601786815e-08,99.99999710172708,999.9999805053832
SH601313,2015-07-15,2015,True,1.50005077248494e-08,99.99999730657174,1000.0000056487418
SH601313,2015-07-16,2015,True,-3.168618001314627e-08,100.00000644073343,1000.0
SH601313,2015-07-17,2015,True,3.964735539874198e-08,99.99999448565735,999.9999830093918
SH601313,2015-07-20,2015,True,-4.081533477862109e-08,100.00000034134537,1000.0
SH601313,2015-07-21,2015,True,-5.718238638152684e-08,100.00000136219008,999.9999886057797
SH601313,2015-07-22,2015,True,-2.4373845275427186e-08,100.00000363310353,999.9999634289071
SH601313,2015-07-23,2015,True,2.6391872909314884e-08,99.99999773232062,999.9999923837248
SH601313,2015-07-24,2015,True,-4.618956883639669e-09,99.99999836236557,1000.0000215261975
SH601313,2015-07-27,2015,True,3.1547544576682185e-09,100.00000027604531,1000.0
SH601313,2015-07-28,2015,True,-7.037243332508325e-08,100.00000299955146,1000.000046711093
SH601313,2015-07-29,2015,True,5.909290834438252e-09,100.00000603629123,999.9999699338517
SH601313,2015-07-30,2015,True,6.758025250519495e-10,99.99999871325609,1000.0
SH601313,2015-07-31,2015,True,-7.159432946490796e-08,100.00000480836216,999.9999706722447
SH601313,2015-08-03,2015,True,-6.709482591737981e-08,100.00000399095983,999.9999558444331
SH601313,2015-08-04,2015,True,-5.4389595827153414e-08,99.99999738438503,999.9999662390713
SH601313,2015-08-05,2015,True,9.93461601872525e-09,100.00000125187195,1000.0000469062535
SH601313,2015-08-06,2015,True,7.05940594869503e-09,99.99999896319201,1000.0
SH601313,2015-08-07,2015,True,2.6391872909314884e-08,99.99999501012218,1000.0000284387747
SH601313,2015-08-10,2015,True,-2.578685254217561e-08,100.00000301292752,1000.0000494695084
SH601313,2015-08-11,2015,True,2.1213822920529424e-08,99.99999613386115,999.9999919786496
SH601313,2015-08-12,2015,True,2.2859710790967824e-08,100.00000013689265,999.9999559609439
SH601313,2015-08-13,2015,True,1.613637889974484e-08,99.99999678179478,1000.000047930075
SH601313,2015-08-14,2015,True,-1.1421647405640556e-08,100.00000552511145,1000.0
SH601313,2015-08-17,2015,True,-8.645612781243983e-09,99.99999855174265,1000.0000180955115
SH601313,2015-08-18,2015,True,-3.301017548196228e-08,100.00000037700251,999.9999779596027
SH601313,2015-08-19,2015,True,-2.3539002635963868e-08,99.99999712876634,999.9999775901028
SH601313,2015-08-20,2015,True,-2.3539002635963868e-08,100.00000582474439,999.9999541066494
SH601313,2015-08-21,2015,True,1.1087597506787006e-08,100.00000081008655,999.9999899041362
SH601313,2015-08-24,2015,True,-8.171999454908985e-08,99.99999994121964,1000.0000263933106
SH601313,2015-08-25,2015,True,-2.883385052943055e-08,100.00000024922528,999.9999944591943
SH601313,2015-08-26,2015,True,-8.679140839351618e-08,100.00000075185359,1000.0000338922033
SH601313,2015-08-27,2015,True,-8.117115657402252e-08,100.00000343837635,999.9999572942764
SH601313,2015-08-28,2015,True,1.9131456419074766e-08,100.00000193046026,1000.0000191918676
SH601313,2015-08-31,2015,True,-8.645612781243983e-09,100.00000077615213,999.9999708715735
SH601313,2015-09-01,2015,True,-6.08606959273672e-08,100.00000387014002,999.9999848242204
SH601313,2015-09-02,2015,True,-8.64561267022168e-09,100.00000061099247,1000.0000406397295
SH601313,2015-09-07,2015,True,-4.9668686608050905e-08,100.00000707815853,999.9999787422147
SH601313,2015-09-08,2015,True,-3.518916080746948e-08,100.00000155168536,999.9999587517708
SH601313,2015-09-09,2015,True,-1.223672918548857e-08,100.00000226681813,999.9999751821414
SH601313,2015-09-10,2015,True,1.3060540204890003e-08,99.99999802127897,1000.0000378938722
SH601313,2015-09-11,2015,True,-5.1705474124474904e-08,100.00000483900965,1000.0
SH601313,2015-09-14,2015,True,7.295591908373922e-09,100.00000373647259,1000.0000179432864
SH601313,2015-09-15,2015,True,-2.7858085727139326e-08,100.00000304228446,999.9999791173632
SH601313,2015-09-16,2015,True,4.773660577939154e-08,99.99999579061026,1000.0000210819657
SH601313,2015-09-17,2015,True,2.1132031680082264e-08,100.00000412465943,1000.0000526602622
SH601313,2015-09-18,2015,True,3.2281901596320495e-09,100.00000405527764,1000.0
SH601313,2015-09-21,2015,True,-7.196297091560666e-08,100.00000779066677,1000.0
SH601313,2015-09-22,2015,True,-1.9783278237817115e-08,99.99999946826715,1000.0000508019933
SH601313,2015-09-23,2015,True,4.043243695406318e-08,100.00000325568256,1000.0
SH601313,2015-09-24,2015,True,-1.2406618954408088e-08,100.00000473630611,1000.0000271991884
SH601313,2015-09-25,2015,True,4.972139344694426e-08,100.00000164095042,1000.0
SH601313,2015-09-28,2015,True,-5.8349522769063356e-08,100.00000264905239,1000.0
SH601313,2015-09-29,2015,True,-4.488922977774479e-08,100.00000089851684,1000.0
SH601313,2015-09-30,2015,True,-5.844353889727927e-10,100.00000270805279,1000.0
SH601313,2015-10-08,2015,True,-2.6972296063298984e-08,100.00000181388505,999.9999946223991
SH601313,2015-10-09,2015,True,-4.33931146570643e-08,100.00000308594203,999.9999947539119
SH601313,2015-10-12,2015,True,1.030367569043733e-08,100.00000529487588,1000.0
SH601313,2015-10-13,2015,True,4.5080836397204394e-08,99.99999704907864,999.9999739315306
SH601313,2015-10-14,2015,True,-5.447975182093501e-09,100.00000132069854,1000.0000369261796
SH601313,2015-10-15,2015,True,9.19146692091033e-09,99.99999990233522,1000.0000587493843
SH601313,2015-10-16,2015,True,1.314841457933369e-08,100.00000312135113,1000.0000400048259
SH601313,2015-10-19,2015,True,7.375907218332145e-09,99.99999971629585,999.9999904833289
SH601313,2015-10-20,2015,True,2.6391872909314884e-08,99.9999947478074,1000.0000062753916
SH601313,2015-10-21,2015,True,1.4662151492927933e-09,100.00000461859574,1000.0
SH601313,2015-10-22,2015,True,-4.125518493491853e-08,100.00000715847624,1000.0000183755949
SH601313,2015-10-23,2015,True,8.615901325725872e-10,100.00000116232454,999.9999743658511
SH601313,2015-10-26,2015,True,-3.049866248439059e-08,100.00000021412838,999.9999711248697
SH601313,2015-10-27,2015,True,-5.4389595827153414e-08,100.00000180932275,1000.0
SH601313,2015-10-28,2015,True,-4.059982960935571e-08,99.99999992402914,999.9999806493903
SH601313,2015-10-29,2015,True,3.6413241311095135e-09,99.9999976734004,999.9999923027505
SH601313,2015-10-30,2015,True,2.6391872909314884e-08,99.99999469247028,1000.0
SH601313,2015-11-02,2015,True,1.1087597506787006e-08,100.00000445303985,1000.0000132787018
SH601313,2015-11-03,2015,True,1.7423608333899665e-08,100.00000172702796,1000.0000325767163
SH601313,2015-11-04,2015,True,-5.571617167632326e-09,100.00000595985956,1000.0000353252889
SH601313,2015-11-05,2015,True,-2.3823339856399173e-08,100.0000040755874,999.999984664017
SH601313,2015-11-06,2015,True,-2.6425793442363954e-08,100.00000046147635,1000.0000055217048
SH601313,2015-11-09,2015,True,-2.9672944656944367e-08,100.00000213474394,999.9999589030291
SH601313,2015-11-10,2015,True,-4.9973339355524615e-08,100.00000091898812,1000.000005089063
SH601313,2015-11-11,2015,True,-6.849163469713204e-08,100.0000053084081,999.9999500161173
SH601313,2015-11-12,2015,True,-1.711308172946957e-08,99.99999543760762,1000.0
SH601313,2015-11-13,2015,True,2.263585807682489e-08,99.99999585421355,1000.0000071445768
SH601313,2015-11-16,2015,True,-3.255225433651532e-08,99.99999777308115,1000.0000149158664
SH601313,2015-11-17,2015,True,-4.225789140832603e-08,100.00000445845833,999.999968182599
SH601313,2015-11-18,2015,True,6.272218100455973e-08,99.9999978562214,999.9999821763938
SH601313,2015-11-19,2015,True,1.80933958926488e-08,99.99999870189068,1000.0
SH601313,2015-11-20,2015,True,-4.9973339355524615e-08,100.00000448411227,1000.0000458931273
SH601313,2015-11-23,2015,True,-2.973808166384373e-08,99.99999955615674,1000.0000447720826
SH601313,2015-11-24,2015,True,1.613637889974484e-08,99.99999807350162,1000.0000039061238
SH601313,2015-11-25,2015,True,-3.9858491840405463e-08,99.99999921301021,1000.0
SH601313,2015-11-26,2015,True,-1.4268775383463606e-08,100.0000033609503,1000.0
SH601313,2015-11-27,2015,True,-3.168618001314627e-08,100.00000474530408,999.9999681276252
SH601313,2015-11-30,2015,True,-3.08806626936331e-08,99.99999680343977,1000.000043576055
SH601313,2015-12-01,2015,True,4.832164601786815e-08,99.99999762941992,999.9999747427148
SH601313,2015-12-02,2015,True,-3.470535969718469e-09,100.00000210583804,1000.0000257108967
SH601313,2015-12-03,2015,True,5.414670622982953e-08,99.99999407356029,1000.0000447407696
SH601313,2015-12-04,2015,True,3.119592073552724e-08,100.00000091683133,1000.0
SH601313,2015-12-07,2015,True,-3.777882839894886e-08,100.00000382499815,1000.0
SH601313,2015-12-08,2015,True,-6.39333045393542e-08,100.0000005905329,1000.0000364673695
SH601313,2015-12-09,2015,True,6.284265841038916e-08,99.9999935515807,999.9999925383175
SH601313,2015-12-10,2015,True,-5.842577199821619e-09,99.99999690012886,999.999976917434
SH601313,2015-12-11,2015,True,-3.443737239816613e-08,100.00000315240248,1000.0000309282799
SH601313,2015-12-14,2015,True,-4.193798464058318e-08,100.00000285013942,1000.000022975585
SH601313,2015-12-15,2015,True,-2.2500761476251796e-08,100.00000765974728,1000.0000179941468
SH601313,2015-12-16,2015,True,-5.2196909128277014e-08,100.00000468592924,1000.0
SH601313,2015-12-17,2015,True,-6.439248934064778e-08,99.99999923528726,999.9999779219145
SH601313,2015-12-18,2015,True,-3.3114328279459926e-08,100.00000472780542,1000.0000082121937
SH601313,2015-12-21,2015,True,-1.1374011177345267e-08,100.00000157699029,999.9999684909202
SH601313,2015-12-22,2015,True,-8.645612781243983e-09,99.99999745770424,999.9999604674409
SH601313,2015-12-23,2015,True,-3.08806626936331e-08,99.99999492612872,1000.0000195123463
SH601313,2015-12-24,2015,True,-6.849163469713204e-08,100.0000007068603,999.9999688547529
SH601313,2015-12-25,2015,True,-5.842577199821619e-09,100.00000410715445,999.9999414270422
SH601313,2015-12-28,2015,True,-2.610047766804513e-08,100.00000192560425,999.9999714881723
SH601313,2015-12-29,2015,True,-2.8907354510110395e-08,99.9999987948438,1000.0
SH601313,2015-12-30,2015,True,3.815234572712711e-09,100.00000366957116,1000.0
SH601313,2015-12-31,2015,True,1.1939179644926412e-08,100.00000385784577,1000.0000118955447
SH601313,2016-01-04,2016,True,-5.4202358601429523e-08,100.0000051797168,999.9999770124143
SH601313,2016-01-05,2016,True,4.63298599484574e-09,100.00000412523524,1000.0000183240141
SH601313,2016-01-06,2016,True,-2.4745450355467824e-08,100.00000474645799,1000.0000415989638
SH601313,2016-01-07,2016,True,-1.4912396872901468e-09,99.99999752283365,1000.0
SH601313,2016-01-08,2016,True,3.68691293051171e-08,99.99999848048131,1000.0000082135994
SH601313,2016-01-11,2016,True,-1.2497737622574334e-08,100.00000006186484,999.9999911408678
SH601313,2016-01-12,2016,True,-7.525707579336682e-08,100.00000349820073,999.9999890491491
SH601313,2016-01-13,2016,True,5.52393826236397e-08,99.99999470824216,1000.0000249412515
SH601313,2016-01-14,2016,True,-7.542067093080362e-08,100.00000533778382,999.9999651051756
SH601313,2016-01-15,2016,True,-3.1010981338397414e-08,99.99999997545146,999.9999889597274
SH601313,2016-01-18,2016,True,-3.39807418869853e-08,100.00000035769654,999.9999846473014
SH601313,2016-01-19,2016,True,-7.850915040297224e-08,100.00000627561113,1000.0
SH601313,2016-01-20,2016,True,-5.09049058461386e-09,100.00000328923754,1000.0000396342294
SH601313,2016-01-21,2016,True,1.7810907193549497e-08,100.00000558003973,999.9999586899783
SH601313,2016-01-22,2016,True,-2.375124263931383e-08,99.99999919325512,999.9999658190221
SH601313,2016-01-25,2016,True,5.616952170051093e-08,100.000001474578,999.9999831399932
SH601313,2016-01-26,2016,True,2.7027630133957814e-08,99.99999848127355,999.9999577792155
SH601313,2016-01-27,2016,True,-1.5195319558181097e-08,99.99999814977186,999.999972697949
SH601313,2016-01-28,2016,True,-5.6486948230016765e-08,100.00000142383053,1000.0
SH601313,2016-01-29,2016,True,1.2617922262592174e-08,100.00000500387267,1000.0000156454352
SH601313,2016-02-01,2016,True,3.2875181688041266e-08,99.99999863693502,1000.0
SH601313,2016-02-02,2016,True,-3.599183340252665e-08,100.00000577041791,1000.0000236110878
SH601313,2016-02-03,2016,True,-4.47556167681995e-08,100.00000493556881,1000.0
SH601313,2016-02-04,2016,True,-4.643014195337969e-09,100.00000298411899,999.9999844903273
SH601313,2016-02-05,2016,True,-2.883385052943055e-08,100.0000004261707,1000.0
SH601313,2016-02-15,2016,True,3.624016464698343e-08,99.99999586020205,1000.0
SH601313,2016-02-16,2016,True,-7.507518007265901e-08,100.00000456883325,999.9999755866771
SH601313,2016-02-17,2016,True,-5.8349522769063356e-08,100.00000614753671,1000.0
SH601313,2016-02-18,2016,True,-2.7858085616117023e-08,100.00000262276885,999.9999584895459
SH601313,2016-02-19,2016,True,-1.2497737622574334e-08,100.00000490593239,999.9999697376909
SH601313,2016-02-22,2016,True,-8.472840296036566e-08,99.99999836618917,1000.000021692637
SH601313,2016-02-23,2016,True,-2.0049553905998607e-08,99.99999776765445,1000.0
SH601313,2016-02-24,2016,True,-7.348174957400033e-08,99.99999908322269,1000.0
SH601313,2016-02-25,2016,True,-3.195486308893436e-08,100.00000413424992,1000.0000166281296
SH601313,2016-02-26,2016,True,-3.195486308893436e-08,100.00000160116305,1000.0000232248574
SH601313,2016-02-29,2016,True,-3.326742270548522e-08,100.00000579794046,999.9999706916017
SH601313,2016-03-01,2016,True,-2.1267717587036827e-09,100.00000085837632,1000.0
SH601313,2016-03-02,2016,True,-7.850915051399454e-08,99.99999981263129,1000.0
SH601313,2016-03-03,2016,True,-3.084905775274649e-08,100.00000605374787,1000.0
SH601313,2016-03-04,2016,True,-2.300208912231483e-09,100.00000242680207,1000.0000232173298
SH601313,2016-03-07,2016,True,-5.345208675677782e-08,100.00000272367481,1000.0000307436908
SH601313,2016-03-08,2016,True,-8.563056563826166e-08,100.00000323609319,999.9999407565425
SH601313,2016-03-09,2016,True,-1.4854311447543012e-08,100.00000407983035,1000.0
SH601313,2016-03-10,2016,True,-5.463013530437877e-08,100.00000514267914,1000.0000442141634
SH601313,2016-03-11,2016,True,-4.879633530574523e-08,100.0000024017171,999.9999578292328
SH601313,2016-03-14,2016,True,-3.7234589189694134e-08,99.99999957995351,1000.0000245426363
SH601313,2016-03-15,2016,True,4.8230077931421533e-08,100.00000113715029,1000.0000555061335
SH601313,2016-03-16,2016,True,-3.997029685010034e-08,100.0000084692301,1000.0
SH601313,2016-03-17,2016,True,-7.319145345352496e-08,99.99999933868092,1000.0000369049079
SH601313,2016-03-18,2016,True,6.905798599632362e-09,100.00000379462999,1000.0
SH601313,2016-03-21,2016,True,2.178998803614718e-08,100.00000012067284,999.999985531505
SH601313,2016-03-22,2016,True,3.6852730866954175e-08,100.00000074025947,999.9999635379626
SH601313,2016-03-23,2016,True,5.616952170051093e-08,100.00000213391439,1000.0000470639641
SH601313,2016-03-24,2016,True,-4.834874389736399e-09,99.99999498418283,999.9999803035154
SH601313,2016-03-25,2016,True,-4.834874389736399e-09,99.99999973030697,1000.0000202339387
SH601313,2016-03-28,2016,True,-8.343869462024145e-08,99.99999896767555,1000.0000399820044
SH601313,2016-03-29,2016,True,-2.7858085616117023e-08,100.00000405811822,1000.0
SH601313,2016-03-30,2016,True,-6.724441803385162e-08,100.00000090139638,999.9999466863458
SH601313,2016-03-31,2016,True,-1.594726528608703e-08,99.999997843856,1000.0000155103622
SH601313,2016-04-01,2016,True,1.000727345434882e-08,100.00000245884617,999.999970480354
SH601313,2016-04-05,2016,True,5.634881383720369e-08,100.00000044691637,1000.0
SH601313,2016-04-06,2016,True,-1.928636694792374e-08,100.00000338811371,1000.0000409538932
SH601313,2016-04-07,2016,True,-3.049866248439059e-08,99.9999997664863,1000.0000336424683
SH601313,2016-04-08,2016,True,4.699791289475286e-08,100.0000007948096,1000.0000408971275
SH601313,2016-04-11,2016,True,-8.645612781243983e-09,100.00000355817596,1000.0000156067666
SH601313,2016-04-12,2016,True,1.3060540204890003e-08,99.99999888809295,1000.0000511862332
SH601313,2016-04-13,2016,True,1.2867576115738188e-08,100.00000132615408,999.9999836641391
SH601313,2016-04-14,2016,True,4.8412311270951136e-08,99.99999969745163,1000.0
SH601313,2016-04-15,2016,True,5.4032907925716245e-08,100.00000161685278,1000.0000584305906
SH601313,2016-04-18,2016,True,-7.693000592112753e-08,100.00000740469166,1000.0000351104442
