check_name,status,observed_value,required_value,severity,reason
full_research_trial_infrastructure_ready,pass,True,True,critical,Evidence-backed PR #3 gate.
full_research_validation_chain_ready,pass,True,True,critical,Evidence-backed PR #3 gate.
full_research_qlib_execution_operational,pass,True,True,critical,Evidence-backed PR #3 gate.
full_research_authoritative_tradability_ready,blocked,False,True,capability,Historical suspension and directional price-limit labels remain proxy-derived.
full_research_trial_ready,pass,True,True,critical,Evidence-backed PR #3 gate.
pr4_scale_up_ready,pass,True,True,critical,Evidence-backed PR #3 gate.
model_training_started,pass,False,False,critical,Evidence-backed PR #3 gate.
