input_name,artifact_id,path,sha256,join_keys,input_rows,consumed_rows,missing_rows
inner_development_daily_ic,selection_input_projection_v2:4bec5868f5868f004da8c13357690776fcca0d59dee72235c0e63b4e65b4b3d1,E:/qlib_prj/qlib_baseline/outputs/selection_input_projection_v2/runtime/inner_development_daily_ic.parquet,5c6f838408a218e3b894ae90d9223551c7a4655b525a609110355eca9ad2de4c,"outer_split_id,inner_split_id,fold,datetime,factor",4031394,4031394,0
outer_split_fdr,factor_multiple_testing_v2:bccfb0ee4f17d279071505c5c29a0b8b52d1f220113b07b1ed1ea4cbda9f9275,E:/qlib_prj/qlib_baseline/outputs/factor_multiple_testing_v2/current/fdr_results.csv,b607d4aecd294a3f924668c1f106e7257599519c98358e08a59fd92712b47a8b,"outer_split_id,factor",2007,6021,0
