universe,instrument,start,end
all_stock_shsz_liquid2000,SH600362,2002-01-11,2026-06-09
all_stock_shsz_liquid2000,SH600365,2001-01-15,2026-06-09
all_stock_shsz_liquid2000,SH600366,2000-10-30,2026-06-09
all_stock_shsz_liquid2000,SH600367,2001-03-20,2026-06-09
all_stock_shsz_liquid2000,SH600369,2001-01-09,2026-06-09
all_stock_shsz_liquid2000,SH600370,2003-03-06,2026-06-09
all_stock_shsz_liquid2000,SH600372,2001-07-06,2026-06-09
all_stock_shsz_liquid2000,SH600373,2002-03-04,2026-06-09
all_stock_shsz_liquid2000,SH600376,2001-03-12,2026-06-09
all_stock_shsz_liquid2000,SH600378,2001-01-11,2026-06-09
all_stock_shsz_liquid2000,SH600380,2001-06-08,2026-06-09
all_stock_shsz_liquid2000,SH600382,2001-01-18,2026-06-09
all_stock_shsz_liquid2000,SH600383,2001-04-12,2026-06-09
all_stock_shsz_liquid2000,SH600386,2001-02-16,2026-06-09
all_stock_shsz_liquid2000,SH600387,2004-02-18,2025-07-04
all_stock_shsz_liquid2000,SH600388,2000-12-29,2026-06-09
all_stock_shsz_liquid2000,SH600391,2001-12-12,2026-06-09
all_stock_shsz_liquid2000,SH600392,2003-05-29,2026-06-09
all_stock_shsz_liquid2000,SH600395,2001-05-31,2026-06-09
all_stock_shsz_liquid2000,SH600397,2002-07-02,2026-06-09
all_stock_shsz_liquid2000,SH600398,2000-12-28,2026-06-09
all_stock_shsz_liquid2000,SH600399,2000-12-29,2026-06-09
all_stock_shsz_liquid2000,SH600400,2001-01-08,2026-06-09
all_stock_shsz_liquid2000,SH600405,2004-04-01,2026-06-09
all_stock_shsz_liquid2000,SH600406,2003-10-16,2026-06-09
all_stock_shsz_liquid2000,SH600409,2003-06-18,2026-06-09
all_stock_shsz_liquid2000,SH600410,2004-04-27,2026-06-09
all_stock_shsz_liquid2000,SH600415,2002-05-09,2026-06-09
all_stock_shsz_liquid2000,SH600416,2002-07-18,2026-06-09
all_stock_shsz_liquid2000,SH600418,2001-08-24,2026-06-09
all_stock_shsz_liquid2000,SH600419,2001-06-28,2026-06-09
all_stock_shsz_liquid2000,SH600420,2004-06-16,2026-06-09
all_stock_shsz_liquid2000,SH600422,2000-12-06,2026-06-09
all_stock_shsz_liquid2000,SH600423,2003-07-17,2026-06-09
all_stock_shsz_liquid2000,SH600425,2003-07-24,2026-06-09
all_stock_shsz_liquid2000,SH600426,2002-06-20,2026-06-09
all_stock_shsz_liquid2000,SH600428,2002-04-18,2026-06-09
all_stock_shsz_liquid2000,SH600433,2003-06-19,2026-06-09
all_stock_shsz_liquid2000,SH600435,2003-07-04,2026-06-09
all_stock_shsz_liquid2000,SH600436,2003-06-16,2026-06-09
all_stock_shsz_liquid2000,SH600438,2004-03-02,2026-06-09
all_stock_shsz_liquid2000,SH600439,2003-07-10,2026-06-09
all_stock_shsz_liquid2000,SH600446,2003-12-24,2026-06-09
all_stock_shsz_liquid2000,SH600448,2001-09-03,2026-06-09
all_stock_shsz_liquid2000,SH600449,2003-08-29,2026-06-09
all_stock_shsz_liquid2000,SH600456,2002-04-12,2026-06-09
all_stock_shsz_liquid2000,SH600458,2002-12-19,2026-06-09
all_stock_shsz_liquid2000,SH600459,2003-05-16,2026-06-09
all_stock_shsz_liquid2000,SH600460,2003-03-11,2026-06-09
all_stock_shsz_liquid2000,SH600463,2004-03-18,2026-06-09
all_stock_shsz_liquid2000,SH600467,2004-04-05,2026-06-09
all_stock_shsz_liquid2000,SH600470,2004-03-05,2026-06-09
all_stock_shsz_liquid2000,SH600476,2003-12-10,2026-06-09
all_stock_shsz_liquid2000,SH600477,2003-11-10,2026-06-09
all_stock_shsz_liquid2000,SH600478,2003-09-18,2026-06-09
all_stock_shsz_liquid2000,SH600481,2003-04-22,2026-06-09
all_stock_shsz_liquid2000,SH600482,2004-07-14,2026-06-09
all_stock_shsz_liquid2000,SH600486,2002-04-25,2026-06-09
all_stock_shsz_liquid2000,SH600487,2003-08-22,2026-06-09
all_stock_shsz_liquid2000,SH600489,2003-08-14,2026-06-09
all_stock_shsz_liquid2000,SH600490,2003-06-26,2026-06-09
all_stock_shsz_liquid2000,SH600491,2004-05-24,2026-06-09
all_stock_shsz_liquid2000,SH600493,2004-04-21,2026-06-09
all_stock_shsz_liquid2000,SH600495,2004-05-26,2026-06-09
all_stock_shsz_liquid2000,SH600496,2002-06-05,2026-06-09
all_stock_shsz_liquid2000,SH600497,2004-04-20,2026-06-09
all_stock_shsz_liquid2000,SH600498,2001-08-23,2026-06-09
all_stock_shsz_liquid2000,SH600499,2002-10-10,2026-06-09
all_stock_shsz_liquid2000,SH600500,2000-03-01,2026-06-09
all_stock_shsz_liquid2000,SH600501,2001-06-15,2026-06-09
all_stock_shsz_liquid2000,SH600503,2002-07-09,2026-06-09
all_stock_shsz_liquid2000,SH600508,2001-08-29,2026-06-09
all_stock_shsz_liquid2000,SH600512,2002-12-26,2026-06-09
all_stock_shsz_liquid2000,SH600515,2002-08-06,2026-06-09
all_stock_shsz_liquid2000,SH600516,2002-08-30,2026-06-09
all_stock_shsz_liquid2000,SH600517,2003-10-10,2026-06-09
all_stock_shsz_liquid2000,SH600518,2001-03-19,2026-06-09
all_stock_shsz_liquid2000,SH600519,2001-08-27,2026-06-09
all_stock_shsz_liquid2000,SH600521,2003-03-04,2026-06-09
all_stock_shsz_liquid2000,SH600522,2002-10-24,2026-06-09
all_stock_shsz_liquid2000,SH600523,2001-12-27,2026-06-09
all_stock_shsz_liquid2000,SH600525,2002-12-02,2026-06-09
all_stock_shsz_liquid2000,SH600526,2002-07-22,2026-06-09
all_stock_shsz_liquid2000,SH600527,2003-11-27,2026-06-09
all_stock_shsz_liquid2000,SH600528,2001-05-28,2026-06-09
all_stock_shsz_liquid2000,SH600529,2002-06-03,2026-06-09
all_stock_shsz_liquid2000,SH600530,2001-07-02,2026-06-09
all_stock_shsz_liquid2000,SH600531,2002-07-30,2026-06-09
all_stock_shsz_liquid2000,SH600533,2002-03-28,2026-06-09
all_stock_shsz_liquid2000,SH600535,2002-08-23,2026-06-09
all_stock_shsz_liquid2000,SH600536,2002-05-17,2026-06-09
all_stock_shsz_liquid2000,SH600537,2003-01-23,2026-06-09
all_stock_shsz_liquid2000,SH600538,2003-01-14,2026-06-09
all_stock_shsz_liquid2000,SH600540,2004-01-07,2026-06-09
all_stock_shsz_liquid2000,SH600543,2004-03-24,2026-06-09
all_stock_shsz_liquid2000,SH600546,2003-07-31,2026-06-09
all_stock_shsz_liquid2000,SH600547,2003-08-28,2026-06-09
all_stock_shsz_liquid2000,SH600549,2002-11-07,2026-06-09
all_stock_shsz_liquid2000,SH600551,2002-09-05,2026-06-09
all_stock_shsz_liquid2000,SH600557,2002-09-18,2026-06-09
all_stock_shsz_liquid2000,SH600558,2001-02-27,2026-06-09
all_stock_shsz_liquid2000,SH600559,2002-10-29,2026-06-09
all_stock_shsz_liquid2000,SH600560,2002-09-19,2026-06-09
all_stock_shsz_liquid2000,SH600562,2003-01-28,2026-06-09
all_stock_shsz_liquid2000,SH600563,2002-12-10,2026-06-09
all_stock_shsz_liquid2000,SH600565,2002-07-23,2024-06-21
all_stock_shsz_liquid2000,SH600566,2001-08-22,2026-06-09
all_stock_shsz_liquid2000,SH600567,2001-12-18,2026-06-09
all_stock_shsz_liquid2000,SH600568,2001-05-18,2026-06-09
all_stock_shsz_liquid2000,SH600570,2003-12-16,2026-06-09
all_stock_shsz_liquid2000,SH600572,2004-04-12,2026-06-09
all_stock_shsz_liquid2000,SH600580,2002-06-06,2026-06-09
all_stock_shsz_liquid2000,SH600582,2002-05-15,2026-06-09
all_stock_shsz_liquid2000,SH600583,2002-02-05,2026-06-09
all_stock_shsz_liquid2000,SH600585,2002-02-07,2026-06-09
all_stock_shsz_liquid2000,SH600586,2002-08-15,2026-06-09
all_stock_shsz_liquid2000,SH600587,2002-09-27,2026-06-09
all_stock_shsz_liquid2000,SH600588,2001-05-18,2026-06-09
all_stock_shsz_liquid2000,SH600589,2001-06-12,2026-06-09
all_stock_shsz_liquid2000,SH600590,2002-07-03,2026-06-09
all_stock_shsz_liquid2000,SH600592,2002-08-05,2026-06-09
all_stock_shsz_liquid2000,SH600594,2004-03-23,2026-06-09
all_stock_shsz_liquid2000,SH600595,2002-06-26,2026-06-09
all_stock_shsz_liquid2000,SH600596,2001-09-06,2026-06-09
all_stock_shsz_liquid2000,SH600597,2002-08-28,2026-06-09
all_stock_shsz_liquid2000,SH600598,2002-03-29,2026-06-09
all_stock_shsz_liquid2000,SH600599,2001-08-28,2026-06-09
all_stock_shsz_liquid2000,SH600600,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600601,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600602,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600604,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600606,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600609,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600610,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600611,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600616,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600618,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600619,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600620,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600621,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600622,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600623,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600624,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600626,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600628,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600630,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600633,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600635,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600637,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600638,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600639,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600641,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600642,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600643,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600645,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600647,2000-01-04,2024-06-26
all_stock_shsz_liquid2000,SH600648,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600650,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600651,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600655,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600657,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600660,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600661,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600662,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600664,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600666,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600667,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600668,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600673,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600674,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600676,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600678,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600679,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600682,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600684,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600685,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600686,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600688,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600689,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600690,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600691,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600692,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600693,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600694,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600696,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600697,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600699,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600702,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600703,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600704,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600705,2000-01-04,2025-04-02
all_stock_shsz_liquid2000,SH600706,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600707,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600708,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600711,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600712,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600713,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600714,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600715,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600717,2000-01-04,2026-06-08
all_stock_shsz_liquid2000,SH600718,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600720,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600722,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600728,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600729,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600730,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600731,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600735,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600736,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600737,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600739,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600741,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600742,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600743,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600746,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600748,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600750,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600754,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600755,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600756,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600757,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600758,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600763,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600765,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600766,2000-01-04,2024-06-26
all_stock_shsz_liquid2000,SH600771,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600774,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600775,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600776,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600777,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600779,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600782,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600783,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600784,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600787,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600789,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600790,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600791,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600794,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600795,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600797,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600798,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600800,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600801,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600802,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600804,2000-01-04,2025-06-30
all_stock_shsz_liquid2000,SH600805,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600807,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600808,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600809,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600811,2000-01-04,2025-04-14
all_stock_shsz_liquid2000,SH600815,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600816,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600818,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600820,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600821,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600825,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600826,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600827,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600830,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600831,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600834,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600835,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600836,2000-01-04,2024-06-17
all_stock_shsz_liquid2000,SH600837,2000-01-04,2025-02-05
all_stock_shsz_liquid2000,SH600838,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600839,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600841,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600845,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600846,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600850,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600851,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600855,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600859,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600861,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600862,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600864,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600865,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600867,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600868,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600869,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600871,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600872,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600874,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600875,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600879,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600880,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600881,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600884,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600885,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600886,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600887,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600888,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600889,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600893,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600894,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600895,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH600898,2000-01-04,2025-01-10
all_stock_shsz_liquid2000,SH600900,2003-11-18,2026-06-09
all_stock_shsz_liquid2000,SH600917,2014-09-30,2026-06-09
all_stock_shsz_liquid2000,SH600958,2015-03-23,2026-06-09
all_stock_shsz_liquid2000,SH600959,2015-04-28,2026-06-09
all_stock_shsz_liquid2000,SH600960,2004-04-07,2026-06-09
all_stock_shsz_liquid2000,SH600962,2004-06-22,2026-06-09
all_stock_shsz_liquid2000,SH600963,2004-05-25,2026-06-09
all_stock_shsz_liquid2000,SH600965,2004-07-13,2026-06-09
all_stock_shsz_liquid2000,SH600966,2004-06-08,2026-06-09
all_stock_shsz_liquid2000,SH600967,2004-05-18,2026-06-09
all_stock_shsz_liquid2000,SH600969,2004-04-08,2026-06-09
all_stock_shsz_liquid2000,SH600970,2005-04-12,2026-06-09
all_stock_shsz_liquid2000,SH600971,2004-08-17,2026-06-09
all_stock_shsz_liquid2000,SH600973,2004-08-02,2026-06-09
all_stock_shsz_liquid2000,SH600975,2004-06-09,2026-06-09
all_stock_shsz_liquid2000,SH600980,2004-05-12,2026-06-09
all_stock_shsz_liquid2000,SH600987,2004-08-09,2026-06-09
all_stock_shsz_liquid2000,SH600988,2004-04-14,2026-06-09
all_stock_shsz_liquid2000,SH600990,2004-05-10,2026-06-09
all_stock_shsz_liquid2000,SH600992,2004-05-14,2026-06-09
all_stock_shsz_liquid2000,SH600993,2004-05-17,2026-06-09
all_stock_shsz_liquid2000,SH600995,2004-06-15,2026-06-09
all_stock_shsz_liquid2000,SH600997,2004-06-02,2026-06-09
all_stock_shsz_liquid2000,SH600998,2010-11-02,2026-06-09
all_stock_shsz_liquid2000,SH600999,2009-11-17,2026-06-09
all_stock_shsz_liquid2000,SH601000,2010-07-05,2026-06-09
all_stock_shsz_liquid2000,SH601002,2007-01-26,2026-06-09
all_stock_shsz_liquid2000,SH601006,2006-08-01,2026-06-09
all_stock_shsz_liquid2000,SH601007,2007-04-06,2026-06-09
all_stock_shsz_liquid2000,SH601009,2007-07-19,2026-06-09
all_stock_shsz_liquid2000,SH601010,2011-06-03,2026-06-09
all_stock_shsz_liquid2000,SH601011,2011-03-09,2026-06-09
all_stock_shsz_liquid2000,SH601012,2012-04-11,2026-06-09
all_stock_shsz_liquid2000,SH601015,2014-11-05,2026-06-09
all_stock_shsz_liquid2000,SH601016,2014-09-29,2026-06-09
all_stock_shsz_liquid2000,SH601018,2010-09-28,2026-06-09
all_stock_shsz_liquid2000,SH601020,2016-03-16,2026-06-09
all_stock_shsz_liquid2000,SH601021,2015-01-21,2026-06-09
all_stock_shsz_liquid2000,SH601028,2011-11-07,2025-03-26
all_stock_shsz_liquid2000,SH601038,2012-08-08,2026-06-09
all_stock_shsz_liquid2000,SH601058,2011-06-30,2026-06-09
all_stock_shsz_liquid2000,SH601069,2015-01-22,2026-06-09
all_stock_shsz_liquid2000,SH601088,2007-10-09,2026-06-09
all_stock_shsz_liquid2000,SH601098,2010-10-28,2026-06-09
all_stock_shsz_liquid2000,SH601099,2007-12-28,2026-06-09
all_stock_shsz_liquid2000,SH601106,2010-02-09,2026-06-09
all_stock_shsz_liquid2000,SH601111,2006-08-18,2026-06-09
all_stock_shsz_liquid2000,SH601117,2010-01-07,2026-06-09
all_stock_shsz_liquid2000,SH601118,2011-01-07,2026-06-09
all_stock_shsz_liquid2000,SH601126,2010-12-31,2026-06-09
all_stock_shsz_liquid2000,SH601155,2015-12-04,2026-06-09
all_stock_shsz_liquid2000,SH601166,2007-02-05,2026-06-09
all_stock_shsz_liquid2000,SH601169,2007-09-19,2026-06-09
all_stock_shsz_liquid2000,SH601179,2010-01-28,2026-06-09
all_stock_shsz_liquid2000,SH601186,2008-03-10,2026-06-09
all_stock_shsz_liquid2000,SH601198,2015-02-26,2026-06-09
all_stock_shsz_liquid2000,SH601199,2011-03-17,2026-06-09
all_stock_shsz_liquid2000,SH601211,2015-06-26,2026-06-09
all_stock_shsz_liquid2000,SH601216,2011-02-22,2026-06-09
all_stock_shsz_liquid2000,SH601218,2011-05-06,2026-06-09
all_stock_shsz_liquid2000,SH601222,2011-08-08,2026-06-09
all_stock_shsz_liquid2000,SH601225,2014-01-28,2026-06-09
all_stock_shsz_liquid2000,SH601231,2012-02-20,2026-06-09
all_stock_shsz_liquid2000,SH601233,2011-05-18,2026-06-09
all_stock_shsz_liquid2000,SH601288,2010-07-15,2026-06-09
all_stock_shsz_liquid2000,SH601311,2011-06-02,2026-06-09
all_stock_shsz_liquid2000,SH601318,2007-03-01,2026-06-09
all_stock_shsz_liquid2000,SH601328,2007-05-15,2026-06-09
all_stock_shsz_liquid2000,SH601333,2006-12-22,2026-06-09
all_stock_shsz_liquid2000,SH601336,2011-12-16,2026-06-09
all_stock_shsz_liquid2000,SH601368,2015-06-12,2026-06-09
all_stock_shsz_liquid2000,SH601377,2010-10-13,2026-06-09
all_stock_shsz_liquid2000,SH601388,2012-04-23,2026-06-09
all_stock_shsz_liquid2000,SH601390,2007-12-03,2026-06-09
all_stock_shsz_liquid2000,SH601398,2006-10-27,2026-06-09
all_stock_shsz_liquid2000,SH601519,2011-01-28,2026-06-09
all_stock_shsz_liquid2000,SH601555,2011-12-12,2026-06-09
all_stock_shsz_liquid2000,SH601599,2011-05-27,2026-06-09
all_stock_shsz_liquid2000,SH601600,2007-04-30,2026-06-09
all_stock_shsz_liquid2000,SH601601,2007-12-25,2026-06-09
all_stock_shsz_liquid2000,SH601607,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SH601608,2012-07-06,2026-06-09
all_stock_shsz_liquid2000,SH601618,2009-09-21,2026-06-09
all_stock_shsz_liquid2000,SH601628,2007-01-09,2026-06-09
all_stock_shsz_liquid2000,SH601633,2011-09-28,2026-06-09
all_stock_shsz_liquid2000,SH601636,2011-08-12,2026-06-09
all_stock_shsz_liquid2000,SH601666,2006-11-23,2026-06-09
all_stock_shsz_liquid2000,SH601668,2009-07-29,2026-06-09
all_stock_shsz_liquid2000,SH601669,2011-10-18,2026-06-09
all_stock_shsz_liquid2000,SH601678,2010-02-23,2026-06-09
all_stock_shsz_liquid2000,SH601688,2010-02-26,2026-06-09
all_stock_shsz_liquid2000,SH601689,2015-03-19,2026-06-09
all_stock_shsz_liquid2000,SH601699,2006-09-22,2026-06-09
all_stock_shsz_liquid2000,SH601718,2010-08-16,2026-06-09
all_stock_shsz_liquid2000,SH601766,2008-08-18,2026-06-09
all_stock_shsz_liquid2000,SH601777,2010-11-25,2026-06-09
all_stock_shsz_liquid2000,SH601788,2009-08-18,2026-06-09
all_stock_shsz_liquid2000,SH601799,2011-02-01,2026-06-09
all_stock_shsz_liquid2000,SH601800,2012-03-09,2026-06-09
all_stock_shsz_liquid2000,SH601801,2010-01-18,2026-06-09
all_stock_shsz_liquid2000,SH601808,2007-09-28,2026-06-09
all_stock_shsz_liquid2000,SH601818,2010-08-18,2026-06-09
all_stock_shsz_liquid2000,SH601857,2007-11-05,2026-06-09
all_stock_shsz_liquid2000,SH601866,2007-12-12,2026-06-09
all_stock_shsz_liquid2000,SH601872,2006-12-01,2026-06-09
all_stock_shsz_liquid2000,SH601877,2010-01-21,2026-06-09
all_stock_shsz_liquid2000,SH601880,2010-12-06,2026-06-09
all_stock_shsz_liquid2000,SH601886,2011-08-18,2026-06-09
all_stock_shsz_liquid2000,SH601888,2009-10-15,2026-06-09
all_stock_shsz_liquid2000,SH601890,2010-12-28,2026-06-09
all_stock_shsz_liquid2000,SH601898,2008-02-01,2026-06-09
all_stock_shsz_liquid2000,SH601899,2008-04-25,2026-06-09
all_stock_shsz_liquid2000,SH601901,2011-08-10,2026-06-09
