universe,instrument,start,end
all_stock_shsz_liquid2000,SH601908,2011-09-08,2026-06-09
all_stock_shsz_liquid2000,SH601918,2007-12-19,2026-06-09
all_stock_shsz_liquid2000,SH601919,2007-06-26,2026-06-09
all_stock_shsz_liquid2000,SH601928,2011-11-30,2026-06-09
all_stock_shsz_liquid2000,SH601929,2012-02-23,2026-06-09
all_stock_shsz_liquid2000,SH601933,2010-12-15,2026-06-09
all_stock_shsz_liquid2000,SH601939,2007-09-25,2026-06-09
all_stock_shsz_liquid2000,SH601958,2008-04-17,2026-06-09
all_stock_shsz_liquid2000,SH601968,2015-06-11,2026-06-09
all_stock_shsz_liquid2000,SH601985,2015-06-10,2026-06-09
all_stock_shsz_liquid2000,SH601988,2006-07-05,2026-06-09
all_stock_shsz_liquid2000,SH601989,2009-12-16,2025-08-12
all_stock_shsz_liquid2000,SH601992,2011-03-01,2026-06-09
all_stock_shsz_liquid2000,SH601998,2007-04-27,2026-06-09
all_stock_shsz_liquid2000,SH603000,2012-04-27,2026-06-09
all_stock_shsz_liquid2000,SH603001,2012-04-26,2026-06-09
all_stock_shsz_liquid2000,SH603002,2012-05-18,2026-06-09
all_stock_shsz_liquid2000,SH603003,2012-08-17,2025-06-30
all_stock_shsz_liquid2000,SH603005,2014-02-10,2026-06-09
all_stock_shsz_liquid2000,SH603006,2014-06-30,2026-06-09
all_stock_shsz_liquid2000,SH603008,2012-07-17,2026-06-09
all_stock_shsz_liquid2000,SH603018,2014-10-13,2026-06-09
all_stock_shsz_liquid2000,SH603019,2014-11-06,2026-06-09
all_stock_shsz_liquid2000,SH603020,2015-03-25,2026-06-09
all_stock_shsz_liquid2000,SH603021,2015-04-23,2026-06-09
all_stock_shsz_liquid2000,SH603022,2015-05-18,2026-06-09
all_stock_shsz_liquid2000,SH603023,2015-05-27,2026-06-09
all_stock_shsz_liquid2000,SH603025,2015-04-22,2026-06-09
all_stock_shsz_liquid2000,SH603026,2015-05-29,2026-06-09
all_stock_shsz_liquid2000,SH603027,2016-03-07,2026-06-09
all_stock_shsz_liquid2000,SH603028,2016-03-31,2026-06-09
all_stock_shsz_liquid2000,SH603066,2015-06-11,2026-06-09
all_stock_shsz_liquid2000,SH603077,2012-07-31,2026-06-09
all_stock_shsz_liquid2000,SH603085,2015-06-30,2026-06-09
all_stock_shsz_liquid2000,SH603100,2014-08-05,2026-06-09
all_stock_shsz_liquid2000,SH603108,2015-05-27,2026-06-09
all_stock_shsz_liquid2000,SH603111,2014-08-01,2026-06-09
all_stock_shsz_liquid2000,SH603116,2015-06-29,2026-06-09
all_stock_shsz_liquid2000,SH603117,2015-06-29,2026-06-09
all_stock_shsz_liquid2000,SH603118,2015-02-25,2026-06-09
all_stock_shsz_liquid2000,SH603126,2014-07-31,2026-06-09
all_stock_shsz_liquid2000,SH603128,2012-05-29,2026-06-09
all_stock_shsz_liquid2000,SH603167,2012-09-06,2026-06-09
all_stock_shsz_liquid2000,SH603169,2014-10-09,2026-06-09
all_stock_shsz_liquid2000,SH603188,2014-09-09,2026-06-09
all_stock_shsz_liquid2000,SH603198,2015-05-28,2026-06-09
all_stock_shsz_liquid2000,SH603222,2015-02-17,2026-06-09
all_stock_shsz_liquid2000,SH603227,2015-05-15,2026-06-09
all_stock_shsz_liquid2000,SH603299,2015-12-31,2026-06-09
all_stock_shsz_liquid2000,SH603300,2015-05-29,2026-06-09
all_stock_shsz_liquid2000,SH603306,2014-09-26,2026-06-09
all_stock_shsz_liquid2000,SH603308,2014-01-22,2026-06-09
all_stock_shsz_liquid2000,SH603309,2015-03-02,2026-06-09
all_stock_shsz_liquid2000,SH603328,2014-07-01,2026-06-09
all_stock_shsz_liquid2000,SH603368,2014-12-04,2026-06-09
all_stock_shsz_liquid2000,SH603369,2014-07-03,2026-06-09
all_stock_shsz_liquid2000,SH603377,2016-02-05,2026-06-09
all_stock_shsz_liquid2000,SH603398,2015-12-09,2026-06-09
all_stock_shsz_liquid2000,SH603508,2015-12-24,2026-06-09
all_stock_shsz_liquid2000,SH603520,2016-03-09,2026-06-09
all_stock_shsz_liquid2000,SH603567,2015-04-24,2026-06-09
all_stock_shsz_liquid2000,SH603568,2015-05-28,2026-06-09
all_stock_shsz_liquid2000,SH603588,2014-12-29,2026-06-09
all_stock_shsz_liquid2000,SH603589,2015-06-29,2026-06-09
all_stock_shsz_liquid2000,SH603598,2015-05-27,2026-06-09
all_stock_shsz_liquid2000,SH603600,2015-01-23,2026-06-09
all_stock_shsz_liquid2000,SH603601,2015-01-22,2026-06-09
all_stock_shsz_liquid2000,SH603608,2016-02-18,2026-06-09
all_stock_shsz_liquid2000,SH603609,2014-08-08,2026-06-09
all_stock_shsz_liquid2000,SH603616,2015-06-11,2026-06-09
all_stock_shsz_liquid2000,SH603618,2015-02-17,2026-06-09
all_stock_shsz_liquid2000,SH603636,2014-12-30,2026-06-09
all_stock_shsz_liquid2000,SH603678,2015-01-26,2026-06-09
all_stock_shsz_liquid2000,SH603686,2015-01-26,2026-06-09
all_stock_shsz_liquid2000,SH603696,2015-12-09,2026-06-09
all_stock_shsz_liquid2000,SH603698,2015-01-28,2026-06-09
all_stock_shsz_liquid2000,SH603718,2015-05-15,2026-06-09
all_stock_shsz_liquid2000,SH603729,2015-03-24,2026-06-09
all_stock_shsz_liquid2000,SH603766,2012-08-10,2026-06-09
all_stock_shsz_liquid2000,SH603778,2015-12-31,2026-06-09
all_stock_shsz_liquid2000,SH603788,2015-01-20,2026-06-09
all_stock_shsz_liquid2000,SH603798,2016-04-06,2026-06-09
all_stock_shsz_liquid2000,SH603799,2015-01-29,2026-06-09
all_stock_shsz_liquid2000,SH603800,2015-12-10,2026-06-09
all_stock_shsz_liquid2000,SH603806,2014-09-05,2026-06-09
all_stock_shsz_liquid2000,SH603818,2015-04-22,2026-06-09
all_stock_shsz_liquid2000,SH603828,2015-02-26,2026-06-09
all_stock_shsz_liquid2000,SH603861,2016-03-22,2026-06-09
all_stock_shsz_liquid2000,SH603866,2015-12-22,2026-06-09
all_stock_shsz_liquid2000,SH603869,2015-03-26,2026-06-09
all_stock_shsz_liquid2000,SH603883,2015-04-23,2026-06-09
all_stock_shsz_liquid2000,SH603885,2015-05-27,2026-06-09
all_stock_shsz_liquid2000,SH603898,2015-02-17,2026-06-09
all_stock_shsz_liquid2000,SH603901,2015-05-29,2026-06-09
all_stock_shsz_liquid2000,SH603919,2016-03-10,2026-06-09
all_stock_shsz_liquid2000,SH603936,2015-12-09,2026-06-09
all_stock_shsz_liquid2000,SH603968,2015-05-18,2026-06-09
all_stock_shsz_liquid2000,SH603979,2015-06-30,2026-06-09
all_stock_shsz_liquid2000,SH603988,2014-11-04,2026-06-09
all_stock_shsz_liquid2000,SH603989,2015-05-15,2026-06-09
all_stock_shsz_liquid2000,SH603993,2012-10-09,2026-06-09
all_stock_shsz_liquid2000,SH603997,2015-03-02,2026-06-09
all_stock_shsz_liquid2000,SH603998,2014-12-05,2026-06-09
all_stock_shsz_liquid2000,SH603999,2015-12-10,2026-06-09
all_stock_shsz_liquid2000,SZ000001,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000005,2000-01-04,2024-03-05
all_stock_shsz_liquid2000,SZ000006,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000008,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000009,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000010,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000011,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000012,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000014,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000016,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000017,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000019,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000020,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000021,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000025,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000026,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000027,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000028,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000031,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000032,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000035,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000036,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000039,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000040,2000-01-04,2025-03-31
all_stock_shsz_liquid2000,SZ000048,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000049,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000055,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000058,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000059,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000060,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000061,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000062,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000063,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000065,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000066,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000068,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000069,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000070,2000-05-11,2026-06-09
all_stock_shsz_liquid2000,SZ000078,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000089,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000090,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000096,2000-07-24,2026-06-09
all_stock_shsz_liquid2000,SZ000099,2000-07-31,2026-06-09
all_stock_shsz_liquid2000,SZ000151,2000-09-06,2026-06-09
all_stock_shsz_liquid2000,SZ000156,2000-09-06,2026-06-09
all_stock_shsz_liquid2000,SZ000157,2000-10-12,2026-06-09
all_stock_shsz_liquid2000,SZ000158,2000-07-24,2026-06-09
all_stock_shsz_liquid2000,SZ000166,2015-01-26,2026-06-09
all_stock_shsz_liquid2000,SZ000333,2013-09-18,2026-06-09
all_stock_shsz_liquid2000,SZ000338,2007-04-30,2026-06-09
all_stock_shsz_liquid2000,SZ000400,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000402,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000403,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000404,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000410,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000411,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000413,2000-01-04,2024-08-14
all_stock_shsz_liquid2000,SZ000416,2000-01-04,2024-04-24
all_stock_shsz_liquid2000,SZ000417,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000420,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000422,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000423,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000425,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000426,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000488,2000-11-20,2026-06-09
all_stock_shsz_liquid2000,SZ000498,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000501,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000503,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000506,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000510,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000513,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000514,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000516,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000517,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000518,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000519,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000520,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000523,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000526,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000528,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000529,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000530,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000532,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000533,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000536,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000541,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000543,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000545,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000546,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000548,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000551,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000552,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000554,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000555,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000558,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000559,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000561,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000563,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000564,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000566,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000567,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000568,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000570,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000572,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000573,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000581,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000584,2000-01-04,2025-07-10
all_stock_shsz_liquid2000,SZ000586,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000589,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000592,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000593,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000595,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000596,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000597,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000598,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000599,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000600,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000601,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000603,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000605,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000607,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000609,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000615,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000619,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000620,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000623,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000625,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000626,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000627,2000-01-04,2025-08-13
all_stock_shsz_liquid2000,SZ000628,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000630,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000631,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000635,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000637,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000650,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000652,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000655,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000656,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000657,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000659,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000661,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000665,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000669,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000670,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000672,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000676,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000677,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000678,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000679,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000680,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000681,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000682,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000683,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000685,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000686,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000688,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000690,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000697,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000698,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000700,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000701,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000702,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000703,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000705,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000707,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000708,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000709,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000712,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000716,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000721,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000722,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000725,2001-01-12,2026-06-09
all_stock_shsz_liquid2000,SZ000726,2000-12-25,2026-06-09
all_stock_shsz_liquid2000,SZ000727,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000728,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000729,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000731,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000733,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000735,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000738,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000750,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000751,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000752,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000758,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000761,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000762,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000768,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000776,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000777,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000778,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000779,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000782,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000783,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000785,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000786,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000788,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000789,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000790,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000792,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000793,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000795,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000797,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000798,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000799,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000800,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000801,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000802,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000807,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000810,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000811,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000813,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000815,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000816,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000819,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000820,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000821,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000823,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000825,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000826,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000830,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000831,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000833,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000837,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000838,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000839,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000848,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000851,2000-01-04,2025-09-26
all_stock_shsz_liquid2000,SZ000858,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000860,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000861,2000-01-04,2024-08-05
all_stock_shsz_liquid2000,SZ000863,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000868,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000869,2000-10-26,2026-06-09
all_stock_shsz_liquid2000,SZ000875,2002-09-26,2026-06-09
all_stock_shsz_liquid2000,SZ000876,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000877,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000878,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000881,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000882,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000885,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000886,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000887,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000889,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000890,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000892,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000895,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000897,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000898,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000901,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000902,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000903,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000905,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000909,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000910,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000911,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000913,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000915,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000917,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000921,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000922,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000926,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000927,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000928,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000930,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000931,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000933,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000935,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000936,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000937,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000938,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000948,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000949,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000952,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000957,2000-01-13,2026-06-09
all_stock_shsz_liquid2000,SZ000958,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000959,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ000960,2000-02-21,2026-06-09
all_stock_shsz_liquid2000,SZ000961,2000-03-01,2024-05-08
all_stock_shsz_liquid2000,SZ000963,2000-01-27,2026-06-09
all_stock_shsz_liquid2000,SZ000965,2000-04-06,2026-06-09
all_stock_shsz_liquid2000,SZ000966,2000-03-16,2026-06-09
all_stock_shsz_liquid2000,SZ000969,2000-05-29,2026-06-09
all_stock_shsz_liquid2000,SZ000970,2000-04-20,2026-06-09
all_stock_shsz_liquid2000,SZ000971,2000-04-27,2024-06-04
all_stock_shsz_liquid2000,SZ000972,2000-09-26,2026-06-09
all_stock_shsz_liquid2000,SZ000973,2000-05-25,2026-06-09
all_stock_shsz_liquid2000,SZ000976,2000-06-01,2024-07-25
all_stock_shsz_liquid2000,SZ000977,2000-06-08,2026-06-09
all_stock_shsz_liquid2000,SZ000981,2000-06-22,2026-06-09
all_stock_shsz_liquid2000,SZ000983,2000-07-26,2026-06-09
all_stock_shsz_liquid2000,SZ000988,2000-06-08,2026-06-09
all_stock_shsz_liquid2000,SZ000990,2000-07-06,2026-06-09
all_stock_shsz_liquid2000,SZ000993,2000-07-31,2026-06-09
all_stock_shsz_liquid2000,SZ000996,2000-07-18,2024-06-27
all_stock_shsz_liquid2000,SZ000997,2000-08-07,2026-06-09
all_stock_shsz_liquid2000,SZ000998,2000-12-11,2026-06-09
all_stock_shsz_liquid2000,SZ000999,2000-03-09,2026-06-09
all_stock_shsz_liquid2000,SZ001696,2000-01-04,2026-06-09
