instrument,datetime,listing_date_proxy,listing_age_days,listing_age_bucket
SZ000908,2023-12-29,2000-01-04,8760.0,501_plus
SZ000909,2023-12-29,2000-01-04,8760.0,501_plus
SZ000910,2023-12-29,2000-01-04,8760.0,501_plus
SZ000911,2023-12-29,2000-01-04,8760.0,501_plus
SZ000912,2023-12-29,2000-01-04,8760.0,501_plus
SZ000913,2023-12-29,2000-01-04,8760.0,501_plus
SZ000915,2023-12-29,2000-01-04,8760.0,501_plus
SZ000917,2023-12-29,2000-01-04,8760.0,501_plus
SZ000919,2023-12-29,2000-01-04,8760.0,501_plus
SZ000920,2023-12-29,2000-01-04,8760.0,501_plus
SZ000921,2023-12-29,2000-01-04,8760.0,501_plus
SZ000922,2023-12-29,2000-01-04,8760.0,501_plus
SZ000923,2023-12-29,2000-01-04,8760.0,501_plus
SZ000925,2023-12-29,2000-01-04,8760.0,501_plus
SZ000926,2023-12-29,2000-01-04,8760.0,501_plus
SZ000927,2023-12-29,2000-01-04,8760.0,501_plus
SZ000928,2023-12-29,2000-01-04,8760.0,501_plus
SZ000929,2023-12-29,2000-01-04,8760.0,501_plus
SZ000930,2023-12-29,2000-01-04,8760.0,501_plus
SZ000931,2023-12-29,2000-01-04,8760.0,501_plus
SZ000932,2023-12-29,2000-01-04,8760.0,501_plus
SZ000933,2023-12-29,2000-01-04,8760.0,501_plus
SZ000935,2023-12-29,2000-01-04,8760.0,501_plus
SZ000936,2023-12-29,2000-01-04,8760.0,501_plus
SZ000937,2023-12-29,2000-01-04,8760.0,501_plus
SZ000938,2023-12-29,2000-01-04,8760.0,501_plus
SZ000948,2023-12-29,2000-01-04,8760.0,501_plus
SZ000949,2023-12-29,2000-01-04,8760.0,501_plus
SZ000950,2023-12-29,2000-01-04,8760.0,501_plus
SZ000951,2023-12-29,2000-01-04,8760.0,501_plus
SZ000952,2023-12-29,2000-01-04,8760.0,501_plus
SZ000953,2023-12-29,2000-01-04,8760.0,501_plus
SZ000955,2023-12-29,2000-01-04,8760.0,501_plus
SZ000957,2023-12-29,2000-01-13,8751.0,501_plus
SZ000958,2023-12-29,2000-01-04,8760.0,501_plus
SZ000959,2023-12-29,2000-01-04,8760.0,501_plus
SZ000960,2023-12-29,2000-02-21,8712.0,501_plus
SZ000961,2023-12-29,2000-03-01,8703.0,501_plus
SZ000962,2023-12-29,2000-01-20,8744.0,501_plus
SZ000963,2023-12-29,2000-01-27,8737.0,501_plus
SZ000965,2023-12-29,2000-04-06,8667.0,501_plus
SZ000966,2023-12-29,2000-03-16,8688.0,501_plus
SZ000967,2023-12-29,2000-03-30,8674.0,501_plus
SZ000968,2023-12-29,2000-06-22,8590.0,501_plus
SZ000969,2023-12-29,2000-05-29,8614.0,501_plus
SZ000970,2023-12-29,2000-04-20,8653.0,501_plus
SZ000971,2023-12-29,2000-04-27,8646.0,501_plus
SZ000972,2023-12-29,2000-09-26,8494.0,501_plus
SZ000973,2023-12-29,2000-05-25,8618.0,501_plus
SZ000975,2023-12-29,2000-06-08,8604.0,501_plus
SZ000976,2023-12-29,2000-06-01,8611.0,501_plus
SZ000977,2023-12-29,2000-06-08,8604.0,501_plus
SZ000978,2023-12-29,2000-05-18,8625.0,501_plus
SZ000980,2023-12-29,2000-06-16,8596.0,501_plus
SZ000981,2023-12-29,2000-06-22,8590.0,501_plus
SZ000982,2023-12-29,2000-07-06,8576.0,501_plus
SZ000983,2023-12-29,2000-07-26,8556.0,501_plus
SZ000985,2023-12-29,2000-07-26,8556.0,501_plus
SZ000987,2023-12-29,2000-07-18,8564.0,501_plus
SZ000988,2023-12-29,2000-06-08,8604.0,501_plus
SZ000989,2023-12-29,2000-06-28,8584.0,501_plus
SZ000990,2023-12-29,2000-07-06,8576.0,501_plus
SZ000993,2023-12-29,2000-07-31,8551.0,501_plus
SZ000995,2023-12-29,2000-08-07,8544.0,501_plus
SZ000996,2023-12-29,2000-07-18,8564.0,501_plus
SZ000997,2023-12-29,2000-08-07,8544.0,501_plus
SZ000998,2023-12-29,2000-12-11,8418.0,501_plus
SZ000999,2023-12-29,2000-03-09,8695.0,501_plus
SZ001201,2023-12-29,2021-04-28,975.0,501_plus
SZ001202,2023-12-29,2021-04-29,974.0,501_plus
SZ001203,2023-12-29,2021-05-10,963.0,501_plus
SZ001205,2023-12-29,2021-05-13,960.0,501_plus
SZ001206,2023-12-29,2021-05-18,955.0,501_plus
SZ001207,2023-12-29,2021-06-23,919.0,501_plus
SZ001208,2023-12-29,2021-06-24,918.0,501_plus
SZ001209,2023-12-29,2021-07-23,889.0,501_plus
SZ001210,2023-12-29,2021-07-29,883.0,501_plus
SZ001211,2023-12-29,2021-08-05,876.0,501_plus
SZ001212,2023-12-29,2021-08-23,858.0,501_plus
SZ001213,2023-12-29,2021-09-08,842.0,501_plus
SZ001215,2023-12-29,2021-09-06,844.0,501_plus
SZ001216,2023-12-29,2021-10-19,801.0,501_plus
SZ001217,2023-12-29,2021-09-29,821.0,501_plus
SZ001218,2023-12-29,2021-10-15,805.0,501_plus
SZ001219,2023-12-29,2021-10-21,799.0,501_plus
SZ001222,2023-12-29,2022-08-18,498.0,251_500
SZ001223,2023-12-29,2022-12-12,382.0,251_500
SZ001225,2023-12-29,2023-02-22,310.0,251_500
SZ001226,2023-12-29,2022-06-22,555.0,501_plus
SZ001227,2023-12-29,2022-01-17,711.0,501_plus
SZ001228,2023-12-29,2022-04-29,609.0,501_plus
SZ001229,2023-12-29,2022-08-08,508.0,501_plus
SZ001230,2023-12-29,2022-07-15,532.0,501_plus
SZ001231,2023-12-29,2022-08-19,497.0,251_500
SZ001234,2023-12-29,2022-01-11,717.0,501_plus
SZ001236,2023-12-29,2022-08-05,511.0,501_plus
SZ001238,2023-12-29,2022-09-19,466.0,251_500
SZ001239,2023-12-29,2023-12-12,17.0,0_60
SZ001255,2023-12-29,2022-09-30,455.0,251_500
SZ001256,2023-12-29,2022-12-05,389.0,251_500
SZ001258,2023-12-29,2022-07-27,520.0,501_plus
SZ001259,2023-12-29,2022-08-31,485.0,251_500
SZ001260,2023-12-29,2023-02-16,316.0,251_500
SZ001266,2023-12-29,2022-02-28,669.0,501_plus
SZ001267,2023-12-29,2021-11-17,772.0,501_plus
SZ001268,2023-12-29,2022-06-30,547.0,501_plus
SZ001269,2023-12-29,2022-09-30,455.0,251_500
SZ001270,2023-12-29,2022-06-06,571.0,501_plus
SZ001278,2023-12-29,2023-03-08,296.0,251_500
SZ001282,2023-12-29,2023-05-24,219.0,121_250
SZ001283,2023-12-29,2022-09-05,480.0,251_500
SZ001286,2023-12-29,2023-04-10,263.0,251_500
SZ001287,2023-12-29,2023-04-10,263.0,251_500
SZ001288,2023-12-29,2021-11-01,788.0,501_plus
SZ001289,2023-12-29,2022-01-24,704.0,501_plus
SZ001296,2023-12-29,2021-12-24,735.0,501_plus
SZ001298,2023-12-29,2022-10-31,424.0,251_500
SZ001299,2023-12-29,2022-10-31,424.0,251_500
SZ001300,2023-12-29,2022-10-19,436.0,251_500
SZ001301,2023-12-29,2022-12-28,366.0,251_500
SZ001306,2023-12-29,2023-11-16,43.0,0_60
SZ001308,2023-12-29,2022-03-18,651.0,501_plus
SZ001309,2023-12-29,2022-07-01,546.0,501_plus
SZ001311,2023-12-29,2023-02-27,305.0,251_500
SZ001313,2023-12-29,2022-02-16,681.0,501_plus
SZ001314,2023-12-29,2023-02-14,318.0,251_500
SZ001316,2023-12-29,2022-06-24,553.0,501_plus
SZ001317,2023-12-29,2021-11-30,759.0,501_plus
SZ001318,2023-12-29,2022-05-20,588.0,501_plus
SZ001319,2023-12-29,2022-05-12,596.0,501_plus
SZ001322,2023-12-29,2022-10-26,429.0,251_500
SZ001323,2023-12-29,2022-06-23,554.0,501_plus
SZ001324,2023-12-29,2023-05-22,221.0,121_250
SZ001326,2023-12-29,2023-11-09,50.0,0_60
SZ001328,2023-12-29,2023-04-10,263.0,251_500
SZ001330,2023-12-29,2022-08-18,498.0,251_500
SZ001331,2023-12-29,2022-09-08,477.0,251_500
SZ001332,2023-12-29,2022-09-20,465.0,251_500
SZ001333,2023-12-29,2022-12-08,386.0,251_500
SZ001336,2023-12-29,2022-07-25,522.0,501_plus
SZ001337,2023-12-29,2023-03-03,301.0,251_500
SZ001338,2023-12-29,2022-11-16,408.0,251_500
SZ001339,2023-12-29,2022-08-15,501.0,501_plus
SZ001358,2023-12-29,2023-12-21,8.0,0_60
SZ001360,2023-12-29,2023-04-10,263.0,251_500
SZ001366,2023-12-29,2023-03-07,297.0,251_500
SZ001367,2023-12-29,2023-04-10,263.0,251_500
SZ001368,2023-12-29,2023-03-13,291.0,251_500
SZ001373,2023-12-29,2023-06-01,211.0,121_250
SZ001376,2023-12-29,2023-11-03,56.0,0_60
SZ001378,2023-12-29,2023-10-30,60.0,0_60
SZ001380,2023-12-29,2023-05-16,227.0,121_250
SZ001696,2023-12-29,2000-01-04,8760.0,501_plus
SZ001872,2023-12-29,2000-01-04,8760.0,501_plus
SZ001896,2023-12-29,2000-01-04,8760.0,501_plus
SZ001914,2023-12-29,2000-01-04,8760.0,501_plus
SZ001965,2023-12-29,2017-12-25,2195.0,501_plus
SZ001979,2023-12-29,2015-12-30,2921.0,501_plus
SZ002001,2023-12-29,2004-06-25,7126.0,501_plus
SZ002002,2023-12-29,2004-06-25,7126.0,501_plus
SZ002003,2023-12-29,2004-06-25,7126.0,501_plus
SZ002004,2023-12-29,2004-06-25,7126.0,501_plus
SZ002005,2023-12-29,2004-06-25,7126.0,501_plus
SZ002006,2023-12-29,2004-06-25,7126.0,501_plus
SZ002007,2023-12-29,2004-06-25,7126.0,501_plus
SZ002008,2023-12-29,2004-06-25,7126.0,501_plus
SZ002009,2023-12-29,2004-06-29,7122.0,501_plus
SZ002010,2023-12-29,2004-06-29,7122.0,501_plus
SZ002011,2023-12-29,2004-07-05,7116.0,501_plus
SZ002012,2023-12-29,2004-07-05,7116.0,501_plus
SZ002014,2023-12-29,2004-07-08,7113.0,501_plus
SZ002015,2023-12-29,2004-07-08,7113.0,501_plus
SZ002016,2023-12-29,2004-07-08,7113.0,501_plus
SZ002017,2023-12-29,2004-07-13,7108.0,501_plus
SZ002019,2023-12-29,2004-07-13,7108.0,501_plus
SZ002020,2023-12-29,2004-07-15,7106.0,501_plus
SZ002021,2023-12-29,2004-07-15,7106.0,501_plus
SZ002022,2023-12-29,2004-07-21,7100.0,501_plus
SZ002023,2023-12-29,2004-07-21,7100.0,501_plus
SZ002024,2023-12-29,2004-07-21,7100.0,501_plus
SZ002025,2023-12-29,2004-07-26,7095.0,501_plus
SZ002026,2023-12-29,2004-07-27,7094.0,501_plus
SZ002027,2023-12-29,2004-08-04,7086.0,501_plus
SZ002028,2023-12-29,2004-08-05,7085.0,501_plus
SZ002029,2023-12-29,2004-08-06,7084.0,501_plus
SZ002030,2023-12-29,2004-08-09,7081.0,501_plus
SZ002031,2023-12-29,2004-08-16,7074.0,501_plus
SZ002032,2023-12-29,2004-08-17,7073.0,501_plus
SZ002033,2023-12-29,2004-08-25,7065.0,501_plus
SZ002034,2023-12-29,2004-08-26,7064.0,501_plus
SZ002035,2023-12-29,2004-09-01,7058.0,501_plus
SZ002036,2023-12-29,2004-09-03,7056.0,501_plus
SZ002037,2023-12-29,2004-09-08,7051.0,501_plus
SZ002038,2023-12-29,2004-09-09,7050.0,501_plus
SZ002039,2023-12-29,2005-03-03,6875.0,501_plus
SZ002040,2023-12-29,2005-03-25,6853.0,501_plus
SZ002041,2023-12-29,2005-04-18,6829.0,501_plus
SZ002042,2023-12-29,2005-04-27,6820.0,501_plus
SZ002043,2023-12-29,2005-05-10,6807.0,501_plus
SZ002044,2023-12-29,2005-05-18,6799.0,501_plus
SZ002045,2023-12-29,2005-05-23,6794.0,501_plus
SZ002046,2023-12-29,2005-05-26,6791.0,501_plus
SZ002047,2023-12-29,2005-05-31,6786.0,501_plus
SZ002048,2023-12-29,2005-06-03,6783.0,501_plus
SZ002049,2023-12-29,2005-06-06,6780.0,501_plus
SZ002050,2023-12-29,2005-06-07,6779.0,501_plus
SZ002051,2023-12-29,2006-06-19,6402.0,501_plus
SZ002052,2023-12-29,2006-06-27,6394.0,501_plus
SZ002053,2023-12-29,2006-06-27,6394.0,501_plus
SZ002054,2023-12-29,2006-07-25,6366.0,501_plus
SZ002055,2023-12-29,2006-07-25,6366.0,501_plus
SZ002056,2023-12-29,2006-08-02,6358.0,501_plus
SZ002057,2023-12-29,2006-08-02,6358.0,501_plus
SZ002058,2023-12-29,2006-08-02,6358.0,501_plus
SZ002059,2023-12-29,2006-08-10,6350.0,501_plus
SZ002060,2023-12-29,2006-08-10,6350.0,501_plus
SZ002061,2023-12-29,2006-08-16,6344.0,501_plus
SZ002062,2023-12-29,2006-08-16,6344.0,501_plus
SZ002063,2023-12-29,2006-08-23,6337.0,501_plus
SZ002064,2023-12-29,2006-08-23,6337.0,501_plus
SZ002065,2023-12-29,2006-08-23,6337.0,501_plus
SZ002066,2023-12-29,2006-08-23,6337.0,501_plus
SZ002067,2023-12-29,2006-09-15,6314.0,501_plus
SZ002068,2023-12-29,2006-09-15,6314.0,501_plus
SZ002069,2023-12-29,2006-09-28,6301.0,501_plus
SZ002072,2023-12-29,2006-10-18,6281.0,501_plus
SZ002073,2023-12-29,2006-10-18,6281.0,501_plus
SZ002074,2023-12-29,2006-10-18,6281.0,501_plus
SZ002075,2023-12-29,2006-10-25,6274.0,501_plus
SZ002076,2023-12-29,2006-10-25,6274.0,501_plus
SZ002077,2023-12-29,2006-11-16,6252.0,501_plus
SZ002078,2023-12-29,2006-11-16,6252.0,501_plus
SZ002079,2023-12-29,2006-11-16,6252.0,501_plus
SZ002080,2023-12-29,2006-11-20,6248.0,501_plus
SZ002081,2023-12-29,2006-11-20,6248.0,501_plus
SZ002082,2023-12-29,2006-11-20,6248.0,501_plus
SZ002083,2023-12-29,2006-11-24,6244.0,501_plus
SZ002084,2023-12-29,2006-11-24,6244.0,501_plus
SZ002085,2023-12-29,2006-11-28,6240.0,501_plus
SZ002086,2023-12-29,2006-11-28,6240.0,501_plus
SZ002087,2023-12-29,2006-11-30,6238.0,501_plus
SZ002088,2023-12-29,2006-11-30,6238.0,501_plus
SZ002089,2023-12-29,2006-11-30,6238.0,501_plus
SZ002090,2023-12-29,2006-12-08,6230.0,501_plus
SZ002091,2023-12-29,2006-12-08,6230.0,501_plus
SZ002092,2023-12-29,2006-12-08,6230.0,501_plus
SZ002093,2023-12-29,2006-12-15,6223.0,501_plus
SZ002094,2023-12-29,2006-12-15,6223.0,501_plus
SZ002095,2023-12-29,2006-12-15,6223.0,501_plus
SZ002096,2023-12-29,2006-12-22,6216.0,501_plus
SZ002097,2023-12-29,2006-12-22,6216.0,501_plus
SZ002098,2023-12-29,2006-12-22,6216.0,501_plus
SZ002099,2023-12-29,2006-12-26,6212.0,501_plus
SZ002100,2023-12-29,2006-12-26,6212.0,501_plus
SZ002101,2023-12-29,2006-12-29,6209.0,501_plus
SZ002102,2023-12-29,2006-12-29,6209.0,501_plus
SZ002103,2023-12-29,2007-01-10,6197.0,501_plus
SZ002104,2023-12-29,2007-01-10,6197.0,501_plus
SZ002105,2023-12-29,2007-01-12,6195.0,501_plus
SZ002106,2023-12-29,2007-01-12,6195.0,501_plus
SZ002107,2023-12-29,2007-01-24,6183.0,501_plus
SZ002108,2023-12-29,2007-01-24,6183.0,501_plus
SZ002109,2023-12-29,2007-01-26,6181.0,501_plus
SZ002110,2023-12-29,2007-01-26,6181.0,501_plus
SZ002111,2023-12-29,2007-01-26,6181.0,501_plus
SZ002112,2023-12-29,2007-02-08,6168.0,501_plus
SZ002114,2023-12-29,2007-02-15,6161.0,501_plus
SZ002115,2023-12-29,2007-02-15,6161.0,501_plus
SZ002116,2023-12-29,2007-02-15,6161.0,501_plus
SZ002117,2023-12-29,2007-03-02,6146.0,501_plus
SZ002119,2023-12-29,2007-03-02,6146.0,501_plus
SZ002120,2023-12-29,2007-03-06,6142.0,501_plus
SZ002121,2023-12-29,2007-03-06,6142.0,501_plus
SZ002122,2023-12-29,2007-03-28,6120.0,501_plus
SZ002123,2023-12-29,2007-03-28,6120.0,501_plus
SZ002124,2023-12-29,2007-04-03,6114.0,501_plus
SZ002125,2023-12-29,2007-04-03,6114.0,501_plus
SZ002126,2023-12-29,2007-04-18,6099.0,501_plus
SZ002127,2023-12-29,2007-04-18,6099.0,501_plus
SZ002128,2023-12-29,2007-04-18,6099.0,501_plus
SZ002129,2023-12-29,2007-04-20,6097.0,501_plus
SZ002130,2023-12-29,2007-04-20,6097.0,501_plus
SZ002131,2023-12-29,2007-04-27,6090.0,501_plus
SZ002132,2023-12-29,2007-04-27,6090.0,501_plus
SZ002133,2023-12-29,2007-04-27,6090.0,501_plus
SZ002134,2023-12-29,2007-05-16,6071.0,501_plus
SZ002135,2023-12-29,2007-05-30,6057.0,501_plus
SZ002136,2023-12-29,2007-05-30,6057.0,501_plus
SZ002137,2023-12-29,2007-06-13,6043.0,501_plus
SZ002138,2023-12-29,2007-06-13,6043.0,501_plus
SZ002139,2023-12-29,2007-06-29,6027.0,501_plus
SZ002140,2023-12-29,2007-07-12,6014.0,501_plus
SZ002141,2023-12-29,2007-07-20,6006.0,501_plus
SZ002142,2023-12-29,2007-07-19,6007.0,501_plus
SZ002144,2023-12-29,2007-08-03,5992.0,501_plus
SZ002145,2023-12-29,2007-08-03,5992.0,501_plus
SZ002146,2023-12-29,2007-08-08,5987.0,501_plus
SZ002148,2023-12-29,2007-08-10,5985.0,501_plus
SZ002149,2023-12-29,2007-08-10,5985.0,501_plus
SZ002150,2023-12-29,2007-08-10,5985.0,501_plus
SZ002151,2023-12-29,2007-08-13,5982.0,501_plus
SZ002152,2023-12-29,2007-08-13,5982.0,501_plus
SZ002153,2023-12-29,2007-08-13,5982.0,501_plus
SZ002154,2023-12-29,2007-08-16,5979.0,501_plus
SZ002155,2023-12-29,2007-08-16,5979.0,501_plus
SZ002156,2023-12-29,2007-08-16,5979.0,501_plus
SZ002157,2023-12-29,2007-08-17,5978.0,501_plus
SZ002158,2023-12-29,2007-08-17,5978.0,501_plus
SZ002159,2023-12-29,2007-08-17,5978.0,501_plus
SZ002160,2023-12-29,2007-08-21,5974.0,501_plus
SZ002161,2023-12-29,2007-08-21,5974.0,501_plus
SZ002162,2023-12-29,2007-08-23,5972.0,501_plus
SZ002163,2023-12-29,2007-08-23,5972.0,501_plus
SZ002164,2023-12-29,2007-08-23,5972.0,501_plus
SZ002165,2023-12-29,2007-09-13,5951.0,501_plus
SZ002166,2023-12-29,2007-09-13,5951.0,501_plus
SZ002167,2023-12-29,2007-09-13,5951.0,501_plus
SZ002168,2023-12-29,2007-09-19,5945.0,501_plus
SZ002169,2023-12-29,2007-09-19,5945.0,501_plus
SZ002170,2023-12-29,2007-09-19,5945.0,501_plus
SZ002171,2023-12-29,2007-09-21,5943.0,501_plus
SZ002172,2023-12-29,2007-09-21,5943.0,501_plus
SZ002173,2023-12-29,2007-09-25,5939.0,501_plus
SZ002174,2023-12-29,2007-09-25,5939.0,501_plus
SZ002175,2023-12-29,2007-10-12,5922.0,501_plus
SZ002176,2023-12-29,2007-10-12,5922.0,501_plus
SZ002177,2023-12-29,2007-11-01,5902.0,501_plus
SZ002178,2023-12-29,2007-11-01,5902.0,501_plus
SZ002179,2023-12-29,2007-11-01,5902.0,501_plus
SZ002180,2023-12-29,2007-11-13,5890.0,501_plus
SZ002181,2023-12-29,2007-11-16,5887.0,501_plus
SZ002182,2023-12-29,2007-11-13,5890.0,501_plus
SZ002183,2023-12-29,2007-11-13,5890.0,501_plus
SZ002184,2023-12-29,2007-11-16,5887.0,501_plus
SZ002185,2023-12-29,2007-11-20,5883.0,501_plus
SZ002186,2023-12-29,2007-11-20,5883.0,501_plus
SZ002187,2023-12-29,2007-11-22,5881.0,501_plus
SZ002188,2023-12-29,2007-11-22,5881.0,501_plus
SZ002189,2023-12-29,2007-12-03,5870.0,501_plus
SZ002190,2023-12-29,2007-12-03,5870.0,501_plus
SZ002191,2023-12-29,2007-12-05,5868.0,501_plus
SZ002192,2023-12-29,2007-12-05,5868.0,501_plus
SZ002193,2023-12-29,2007-12-07,5866.0,501_plus
SZ002194,2023-12-29,2007-12-07,5866.0,501_plus
SZ002195,2023-12-29,2007-12-12,5861.0,501_plus
SZ002196,2023-12-29,2007-12-12,5861.0,501_plus
SZ002197,2023-12-29,2007-12-18,5855.0,501_plus
SZ002198,2023-12-29,2007-12-18,5855.0,501_plus
SZ002199,2023-12-29,2007-12-21,5852.0,501_plus
SZ002200,2023-12-29,2007-12-21,5852.0,501_plus
SZ002201,2023-12-29,2007-12-26,5847.0,501_plus
SZ002202,2023-12-29,2007-12-26,5847.0,501_plus
SZ002203,2023-12-29,2008-01-16,5826.0,501_plus
SZ002204,2023-12-29,2008-01-16,5826.0,501_plus
SZ002205,2023-12-29,2008-01-23,5819.0,501_plus
SZ002206,2023-12-29,2008-01-23,5819.0,501_plus
SZ002207,2023-12-29,2008-01-28,5814.0,501_plus
SZ002208,2023-12-29,2008-01-28,5814.0,501_plus
SZ002209,2023-12-29,2008-01-30,5812.0,501_plus
SZ002210,2023-12-29,2008-01-30,5812.0,501_plus
SZ002211,2023-12-29,2008-02-01,5810.0,501_plus
SZ002212,2023-12-29,2008-02-01,5810.0,501_plus
SZ002213,2023-12-29,2008-02-01,5810.0,501_plus
SZ002214,2023-12-29,2008-02-18,5793.0,501_plus
SZ002215,2023-12-29,2008-02-18,5793.0,501_plus
SZ002216,2023-12-29,2008-02-20,5791.0,501_plus
SZ002217,2023-12-29,2008-02-20,5791.0,501_plus
SZ002218,2023-12-29,2008-02-28,5783.0,501_plus
SZ002219,2023-12-29,2008-03-06,5776.0,501_plus
SZ002221,2023-12-29,2008-03-06,5776.0,501_plus
SZ002222,2023-12-29,2008-03-19,5763.0,501_plus
SZ002223,2023-12-29,2008-04-18,5733.0,501_plus
SZ002224,2023-12-29,2008-04-25,5726.0,501_plus
SZ002225,2023-12-29,2008-04-25,5726.0,501_plus
SZ002226,2023-12-29,2008-05-06,5715.0,501_plus
SZ002227,2023-12-29,2008-05-06,5715.0,501_plus
SZ002228,2023-12-29,2008-05-08,5713.0,501_plus
SZ002229,2023-12-29,2008-05-08,5713.0,501_plus
SZ002230,2023-12-29,2008-05-12,5709.0,501_plus
SZ002231,2023-12-29,2008-05-12,5709.0,501_plus
SZ002232,2023-12-29,2008-05-09,5712.0,501_plus
SZ002233,2023-12-29,2008-05-16,5705.0,501_plus
SZ002234,2023-12-29,2008-05-16,5705.0,501_plus
SZ002235,2023-12-29,2008-05-16,5705.0,501_plus
SZ002236,2023-12-29,2008-05-20,5701.0,501_plus
SZ002237,2023-12-29,2008-05-20,5701.0,501_plus
SZ002238,2023-12-29,2008-05-26,5695.0,501_plus
SZ002239,2023-12-29,2008-05-22,5699.0,501_plus
SZ002240,2023-12-29,2008-05-23,5698.0,501_plus
SZ002241,2023-12-29,2008-05-22,5699.0,501_plus
SZ002242,2023-12-29,2008-05-28,5693.0,501_plus
SZ002243,2023-12-29,2008-05-28,5693.0,501_plus
SZ002244,2023-12-29,2008-05-29,5692.0,501_plus
SZ002245,2023-12-29,2008-06-05,5685.0,501_plus
SZ002246,2023-12-29,2008-06-05,5685.0,501_plus
SZ002247,2023-12-29,2008-06-12,5678.0,501_plus
SZ002248,2023-12-29,2008-06-12,5678.0,501_plus
SZ002249,2023-12-29,2008-06-19,5671.0,501_plus
SZ002250,2023-12-29,2008-06-19,5671.0,501_plus
SZ002251,2023-12-29,2008-06-19,5671.0,501_plus
SZ002252,2023-12-29,2008-06-23,5667.0,501_plus
SZ002253,2023-12-29,2008-06-23,5667.0,501_plus
SZ002254,2023-12-29,2008-06-25,5665.0,501_plus
SZ002255,2023-12-29,2008-06-25,5665.0,501_plus
SZ002256,2023-12-29,2008-06-25,5665.0,501_plus
SZ002258,2023-12-29,2008-07-08,5652.0,501_plus
SZ002259,2023-12-29,2008-07-16,5644.0,501_plus
SZ002261,2023-12-29,2008-07-23,5637.0,501_plus
SZ002262,2023-12-29,2008-07-23,5637.0,501_plus
SZ002263,2023-12-29,2008-07-28,5632.0,501_plus
SZ002264,2023-12-29,2008-07-31,5629.0,501_plus
SZ002265,2023-12-29,2008-08-06,5623.0,501_plus
SZ002266,2023-12-29,2008-08-06,5623.0,501_plus
SZ002267,2023-12-29,2008-08-13,5616.0,501_plus
SZ002268,2023-12-29,2008-08-11,5618.0,501_plus
SZ002269,2023-12-29,2008-08-28,5601.0,501_plus
SZ002270,2023-12-29,2008-09-05,5593.0,501_plus
SZ002271,2023-12-29,2008-09-10,5588.0,501_plus
SZ002272,2023-12-29,2008-09-19,5579.0,501_plus
SZ002273,2023-12-29,2008-09-19,5579.0,501_plus
SZ002274,2023-12-29,2008-09-25,5573.0,501_plus
SZ002275,2023-12-29,2009-07-10,5285.0,501_plus
SZ002276,2023-12-29,2009-07-10,5285.0,501_plus
SZ002277,2023-12-29,2009-07-17,5278.0,501_plus
SZ002278,2023-12-29,2009-08-11,5253.0,501_plus
SZ002279,2023-12-29,2009-08-11,5253.0,501_plus
SZ002280,2023-12-29,2009-08-21,5243.0,501_plus
SZ002281,2023-12-29,2009-08-21,5243.0,501_plus
SZ002282,2023-12-29,2009-08-21,5243.0,501_plus
SZ002283,2023-12-29,2009-08-21,5243.0,501_plus
SZ002284,2023-12-29,2009-08-28,5236.0,501_plus
SZ002285,2023-12-29,2009-08-28,5236.0,501_plus
SZ002286,2023-12-29,2009-08-28,5236.0,501_plus
SZ002287,2023-12-29,2009-08-28,5236.0,501_plus
SZ002288,2023-12-29,2009-09-03,5230.0,501_plus
SZ002289,2023-12-29,2009-09-03,5230.0,501_plus
SZ002290,2023-12-29,2009-09-03,5230.0,501_plus
SZ002291,2023-12-29,2009-09-03,5230.0,501_plus
SZ002292,2023-12-29,2009-09-10,5223.0,501_plus
SZ002293,2023-12-29,2009-09-10,5223.0,501_plus
SZ002294,2023-12-29,2009-09-10,5223.0,501_plus
SZ002295,2023-12-29,2009-09-29,5204.0,501_plus
SZ002296,2023-12-29,2009-09-29,5204.0,501_plus
SZ002297,2023-12-29,2009-09-29,5204.0,501_plus
SZ002298,2023-12-29,2009-09-29,5204.0,501_plus
SZ002299,2023-12-29,2009-10-21,5182.0,501_plus
SZ002300,2023-12-29,2009-10-21,5182.0,501_plus
SZ002301,2023-12-29,2009-10-21,5182.0,501_plus
SZ002302,2023-12-29,2009-11-03,5169.0,501_plus
SZ002303,2023-12-29,2009-11-03,5169.0,501_plus
SZ002304,2023-12-29,2009-11-06,5166.0,501_plus
SZ002305,2023-12-29,2009-11-06,5166.0,501_plus
SZ002306,2023-12-29,2009-11-11,5161.0,501_plus
SZ002307,2023-12-29,2009-11-11,5161.0,501_plus
SZ002308,2023-12-29,2009-11-27,5145.0,501_plus
SZ002309,2023-12-29,2009-11-27,5145.0,501_plus
SZ002310,2023-12-29,2009-11-27,5145.0,501_plus
SZ002311,2023-12-29,2009-11-27,5145.0,501_plus
SZ002312,2023-12-29,2009-12-03,5139.0,501_plus
SZ002313,2023-12-29,2009-12-03,5139.0,501_plus
SZ002314,2023-12-29,2009-12-03,5139.0,501_plus
SZ002315,2023-12-29,2009-12-09,5133.0,501_plus
SZ002316,2023-12-29,2009-12-09,5133.0,501_plus
SZ002317,2023-12-29,2009-12-11,5131.0,501_plus
SZ002318,2023-12-29,2009-12-11,5131.0,501_plus
SZ002319,2023-12-29,2009-12-11,5131.0,501_plus
SZ002320,2023-12-29,2009-12-16,5126.0,501_plus
SZ002321,2023-12-29,2009-12-16,5126.0,501_plus
SZ002322,2023-12-29,2009-12-18,5124.0,501_plus
