corrected_score_lineage_complete,corrected_score_business_payload_unchanged,unknown_board_row_count,instrument_state_critical_contracts_pass,all_consumed_direct_parent_lineage_complete,transitive_lineage_validation_ready,execution_semantics_accuracy_ready,market_cache_v2_ready,future_market_field_count,authoritative_oos_execution_ready,core_model_ready,pr5_model_training_ready,model_training_started,model_entry_hard_stop_active,historical_test_already_observed,unbiased_final_estimate
True,True,0,True,True,True,True,True,0,False,False,False,False,True,True,False
