workload_id,run_id,thread_count,repeat,wall_seconds,cpu_seconds,cpu_core_equivalent,peak_rss_mib,candidate_order_sha256,selected_candidate_sha256
split_001__strict_current_baseline,split_001__strict_current_baseline__1t__r0,1,0,423.11873320000086,451.0,1.065894664103232,1195.7578125,612f05147dd72bdbc3942b41f60ef925239936db7d60bb78a8d1a677e362d62d,3a297ec60da703b9888a3000f3d45354eae6d4a7c74ece0e8c551b8644c2f4ac
split_001__strict_current_baseline,split_001__strict_current_baseline__1t__r1,1,1,425.9304323000015,453.140625,1.0638841243464687,1216.6796875,612f05147dd72bdbc3942b41f60ef925239936db7d60bb78a8d1a677e362d62d,3a297ec60da703b9888a3000f3d45354eae6d4a7c74ece0e8c551b8644c2f4ac
split_001__strict_current_baseline,split_001__strict_current_baseline__2t__r0,2,0,305.7894836000014,628.703125,2.0559998257572425,1276.09375,612f05147dd72bdbc3942b41f60ef925239936db7d60bb78a8d1a677e362d62d,3a297ec60da703b9888a3000f3d45354eae6d4a7c74ece0e8c551b8644c2f4ac
split_001__strict_current_baseline,split_001__strict_current_baseline__2t__r1,2,1,308.0506826000019,637.265625,2.068703823738893,1286.5625,612f05147dd72bdbc3942b41f60ef925239936db7d60bb78a8d1a677e362d62d,3a297ec60da703b9888a3000f3d45354eae6d4a7c74ece0e8c551b8644c2f4ac
split_001__strict_current_baseline,split_001__strict_current_baseline__4t__r0,4,0,184.0130156999985,740.640625,4.024936074127967,1323.72265625,612f05147dd72bdbc3942b41f60ef925239936db7d60bb78a8d1a677e362d62d,3a297ec60da703b9888a3000f3d45354eae6d4a7c74ece0e8c551b8644c2f4ac
split_001__strict_current_baseline,split_001__strict_current_baseline__4t__r1,4,1,175.9341254000028,705.359375,4.0092243241400665,1345.53515625,612f05147dd72bdbc3942b41f60ef925239936db7d60bb78a8d1a677e362d62d,3a297ec60da703b9888a3000f3d45354eae6d4a7c74ece0e8c551b8644c2f4ac
split_001__strict_current_baseline,split_001__strict_current_baseline__8t__r0,8,0,116.21080050000091,901.578125,7.758126793042725,1347.578125,612f05147dd72bdbc3942b41f60ef925239936db7d60bb78a8d1a677e362d62d,3a297ec60da703b9888a3000f3d45354eae6d4a7c74ece0e8c551b8644c2f4ac
split_001__strict_current_baseline,split_001__strict_current_baseline__8t__r1,8,1,116.53743069999837,906.09375,7.775130655939652,1387.5546875,612f05147dd72bdbc3942b41f60ef925239936db7d60bb78a8d1a677e362d62d,3a297ec60da703b9888a3000f3d45354eae6d4a7c74ece0e8c551b8644c2f4ac
split_001__current_plus_existing_conditional_signal,split_001__current_plus_existing_conditional_signal__1t__r0,1,0,768.1699937999983,828.65625,1.0787407171435934,2290.953125,b26511350896ff12219ce8ca2a7afda29326796c5d9a23460ea5cea2360d3ba9,6d67affa96ba06e4122bcdab647aaf3114b5f37b3dab9c33f08f67ae28926aff
split_001__current_plus_existing_conditional_signal,split_001__current_plus_existing_conditional_signal__1t__r1,1,1,764.6422825000009,822.359375,1.075482475689538,2292.91015625,b26511350896ff12219ce8ca2a7afda29326796c5d9a23460ea5cea2360d3ba9,6d67affa96ba06e4122bcdab647aaf3114b5f37b3dab9c33f08f67ae28926aff
