stage,execution_class,execution_profile,outer_split_id,policy_id,fold,batch_index,structural_row_id,candidate_sha256,boosting_round,feature_count,train_rows,validation_rows,output_rows,wall_seconds,cpu_seconds,rss_before_mib,rss_after_mib,peak_rss_mib,execution_dtype,thread_count,cache_hit,dataset_identity_sha256,cache_key,input_date_count,cache_status,repeat
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,strict_current_baseline,,,structure_01,,,,1372311.0,,,0.5314041999990877,6.078125,1202.96875,1261.109375,1261.109375,float64,8.0,,,,,,0.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,strict_current_baseline,,,structure_01,,800.0,,1372311.0,,,19.60763080000106,155.75,1261.171875,1266.73828125,1266.73828125,float64,8.0,,,,,,0.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,strict_current_baseline,,,structure_02,,,,1372311.0,,,0.532300300001225,6.21875,1204.46484375,1267.7890625,1267.7890625,float64,8.0,,,,,,0.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,strict_current_baseline,,,structure_02,,800.0,,1372311.0,,,29.110711400000582,231.40625,1267.84765625,1272.2421875,1272.2421875,float64,8.0,,,,,,0.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,strict_current_baseline,,,structure_03,,,,1372311.0,,,0.5949622999978601,5.796875,1211.06640625,1275.5234375,1275.5234375,float64,8.0,,,,,,0.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,strict_current_baseline,,,structure_03,,800.0,,1372311.0,,,19.16858460000003,152.234375,1275.58203125,1284.19921875,1284.19921875,float64,8.0,,,,,,0.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,strict_current_baseline,,,structure_04,,,,1372311.0,,,0.5402822999967611,6.140625,1198.22265625,1280.1171875,1280.1171875,float64,8.0,,,,,,0.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,strict_current_baseline,,,structure_04,,800.0,,1372311.0,,,34.90703399999984,276.5625,1280.17578125,1290.66796875,1290.66796875,float64,8.0,,,,,,0.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,strict_current_baseline,,,structure_01,,,,1372311.0,,,0.5450380000002042,6.34375,1216.91015625,1297.31640625,1297.31640625,float64,8.0,,,,,,1.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,strict_current_baseline,,,structure_01,,800.0,,1372311.0,,,19.762149900001532,157.046875,1297.375,1302.48828125,1302.48828125,float64,8.0,,,,,,1.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,strict_current_baseline,,,structure_02,,,,1372311.0,,,0.5427884999990056,6.171875,1242.9609375,1304.98046875,1304.98046875,float64,8.0,,,,,,1.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,strict_current_baseline,,,structure_02,,800.0,,1372311.0,,,29.226692600001115,232.125,1305.0390625,1309.75,1309.75,float64,8.0,,,,,,1.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,strict_current_baseline,,,structure_03,,,,1372311.0,,,0.5320472999992489,6.34375,1228.71484375,1310.671875,1310.671875,float64,8.0,,,,,,1.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,strict_current_baseline,,,structure_03,,800.0,,1372311.0,,,19.188864399999147,152.25,1310.73046875,1319.75390625,1319.75390625,float64,8.0,,,,,,1.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,strict_current_baseline,,,structure_04,,,,1372311.0,,,0.5396613000011712,6.21875,1255.765625,1318.30078125,1318.30078125,float64,8.0,,,,,,1.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,strict_current_baseline,,,structure_04,,800.0,,1372311.0,,,35.052704099998664,278.421875,1318.359375,1328.078125,1328.078125,float64,8.0,,,,,,1.0
feature_loading,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,,,,,,,,4.521587400002318,4.421875,734.8046875,734.82421875,734.82421875,float64,,,,,,,
projection_spool_cache_validation,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,,,,,,,,,0.0001021999996737577,0.0,734.828125,734.828125,734.828125,float64,,False,,44b74c0af27fa5abd200b0abb387b1b062ce5e2bd567022b61d19b82e7731ef8,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,0.0,,,,,,,80000.0,3.308353200001875,4.546875,734.828125,864.6875,864.6875,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,0.0,,,,,,,80000.0,0.14498140000068815,0.140625,864.6875,925.2109375,925.2109375,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,0.0,,,,,,,79756.0,0.6016009999984817,0.6875,970.0546875,780.796875,970.0546875,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,1.0,,,,,,,80000.0,3.0906009999998787,4.0625,780.796875,1013.59765625,1013.59765625,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,1.0,,,,,,,80000.0,0.16613739999957033,0.15625,1013.59765625,1013.59765625,1013.59765625,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,1.0,,,,,,,79752.0,0.636022700000467,0.6875,1013.640625,820.984375,1013.640625,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,2.0,,,,,,,80000.0,3.088289799998165,4.078125,820.984375,1022.5859375,1022.5859375,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,2.0,,,,,,,80000.0,0.12791329999890877,0.125,1022.5859375,1022.89453125,1022.89453125,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,2.0,,,,,,,79717.0,0.6069243000019924,0.625,1017.26953125,833.6953125,1017.26953125,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,3.0,,,,,,,79983.0,3.1546076000013272,4.125,833.6953125,1034.85546875,1034.85546875,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,3.0,,,,,,,79983.0,0.1354791000012483,0.1875,1034.85546875,1033.4375,1034.85546875,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,3.0,,,,,,,79771.0,0.5943073000016739,0.625,1033.46875,843.44140625,1033.46875,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,4.0,,,,,,,79998.0,3.28084139999919,4.453125,843.44140625,1049.99609375,1049.99609375,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,4.0,,,,,,,79998.0,0.12855800000033923,0.125,1049.99609375,1050.0078125,1050.0078125,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,4.0,,,,,,,79817.0,0.5920886999992945,0.640625,1047.3203125,859.80859375,1047.3203125,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,5.0,,,,,,,80000.0,3.1409785999967426,4.078125,859.80859375,1016.12890625,1016.12890625,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,5.0,,,,,,,80000.0,0.1380739000014728,0.140625,1016.12890625,1031.48046875,1031.48046875,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,5.0,,,,,,,79762.0,0.6984932999985176,0.71875,1029.28125,840.203125,1029.28125,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,6.0,,,,,,,80000.0,3.1612681999977212,4.328125,840.203125,1058.25,1058.25,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,6.0,,,,,,,80000.0,0.14369079999960377,0.140625,1058.25,1058.3125,1058.3125,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,6.0,,,,,,,79838.0,0.6444078999993508,0.703125,1057.234375,866.63671875,1057.234375,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,7.0,,,,,,,80000.0,3.2146740999996837,4.53125,866.63671875,1054.4453125,1054.4453125,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,7.0,,,,,,,80000.0,0.14194660000066506,0.140625,1054.4453125,1054.4453125,1054.4453125,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,7.0,,,,,,,79526.0,0.5961075000013807,0.609375,1054.26953125,871.96484375,1054.26953125,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,8.0,,,,,,,79983.0,3.294985499996983,4.328125,871.96484375,1030.69921875,1030.69921875,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,8.0,,,,,,,79983.0,0.13828909999938332,0.15625,1030.69921875,1044.79296875,1044.79296875,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,8.0,,,,,,,79742.0,0.5926409000021522,0.609375,1044.05859375,849.921875,1044.05859375,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,9.0,,,,,,,80000.0,3.117245199999161,4.09375,849.921875,1088.59765625,1088.59765625,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,9.0,,,,,,,80000.0,0.12722500000018044,0.125,1088.59765625,1088.609375,1088.609375,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,9.0,,,,,,,79829.0,0.70736389999729,0.703125,1086.20703125,870.63671875,1086.20703125,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,10.0,,,,,,,80000.0,3.1829716000029293,4.25,870.63671875,1072.6796875,1072.6796875,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,10.0,,,,,,,80000.0,0.1320941000012681,0.140625,1072.6796875,1072.6796875,1072.6796875,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,10.0,,,,,,,79753.0,0.5976867999997921,0.59375,1072.66015625,877.90234375,1072.66015625,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,11.0,,,,,,,80000.0,3.255084500000521,4.5,877.90234375,1017.94140625,1017.94140625,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,11.0,,,,,,,80000.0,0.13327529999878607,0.125,1017.94140625,1033.28125,1033.28125,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,11.0,,,,,,,79839.0,0.632582199999888,0.609375,1032.6171875,856.1796875,1032.6171875,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,12.0,,,,,,,79985.0,3.212106399998447,4.265625,856.1796875,1095.5703125,1095.5703125,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,12.0,,,,,,,79985.0,0.13896930000191787,0.15625,1095.5703125,1095.5625,1095.5703125,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,12.0,,,,,,,79932.0,0.6273094999996829,0.609375,1094.39453125,882.27734375,1094.39453125,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,13.0,,,,,,,79981.0,3.357858200000919,6.21875,882.27734375,1210.69140625,1210.69140625,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,13.0,,,,,,,79981.0,0.19890490000034333,0.296875,1210.69140625,1209.75,1210.69140625,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,13.0,,,,,,,79635.0,0.6944121000015002,0.71875,1208.359375,886.390625,1208.359375,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,14.0,,,,,,,79964.0,3.046713000003365,4.125,886.390625,1039.9609375,1039.9609375,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,14.0,,,,,,,79964.0,0.1349781000026269,0.125,1039.9609375,1054.6640625,1054.6640625,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,14.0,,,,,,,79768.0,0.5868446000022232,0.609375,1053.87109375,855.89453125,1053.87109375,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,15.0,,,,,,,79996.0,3.248860399999103,4.453125,855.89453125,1059.71875,1059.71875,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,15.0,,,,,,,79996.0,0.1386912999987544,0.140625,1059.71875,1059.73828125,1059.73828125,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,15.0,,,,,,,79964.0,0.5667525999997451,0.609375,1055.1875,881.1171875,1055.1875,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,16.0,,,,,,,80000.0,3.2681922000010672,4.6875,881.1171875,1086.7421875,1086.7421875,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,16.0,,,,,,,80000.0,0.17644300000029034,0.1875,1086.7421875,1086.7421875,1086.7421875,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,16.0,,,,,,,79925.0,0.9637514000023657,0.953125,1086.71875,886.55859375,1086.71875,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,17.0,,,,,,,16000.0,2.340987200001109,3.484375,886.55859375,1046.42578125,1046.42578125,float64,,,,,8.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,17.0,,,,,,,16000.0,0.08216339999853517,0.109375,1046.42578125,953.68359375,1046.42578125,float64,,,,,8.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,17.0,,,,,,,15985.0,0.14695570000185398,0.140625,922.69921875,721.3359375,922.69921875,float64,,,,,,,
projection_spool_cache_publish,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,,,,,,,,1372311.0,3.400000059627928e-05,0.0,700.9140625,700.9140625,700.9140625,float64,,False,,44b74c0af27fa5abd200b0abb387b1b062ce5e2bd567022b61d19b82e7731ef8,,miss,
projection_spool_cache_validation,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,validation,,,,,,,,,9.449999924981967e-05,0.0,697.97265625,697.97265625,697.97265625,float64,,False,,8621a755cdaf317aa2ede1f39394138a183eaa85c67b4071c9aaf77e9dfccbbc,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,validation,0.0,,,,,,,80000.0,3.469089400001394,4.5,696.97265625,1003.75390625,1003.75390625,float64,,,,,40.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,validation,0.0,,,,,,,80000.0,0.17985540000154288,0.1875,1003.75390625,1048.53125,1048.53125,float64,,,,,40.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,validation,0.0,,,,,,,79923.0,0.6331256000012218,0.65625,1093.10546875,886.5703125,1093.10546875,float64,,,,,,,
feature_projection,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,validation,1.0,,,,,,,73972.0,3.186734399998386,4.03125,886.5703125,1031.03125,1031.03125,float64,,,,,37.0,,
label_loading_and_join,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,validation,1.0,,,,,,,73972.0,0.13773260000016307,0.140625,1031.03125,1039.6796875,1039.6796875,float64,,,,,37.0,,
feature_spooling,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,validation,1.0,,,,,,,73720.0,0.583529899999121,0.59375,1036.625,843.64453125,1036.625,float64,,,,,,,
projection_spool_cache_publish,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,validation,,,,,,,,153643.0,1.7400001524947584e-05,0.0,712.2421875,712.2421875,712.2421875,float64,,False,,8621a755cdaf317aa2ede1f39394138a183eaa85c67b4071c9aaf77e9dfccbbc,,miss,
preprocessing_fit,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,,,,,,,,,21.014654000002338,23.09375,712.2421875,809.3984375,809.3984375,float64,,,,,,,
train_transform,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,,,,,,,,,4.468788599999243,6.515625,809.3984375,2057.40625,2057.40625,float64,,,,,,,
validation_transform,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,validation,,,,,,,,,0.44860310000149184,0.625,2057.40625,2180.3828125,2180.3828125,float64,,,,,,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,,,1372311.0,,,1.4665902000015194,14.640625,1981.38671875,2132.3046875,2132.3046875,float64,1.0,,,,,,0.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,800.0,,1372311.0,,,132.83379609999974,134.390625,2132.32421875,2139.3828125,2139.3828125,float64,1.0,,,,,,0.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_02,,,,1372311.0,,,1.1642329999995127,12.75,2008.52734375,2228.35546875,2228.35546875,float64,1.0,,,,,,0.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_02,,800.0,,1372311.0,,,211.81886100000338,214.484375,2228.375,2197.6796875,2228.375,float64,1.0,,,,,,0.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_03,,,,1372311.0,,,1.1335967000013625,12.78125,2053.23828125,2203.7421875,2203.7421875,float64,1.0,,,,,,0.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_03,,800.0,,1372311.0,,,124.25023440000223,126.046875,2203.76171875,2192.41015625,2203.76171875,float64,1.0,,,,,,0.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,,,1372311.0,,,1.1487731000015629,13.09375,2051.52734375,2204.51171875,2204.51171875,float64,1.0,,,,,,0.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,800.0,,1372311.0,,,253.2856576999984,259.6875,2204.53125,2204.33203125,2204.53125,float64,1.0,,,,,,0.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,,,1372311.0,,,1.2184636999991199,12.828125,2062.0859375,2209.55859375,2209.55859375,float64,1.0,,,,,,1.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,800.0,,1372311.0,,,129.25431509999908,130.953125,2209.578125,2209.29296875,2209.578125,float64,1.0,,,,,,1.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_02,,,,1372311.0,,,1.1414724999995087,13.140625,2066.94140625,2216.4375,2216.4375,float64,1.0,,,,,,1.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_02,,800.0,,1372311.0,,,211.18768160000036,214.203125,2216.45703125,2216.19140625,2216.45703125,float64,1.0,,,,,,1.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_03,,,,1372311.0,,,1.1312638000017614,12.84375,1979.76953125,2222.765625,2222.765625,float64,1.0,,,,,,1.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_03,,800.0,,1372311.0,,,125.5952251000017,127.5625,2222.78515625,2222.5546875,2222.78515625,float64,1.0,,,,,,1.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,,,1372311.0,,,1.1177105999995547,13.0625,2080.42578125,2230.3125,2230.3125,float64,1.0,,,,,,1.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,800.0,,1372311.0,,,252.6829833999982,256.375,2230.33203125,2225.9375,2230.33203125,float64,1.0,,,,,,1.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,,,1372311.0,,,1.1296196000002965,13.140625,1991.12890625,2234.21484375,2234.21484375,float64,2.0,,,,,,0.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,800.0,,1372311.0,,,94.4687690000028,189.421875,2234.234375,2234.12890625,2234.234375,float64,2.0,,,,,,0.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_02,,,,1372311.0,,,1.0991232000014861,12.78125,2092.1640625,2241.4765625,2241.4765625,float64,2.0,,,,,,0.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_02,,800.0,,1372311.0,,,153.28865249999944,307.9375,2241.49609375,2241.16796875,2241.49609375,float64,2.0,,,,,,0.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_03,,,,1372311.0,,,1.1828735999988567,12.234375,2098.9453125,2250.9140625,2250.9140625,float64,2.0,,,,,,0.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_03,,800.0,,1372311.0,,,91.08178210000187,182.875,2250.93359375,2250.671875,2250.93359375,float64,2.0,,,,,,0.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,,,1372311.0,,,1.1178633000017726,13.25,2108.375,2162.91796875,2162.91796875,float64,2.0,,,,,,0.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,800.0,,1372311.0,,,182.60871940000288,365.40625,2162.9375,2177.44140625,2177.44140625,float64,2.0,,,,,,0.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,,,1372311.0,,,1.1254986000021745,13.015625,2046.91015625,2259.14453125,2259.14453125,float64,2.0,,,,,,1.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,800.0,,1372311.0,,,93.6210691999986,187.203125,2259.1640625,2258.90234375,2259.1640625,float64,2.0,,,,,,1.0
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_02,,,,1372311.0,,,1.1284897000005003,12.96875,2112.64453125,2264.16015625,2264.16015625,float64,2.0,,,,,,1.0
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_02,,800.0,,1372311.0,,,152.52821409999888,305.34375,2264.1796875,2263.9140625,2264.1796875,float64,2.0,,,,,,1.0
