factor,valid_rows,total_rows,coverage,missing_rate,min,max,mean
alpha158_RESI30,1598065,1603860,0.9963868417442919,0.003613158255708071,-1.0106923580169678,2.5372321605682373,-2.8539141567307524e-05
alpha158_RESI60,1598088,1603860,0.9964011821480678,0.003598817851932168,-8.263712882995605,3.329490900039673,-0.0021582236513495445
alpha158_MAX5,1598099,1603860,0.9964080406020476,0.0035919593979524267,1.0,2.6566195487976074,1.0484566688537598
alpha158_MAX10,1598099,1603860,0.9964080406020476,0.0035919593979524267,1.0,3.804877996444702,1.072113275527954
alpha158_MAX20,1598099,1603860,0.9964080406020476,0.0035919593979524267,1.0,7.374009609222412,1.1076850891113281
alpha158_MAX30,1598099,1603860,0.9964080406020476,0.0035919593979524267,1.0,15.826530456542969,1.1370348930358887
alpha158_MAX60,1598099,1603860,0.9964080406020476,0.0035919593979524267,1.0,21.915348052978516,1.2062989473342896
alpha158_MIN5,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.39559149742126465,1.0,0.9593727588653564
alpha158_MIN10,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.23440688848495483,1.0,0.942693293094635
alpha158_MIN20,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.20251043140888214,1.0,0.9212343692779541
alpha158_MIN30,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.16702041029930115,1.0,0.9057136178016663
alpha158_MIN60,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.07002496719360352,1.0,0.8729406595230103
alpha158_QTLU5,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.7895890474319458,2.0439999103546143,1.0165741443634033
alpha158_QTLU10,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.7208296656608582,3.15742564201355,1.027449369430542
alpha158_QTLU20,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.5323182940483093,4.94516658782959,1.0427350997924805
alpha158_QTLU30,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.4714708924293518,12.564705848693848,1.054879903793335
alpha158_QTLU60,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.21343883872032166,19.189115524291992,1.0819238424301147
alpha158_QTLD5,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.5593235492706299,1.2067415714263916,0.9857227802276611
alpha158_QTLD10,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.3263213336467743,1.4988235235214233,0.977965235710144
alpha158_QTLD20,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.26968327164649963,2.617647171020508,0.9693837761878967
alpha158_QTLD30,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.19363918900489807,10.0045747756958,0.9639959931373596
alpha158_QTLD60,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.07716689258813858,11.714118003845215,0.953292727470398
alpha158_RANK5,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.20000000298023224,1.0,0.5824756622314453
alpha158_RANK10,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.10000000149011612,1.0,0.529475748538971
alpha158_RANK20,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.05000000074505806,1.0,0.4985816776752472
alpha158_RANK30,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.03333333507180214,1.0,0.48443591594696045
alpha158_RANK60,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.01666666753590107,1.0,0.4670584499835968
alpha158_RSV5,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.0,1.0,0.4623105227947235
alpha158_RSV10,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.0,1.0,0.4560740292072296
alpha158_RSV20,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.0,1.0,0.4443691670894623
alpha158_RSV30,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.0,1.0,0.4341250956058502
alpha158_RSV60,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.0,1.0,0.41346055269241333
alpha158_IMAX5,1599792,1603860,0.9974636190191164,0.0025363809808836013,0.20000000298023224,1.0,0.5601084232330322
alpha158_IMAX10,1600794,1603860,0.9980883618270922,0.001911638172907848,0.10000000149011612,1.0,0.5068233013153076
alpha158_IMAX20,1601434,1603860,0.9984873991495518,0.0015126008504482424,0.05000000074505806,1.0,0.47712257504463196
alpha158_IMAX30,1601755,1603860,0.9986875413065979,0.0013124586934021298,0.03333333507180214,1.0,0.46480223536491394
alpha158_IMAX60,1601954,1603860,0.9988116169740501,0.001188383025949924,0.01666666753590107,1.0,0.4507887065410614
alpha158_IMIN5,1599792,1603860,0.9974636190191164,0.0025363809808836013,0.20000000298023224,1.0,0.6028907299041748
alpha158_IMIN10,1600794,1603860,0.9980883618270922,0.001911638172907848,0.10000000149011612,1.0,0.5530543923377991
alpha158_IMIN20,1601434,1603860,0.9984873991495518,0.0015126008504482424,0.05000000074505806,1.0,0.5313034057617188
alpha158_IMIN30,1601755,1603860,0.9986875413065979,0.0013124586934021298,0.03333333507180214,1.0,0.5255212783813477
alpha158_IMIN60,1601954,1603860,0.9988116169740501,0.001188383025949924,0.01666666753590107,1.0,0.5140513777732849
alpha158_IMXD5,1599792,1603860,0.9974636190191164,0.0025363809808836013,-0.800000011920929,0.800000011920929,-0.04278206080198288
alpha158_IMXD10,1600794,1603860,0.9980883618270922,0.001911638172907848,-0.8999999761581421,0.8999999761581421,-0.04623124748468399
alpha158_IMXD20,1601434,1603860,0.9984873991495518,0.0015126008504482424,-0.949999988079071,0.949999988079071,-0.0541808046400547
alpha158_IMXD30,1601755,1603860,0.9986875413065979,0.0013124586934021298,-0.9666666388511658,0.9666666388511658,-0.06071918085217476
alpha158_IMXD60,1601954,1603860,0.9988116169740501,0.001188383025949924,-0.9833333492279053,0.9833333492279053,-0.06326262652873993
alpha158_CORR5,1599080,1603860,0.9970196899978802,0.002980310002119846,-1.0,1.0,0.28378450870513916
alpha158_CORR10,1600434,1603860,0.9978639033332086,0.002136096666791376,-1.0,1.0,0.33016759157180786
alpha158_CORR20,1601331,1603860,0.9984231790804684,0.0015768209195315963,-1.0,1.0,0.3726924955844879
alpha158_CORR30,1601697,1603860,0.9986513785492499,0.0013486214507500982,-1.0,1.0,0.3986252546310425
alpha158_CORR60,1601942,1603860,0.998804135024254,0.001195864975745975,-1.0,1.0,0.4419131577014923
alpha158_CORD5,1598818,1603860,0.9968563340939982,0.0031436659060017913,-1.0,1.0,0.21142250299453735
alpha158_CORD10,1600242,1603860,0.9977441921364708,0.002255807863529191,-1.0,1.000000238418579,0.24415181577205658
alpha158_CORD20,1601269,1603860,0.9983845223398551,0.001615477660144915,-1.0,1.0,0.2668569087982178
alpha158_CORD30,1601661,1603860,0.9986289326998616,0.0013710673001383622,-1.0,1.0,0.2770615220069885
alpha158_CORD60,1601931,1603860,0.9987972765702742,0.0012027234297258271,-1.0,1.0,0.2926253378391266
alpha158_CNTP5,1603860,1603860,1.0,0.0,0.0,1.0,0.46305835247039795
alpha158_CNTP10,1603860,1603860,1.0,0.0,0.0,1.0,0.4618840217590332
alpha158_CNTP20,1603860,1603860,1.0,0.0,0.0,0.949999988079071,0.46110799908638
alpha158_CNTP30,1603860,1603860,1.0,0.0,0.0,0.8666666746139526,0.46114763617515564
alpha158_CNTP60,1603860,1603860,1.0,0.0,0.0,0.7833333611488342,0.46247389912605286
alpha158_CNTN5,1603860,1603860,1.0,0.0,0.0,1.0,0.49548786878585815
alpha158_CNTN10,1603860,1603860,1.0,0.0,0.0,1.0,0.49663880467414856
alpha158_CNTN20,1603860,1603860,1.0,0.0,0.0,1.0,0.49730026721954346
alpha158_CNTN30,1603860,1603860,1.0,0.0,0.0,0.9666666388511658,0.49722132086753845
alpha158_CNTN60,1603860,1603860,1.0,0.0,0.0,0.800000011920929,0.496106892824173
alpha158_CNTD5,1603860,1603860,1.0,0.0,-1.0,1.0,-0.03242950141429901
alpha158_CNTD10,1603860,1603860,1.0,0.0,-1.0,1.0,-0.03475477546453476
alpha158_CNTD20,1603860,1603860,1.0,0.0,-1.0,0.8999999761581421,-0.03619224578142166
alpha158_CNTD30,1603860,1603860,1.0,0.0,-0.9666666388511658,0.7666666507720947,-0.03607379272580147
alpha158_CNTD60,1603860,1603860,1.0,0.0,-0.6333333253860474,0.5833333134651184,-0.03363285958766937
alpha158_SUMP5,1599492,1603860,0.9972765702742135,0.0027234297257865414,0.0,1.0,0.48166754841804504
alpha158_SUMP10,1600612,1603860,0.9979748855885177,0.0020251144114823427,0.0,1.0,0.48375436663627625
alpha158_SUMP20,1601379,1603860,0.9984531068796528,0.0015468931203471703,0.0,1.0,0.4846092760562897
alpha158_SUMP30,1601721,1603860,0.9986663424488421,0.0013336575511578852,0.0,1.0,0.48531317710876465
alpha158_SUMP60,1601943,1603860,0.9988047585200703,0.0011952414799296651,0.0,1.0,0.48839691281318665
alpha158_SUMN5,1599492,1603860,0.9972765702742135,0.0027234297257865414,0.0,1.0,0.5183061957359314
alpha158_SUMN10,1600612,1603860,0.9979748855885177,0.0020251144114823427,0.0,1.0,0.516242504119873
alpha158_SUMN20,1601379,1603860,0.9984531068796528,0.0015468931203471703,0.0,1.0,0.5153886675834656
alpha158_SUMN30,1601721,1603860,0.9986663424488421,0.0013336575511578852,0.0,1.0,0.5146867632865906
alpha158_SUMN60,1601943,1603860,0.9988047585200703,0.0011952414799296651,0.0,1.0,0.5116031169891357
alpha158_SUMD5,1599492,1603860,0.9972765702742135,0.0027234297257865414,-1.0,1.0,-0.036638811230659485
alpha158_SUMD10,1600612,1603860,0.9979748855885177,0.0020251144114823427,-1.0,1.0,-0.03248821943998337
alpha158_SUMD20,1601379,1603860,0.9984531068796528,0.0015468931203471703,-1.0,1.0,-0.030779797583818436
alpha158_SUMD30,1601721,1603860,0.9986663424488421,0.0013336575511578852,-1.0,1.0,-0.029373720288276672
alpha158_SUMD60,1601943,1603860,0.9988047585200703,0.0011952414799296651,-1.0,1.0,-0.02320634014904499
alpha158_VMA5,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.20164939761161804,1618.67626953125,1.1138373613357544
alpha158_VMA10,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.10083597898483276,1183.269287109375,1.1733272075653076
alpha158_VMA20,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.052823733538389206,1211.0296630859375,1.2390387058258057
alpha158_VMA30,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.040425192564725876,8429.7607421875,1.30170476436615
alpha158_VMA60,1598099,1603860,0.9964080406020476,0.0035919593979524267,0.03876377269625664,31058.560546875,1.4164241552352905
alpha158_VSTD5,1597799,1603860,0.9962209918571446,0.003779008142855367,0.0014736070297658443,3220.1064453125,0.35382184386253357
alpha158_VSTD10,1597917,1603860,0.9962945643634731,0.0037054356365269214,0.0014736070297658443,2492.904052734375,0.4559973478317261
alpha158_VSTD20,1598044,1603860,0.9963737483321486,0.0036262516678513546,0.009891241788864136,1676.057373046875,0.5759204030036926
alpha158_VSTD30,1598065,1603860,0.9963868417442919,0.003613158255708071,0.009891241788864136,11020.8408203125,0.680790364742279
alpha158_VSTD60,1598088,1603860,0.9964011821480678,0.003598817851932168,0.10221332311630249,22687.6484375,0.8724732398986816
alpha158_WVMA5,1598853,1603860,0.9968781564475703,0.003121843552429726,0.0,2.2360680103302,0.9298482537269592
alpha158_WVMA10,1600243,1603860,0.9977448156322871,0.0022551843677128813,0.003386853961274028,3.1622776985168457,1.079909324645996
alpha158_WVMA20,1601269,1603860,0.9983845223398551,0.001615477660144915,0.003386853961274028,4.338436126708984,1.2521367073059082
alpha158_WVMA30,1601661,1603860,0.9986289326998616,0.0013710673001383622,0.023812688887119293,5.242597579956055,1.3677109479904175
alpha158_WVMA60,1601931,1603860,0.9987972765702742,0.0012027234297258271,0.17087829113006592,6.563094615936279,1.5859392881393433
alpha158_VSUMP5,1599492,1603860,0.9972765702742135,0.0027234297257865414,0.0,1.0,0.478233277797699
alpha158_VSUMP10,1600612,1603860,0.9979748855885177,0.0020251144114823427,0.0,1.0,0.48999184370040894
alpha158_VSUMP20,1601379,1603860,0.9984531068796528,0.0015468931203471703,0.0,1.0,0.4956378638744354
alpha158_VSUMP30,1601721,1603860,0.9986663424488421,0.0013336575511578852,0.0,1.0,0.49718528985977173
alpha158_VSUMP60,1601943,1603860,0.9988047585200703,0.0011952414799296651,0.0,1.0,0.49818527698516846
alpha158_VSUMN5,1599492,1603860,0.9972765702742135,0.0027234297257865414,0.0,1.0,0.521766722202301
alpha158_VSUMN10,1600612,1603860,0.9979748855885177,0.0020251144114823427,0.0,1.0,0.5100081562995911
alpha158_VSUMN20,1601379,1603860,0.9984531068796528,0.0015468931203471703,0.0,1.0,0.504362165927887
alpha158_VSUMN30,1601721,1603860,0.9986663424488421,0.0013336575511578852,0.0,1.0,0.5028147101402283
alpha158_VSUMN60,1601943,1603860,0.9988047585200703,0.0011952414799296651,0.0,1.0,0.5018147230148315
alpha158_VSUMD5,1599492,1603860,0.9972765702742135,0.0027234297257865414,-1.0,1.0,-0.04353342205286026
alpha158_VSUMD10,1600612,1603860,0.9979748855885177,0.0020251144114823427,-1.0,1.0,-0.020015878602862358
alpha158_VSUMD20,1601379,1603860,0.9984531068796528,0.0015468931203471703,-1.0,1.0,-0.00872413907200098
alpha158_VSUMD30,1601721,1603860,0.9986663424488421,0.0013336575511578852,-1.0,1.0,-0.005629365332424641
alpha158_VSUMD60,1601943,1603860,0.9988047585200703,0.0011952414799296651,-1.0,1.0,-0.0036294618621468544
