factor,registry_name,category,stage,enabled,runnable,strict_runnable,holdout,catalog_status,expected_direction,source_project,license,compute_adapter,promotable,holdout_reason,valid_rows,total_rows,coverage,missing_rate,expression_validation_status,alphalens_status,jqfactor_status,qlib_status,failure_steps,failure_systems,context_failed_count,context_pass_count,context_skipped_non_informative_count,alphalens_rank_ic_10d,alphalens_rank_ic_20d,alphalens_rank_icir_10d,alphalens_rank_icir_20d,alphalens_rank_ic_win_rate_10d,alphalens_rank_ic_win_rate_20d,jqfactor_rank_ic_10d,jqfactor_rank_ic_20d,jqfactor_rank_icir_10d,jqfactor_rank_icir_20d,jqfactor_rank_ic_win_rate_10d,jqfactor_rank_ic_win_rate_20d,qlib_rank_ic_10d,qlib_rank_ic_20d,qlib_rank_icir_10d,qlib_rank_icir_20d,qlib_rank_ic_win_rate_10d,qlib_rank_ic_win_rate_20d,alphalens_quantile_spread_10d,alphalens_quantile_spread_20d,alphalens_monotonicity_10d,alphalens_monotonicity_20d,alphalens_turnover_mean_top_1d,alphalens_turnover_mean_top_5d,alphalens_rank_autocorr_mean_10d,alphalens_rank_autocorr_mean_1d,alphalens_rank_autocorr_mean_5d,jqfactor_quantile_spread_10d,jqfactor_quantile_spread_20d,jqfactor_monotonicity_10d,jqfactor_monotonicity_20d,jqfactor_turnover_mean_top_1,jqfactor_turnover_mean_top_5,qlib_mean_10d,qlib_mean_20d,qlib_std_10d,qlib_std_20d,qlib_annualized_return_10d,qlib_annualized_return_20d,qlib_information_ratio_10d,qlib_information_ratio_20d,qlib_max_drawdown_10d,qlib_max_drawdown_20d,context_raw_index_segment_min_rank_ic_10d,context_raw_index_segment_min_rank_ic_20d,context_raw_index_segment_mean_rank_ic_10d,context_raw_index_segment_mean_rank_ic_20d,strongest_corr_factor,strongest_corr,strongest_abs_corr,evaluation_gate,metric_judgement_policy
alpha158_MA60,alpha158_MA60,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.06776697615652795,0.08693868460434497,0.40414497397663846,0.5219141318880838,0.6253443526170799,0.6831955922865014,0.06776697615652795,0.08693868460434497,0.40414497397663846,0.5219141318880838,0.6253443526170799,0.6831955922865014,0.06728976686818929,0.08671420747566977,0.4014017703611186,0.520831918408508,0.6239669421487604,0.6831955922865014,0.0078088032224468,0.015049793571532799,0.8999999999999998,0.9999999999999999,0.17924695782102504,0.2674023500414171,0.7999472563603248,0.9713759180416739,0.9110987740426988,0.007808803252023501,0.0150497937060975,0.8999999999999998,0.9999999999999999,0.18156050927160491,0.32748682565496073,0.0672897668681893,0.0867142074756697,0.1676369459149432,0.1664917306539892,16.014964514629053,20.637981379209403,6.192524908086488,8.035003494801641,-5.6309896384375175,-6.7831227337274775,0.039383484489094,0.0571203301037922,0.057206788933329325,0.0731400672969869,alpha158_QTLU60,0.9412051447195879,0.9412051447195879,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_MAX10,alpha158_MAX10,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.026405084243485238,-0.039678823458105875,-0.17905676499630008,-0.2836489820843349,0.41597796143250687,0.39944903581267216,-0.026405084243485238,-0.039678823458105875,-0.17905676499630008,-0.2836489820843349,0.41597796143250687,0.39944903581267216,-0.026566357979701666,-0.039683457733824055,-0.18030575455022121,-0.28370768793684287,0.41597796143250687,0.39807162534435264,-0.000809794326071,-0.0035638972012271,0.0,-0.8999999999999998,0.2634780377726975,0.4552491846830511,0.28235498874602927,0.8350329612890589,0.5947859338947824,-0.0008097943749041,-0.0035638970514190998,0.0,-0.8999999999999998,0.26676278119989005,0.5884895988111032,-0.0265663579797016,-0.039683457733824,0.1473405995608534,0.1398744532529486,-6.322793199168998,-9.444662940650128,-2.7816217031605968,-4.376829037360681,-20.9967983309501,-28.59196128292292,-0.0362076505602371,-0.0528513066766736,-0.023389418823443624,-0.037700316280628976,alpha158_QTLU10,0.8112737263970718,0.8112737263970718,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_MAX20,alpha158_MAX20,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.02285200237452128,-0.02590812617308369,-0.15338328377457155,-0.19117680780523533,0.4035812672176309,0.41735537190082644,-0.02285200237452128,-0.02590812617308369,-0.15338328377457155,-0.19117680780523533,0.4035812672176309,0.41735537190082644,-0.023079215214764567,-0.02595237282359428,-0.15504991417819036,-0.19160082383913887,0.4035812672176309,0.41735537190082644,-0.0009673001017062,-0.0013592756214633,-0.49999999999999994,-0.09999999999999999,0.20468099259418857,0.33583583203026424,0.5323809475201962,0.9063741985326829,0.757228230249873,-0.0009673002338774,-0.0013592756340428,-0.49999999999999994,-0.09999999999999999,0.20612836968204412,0.43008822958825416,-0.0230792152147645,-0.0259523728235942,0.1488502288897812,0.1354502152108853,-5.492853221113969,-6.176664732015441,-2.3919935746205674,-2.9558735452669724,-17.640177657501525,-19.91579265985754,-0.03608071632099,-0.0416081606078173,-0.0212027786491905,-0.02620100723395815,alpha158_MAX30,0.8806665627770739,0.8806665627770739,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_MAX30,alpha158_MAX30,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.011409244274592405,-0.011913245879004176,-0.0731606017943395,-0.08256443631207182,0.4201101928374656,0.45041322314049587,-0.011409244274592405,-0.011913245879004176,-0.0731606017943395,-0.08256443631207182,0.4201101928374656,0.45041322314049587,-0.011688701340280166,-0.012013143927426454,-0.07501136976358772,-0.0833471897976143,0.4228650137741047,0.453168044077135,0.00020446413979519995,0.0010257100888183,0.3,0.39999999999999997,0.18034108312326586,0.28963657130701304,0.6436101508075942,0.9334844987082029,0.821783854103477,0.00020446400097730001,0.0010257102268521,0.3,0.39999999999999997,0.18198355156092785,0.3658569968533633,-0.0116887013402801,-0.0120131439274264,0.155825728514481,0.1441337609173995,-2.781910918986682,-2.859128254727498,-1.1572190507102385,-1.2858178188312577,-10.144422574357533,-14.83831350151342,-0.0266378264443574,-0.0275787156763783,-0.0109794226782401,-0.01386407281480555,alpha158_MAX20,0.8806665627770739,0.8806665627770739,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_MAX5,alpha158_MAX5,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.03392377304065361,-0.04610095065718862,-0.2342706425378125,-0.32169475218335375,0.39944903581267216,0.38016528925619836,-0.03392377304065361,-0.04610095065718862,-0.2342706425378125,-0.32169475218335375,0.39944903581267216,0.38016528925619836,-0.03405779777374183,-0.04612509922455428,-0.23534295292266824,-0.32186300714775,0.39669421487603307,0.3774104683195592,-0.0007393669800289,-0.0039295058165383,-0.7,-0.8999999999999998,0.3628174902231286,0.6245259644863499,0.18979804335981795,0.714754306641579,0.3660353890583124,-0.00073936680322,-0.0039295059587297,-0.7,-0.8999999999999998,0.36700369957256906,0.7432792220016131,-0.0340577977737418,-0.0461250992245542,0.1447156048260044,0.143306618655249,-8.105755870150555,-10.97777361544392,-3.630694245830399,-4.9654606330234685,-25.332645351705505,-33.293408013111154,-0.0398366706718014,-0.055946630733843,-0.030617726084622023,-0.043639371526861676,alpha158_MAX10,0.8041882937511543,0.8041882937511543,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_MAX60,alpha158_MAX60,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.00439046701751872,0.009490067290044134,0.026947744111065312,0.06580546952854818,0.4807162534435262,0.5261707988980716,0.00439046701751872,0.009490067290044134,0.026947744111065312,0.06580546952854818,0.4807162534435262,0.5261707988980716,0.003998131729314771,0.009316125038356694,0.024552137818290094,0.06467012100270655,0.4820936639118457,0.5261707988980716,0.0022098546116953,0.0044011026759217,0.7,0.8999999999999998,0.15587047190967093,0.23626983105129257,0.7885904033152026,0.9644343318185308,0.8978731207232592,0.0022098545658422,0.0044011027329944,0.7,0.8999999999999998,0.15696560709852717,0.2910559704503472,0.0039981317293147,0.0093161250383567,0.1628425092309626,0.1440560941267885,0.9515553515769156,2.2172377591288943,0.3787719342885608,0.9976820350292576,-8.47799446937125,-9.184506602343538,-0.0077929488986743,-0.0059328745110086,0.0035388096559582,0.005958773675164,alpha158_QTLU60,0.8272429555141545,0.8272429555141545,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_MIN10,alpha158_MIN10,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.05371113052260413,0.06104077460421173,0.4053866704075956,0.4462077713446372,0.6377410468319559,0.6611570247933884,0.05371113052260413,0.06104077460421173,0.4053866704075956,0.4462077713446372,0.6377410468319559,0.6611570247933884,0.05356063602909645,0.06084683619327106,0.40460375408386245,0.44490753564616997,0.6377410468319559,0.6611570247933884,0.004286642426023999,0.0081250385943967,0.3,0.6,0.44337541996993246,0.6006550728844626,0.26993881685846316,0.8232386395802885,0.5878181858432736,0.0042866424338999,0.0081250386431627,0.3,0.6,0.4501207018640345,0.6795084928092833,0.0535606360290964,0.060846836193271,0.1323780006697489,0.1367628806396794,12.747431374924956,14.481547013998512,6.241922707056183,6.8636991655659,-3.2251086136130045,-5.8028237757738985,0.0274613903296245,0.0395441574424355,0.04896616868729965,0.05790334740478643,alpha158_MIN20,0.8508501118055579,0.8508501118055579,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_MIN20,alpha158_MIN20,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.058057998143187954,0.07190225743271432,0.4172992047777299,0.49499634729725267,0.6432506887052342,0.6556473829201102,0.058057998143187954,0.07190225743271432,0.4172992047777299,0.49499634729725267,0.6432506887052342,0.6556473829201102,0.057816487384986,0.07166860223832196,0.41594700437669857,0.49369088305216086,0.6418732782369146,0.6556473829201102,0.0042655161702016995,0.0091369730421682,0.09999999999999999,0.9999999999999999,0.3495307825288634,0.4884083163301852,0.5483405453349489,0.9043449608045386,0.7664740303407968,0.0042655161332322,0.0091369729760029,0.09999999999999999,0.9999999999999999,0.3544179074664318,0.5695697521320047,0.057816487384986,0.0716686022383219,0.1389996484567179,0.1451689806286129,13.760323997626667,17.05712733272063,6.416917849488796,7.6162919945403695,-3.9166177235186863,-6.399844103694985,0.0365646688363596,0.0468267946105882,0.054171868033500555,0.06919566905541633,alpha158_MIN30,0.9199881480839261,0.9199881480839261,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_MIN30,alpha158_MIN30,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.06477106933454445,0.08325780887814814,0.44149515040478343,0.5352996962313272,0.650137741046832,0.6570247933884298,0.06477106933454445,0.08325780887814814,0.44149515040478343,0.5352996962313272,0.650137741046832,0.6570247933884298,0.06449217703768555,0.08297729788343249,0.44013005514424697,0.5338184990322468,0.6487603305785123,0.6584022038567493,0.004502095856497563,0.0107992045619763,0.09999999999999999,0.9999999999999999,0.3030740953368528,0.4294362433685091,0.6693091351979491,0.9344847637577698,0.8362995725306086,0.004502095855788116,0.0107992046028199,0.09999999999999999,0.9999999999999999,0.3068813862838233,0.5064786603741992,0.0644921770376855,0.0829772978834324,0.1465298183659579,0.1554410310505556,15.34913813496916,19.74859689625693,6.789995786082943,8.235350702814769,-3.9660853258480016,-6.738160713895583,0.042047214049107,0.0570075328191203,0.06072206786575465,0.07982805241211977,alpha158_MIN20,0.9199881480839261,0.9199881480839261,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_MIN5,alpha158_MIN5,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.04929593873828635,0.05580173012553417,0.3808157647155672,0.42445476966179385,0.6487603305785123,0.6556473829201102,0.04929593873828635,0.05580173012553417,0.3808157647155672,0.42445476966179385,0.6487603305785123,0.6556473829201102,0.049165319054451345,0.055655850936974165,0.38022606774398277,0.42354142115675525,0.6487603305785123,0.6556473829201102,0.0046030985492684995,0.0078349522780717,0.3,0.3,0.5509639633448616,0.7088796506352983,0.15954158074426916,0.6888872990887882,0.32638314365329035,0.004603098654656,0.0078349523212648,0.3,0.3,0.5577983725550165,0.764850575814601,0.0491653190544513,0.0556558509369741,0.1293054927721467,0.1314059219638298,11.701345934959424,13.246092522999856,5.865842079097282,6.534078805282744,-2.457881299591766,-4.579130933132854,0.027794666910356,0.0380025879856835,0.04417082514772613,0.05271275231421395,alpha158_MIN10,0.8463321560751126,0.8463321560751126,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_MIN60,alpha158_MIN60,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.08031648948871863,0.0999449576003777,0.5097080643695003,0.590823177943158,0.6887052341597796,0.6914600550964187,0.08031648948871863,0.0999449576003777,0.5097080643695003,0.590823177943158,0.6887052341597796,0.6914600550964187,0.0800158941817044,0.09968133621962756,0.5084374855028667,0.5895807551292487,0.6887052341597796,0.6887052341597796,0.0064848501724528995,0.0137767489797809,0.7,0.8999999999999998,0.24178155770865892,0.3412222249142188,0.8132335408425337,0.9654099587940342,0.9105536931431535,0.0064848500517359995,0.0137767491364186,0.7,0.8999999999999998,0.24424145945674217,0.4081040444593011,0.0800158941817044,0.0996813362196275,0.1573760717162017,0.1690715569536785,19.04378281524565,23.724158020271364,7.843791496855694,9.095608891265524,-3.5940692368143,-4.955785165102291,0.0559237167032628,0.0758135392254176,0.07204942792072552,0.09138350967140599,alpha158_QTLD60,0.8655365176342892,0.8655365176342892,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_QTLD10,alpha158_QTLD10,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.03942980395749474,0.038871209759018484,0.287338466547319,0.29563923213101634,0.59366391184573,0.5977961432506887,0.03942980395749474,0.038871209759018484,0.287338466547319,0.29563923213101634,0.59366391184573,0.5977961432506887,0.03923156895877114,0.03868283751608412,0.2860651004872554,0.29429667008293386,0.5922865013774105,0.5950413223140496,0.0044253520634799995,0.0059169936727898,0.09999999999999999,0.3,0.43404521385132844,0.65891198222608,0.092066346718371,0.8107390284942311,0.4853977942629004,0.0044253521191963,0.0059169936599319,0.09999999999999999,0.3,0.44036349968092925,0.7498154569381476,0.0392315689587711,0.0386828375160841,0.137142101192868,0.1314416418819253,9.337113412187533,9.20651532882802,4.413197426877081,4.540187897566901,-3.495041389794172,-4.941738357333621,0.0113180737488036,0.0169620191562773,0.03399362096482522,0.0344794885789837,alpha158_MA10,0.9228425031576175,0.9228425031576175,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_QTLD20,alpha158_QTLD20,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.04843675248405864,0.058379868394207945,0.34792494860395967,0.423179101279227,0.6074380165289256,0.6597796143250688,0.04843675248405864,0.058379868394207945,0.34792494860395967,0.423179101279227,0.6074380165289256,0.6597796143250688,0.048081827553328294,0.05822500181757207,0.34564434241857367,0.42229954964239247,0.6046831955922864,0.6584022038567493,0.0047743115986012006,0.0088990206612165,0.09999999999999999,0.7,0.31398801654736447,0.501186010395728,0.4454217714017634,0.9112152686367073,0.7348888642714232,0.0047743115147331,0.0088990208541653,0.09999999999999999,0.7,0.32023815179568405,0.6155084367359549,0.0480818275533282,0.058225001817572,0.139107810117434,0.137876068934664,11.443474957692134,13.857550432582151,5.332341204774917,6.5149201446759,-4.402882170032076,-6.025249055394112,0.0206345749911874,0.0324384137165697,0.04335011693653372,0.05292992012192464,alpha158_MA20,0.9223911496494578,0.9223911496494578,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_QTLD30,alpha158_QTLD30,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.05724966778656946,0.07286283600031326,0.38751138380448363,0.4919972852959784,0.6212121212121212,0.6652892561983471,0.05724966778656946,0.07286283600031326,0.38751138380448363,0.4919972852959784,0.6212121212121212,0.6652892561983471,0.0568432595921597,0.07264959524681192,0.38507299894308633,0.4907954138343895,0.6212121212121212,0.6652892561983471,0.0052738553269851,0.0108812539601184,0.0,0.8999999999999998,0.268696715095476,0.42197229368530054,0.6093382870139948,0.9424243081725558,0.8244709798706872,0.0052738551890391,0.010881253893451698,0.0,0.8999999999999998,0.27270346272399715,0.5284145028544607,0.0568432595921597,0.0726495952468119,0.1476168408280455,0.1480241933787227,13.528695782934014,17.29060366874124,5.940616891752513,7.571622871044688,-4.952799232864432,-6.70218651393055,0.0346667951701954,0.0461261002290984,0.051692366580399246,0.06615753142252451,alpha158_MA30,0.9247849786881701,0.9247849786881701,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_QTLD5,alpha158_QTLD5,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.028783012078269617,0.027451003732406012,0.2122425565109528,0.21145490327107366,0.5633608815426997,0.5578512396694215,0.028783012078269617,0.027451003732406012,0.2122425565109528,0.21145490327107366,0.5633608815426997,0.5578512396694215,0.02856736983763798,0.027298688866988424,0.21074483568301025,0.21044201639577204,0.5619834710743802,0.5606060606060606,0.0041534233664091,0.004866256957335301,0.09999999999999999,0.0,0.6156485197575554,0.7845064111681795,0.02469161690509854,0.5997756988942446,0.11271565249491679,0.0041534233136056,0.0048662569407851,0.09999999999999999,0.0,0.6221313177711458,0.8237638811026354,0.0285673698376379,0.0272986888669884,0.1355543054948559,0.1297207151619788,6.799034021357841,6.497087950343245,3.2512129755769674,3.246541307145648,-2.466900167865883,-3.959491715755805,0.0094321274347375,0.0110034877883531,0.02430220976401415,0.024095169402698652,alpha158_MA5,0.9301964394625365,0.9301964394625365,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_QTLD60,alpha158_QTLD60,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.07710112831370183,0.09782594248938756,0.4809422526224713,0.5929756424490524,0.6776859504132231,0.7038567493112947,0.07710112831370183,0.09782594248938756,0.4809422526224713,0.5929756424490524,0.6776859504132231,0.7038567493112947,0.07664723455564545,0.0975806880871916,0.4783391917851513,0.5918601881509655,0.6749311294765841,0.7011019283746557,0.0076620561378033004,0.015235888685600699,0.7,0.9999999999999999,0.21829382116730092,0.32818599237511986,0.7968240049486346,0.9707509050634132,0.9100464147148009,0.007662056212711,0.0152358886372039,0.7,0.9999999999999999,0.22108031725240207,0.40327071142203585,0.0766472345556454,0.0975806880871916,0.1602361585083582,0.1648711807970124,18.242041824243618,23.2242037647516,7.379457636618417,9.13077427120542,-4.834510216410209,-5.980397909654959,0.0475761294083813,0.0699161686189748,0.06599855649792538,0.08434972929826402,alpha158_MA60,0.9256941753346655,0.9256941753346655,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_QTLU10,alpha158_QTLU10,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.012339133689454652,0.0036538817122663938,0.08630346283641249,0.02702851449116602,0.5192837465564738,0.49173553719008267,0.012339133689454652,0.0036538817122663938,0.08630346283641249,0.02702851449116602,0.5192837465564738,0.49173553719008267,0.01210843388961966,0.003534767740250978,0.08473665615534665,0.026166489998830905,0.5192837465564738,0.4931129476584022,0.0031333767714406,0.0025921626080193,0.0,0.0,0.2967507362573643,0.5146783569472517,0.08777397857291361,0.7924479044076614,0.4573909702009136,0.0031333767348553,0.0025921625765664,0.0,0.0,0.3020525463154756,0.6631262973609489,0.0121084338896196,0.0035347677402509,0.1428948750045248,0.1350875772948113,2.881807265729479,0.8412747221797328,1.307253461781872,0.4036769467388772,-4.164052744105426,-5.115763302507668,-0.0106175740853396,-0.0124626918416843,0.009014941934694876,0.0007250930222928247,alpha158_MA10,0.9246041669841574,0.9246041669841574,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_QTLU20,alpha158_QTLU20,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.020245569030521212,0.02259928591134211,0.1353610357975079,0.16517039236839948,0.5234159779614325,0.5647382920110193,0.020245569030521212,0.02259928591134211,0.1353610357975079,0.16517039236839948,0.5234159779614325,0.5647382920110193,0.019942003796612384,0.022488818028540795,0.13347056045257646,0.1644821247927726,0.522038567493113,0.5619834710743802,0.0030422788649029,0.005483910530985054,0.09999999999999999,0.3,0.22244081312510489,0.36904391416374543,0.39970532448093066,0.8974294663563297,0.692596154056317,0.0030422789054449003,0.005483910524062759,0.09999999999999999,0.3,0.22578855725309577,0.4713762849292942,0.0199420037966123,0.0224888180285408,0.1494112539049238,0.1367249970589446,4.746196903593748,5.35233869079271,2.059083519624912,2.537506632813038,-5.661663042537883,-6.5603315133730185,-0.0081286771685597,-0.0033148175901655,0.015000688955772001,0.015878116778128427,alpha158_MA20,0.9322441646604752,0.9322441646604752,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_QTLU30,alpha158_QTLU30,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.030283878433164952,0.03916428937786654,0.19350011790502675,0.2716434696299008,0.5371900826446281,0.59366391184573,0.030283878433164952,0.03916428937786654,0.19350011790502675,0.2716434696299008,0.5371900826446281,0.59366391184573,0.029953792268419436,0.03900352862729277,0.19153097470578218,0.27077520294459234,0.5358126721763086,0.59366391184573,0.0044484185332155,0.0086884905623037,0.3,0.7,0.19355170239197825,0.309420928162551,0.5597852779257804,0.9320646259750855,0.7918725489926355,0.0044484184209034,0.0086884905069705,0.3,0.7,0.19598238346394023,0.3919611665345226,0.0299537922684194,0.0390035286272927,0.1563913738466197,0.1440439456905288,7.1290025598838245,9.28283981329568,2.954795965320748,4.177316376103811,-6.157425968616904,-7.122436407737407,0.0026865621639682,0.0106813503951589,0.024054194115017677,0.03036366726562585,alpha158_MA30,0.9366978349074512,0.9366978349074512,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_QTLU5,alpha158_QTLU5,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.00012067389159651239,-0.007514487785669158,-0.0008493241810596502,-0.05566815800004643,0.48484848484848486,0.46831955922865015,-0.00012067389159651239,-0.007514487785669158,-0.0008493241810596502,-0.05566815800004643,0.48484848484848486,0.46831955922865015,-0.00031777993504682325,-0.007655476448340424,-0.0022376863009300318,-0.05673968807105784,0.4807162534435262,0.465564738292011,0.0015962481267516142,0.00046361433972679986,0.09999999999999999,0.0,0.433899601354183,0.7328207110252174,0.021913231104714926,0.5854575110234823,0.12162145230489711,0.0015962479453901018,0.0004636141737106999,0.09999999999999999,0.0,0.43918358903863536,0.7909251460392219,-0.0003177799350468,-0.0076554764483404,0.1420127275725587,0.1349227799552423,-0.0756316245411447,-1.8220033947050216,-0.0345213428992278,-0.8753372745241828,-6.683186541421431,-6.356598372457378,-0.0169769232322071,-0.0196757242130111,-0.001904855798960875,-0.0084541703812482,alpha158_MA5,0.9203422900285637,0.9203422900285637,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
