system,factor,turnover_window,turnover_mean,turnover_median,turnover_count,source_file
alphalens_reloaded,alpha158_CNTD10,top_1D,0.35962329002913285,0.345,333,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTD10/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTD10,top_5D,0.562525001639342,0.5651780940499529,238,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTD10/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTD20,top_1D,0.2802725528162397,0.2736318407960199,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_010/alphalens_reloaded/alpha158_CNTD20/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTD20,top_5D,0.4250551889513408,0.42150613349145755,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_010/alphalens_reloaded/alpha158_CNTD20/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTD30,top_1D,0.24591664679498204,0.2371134020618556,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_010/alphalens_reloaded/alpha158_CNTD30/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTD30,top_5D,0.3682879953112918,0.36901254773595193,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_010/alphalens_reloaded/alpha158_CNTD30/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTD5,top_1D,0.4828024177618295,0.487100171120179,34,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTD5/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTD5,top_5D,0.7591393627556386,0.7766990291262136,19,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTD5/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTD60,top_1D,0.20065959543497816,0.1955555555555555,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_010/alphalens_reloaded/alpha158_CNTD60/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTD60,top_5D,0.29195889267609576,0.29471141622171365,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_010/alphalens_reloaded/alpha158_CNTD60/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTN10,top_1D,0.3429424006752974,0.33188405797101445,96,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTN10/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTN10,top_5D,0.5802994366956807,0.593915343915344,62,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTN10/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTN20,top_1D,0.25590648150145257,0.24120247568523429,536,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTN20/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTN20,top_5D,0.40095079278360674,0.39644659377628255,376,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTN20/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTN30,top_1D,0.2182180690776414,0.2070484581497797,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTN30/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTN30,top_5D,0.3450854157870032,0.3402250952737116,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTN30/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTN60,top_1D,0.1751724370795978,0.1674641148325359,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTN60/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTN60,top_5D,0.258016415105339,0.2528104079828217,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTN60/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTP10,top_1D,0.36112635551923006,0.360655737704918,93,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CNTP10/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTP10,top_5D,0.5894540431603027,0.5706901008012406,54,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CNTP10/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTP20,top_1D,0.2745421716569706,0.2627118644067797,525,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTP20/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTP20,top_5D,0.4236241630179051,0.4083333333333333,371,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTP20/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTP30,top_1D,0.23408066500371547,0.2222222222222222,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTP30/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTP30,top_5D,0.3717125427061436,0.3658715351812366,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTP30/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTP5,top_1D,0.813953488372093,0.813953488372093,1,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CNTP5/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTP60,top_1D,0.18516920782857646,0.1778846153846154,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTP60/quantile_turnover.csv
alphalens_reloaded,alpha158_CNTP60,top_5D,0.27930955987780826,0.2841686970646246,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTP60/quantile_turnover.csv
alphalens_reloaded,alpha158_CORD10,top_1D,0.26037263544454364,0.2555066079295154,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CORD10/quantile_turnover.csv
alphalens_reloaded,alpha158_CORD10,top_5D,0.47625878030349045,0.4734513274336283,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CORD10/quantile_turnover.csv
alphalens_reloaded,alpha158_CORD20,top_1D,0.18781884961454087,0.1842105263157894,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CORD20/quantile_turnover.csv
alphalens_reloaded,alpha158_CORD20,top_5D,0.3389548543963536,0.3348017621145374,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CORD20/quantile_turnover.csv
alphalens_reloaded,alpha158_CORD30,top_1D,0.16046913242513358,0.1565217391304348,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CORD30/quantile_turnover.csv
alphalens_reloaded,alpha158_CORD30,top_5D,0.2849524428699462,0.2815941629955947,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CORD30/quantile_turnover.csv
alphalens_reloaded,alpha158_CORD5,top_1D,0.40309956286884896,0.4008810572687225,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CORD5/quantile_turnover.csv
alphalens_reloaded,alpha158_CORD5,top_5D,0.6842786338008463,0.6909436537336713,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CORD5/quantile_turnover.csv
alphalens_reloaded,alpha158_CORD60,top_1D,0.13541992625397248,0.1330472103004291,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CORD60/quantile_turnover.csv
alphalens_reloaded,alpha158_CORD60,top_5D,0.22598008821981683,0.2256637168141592,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CORD60/quantile_turnover.csv
alphalens_reloaded,alpha158_CORR10,top_1D,0.29811188027492047,0.296943231441048,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_CORR10/quantile_turnover.csv
alphalens_reloaded,alpha158_CORR10,top_5D,0.5546399922094104,0.5545851528384279,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_CORR10/quantile_turnover.csv
alphalens_reloaded,alpha158_CORR20,top_1D,0.19753563633278942,0.1955555555555555,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CORR20/quantile_turnover.csv
alphalens_reloaded,alpha158_CORR20,top_5D,0.37344577073917495,0.37061154608237307,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CORR20/quantile_turnover.csv
alphalens_reloaded,alpha158_CORR30,top_1D,0.165126923499144,0.1629955947136563,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CORR30/quantile_turnover.csv
alphalens_reloaded,alpha158_CORR30,top_5D,0.29948149218663334,0.29890422077922074,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CORR30/quantile_turnover.csv
alphalens_reloaded,alpha158_CORR5,top_1D,0.4787772822959958,0.4801762114537445,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_CORR5/quantile_turnover.csv
alphalens_reloaded,alpha158_CORR5,top_5D,0.7739289240280217,0.77851096575606,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_CORR5/quantile_turnover.csv
alphalens_reloaded,alpha158_CORR60,top_1D,0.13229166839654466,0.1318181818181818,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CORR60/quantile_turnover.csv
alphalens_reloaded,alpha158_CORR60,top_5D,0.21802609235738798,0.21412975670617584,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_008/alphalens_reloaded/alpha158_CORR60/quantile_turnover.csv
alphalens_reloaded,alpha158_HIGH0,top_1D,0.6949513567669182,0.6964285714285714,571,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_HIGH0/quantile_turnover.csv
alphalens_reloaded,alpha158_HIGH0,top_5D,0.7235046876691861,0.7288888888888889,405,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_HIGH0/quantile_turnover.csv
alphalens_reloaded,alpha158_IMAX10,top_1D,0.5754687093574433,0.6113744075829384,85,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMAX10/quantile_turnover.csv
alphalens_reloaded,alpha158_IMAX10,top_5D,0.7698260184061123,0.7831325301204819,43,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMAX10/quantile_turnover.csv
alphalens_reloaded,alpha158_IMAX20,top_1D,0.42358008114459866,0.4066216578735581,332,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMAX20/quantile_turnover.csv
alphalens_reloaded,alpha158_IMAX20,top_5D,0.6815692218118786,0.7209302325581395,215,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMAX20/quantile_turnover.csv
alphalens_reloaded,alpha158_IMAX30,top_1D,0.3207537176037226,0.2766990291262136,437,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMAX30/quantile_turnover.csv
alphalens_reloaded,alpha158_IMAX30,top_5D,0.5810959186058028,0.6165145834807008,300,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMAX30/quantile_turnover.csv
alphalens_reloaded,alpha158_IMAX60,top_1D,0.1922494475688401,0.1666666666666666,545,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMAX60/quantile_turnover.csv
alphalens_reloaded,alpha158_IMAX60,top_5D,0.3830545152529449,0.3644859813084112,381,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMAX60/quantile_turnover.csv
alphalens_reloaded,alpha158_IMIN10,top_1D,0.37576011808910464,0.375,25,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMIN10/quantile_turnover.csv
alphalens_reloaded,alpha158_IMIN10,top_5D,0.6751487006869773,0.6766831683168317,6,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMIN10/quantile_turnover.csv
alphalens_reloaded,alpha158_IMIN20,top_1D,0.2717945444684386,0.24528420129096945,154,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMIN20/quantile_turnover.csv
alphalens_reloaded,alpha158_IMIN20,top_5D,0.5351635465760807,0.5509521116138764,90,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMIN20/quantile_turnover.csv
alphalens_reloaded,alpha158_IMIN30,top_1D,0.2020780215959202,0.1720430107526881,225,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMIN30/quantile_turnover.csv
alphalens_reloaded,alpha158_IMIN30,top_5D,0.40949179409142406,0.3886133143432458,146,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMIN30/quantile_turnover.csv
alphalens_reloaded,alpha158_IMIN5,top_1D,0.5993278815210521,0.5932203389830508,15,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMIN5/quantile_turnover.csv
alphalens_reloaded,alpha158_IMIN5,top_5D,0.7704613704613704,0.7636363636363637,3,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_006/alphalens_reloaded/alpha158_IMIN5/quantile_turnover.csv
alphalens_reloaded,alpha158_IMIN60,top_1D,0.1517197756782443,0.13053683981743094,342,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMIN60/quantile_turnover.csv
alphalens_reloaded,alpha158_IMIN60,top_5D,0.2717429354020152,0.2342342342342342,239,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMIN60/quantile_turnover.csv
alphalens_reloaded,alpha158_IMXD10,top_1D,0.41685469866529307,0.3923269314609577,490,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMXD10/quantile_turnover.csv
alphalens_reloaded,alpha158_IMXD10,top_5D,0.700031621064049,0.7142857142857143,339,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMXD10/quantile_turnover.csv
alphalens_reloaded,alpha158_IMXD20,top_1D,0.26798613577950364,0.2542372881355932,563,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMXD20/quantile_turnover.csv
alphalens_reloaded,alpha158_IMXD20,top_5D,0.5159789077015001,0.5038995034542315,400,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMXD20/quantile_turnover.csv
alphalens_reloaded,alpha158_IMXD30,top_1D,0.22447885001609266,0.2,570,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMXD30/quantile_turnover.csv
alphalens_reloaded,alpha158_IMXD30,top_5D,0.41823562189573804,0.4018691588785046,403,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMXD30/quantile_turnover.csv
alphalens_reloaded,alpha158_IMXD5,top_1D,0.6506480522420889,0.6577181208053692,183,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMXD5/quantile_turnover.csv
alphalens_reloaded,alpha158_IMXD5,top_5D,0.8207172630019167,0.8303130977549582,110,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMXD5/quantile_turnover.csv
alphalens_reloaded,alpha158_IMXD60,top_1D,0.14452653762598291,0.1351351351351351,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMXD60/quantile_turnover.csv
alphalens_reloaded,alpha158_IMXD60,top_5D,0.26930225981475764,0.2555559945477174,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_007/alphalens_reloaded/alpha158_IMXD60/quantile_turnover.csv
alphalens_reloaded,alpha158_KLEN,top_1D,0.6251980600780973,0.6289592760180995,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KLEN/quantile_turnover.csv
alphalens_reloaded,alpha158_KLEN,top_5D,0.6671735110391688,0.6703477443609023,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KLEN/quantile_turnover.csv
alphalens_reloaded,alpha158_KLOW,top_1D,0.737247399330517,0.7389380530973452,549,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KLOW/quantile_turnover.csv
alphalens_reloaded,alpha158_KLOW,top_5D,0.7468902376564952,0.7450145531780994,386,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KLOW/quantile_turnover.csv
alphalens_reloaded,alpha158_KLOW2,top_1D,0.8147370953757022,0.8149779735682819,549,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KLOW2/quantile_turnover.csv
alphalens_reloaded,alpha158_KLOW2,top_5D,0.8095952950731216,0.8133333333333334,386,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KLOW2/quantile_turnover.csv
alphalens_reloaded,alpha158_KMID,top_1D,0.8066118263380653,0.8125,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KMID/quantile_turnover.csv
alphalens_reloaded,alpha158_KMID,top_5D,0.8118814901521914,0.8165938864628821,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KMID/quantile_turnover.csv
alphalens_reloaded,alpha158_KMID2,top_1D,0.8376651193189116,0.84375,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KMID2/quantile_turnover.csv
alphalens_reloaded,alpha158_KMID2,top_5D,0.8328103593975387,0.8391304347826087,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KMID2/quantile_turnover.csv
alphalens_reloaded,alpha158_KSFT,top_1D,0.8151925112737217,0.8185840707964602,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KSFT/quantile_turnover.csv
alphalens_reloaded,alpha158_KSFT,top_5D,0.8144265770177466,0.8169642857142857,406,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KSFT/quantile_turnover.csv
alphalens_reloaded,alpha158_KSFT2,top_1D,0.8244531502361592,0.8289473684210527,556,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KSFT2/quantile_turnover.csv
alphalens_reloaded,alpha158_KSFT2,top_5D,0.8238800001335058,0.8281938325991189,394,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KSFT2/quantile_turnover.csv
alphalens_reloaded,alpha158_KUP,top_1D,0.7039500995868183,0.7085201793721974,569,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KUP/quantile_turnover.csv
alphalens_reloaded,alpha158_KUP,top_5D,0.7322805873111269,0.7330459770114942,404,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KUP/quantile_turnover.csv
alphalens_reloaded,alpha158_KUP2,top_1D,0.8230917604065863,0.8266666666666667,569,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KUP2/quantile_turnover.csv
alphalens_reloaded,alpha158_KUP2,top_5D,0.8223222592105325,0.8219806763285025,404,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_KUP2/quantile_turnover.csv
alphalens_reloaded,alpha158_LOW0,top_1D,0.7623012002882465,0.7668161434977578,558,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_LOW0/quantile_turnover.csv
alphalens_reloaded,alpha158_LOW0,top_5D,0.7577238631999104,0.7565217391304347,395,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_LOW0/quantile_turnover.csv
alphalens_reloaded,alpha158_MA10,top_1D,0.3265402294791752,0.3231441048034934,573,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_v4/alpha158_first20_smoke/alphalens_reloaded/alpha158_MA10/quantile_turnover.csv
