outer_split_id,method,validation_label_sha256,mutated_validation_label_sha256,validation_metric_sha256,mutated_validation_metric_sha256,validation_search_sha256,mutated_validation_search_sha256,selected_candidate_change_required,status
split_002,lightgbm,fd1a1eb685d80b9bde977ecd071ed686fb491c8a7e4c905b0b3a2ede8e929581,4b3c21b657f87f8cc65802ce5695868f826d97f444314f3a1ec1ecedf5416d3f,dbdc57d9f6506317cadfb83233fbd040ac5468417fdc4b09ff965486c1dddb3d,2cbec88bf389b4d9a02e67c8d895592a9d4e79f39c539f8195f30ffff597d50c,64e43f5e6b7d3f802b3a1f683e30345caa9f5b48686a4d61c990f80da1d9c057,a965596a66456901d60eb14666a1eca86795c28ee22e88aa8cb4a7bc78a08b59,False,pass
split_003,lightgbm,a88c2e5f027851d70a1b923b2c0fc6856070ff2b53accd2c1bc264a397073586,298672bd62dd89e583d21ea61a5f6894b43c35baf6c9161d4161e36d84b916a3,f125a52bb23a1c8d6922bab9db3355c08ed5d74874ef7fb20ca61e8e0c8ee129,22c21c09114067d6d30b380464f41df641f1d232d8a95349e57496469ce016b0,5aa294cbd2f717857de0fae46dcbe9e1583ec7c3b36e5b8df3f641057c208d80,117ac45d77b13b1edf6d4d8eefb656d64e15ee4bb2661fdc8e03e4d09d71e4b2,False,pass
