pool_name,factor,source_family,source_project,category,screening_gate,promotion_decision,promotion_reason,upstream_role,judgement_role,research_included,downstream_default_included,judgement_label,judgement_reason,source_policy,expected_direction,consensus_direction,consensus_direction_sign,direction_agreement_count,direction_observation_count,direction_agreement_ratio,primary_mean_ic,max_abs_mean_ic,max_abs_qlib_ir,max_abs_ann_alpha,coverage,missing_rate,valid_rows,total_rows,metric_value_count,alphalens_status,jqfactor_status,qlib_status,alphalens_mean_ic_10d,alphalens_mean_ic_20d,jqfactor_mean_ic_10d,jqfactor_mean_ic_20d,qlib_information_ratio_10d,qlib_information_ratio_20d,alphalens_ann_alpha_10d,alphalens_ann_alpha_20d,judgement_issue_tags,license,compute_adapter
multi_source_judgement_v1,alpha158_KLEN,alpha158,qlib_alpha158,alpha158_kbar,strict_screening_input,promoted,,monitor,monitor,False,False,review,review_or_marginal_signal,preserve_alpha158_candidate_pool,watch,negative,-1,2,2,1.0,,,8.476950214664916,,0.9964080406020476,0.0035919593979524,1598099.0,1603860.0,,pass,partial_pass,pass,,,,,-7.288331597298395,-8.476950214664916,,,,MIT,qlib_expression_adapter_pending
multi_source_judgement_v1,alpha158_CORD30,alpha158,qlib_alpha158,alpha158_price_volume_correlation,strict_screening_input,promoted,,monitor,monitor,False,False,review,review_or_marginal_signal,preserve_alpha158_candidate_pool,watch,negative,-1,2,2,1.0,,,7.675019056565318,,0.9986289326998616,0.0013710673001383,1601661.0,1603860.0,,pass,partial_pass,pass,,,,,-5.771782771998623,-7.675019056565318,,,,MIT,qlib_expression_adapter_pending
multi_source_judgement_v1,alpha158_BETA30,alpha158,qlib_alpha158,alpha158_rolling_price,strict_screening_input,promoted,,monitor,monitor,False,False,review,review_or_marginal_signal,preserve_alpha158_candidate_pool,watch,negative,-1,2,2,1.0,,,7.584544325496671,,0.996386841744292,0.003613158255708,1598065.0,1603860.0,,pass,partial_pass,pass,,,,,-5.240696036151011,-7.584544325496671,,,,MIT,qlib_expression_adapter_pending
multi_source_judgement_v1,alpha158_IMXD60,alpha158,qlib_alpha158,alpha158_rolling_price,strict_screening_input,promoted,,monitor,monitor,False,False,review,review_or_marginal_signal,preserve_alpha158_candidate_pool,watch,negative,-1,2,2,1.0,,,7.376790329629402,,0.99881161697405,0.0011883830259499,1601954.0,1603860.0,,pass,partial_pass,pass,,,,,-5.506985602233208,-7.376790329629402,,,,MIT,qlib_expression_adapter_pending
multi_source_judgement_v1,alpha158_BETA60,alpha158,qlib_alpha158,alpha158_rolling_price,strict_screening_input,promoted,,monitor,monitor,False,False,review,review_or_marginal_signal,preserve_alpha158_candidate_pool,watch,negative,-1,2,2,1.0,,,7.3634679898949456,,0.9964011821480678,0.0035988178519321,1598088.0,1603860.0,,pass,partial_pass,pass,,,,,-5.743318958355948,-7.3634679898949456,,,,MIT,qlib_expression_adapter_pending
multi_source_judgement_v1,alpha158_STD5,alpha158,qlib_alpha158,alpha158_rolling_price,strict_screening_input,promoted,,monitor,monitor,False,False,review,review_or_marginal_signal,preserve_alpha158_candidate_pool,watch,negative,-1,2,2,1.0,,,7.1334236874845365,,0.9962209918571446,0.0037790081428553,1597799.0,1603860.0,,pass,partial_pass,pass,,,,,-5.971585425605691,-7.1334236874845365,,,,MIT,qlib_expression_adapter_pending
multi_source_judgement_v1,alpha158_CORD60,alpha158,qlib_alpha158,alpha158_price_volume_correlation,strict_screening_input,promoted,,monitor,monitor,False,False,review,review_or_marginal_signal,preserve_alpha158_candidate_pool,watch,negative,-1,2,2,1.0,,,7.074870540542521,,0.9987972765702742,0.0012027234297258,1601931.0,1603860.0,,pass,partial_pass,pass,,,,,-5.752243202272898,-7.074870540542521,,,,MIT,qlib_expression_adapter_pending
multi_source_judgement_v1,alpha158_STD10,alpha158,qlib_alpha158,alpha158_rolling_price,strict_screening_input,promoted,,monitor,monitor,False,False,review,review_or_marginal_signal,preserve_alpha158_candidate_pool,watch,negative,-1,2,2,1.0,,,7.023461569018114,,0.9962945643634732,0.0037054356365269,1597917.0,1603860.0,,pass,partial_pass,pass,,,,,-5.477901716345464,-7.023461569018114,,,,MIT,qlib_expression_adapter_pending
multi_source_judgement_v1,alpha158_STD20,alpha158,qlib_alpha158,alpha158_rolling_price,strict_screening_input,promoted,,monitor,monitor,False,False,review,review_or_marginal_signal,preserve_alpha158_candidate_pool,watch,negative,-1,2,2,1.0,,,6.81551490589703,,0.9963737483321486,0.0036262516678513,1598044.0,1603860.0,,pass,partial_pass,pass,,,,,-5.548134769576487,-6.81551490589703,,,,MIT,qlib_expression_adapter_pending
multi_source_judgement_v1,alpha158_IMXD30,alpha158,qlib_alpha158,alpha158_rolling_price,strict_screening_input,promoted,,monitor,monitor,False,False,review,review_or_marginal_signal,preserve_alpha158_candidate_pool,watch,negative,-1,2,2,1.0,,,6.643279349343692,,0.998687541306598,0.0013124586934021,1601755.0,1603860.0,,pass,partial_pass,pass,,,,,-4.972124410536397,-6.643279349343692,,,,MIT,qlib_expression_adapter_pending
