liquidity_bucket,position_share_main,position_share_recent,position_share_delta
3.0,0.3462857142857143,0.4096428571428571,0.06335714285714278
4.0,0.3417142857142857,0.3360714285714286,-0.005642857142857116
5.0,0.312,0.2542857142857143,-0.05771428571428572
