fee_schedule_id,sell_stamp_tax_rate,transfer_fee_rate,fill_count,commission,stamp_tax,transfer_fee
a_share_from_2023_08_28,0.0005,1e-05,46463,2073733.7419802644,1677895.1411102214,67645.65323640352
