table,path,rows,sha256
orders,E:\qlib_prj\qlib_baseline\outputs\execution_unit_semantics_correction_v1_2\current\runtime\orders.parquet,53602,a7dca1a10484cb40f2a705bc6963d3e609e45f61c6692507bb529774112e4931
fills,E:\qlib_prj\qlib_baseline\outputs\execution_unit_semantics_correction_v1_2\current\runtime\fills.parquet,46463,576a7d4e85829b939142f4f182b4acd64eb16f89d9f93034433f720a8988c1a2
rejected_orders,E:\qlib_prj\qlib_baseline\outputs\execution_unit_semantics_correction_v1_2\current\runtime\rejected_orders.parquet,7139,3dfdc233dbd153b39573a6af967b2a9dbfca2c3b194ea8b7ce5451c464726ce5
partial_fills,E:\qlib_prj\qlib_baseline\outputs\execution_unit_semantics_correction_v1_2\current\runtime\partial_fills.parquet,27060,93859bf65e8973ba5a9f15e5aa89e883a34f7fac0dcbb17622345c44c3f0eb92
transaction_costs,E:\qlib_prj\qlib_baseline\outputs\execution_unit_semantics_correction_v1_2\current\runtime\transaction_costs.parquet,46463,228447099a2bae087c1c4750d4b8572afff7e28ad91df682da59395761ea1447
daily_accounting,E:\qlib_prj\qlib_baseline\outputs\execution_unit_semantics_correction_v1_2\current\runtime\daily_accounting.parquet,730,e7b93ab891b45b6cea14bf35d169e3330382005fa9d8d0115ad450435af1c49a
positions,E:\qlib_prj\qlib_baseline\outputs\execution_unit_semantics_correction_v1_2\current\runtime\positions.parquet,36136,c6bee4afaaf470b54f48688b63349ea4bab1352a413172d302042a487c78d14b
execution_summary,E:\qlib_prj\qlib_baseline\outputs\execution_unit_semantics_correction_v1_2\current\runtime\execution_summary.parquet,6,c725672898dca612f2ad9ec40822e6b91974144bb112d760a030287053c8852b
