trading_day_count,accounting_day_count,order_count,fill_count,partial_count,rejected_count,ending_nav,total_cash_fee,total_slippage_cost,outer_split_id,method
119,119,8795,7804,4505,991,11260998.851585416,685483.7418932727,1215086.0883444897,split_001,equal_weight
119,119,8754,7751,4478,1003,11331254.811011324,679017.2505145055,1203318.8643117975,split_001,stability_weight
123,123,9227,8040,4533,1187,9707146.820900239,659647.9908379304,1169798.0325299012,split_002,equal_weight
123,123,9266,8028,4550,1238,9629391.364041185,654587.2062899745,1160993.4328217255,split_002,stability_weight
123,123,8809,7420,4473,1389,9841521.059535248,574004.2747453473,1014483.8227065166,split_003,equal_weight
123,123,8751,7420,4521,1331,9645656.928103672,566534.0720458591,1000838.8626854571,split_003,stability_weight
