outer_split_id,datetime,lag,score_autocorrelation,rank_autocorrelation,metric,topk,value
split_001,2024-08-02,1,0.8810728322673137,0.8696783099195774,retention,10,0.2
split_001,2024-08-02,1,0.8810728322673137,0.8696783099195774,retention,20,0.45
split_001,2024-08-02,1,0.8810728322673137,0.8696783099195774,retention,50,0.44
split_001,2024-08-02,1,0.8810728322673137,0.8696783099195774,retention,100,0.48
split_001,2024-08-02,1,0.8810728322673137,0.8696783099195774,edge_churn_share,50,0.25
split_001,2024-08-05,1,0.8683209690275204,0.8556383784095947,retention,10,0.2
split_001,2024-08-05,1,0.8683209690275204,0.8556383784095947,retention,20,0.3
split_001,2024-08-05,1,0.8683209690275204,0.8556383784095947,retention,50,0.4
split_001,2024-08-05,1,0.8683209690275204,0.8556383784095947,retention,100,0.53
split_001,2024-08-05,1,0.8683209690275204,0.8556383784095947,edge_churn_share,50,0.26666666666666666
split_001,2024-08-06,1,0.8831453001201949,0.8878087619521904,retention,10,0.4
split_001,2024-08-06,1,0.8831453001201949,0.8878087619521904,retention,20,0.45
split_001,2024-08-06,1,0.8831453001201949,0.8878087619521904,retention,50,0.48
split_001,2024-08-06,1,0.8831453001201949,0.8878087619521904,retention,100,0.58
split_001,2024-08-06,1,0.8831453001201949,0.8878087619521904,edge_churn_share,50,0.3269230769230769
split_001,2024-08-07,1,0.8866153137453593,0.8816452529113132,retention,10,0.4
split_001,2024-08-07,1,0.8866153137453593,0.8816452529113132,retention,20,0.5
split_001,2024-08-07,1,0.8866153137453593,0.8816452529113132,retention,50,0.38
split_001,2024-08-07,1,0.8866153137453593,0.8816452529113132,retention,100,0.51
split_001,2024-08-07,1,0.8866153137453593,0.8816452529113132,edge_churn_share,50,0.3387096774193548
split_001,2024-08-08,1,0.8755872643722995,0.8762390505597626,retention,10,0.5
split_001,2024-08-08,1,0.8755872643722995,0.8762390505597626,retention,20,0.4
split_001,2024-08-08,1,0.8755872643722995,0.8762390505597626,retention,50,0.48
split_001,2024-08-08,1,0.8755872643722995,0.8762390505597626,retention,100,0.55
split_001,2024-08-08,1,0.8755872643722995,0.8762390505597626,edge_churn_share,50,0.3269230769230769
split_001,2024-08-09,1,0.9051184500988207,0.8975476073869018,retention,10,0.5
split_001,2024-08-09,1,0.9051184500988207,0.8975476073869018,retention,20,0.4
split_001,2024-08-09,1,0.9051184500988207,0.8975476073869018,retention,50,0.54
split_001,2024-08-09,1,0.9051184500988207,0.8975476073869018,retention,100,0.6
split_001,2024-08-09,1,0.9051184500988207,0.8975476073869018,edge_churn_share,50,0.41304347826086957
split_001,2024-08-12,1,0.8810350161757563,0.8753568778392194,retention,10,0.5
split_001,2024-08-12,1,0.8810350161757563,0.8753568778392194,retention,20,0.6
split_001,2024-08-12,1,0.8810350161757563,0.8753568778392194,retention,50,0.58
split_001,2024-08-12,1,0.8810350161757563,0.8753568778392194,retention,100,0.6
split_001,2024-08-12,1,0.8810350161757563,0.8753568778392194,edge_churn_share,50,0.3333333333333333
split_001,2024-08-13,1,0.8890651817046272,0.8863430935857733,retention,10,0.5
split_001,2024-08-13,1,0.8890651817046272,0.8863430935857733,retention,20,0.55
split_001,2024-08-13,1,0.8890651817046272,0.8863430935857733,retention,50,0.56
split_001,2024-08-13,1,0.8890651817046272,0.8863430935857733,retention,100,0.55
split_001,2024-08-13,1,0.8890651817046272,0.8863430935857733,edge_churn_share,50,0.38636363636363635
split_001,2024-08-14,1,0.8646596655910901,0.8685288701322176,retention,10,0.3
split_001,2024-08-14,1,0.8646596655910901,0.8685288701322176,retention,20,0.4
split_001,2024-08-14,1,0.8646596655910901,0.8685288701322176,retention,50,0.48
split_001,2024-08-14,1,0.8646596655910901,0.8685288701322176,retention,100,0.53
split_001,2024-08-14,1,0.8646596655910901,0.8685288701322176,edge_churn_share,50,0.38461538461538464
split_001,2024-08-15,1,0.8875555081536519,0.878392753433774,retention,10,0.3
split_001,2024-08-15,1,0.8875555081536519,0.878392753433774,retention,20,0.4
split_001,2024-08-15,1,0.8875555081536519,0.878392753433774,retention,50,0.56
split_001,2024-08-15,1,0.8875555081536519,0.878392753433774,retention,100,0.6
split_001,2024-08-15,1,0.8875555081536519,0.878392753433774,edge_churn_share,50,0.4318181818181818
split_001,2024-08-16,1,0.8531432305203407,0.8456679931557372,retention,10,0.3
split_001,2024-08-16,1,0.8531432305203407,0.8456679931557372,retention,20,0.35
split_001,2024-08-16,1,0.8531432305203407,0.8456679931557372,retention,50,0.44
split_001,2024-08-16,1,0.8531432305203407,0.8456679931557372,retention,100,0.48
split_001,2024-08-16,1,0.8531432305203407,0.8456679931557372,edge_churn_share,50,0.2857142857142857
split_001,2024-08-19,1,0.8648386604208909,0.8579938482754892,retention,10,0.3
