outer_split_id,factor,importance_type,importance,importance_std
split_001,ta_trend_mass_index,conditional_shap:volatility_proxy:q1,0.0039027065790975786,
split_001,ta_volatility_bbhi,conditional_shap:volatility_proxy:q1,0.0008081758148493346,
split_001,ta_volume_cmf,conditional_shap:volatility_proxy:q1,0.003426018360312232,
split_001,ta_volume_sma_em,conditional_shap:volatility_proxy:q1,0.0026342842412695527,
split_001,alpha158_BETA10,conditional_shap:volatility_proxy:q2,0.004083059231709634,
split_001,alpha158_BETA5,conditional_shap:volatility_proxy:q2,0.0010103199168463384,
split_001,alpha158_CNTD30,conditional_shap:volatility_proxy:q2,0.0011820969195406742,
split_001,alpha158_CNTP60,conditional_shap:volatility_proxy:q2,0.0017024627869128373,
split_001,alpha158_CORD10,conditional_shap:volatility_proxy:q2,0.0013414896356089133,
split_001,alpha158_CORD20,conditional_shap:volatility_proxy:q2,0.002224060430843676,
split_001,alpha158_CORD5,conditional_shap:volatility_proxy:q2,0.0007843401127747631,
split_001,alpha158_CORD60,conditional_shap:volatility_proxy:q2,0.004077206361708888,
split_001,alpha158_CORR10,conditional_shap:volatility_proxy:q2,0.0012826691927273657,
split_001,alpha158_CORR20,conditional_shap:volatility_proxy:q2,0.001222118263095488,
split_001,alpha158_CORR5,conditional_shap:volatility_proxy:q2,0.0006901431784744594,
split_001,alpha158_HIGH0,conditional_shap:volatility_proxy:q2,0.0004748736019259065,
split_001,alpha158_IMIN20,conditional_shap:volatility_proxy:q2,0.0026747563281509347,
split_001,alpha158_KLEN,conditional_shap:volatility_proxy:q2,0.007236566614383745,
split_001,alpha158_KLOW,conditional_shap:volatility_proxy:q2,0.0026621782435835213,
split_001,alpha158_KMID,conditional_shap:volatility_proxy:q2,0.0003532395390494978,
split_001,alpha158_KUP,conditional_shap:volatility_proxy:q2,0.0013110248941287062,
split_001,alpha158_LOW0,conditional_shap:volatility_proxy:q2,0.0005263478754761357,
split_001,alpha158_MAX5,conditional_shap:volatility_proxy:q2,0.007396959205250169,
split_001,alpha158_MIN10,conditional_shap:volatility_proxy:q2,0.007683557519777752,
split_001,alpha158_QTLD60,conditional_shap:volatility_proxy:q2,0.007111017959937951,
split_001,alpha158_RSQR30,conditional_shap:volatility_proxy:q2,0.0035583172158689183,
split_001,alpha158_VMA30,conditional_shap:volatility_proxy:q2,0.002633694633647811,
split_001,alpha158_VMA60,conditional_shap:volatility_proxy:q2,0.002789763462353267,
split_001,alpha158_VSUMD60,conditional_shap:volatility_proxy:q2,0.0033876567970784533,
split_001,alpha360_LOW1,conditional_shap:volatility_proxy:q2,0.00435695541631615,
split_001,alpha360_VOLUME13,conditional_shap:volatility_proxy:q2,0.0005417656708308569,
split_001,amount_cv_20,conditional_shap:volatility_proxy:q2,0.0059217687763858376,
split_001,amount_std_20,conditional_shap:volatility_proxy:q2,0.02006992955100871,
split_001,corr_ret_amount_20,conditional_shap:volatility_proxy:q2,0.0013892539021231277,
split_001,kunquant_alpha101_alpha003,conditional_shap:volatility_proxy:q2,0.0011397575546352435,
split_001,kunquant_alpha101_alpha011,conditional_shap:volatility_proxy:q2,0.0014171875119282152,
split_001,kunquant_alpha101_alpha012,conditional_shap:volatility_proxy:q2,0.0006876513355794048,
split_001,kunquant_alpha101_alpha013,conditional_shap:volatility_proxy:q2,0.00277910616901942,
split_001,kunquant_alpha101_alpha020,conditional_shap:volatility_proxy:q2,0.001821782463519432,
split_001,kunquant_alpha101_alpha029,conditional_shap:volatility_proxy:q2,0.0015834455296790339,
split_001,kunquant_alpha101_alpha034,conditional_shap:volatility_proxy:q2,0.0005738349217575112,
split_001,kunquant_alpha101_alpha050,conditional_shap:volatility_proxy:q2,0.0013097278180351545,
split_001,kunquant_alpha101_alpha055,conditional_shap:volatility_proxy:q2,0.0009485597842005727,
split_001,kunquant_alpha101_alpha062,conditional_shap:volatility_proxy:q2,0.000252199816486848,
split_001,kunquant_alpha101_alpha094,conditional_shap:volatility_proxy:q2,0.0015423994139295398,
split_001,ta_trend_mass_index,conditional_shap:volatility_proxy:q2,0.005476849291988369,
split_001,ta_volatility_bbhi,conditional_shap:volatility_proxy:q2,0.0007558052736271423,
split_001,ta_volume_cmf,conditional_shap:volatility_proxy:q2,0.003818228873637613,
split_001,ta_volume_sma_em,conditional_shap:volatility_proxy:q2,0.0029437993716239794,
split_001,alpha158_BETA10,conditional_shap:volatility_proxy:q3,0.005207628248965871,
split_001,alpha158_BETA5,conditional_shap:volatility_proxy:q3,0.0013163384644823016,
split_001,alpha158_CNTD30,conditional_shap:volatility_proxy:q3,0.0017474974900224696,
split_001,alpha158_CNTP60,conditional_shap:volatility_proxy:q3,0.0018164485834963498,
split_001,alpha158_CORD10,conditional_shap:volatility_proxy:q3,0.001906383108263991,
split_001,alpha158_CORD20,conditional_shap:volatility_proxy:q3,0.002377905712175916,
split_001,alpha158_CORD5,conditional_shap:volatility_proxy:q3,0.000876584420945868,
split_001,alpha158_CORD60,conditional_shap:volatility_proxy:q3,0.003281647413745401,
split_001,alpha158_CORR10,conditional_shap:volatility_proxy:q3,0.001785190220993949,
split_001,alpha158_CORR20,conditional_shap:volatility_proxy:q3,0.002023558542024774,
split_001,alpha158_CORR5,conditional_shap:volatility_proxy:q3,0.0008456165742394466,
split_001,alpha158_HIGH0,conditional_shap:volatility_proxy:q3,0.0007142779522709167,
split_001,alpha158_IMIN20,conditional_shap:volatility_proxy:q3,0.003324738404603165,
split_001,alpha158_KLEN,conditional_shap:volatility_proxy:q3,0.01022137391378532,
split_001,alpha158_KLOW,conditional_shap:volatility_proxy:q3,0.003032846683812808,
split_001,alpha158_KMID,conditional_shap:volatility_proxy:q3,0.0004045122360146848,
split_001,alpha158_KUP,conditional_shap:volatility_proxy:q3,0.001852008545963542,
split_001,alpha158_LOW0,conditional_shap:volatility_proxy:q3,0.0007628929551198811,
split_001,alpha158_MAX5,conditional_shap:volatility_proxy:q3,0.011057583241654184,
split_001,alpha158_MIN10,conditional_shap:volatility_proxy:q3,0.007544316093781443,
split_001,alpha158_QTLD60,conditional_shap:volatility_proxy:q3,0.014182326465814132,
split_001,alpha158_RSQR30,conditional_shap:volatility_proxy:q3,0.004141496216571614,
split_001,alpha158_VMA30,conditional_shap:volatility_proxy:q3,0.002833107637664164,
split_001,alpha158_VMA60,conditional_shap:volatility_proxy:q3,0.002200832586241156,
split_001,alpha158_VSUMD60,conditional_shap:volatility_proxy:q3,0.004863854437220991,
split_001,alpha360_LOW1,conditional_shap:volatility_proxy:q3,0.005798094495642242,
split_001,alpha360_VOLUME13,conditional_shap:volatility_proxy:q3,0.0008434808836086327,
split_001,amount_cv_20,conditional_shap:volatility_proxy:q3,0.010041961557225976,
split_001,amount_std_20,conditional_shap:volatility_proxy:q3,0.02765112284609351,
split_001,corr_ret_amount_20,conditional_shap:volatility_proxy:q3,0.0021549372815698326,
split_001,kunquant_alpha101_alpha003,conditional_shap:volatility_proxy:q3,0.0013225243853145132,
split_001,kunquant_alpha101_alpha011,conditional_shap:volatility_proxy:q3,0.0015487537147124998,
split_001,kunquant_alpha101_alpha012,conditional_shap:volatility_proxy:q3,0.0009248124351659514,
split_001,kunquant_alpha101_alpha013,conditional_shap:volatility_proxy:q3,0.0024286530076748445,
split_001,kunquant_alpha101_alpha020,conditional_shap:volatility_proxy:q3,0.002527599471785441,
split_001,kunquant_alpha101_alpha029,conditional_shap:volatility_proxy:q3,0.0016543851295892737,
split_001,kunquant_alpha101_alpha034,conditional_shap:volatility_proxy:q3,0.0005738129504116627,
split_001,kunquant_alpha101_alpha050,conditional_shap:volatility_proxy:q3,0.001939152336241727,
split_001,kunquant_alpha101_alpha055,conditional_shap:volatility_proxy:q3,0.00121720246565281,
split_001,kunquant_alpha101_alpha062,conditional_shap:volatility_proxy:q3,0.0003852216636762543,
split_001,kunquant_alpha101_alpha094,conditional_shap:volatility_proxy:q3,0.0015733336541936727,
split_001,ta_trend_mass_index,conditional_shap:volatility_proxy:q3,0.010267475045709643,
split_001,ta_volatility_bbhi,conditional_shap:volatility_proxy:q3,0.000528320807965679,
split_001,ta_volume_cmf,conditional_shap:volatility_proxy:q3,0.005974612602483885,
split_001,ta_volume_sma_em,conditional_shap:volatility_proxy:q3,0.003915569523023917,
split_001,alpha158_BETA10,conditional_shap:momentum_proxy:q2,0.0036191600549537713,
split_001,alpha158_BETA5,conditional_shap:momentum_proxy:q2,0.0007179107519434201,
split_001,alpha158_CNTD30,conditional_shap:momentum_proxy:q2,0.0012482101113501002,
split_001,alpha158_CNTP60,conditional_shap:momentum_proxy:q2,0.001511676992169282,
split_001,alpha158_CORD10,conditional_shap:momentum_proxy:q2,0.0014356768248270514,
split_001,alpha158_CORD20,conditional_shap:momentum_proxy:q2,0.0020631649530528508,
split_001,alpha158_CORD5,conditional_shap:momentum_proxy:q2,0.0009379601040537621,
split_001,alpha158_CORD60,conditional_shap:momentum_proxy:q2,0.0043527112006247004,
split_001,alpha158_CORR10,conditional_shap:momentum_proxy:q2,0.0012893020775724107,
split_001,alpha158_CORR20,conditional_shap:momentum_proxy:q2,0.0011066056635692385,
split_001,alpha158_CORR5,conditional_shap:momentum_proxy:q2,0.0007054510253127252,
split_001,alpha158_HIGH0,conditional_shap:momentum_proxy:q2,0.0004637789476450756,
split_001,alpha158_IMIN20,conditional_shap:momentum_proxy:q2,0.002191784309318914,
split_001,alpha158_KLEN,conditional_shap:momentum_proxy:q2,0.0077866499609457514,
split_001,alpha158_KLOW,conditional_shap:momentum_proxy:q2,0.0027977641056081844,
split_001,alpha158_KMID,conditional_shap:momentum_proxy:q2,0.0002888328450446742,
split_001,alpha158_KUP,conditional_shap:momentum_proxy:q2,0.0013593467263758733,
split_001,alpha158_LOW0,conditional_shap:momentum_proxy:q2,0.00044610646123453054,
split_001,alpha158_MAX5,conditional_shap:momentum_proxy:q2,0.008537018466616322,
split_001,alpha158_MIN10,conditional_shap:momentum_proxy:q2,0.007292360106583454,
split_001,alpha158_QTLD60,conditional_shap:momentum_proxy:q2,0.004478228370680965,
split_001,alpha158_RSQR30,conditional_shap:momentum_proxy:q2,0.0027695522959746955,
split_001,alpha158_VMA30,conditional_shap:momentum_proxy:q2,0.0024698618261991246,
split_001,alpha158_VMA60,conditional_shap:momentum_proxy:q2,0.00194639802555076,
split_001,alpha158_VSUMD60,conditional_shap:momentum_proxy:q2,0.0030154570417221817,
split_001,alpha360_LOW1,conditional_shap:momentum_proxy:q2,0.0041259022340634915,
split_001,alpha360_VOLUME13,conditional_shap:momentum_proxy:q2,0.0004777182809127669,
split_001,amount_cv_20,conditional_shap:momentum_proxy:q2,0.005505251106281713,
split_001,amount_std_20,conditional_shap:momentum_proxy:q2,0.020018641415090316,
split_001,corr_ret_amount_20,conditional_shap:momentum_proxy:q2,0.0010188950189530255,
split_001,kunquant_alpha101_alpha003,conditional_shap:momentum_proxy:q2,0.0011400484597021525,
split_001,kunquant_alpha101_alpha011,conditional_shap:momentum_proxy:q2,0.0014560108930066233,
split_001,kunquant_alpha101_alpha012,conditional_shap:momentum_proxy:q2,0.0005365309094319134,
split_001,kunquant_alpha101_alpha013,conditional_shap:momentum_proxy:q2,0.0028460784753216025,
split_001,kunquant_alpha101_alpha020,conditional_shap:momentum_proxy:q2,0.0016828226369766442,
split_001,kunquant_alpha101_alpha029,conditional_shap:momentum_proxy:q2,0.0016311903777967668,
split_001,kunquant_alpha101_alpha034,conditional_shap:momentum_proxy:q2,0.0005720359944316108,
split_001,kunquant_alpha101_alpha050,conditional_shap:momentum_proxy:q2,0.0013118968881497346,
split_001,kunquant_alpha101_alpha055,conditional_shap:momentum_proxy:q2,0.0009222597747772124,
split_001,kunquant_alpha101_alpha062,conditional_shap:momentum_proxy:q2,0.0001883272312795585,
split_001,kunquant_alpha101_alpha094,conditional_shap:momentum_proxy:q2,0.0015692209269044359,
split_001,ta_trend_mass_index,conditional_shap:momentum_proxy:q2,0.004654995703882891,
split_001,ta_volatility_bbhi,conditional_shap:momentum_proxy:q2,0.0006081002472458654,
split_001,ta_volume_cmf,conditional_shap:momentum_proxy:q2,0.0033101215121139975,
split_001,ta_volume_sma_em,conditional_shap:momentum_proxy:q2,0.0027216273295405896,
split_001,alpha158_BETA10,conditional_shap:momentum_proxy:q3,0.005596631733507641,
split_001,alpha158_BETA5,conditional_shap:momentum_proxy:q3,0.0014167297402637611,
split_001,alpha158_CNTD30,conditional_shap:momentum_proxy:q3,0.0018333490021824714,
split_001,alpha158_CNTP60,conditional_shap:momentum_proxy:q3,0.0015698298250485772,
split_001,alpha158_CORD10,conditional_shap:momentum_proxy:q3,0.002102253003976918,
split_001,alpha158_CORD20,conditional_shap:momentum_proxy:q3,0.0026577564527864033,
split_001,alpha158_CORD5,conditional_shap:momentum_proxy:q3,0.0010229634089321744,
split_001,alpha158_CORD60,conditional_shap:momentum_proxy:q3,0.0032981476193382456,
split_001,alpha158_CORR10,conditional_shap:momentum_proxy:q3,0.0017119306625571935,
split_001,alpha158_CORR20,conditional_shap:momentum_proxy:q3,0.0018737701385690467,
split_001,alpha158_CORR5,conditional_shap:momentum_proxy:q3,0.0009864995648218896,
split_001,alpha158_HIGH0,conditional_shap:momentum_proxy:q3,0.0007436506762729576,
split_001,alpha158_IMIN20,conditional_shap:momentum_proxy:q3,0.00276080873930978,
split_001,alpha158_KLEN,conditional_shap:momentum_proxy:q3,0.01229629593911041,
split_001,alpha158_KLOW,conditional_shap:momentum_proxy:q3,0.0037115723765013073,
split_001,alpha158_KMID,conditional_shap:momentum_proxy:q3,0.0003584360777894372,
split_001,alpha158_KUP,conditional_shap:momentum_proxy:q3,0.0019667836585696885,
split_001,alpha158_LOW0,conditional_shap:momentum_proxy:q3,0.0008343223966228893,
split_001,alpha158_MAX5,conditional_shap:momentum_proxy:q3,0.011653585720873463,
split_001,alpha158_MIN10,conditional_shap:momentum_proxy:q3,0.009556947882367226,
split_001,alpha158_QTLD60,conditional_shap:momentum_proxy:q3,0.011423360691780123,
split_001,alpha158_RSQR30,conditional_shap:momentum_proxy:q3,0.0036109275682626126,
split_001,alpha158_VMA30,conditional_shap:momentum_proxy:q3,0.003113072189917045,
split_001,alpha158_VMA60,conditional_shap:momentum_proxy:q3,0.0010149591314735967,
split_001,alpha158_VSUMD60,conditional_shap:momentum_proxy:q3,0.005611557043895194,
split_001,alpha360_LOW1,conditional_shap:momentum_proxy:q3,0.006969078271959794,
split_001,alpha360_VOLUME13,conditional_shap:momentum_proxy:q3,0.0010887728039886688,
split_001,amount_cv_20,conditional_shap:momentum_proxy:q3,0.010704755685110678,
split_001,amount_std_20,conditional_shap:momentum_proxy:q3,0.026735865301549186,
split_001,corr_ret_amount_20,conditional_shap:momentum_proxy:q3,0.002320012568879145,
split_001,kunquant_alpha101_alpha003,conditional_shap:momentum_proxy:q3,0.0013841287078671888,
split_001,kunquant_alpha101_alpha011,conditional_shap:momentum_proxy:q3,0.001547814346084185,
split_001,kunquant_alpha101_alpha012,conditional_shap:momentum_proxy:q3,0.0011043016533748594,
split_001,kunquant_alpha101_alpha013,conditional_shap:momentum_proxy:q3,0.002868361690569551,
split_001,kunquant_alpha101_alpha020,conditional_shap:momentum_proxy:q3,0.0028461531160356135,
split_001,kunquant_alpha101_alpha029,conditional_shap:momentum_proxy:q3,0.001893655904208524,
split_001,kunquant_alpha101_alpha034,conditional_shap:momentum_proxy:q3,0.0005834686223418575,
split_001,kunquant_alpha101_alpha050,conditional_shap:momentum_proxy:q3,0.0022336181816742526,
split_001,kunquant_alpha101_alpha055,conditional_shap:momentum_proxy:q3,0.001315217244101657,
split_001,kunquant_alpha101_alpha062,conditional_shap:momentum_proxy:q3,0.0004484467483578979,
split_001,kunquant_alpha101_alpha094,conditional_shap:momentum_proxy:q3,0.0016625230785856232,
split_001,ta_trend_mass_index,conditional_shap:momentum_proxy:q3,0.010759754999585668,
split_001,ta_volatility_bbhi,conditional_shap:momentum_proxy:q3,0.0011211071752863816,
split_001,ta_volume_cmf,conditional_shap:momentum_proxy:q3,0.005938241678184384,
split_001,ta_volume_sma_em,conditional_shap:momentum_proxy:q3,0.0042514459678038895,
split_001,alpha158_BETA10,conditional_shap:momentum_proxy:q1,0.0032687140608185115,
split_001,alpha158_BETA5,conditional_shap:momentum_proxy:q1,0.0008159125475699393,
split_001,alpha158_CNTD30,conditional_shap:momentum_proxy:q1,0.0009031415392169128,
split_001,alpha158_CNTP60,conditional_shap:momentum_proxy:q1,0.0020283878329667372,
split_001,alpha158_CORD10,conditional_shap:momentum_proxy:q1,0.0009870640835986867,
split_001,alpha158_CORD20,conditional_shap:momentum_proxy:q1,0.0018581388027105578,
split_001,alpha158_CORD5,conditional_shap:momentum_proxy:q1,0.0006786666213155398,
split_001,alpha158_CORD60,conditional_shap:momentum_proxy:q1,0.004039081175532183,
split_001,alpha158_CORR10,conditional_shap:momentum_proxy:q1,0.0010464931368506774,
split_001,alpha158_CORR20,conditional_shap:momentum_proxy:q1,0.0012645150547248342,
split_001,alpha158_CORR5,conditional_shap:momentum_proxy:q1,0.0005056334834427923,
split_001,alpha158_HIGH0,conditional_shap:momentum_proxy:q1,0.00045157657153564675,
split_001,alpha158_IMIN20,conditional_shap:momentum_proxy:q1,0.0027799010972686584,
split_001,alpha158_KLEN,conditional_shap:momentum_proxy:q1,0.004894512758188977,
split_001,alpha158_KLOW,conditional_shap:momentum_proxy:q1,0.0018834308780172225,
split_001,alpha158_KMID,conditional_shap:momentum_proxy:q1,0.00038099746032153127,
split_001,alpha158_KUP,conditional_shap:momentum_proxy:q1,0.00120246105335279,
split_001,alpha158_LOW0,conditional_shap:momentum_proxy:q1,0.000471900569349555,
split_001,alpha158_MAX5,conditional_shap:momentum_proxy:q1,0.005915620247276275,
split_001,alpha158_MIN10,conditional_shap:momentum_proxy:q1,0.0047218673967834935,
split_001,alpha158_QTLD60,conditional_shap:momentum_proxy:q1,0.009120775393355521,
split_001,alpha158_RSQR30,conditional_shap:momentum_proxy:q1,0.00404229848549085,
split_001,alpha158_VMA30,conditional_shap:momentum_proxy:q1,0.0021861034687660954,
split_001,alpha158_VMA60,conditional_shap:momentum_proxy:q1,0.004489733100492801,
split_001,alpha158_VSUMD60,conditional_shap:momentum_proxy:q1,0.002205375105171439,
split_001,alpha360_LOW1,conditional_shap:momentum_proxy:q1,0.002876672749285199,
split_001,alpha360_VOLUME13,conditional_shap:momentum_proxy:q1,0.0002849863145071502,
split_001,amount_cv_20,conditional_shap:momentum_proxy:q1,0.004508959371612076,
split_001,amount_std_20,conditional_shap:momentum_proxy:q1,0.01968208553162099,
split_001,corr_ret_amount_20,conditional_shap:momentum_proxy:q1,0.0012202059850680677,
split_001,kunquant_alpha101_alpha003,conditional_shap:momentum_proxy:q1,0.0011014975600818861,
split_001,kunquant_alpha101_alpha011,conditional_shap:momentum_proxy:q1,0.0013365436116932533,
split_001,kunquant_alpha101_alpha012,conditional_shap:momentum_proxy:q1,0.00046397880178605826,
split_001,kunquant_alpha101_alpha013,conditional_shap:momentum_proxy:q1,0.0023228324475400497,
split_001,kunquant_alpha101_alpha020,conditional_shap:momentum_proxy:q1,0.0012885034283990717,
split_001,kunquant_alpha101_alpha029,conditional_shap:momentum_proxy:q1,0.00136641749935486,
split_001,kunquant_alpha101_alpha034,conditional_shap:momentum_proxy:q1,0.0005584944153397986,
split_001,kunquant_alpha101_alpha050,conditional_shap:momentum_proxy:q1,0.0009227750851874977,
split_001,kunquant_alpha101_alpha055,conditional_shap:momentum_proxy:q1,0.0007141109341561381,
split_001,kunquant_alpha101_alpha062,conditional_shap:momentum_proxy:q1,0.00016022033807484729,
split_001,kunquant_alpha101_alpha094,conditional_shap:momentum_proxy:q1,0.0014356739061131092,
split_001,ta_trend_mass_index,conditional_shap:momentum_proxy:q1,0.004235527276308738,
split_001,ta_volatility_bbhi,conditional_shap:momentum_proxy:q1,0.00036298321720334504,
split_001,ta_volume_cmf,conditional_shap:momentum_proxy:q1,0.0039772376251803136,
split_001,ta_volume_sma_em,conditional_shap:momentum_proxy:q1,0.002524984452394129,
split_002,alpha158_CNTP10,gain,0.0,
split_002,alpha158_CNTP5,gain,0.0119107799837365,
split_002,alpha158_CORD10,gain,0.019432189874351,
split_002,alpha158_CORD20,gain,0.0725929746986366,
split_002,alpha158_CORD5,gain,0.0,
split_002,alpha158_CORR5,gain,0.0122106458293274,
split_002,alpha158_HIGH0,gain,0.0271632701624184,
split_002,alpha158_IMAX10,gain,0.1130535297561436,
split_002,alpha158_IMAX20,gain,0.3084116096142679,
split_002,alpha158_IMAX60,gain,0.1979062905302271,
split_002,alpha158_IMIN5,gain,0.0072956101503223,
split_002,alpha158_KLEN,gain,6.095687311375514,
split_002,alpha158_KLOW,gain,0.1614212789572775,
split_002,alpha158_KUP,gain,0.0594932390376925,
split_002,alpha158_LOW0,gain,0.0091431597247719,
split_002,alpha158_MIN10,gain,0.7237985989195295,
split_002,alpha158_STD10,gain,1.2966016432037577,
split_002,alpha158_VMA60,gain,0.1017277056816965,
split_002,alpha158_VSTD5,gain,0.0024438900873064,
split_002,alpha158_VSUMD20,gain,0.0469880003947764,
split_002,alpha158_VSUMD60,gain,0.2141124573536217,
split_002,alpha360_HIGH34,gain,5.119483593152836,
split_002,alpha360_LOW1,gain,0.1049678375056828,
split_002,amount_cv_20,gain,0.3767046129796654,
split_002,kunquant_alpha101_alpha002,gain,0.0,
split_002,kunquant_alpha101_alpha011,gain,0.964411599561572,
split_002,kunquant_alpha101_alpha012,gain,0.0,
split_002,kunquant_alpha101_alpha013,gain,0.0169998038909398,
split_002,kunquant_alpha101_alpha020,gain,0.0165621801279485,
split_002,kunquant_alpha101_alpha026,gain,0.0057735707960091,
split_002,kunquant_alpha101_alpha029,gain,0.0,
split_002,kunquant_alpha101_alpha034,gain,0.0,
split_002,kunquant_alpha101_alpha050,gain,0.0088161322637461,
split_002,kunquant_alpha101_alpha055,gain,0.0,
split_002,kunquant_alpha101_alpha062,gain,0.0,
split_002,kunquant_alpha101_alpha077,gain,0.2845012813340872,
split_002,kunquant_alpha101_alpha083,gain,6.053828410804272,
split_002,kunquant_alpha101_alpha085,gain,0.0057535582454875,
split_002,kunquant_alpha101_alpha094,gain,0.3059176290407777,
split_002,ta_momentum_ao,gain,0.9498883131891488,
split_002,ta_trend_dpo,gain,0.0,
split_002,ta_volatility_atr,gain,0.4811112645111279,
split_002,ta_volatility_bbhi,gain,0.001303720055148,
split_002,ta_volume_cmf,gain,0.1198148632538504,
split_002,ta_volume_em,gain,0.0396590495947748,
split_002,ta_volume_sma_em,gain,0.6398943250824232,
split_002,alpha158_CNTP10,split,0.0,
split_002,alpha158_CNTP5,split,3.0,
split_002,alpha158_CORD10,split,2.0,
split_002,alpha158_CORD20,split,16.0,
split_002,alpha158_CORD5,split,0.0,
split_002,alpha158_CORR5,split,6.0,
split_002,alpha158_HIGH0,split,6.0,
split_002,alpha158_IMAX10,split,17.0,
split_002,alpha158_IMAX20,split,35.0,
split_002,alpha158_IMAX60,split,42.0,
split_002,alpha158_IMIN5,split,2.0,
split_002,alpha158_KLEN,split,226.0,
split_002,alpha158_KLOW,split,16.0,
split_002,alpha158_KUP,split,7.0,
split_002,alpha158_LOW0,split,1.0,
split_002,alpha158_MIN10,split,34.0,
split_002,alpha158_STD10,split,114.0,
split_002,alpha158_VMA60,split,20.0,
split_002,alpha158_VSTD5,split,1.0,
split_002,alpha158_VSUMD20,split,8.0,
split_002,alpha158_VSUMD60,split,24.0,
split_002,alpha360_HIGH34,split,223.0,
split_002,alpha360_LOW1,split,15.0,
split_002,amount_cv_20,split,46.0,
split_002,kunquant_alpha101_alpha002,split,0.0,
split_002,kunquant_alpha101_alpha011,split,77.0,
split_002,kunquant_alpha101_alpha012,split,0.0,
split_002,kunquant_alpha101_alpha013,split,5.0,
split_002,kunquant_alpha101_alpha020,split,6.0,
split_002,kunquant_alpha101_alpha026,split,2.0,
split_002,kunquant_alpha101_alpha029,split,0.0,
split_002,kunquant_alpha101_alpha034,split,0.0,
split_002,kunquant_alpha101_alpha050,split,9.0,
split_002,kunquant_alpha101_alpha055,split,0.0,
split_002,kunquant_alpha101_alpha062,split,0.0,
split_002,kunquant_alpha101_alpha077,split,44.0,
split_002,kunquant_alpha101_alpha083,split,121.0,
split_002,kunquant_alpha101_alpha085,split,3.0,
split_002,kunquant_alpha101_alpha094,split,33.0,
split_002,ta_momentum_ao,split,85.0,
split_002,ta_trend_dpo,split,0.0,
split_002,ta_volatility_atr,split,54.0,
split_002,ta_volatility_bbhi,split,1.0,
split_002,ta_volume_cmf,split,21.0,
split_002,ta_volume_em,split,8.0,
split_002,ta_volume_sma_em,split,67.0,
split_002,alpha158_CNTP10,daily_rank_ic_permutation,0.0,0.0
split_002,alpha158_CNTP5,daily_rank_ic_permutation,-5.5281564754242986e-05,2.8766812378097713e-05
split_002,alpha158_CORD10,daily_rank_ic_permutation,0.00032411394502483243,1.1498406611832496e-05
split_002,alpha158_CORD20,daily_rank_ic_permutation,0.00013484470908583143,0.000154315171284955
split_002,alpha158_CORD5,daily_rank_ic_permutation,0.0,0.0
split_002,alpha158_CORR5,daily_rank_ic_permutation,4.528558943150962e-05,6.006514937687686e-06
split_002,alpha158_HIGH0,daily_rank_ic_permutation,0.00010654722771407295,1.4671269470988833e-05
split_002,alpha158_IMAX10,daily_rank_ic_permutation,0.0002463429700475898,0.00015927517041747438
split_002,alpha158_IMAX20,daily_rank_ic_permutation,0.0003668284918659411,0.00017976708622449418
split_002,alpha158_IMAX60,daily_rank_ic_permutation,-0.0009836096921316446,0.00022667868144691516
split_002,alpha158_IMIN5,daily_rank_ic_permutation,-4.075470769722885e-05,1.0557225209719748e-05
split_002,alpha158_KLEN,daily_rank_ic_permutation,0.03560171867746172,0.0021093453703424484
split_002,alpha158_KLOW,daily_rank_ic_permutation,0.0011715389069988924,0.0001547540129482015
split_002,alpha158_KUP,daily_rank_ic_permutation,-0.00027702692646947025,0.00013122476049401289
split_002,alpha158_LOW0,daily_rank_ic_permutation,5.545898252431088e-06,1.4480282773683641e-05
split_002,alpha158_MIN10,daily_rank_ic_permutation,0.000832990440242635,0.0005013821668662762
split_002,alpha158_STD10,daily_rank_ic_permutation,0.005146630084522393,0.001455964047919671
split_002,alpha158_VMA60,daily_rank_ic_permutation,-0.0005786555413020977,0.00019622018934226738
split_002,alpha158_VSTD5,daily_rank_ic_permutation,2.2264348959059415e-05,6.108984789048014e-06
split_002,alpha158_VSUMD20,daily_rank_ic_permutation,-6.795973774368728e-05,3.941950246101935e-05
split_002,alpha158_VSUMD60,daily_rank_ic_permutation,0.0004966526674156646,3.4686213172824166e-05
split_002,alpha360_HIGH34,daily_rank_ic_permutation,0.013494833881472898,0.00011756418572081731
split_002,alpha360_LOW1,daily_rank_ic_permutation,0.00016294590662568886,7.252337067973608e-05
split_002,amount_cv_20,daily_rank_ic_permutation,-9.073863393946335e-05,0.0005616719399322365
split_002,kunquant_alpha101_alpha002,daily_rank_ic_permutation,0.0,0.0
split_002,kunquant_alpha101_alpha011,daily_rank_ic_permutation,0.006776203753825048,0.0004639868489419953
split_002,kunquant_alpha101_alpha012,daily_rank_ic_permutation,0.0,0.0
split_002,kunquant_alpha101_alpha013,daily_rank_ic_permutation,5.626490542247805e-05,5.21209567504546e-06
split_002,kunquant_alpha101_alpha020,daily_rank_ic_permutation,5.100676227394e-05,4.0390126958682965e-05
split_002,kunquant_alpha101_alpha026,daily_rank_ic_permutation,0.00021997130686700803,2.935613238913587e-05
split_002,kunquant_alpha101_alpha029,daily_rank_ic_permutation,0.0,0.0
split_002,kunquant_alpha101_alpha034,daily_rank_ic_permutation,0.0,0.0
split_002,kunquant_alpha101_alpha050,daily_rank_ic_permutation,2.400530640151814e-05,6.2350756002317374e-06
