factor,split_id,test_family,metric,train_mean_ic,validation_mean_ic,test_mean_ic,train_count,validation_count,test_count,train_coverage,validation_coverage,test_coverage,selection_eligible,eligible,eligibility_reason,raw_statistic,bootstrap_standard_error,raw_p_value,bootstrap_samples,block_length,random_seed,observation_count,fdr_bh_q_value,fdr_by_q_value,fdr_bh_pass,fdr_by_pass,selected,frozen_direction,selection_reason,test_metrics_used_in_selection
alpha158_BETA30,split_001,split_001|selection_history,rank_ic,-0.07729574415749801,-0.10558869405708833,-0.08495645951949243,688,77,120,1.0,1.0,1.0,True,True,eligible,-0.08014353127157442,0.021516405585768946,0.000999000999000999,1000,20,20260720,765,0.003474786083481736,0.017253978296296806,True,True,True,-1,selected,False
alpha158_CNTD30,split_001,split_001|selection_history,rank_ic,-0.04393106908386477,-0.05696448344669904,-0.036084873422287216,688,77,120,1.0,1.0,1.0,True,True,eligible,-0.04524292909162718,0.01791164259674128,0.01098901098901099,1000,20,20260720,765,0.01628001628001628,0.08083808349931651,True,False,True,-1,selected,False
alpha158_CNTN30,split_001,split_001|selection_history,rank_ic,0.031815781681165285,0.05390058973500286,0.036757952790136245,688,77,120,1.0,1.0,1.0,True,True,eligible,0.03403869700161692,0.017759339200185475,0.06693306693306693,1000,20,20260720,765,0.07874478462713756,0.391005596391079,False,False,False,1,fdr_not_passed,False
alpha158_CNTP5,split_001,split_001|selection_history,rank_ic,-0.01602322520188181,-0.034190105108112684,-0.035183498794159544,688,77,120,1.0,1.0,1.0,True,True,eligible,-0.017851786970221387,0.007928685562250822,0.026973026973026972,1000,20,20260720,765,0.0353744616039698,0.17565115609836585,True,False,True,-1,selected,False
alpha158_CORD30,split_001,split_001|selection_history,rank_ic,-0.05562727533997412,-0.04514688319102433,0.06104125431080882,688,77,120,1.0,1.0,1.0,True,True,eligible,-0.054572386195570026,0.013547764187150223,0.000999000999000999,1000,20,20260720,765,0.003474786083481736,0.017253978296296806,True,True,True,-1,selected,False
alpha158_CORR30,split_001,split_001|selection_history,rank_ic,-0.02215816506184307,-0.13011307173074785,0.07530261502530958,688,77,120,1.0,1.0,1.0,True,True,eligible,-0.03302421449126224,0.01535426229257127,0.03296703296703297,1000,20,20260720,765,0.04186289900575615,0.20786935756967104,True,False,True,-1,selected,False
alpha158_IMAX60,split_001,split_001|selection_history,rank_ic,-0.04716303989009906,0.04433496594799067,-0.06692041798379804,688,77,120,1.0,1.0,1.0,True,True,eligible,-0.037953436688095255,0.01667029409312581,0.02097902097902098,1000,20,20260720,765,0.028936580660718594,0.14368399167433374,True,False,False,-1,direction_mismatch,False
alpha158_IMXD10,split_001,split_001|selection_history,rank_ic,-0.022716004249770685,-0.08902735652435248,-0.046645028139028426,688,77,120,1.0,1.0,1.0,True,True,eligible,-0.029390480230349507,0.011501283651679874,0.008991008991008992,1000,20,20260720,765,0.013832321524629218,0.06868410591025843,True,False,True,-1,selected,False
alpha158_KLOW2,split_001,split_001|selection_history,rank_ic,0.0020947319909119305,0.0158365020947169,-0.002794035813008276,688,77,120,1.0,1.0,1.0,True,True,eligible,0.0034778905503798823,0.004034564316758748,0.3966033966033966,1000,20,20260720,765,0.42304362304362303,1.0,False,False,False,1,fdr_not_passed,False
alpha158_KSFT2,split_001,split_001|selection_history,rank_ic,-0.008494948337717394,-0.019285048879983415,-0.018514894062377475,688,77,120,1.0,1.0,1.0,True,True,eligible,-0.009581010745239598,0.004333354295313649,0.029970029970029972,1000,20,20260720,765,0.0386710064129419,0.1920200810394322,True,False,True,-1,selected,False
