ridge_split_count_complete,elastic_net_split_count_complete,linear_model_development_complete,linear_model_research_complete,pre_test_freeze_ready,single_test_release_complete,research_model_experiment_started,model_training_started,historical_oos_linear_evaluation_complete,production_model_selected,authoritative_execution,unbiased_final_estimate
3,3,True,True,True,True,True,True,True,False,False,False
