factor,valid_rows,total_rows,coverage
kunquant_alpha101_alpha004,33763,133958,0.252041684707147
kunquant_alpha101_alpha009,34001,133958,0.2538183609788143
kunquant_alpha101_alpha012,34001,133958,0.2538183609788143
kunquant_alpha101_alpha033,34001,133958,0.2538183609788143
kunquant_alpha101_alpha101,34001,133958,0.2538183609788143
