datetime,batch_id,factor,rank_ic,pair_count,factor_missing_count,label_missing_count,tie_method
2021-12-15,alpha158_001,alpha158_CNTD10,0.04264801446085373,1994,0,6,average
2021-12-15,alpha158_001,alpha158_CNTD20,-0.061546821618204885,1994,0,6,average
2021-12-15,alpha158_001,alpha158_CNTD30,-0.014256386451750471,1994,0,6,average
2021-12-15,alpha158_001,alpha158_CNTD5,0.008914658556468478,1994,0,6,average
2021-12-15,alpha158_001,alpha158_CNTD60,-0.16390947528297525,1994,0,6,average
2021-12-16,alpha158_001,alpha158_CNTD10,0.028934739997507505,1992,0,8,average
2021-12-16,alpha158_001,alpha158_CNTD20,0.00012044827619573816,1992,0,8,average
2021-12-16,alpha158_001,alpha158_CNTD30,0.0435472824898568,1992,0,8,average
2021-12-16,alpha158_001,alpha158_CNTD5,-0.030584562084722884,1992,0,8,average
2021-12-16,alpha158_001,alpha158_CNTD60,-0.07690973935297865,1992,0,8,average
2021-12-17,alpha158_001,alpha158_CNTD10,0.04830576034983747,1991,0,9,average
2021-12-17,alpha158_001,alpha158_CNTD20,-0.011198441172376285,1991,0,9,average
2021-12-17,alpha158_001,alpha158_CNTD30,0.009349345734018235,1991,0,9,average
2021-12-17,alpha158_001,alpha158_CNTD5,0.047810854264900504,1991,0,9,average
2021-12-17,alpha158_001,alpha158_CNTD60,-0.07386538124871421,1991,0,9,average
2021-12-20,alpha158_001,alpha158_CNTD10,0.10165461237491405,1989,0,11,average
2021-12-20,alpha158_001,alpha158_CNTD20,0.07659140169888165,1989,0,11,average
2021-12-20,alpha158_001,alpha158_CNTD30,0.06206733759750445,1989,0,11,average
2021-12-20,alpha158_001,alpha158_CNTD5,0.07328228971559625,1989,0,11,average
2021-12-20,alpha158_001,alpha158_CNTD60,-0.06697651399997397,1989,0,11,average
2021-12-21,alpha158_001,alpha158_CNTD10,0.08960451673071385,1990,0,10,average
2021-12-21,alpha158_001,alpha158_CNTD20,0.1273727088325707,1990,0,10,average
2021-12-21,alpha158_001,alpha158_CNTD30,0.08843234680495018,1990,0,10,average
2021-12-21,alpha158_001,alpha158_CNTD5,0.17441660368257692,1990,0,10,average
2021-12-21,alpha158_001,alpha158_CNTD60,-0.0784930766186764,1990,0,10,average
2021-12-22,alpha158_001,alpha158_CNTD10,0.12044177394509788,1992,0,8,average
2021-12-22,alpha158_001,alpha158_CNTD20,0.08484128207716811,1992,0,8,average
2021-12-22,alpha158_001,alpha158_CNTD30,0.04163448929822588,1992,0,8,average
2021-12-22,alpha158_001,alpha158_CNTD5,0.15030772613648455,1992,0,8,average
2021-12-22,alpha158_001,alpha158_CNTD60,-0.08924056897479882,1992,0,8,average
2021-12-23,alpha158_001,alpha158_CNTD10,-0.009195340519516832,1993,0,7,average
2021-12-23,alpha158_001,alpha158_CNTD20,0.01881795627835632,1993,0,7,average
2021-12-23,alpha158_001,alpha158_CNTD30,-0.030673764700632798,1993,0,7,average
2021-12-23,alpha158_001,alpha158_CNTD5,-0.01458714855992559,1993,0,7,average
2021-12-23,alpha158_001,alpha158_CNTD60,-0.12187616118422957,1993,0,7,average
2021-12-24,alpha158_001,alpha158_CNTD10,-0.02009402564574083,1992,0,8,average
2021-12-24,alpha158_001,alpha158_CNTD20,0.008207629325701146,1992,0,8,average
2021-12-24,alpha158_001,alpha158_CNTD30,-0.05758883371705464,1992,0,8,average
2021-12-24,alpha158_001,alpha158_CNTD5,-0.05811736111385141,1992,0,8,average
2021-12-24,alpha158_001,alpha158_CNTD60,-0.12674429249715516,1992,0,8,average
2021-12-27,alpha158_001,alpha158_CNTD10,0.05481126835036095,1991,0,9,average
2021-12-27,alpha158_001,alpha158_CNTD20,0.12458478374131937,1991,0,9,average
2021-12-27,alpha158_001,alpha158_CNTD30,-0.0022825058151609507,1991,0,9,average
2021-12-27,alpha158_001,alpha158_CNTD5,0.02154522155726453,1991,0,9,average
2021-12-27,alpha158_001,alpha158_CNTD60,-0.09078467331575094,1991,0,9,average
2021-12-28,alpha158_001,alpha158_CNTD10,0.11969496055937545,1992,0,8,average
2021-12-28,alpha158_001,alpha158_CNTD20,0.16163570648584016,1992,0,8,average
2021-12-28,alpha158_001,alpha158_CNTD30,0.03867639869689438,1992,0,8,average
2021-12-28,alpha158_001,alpha158_CNTD5,-0.026559873186591497,1992,0,8,average
2021-12-28,alpha158_001,alpha158_CNTD60,-0.11742902338886348,1992,0,8,average
2021-12-29,alpha158_001,alpha158_CNTD10,0.09276249732200093,1992,0,8,average
2021-12-29,alpha158_001,alpha158_CNTD20,0.11168236239311913,1992,0,8,average
2021-12-29,alpha158_001,alpha158_CNTD30,0.03935523050980472,1992,0,8,average
2021-12-29,alpha158_001,alpha158_CNTD5,0.010910892803112053,1992,0,8,average
2021-12-29,alpha158_001,alpha158_CNTD60,-0.1282388994154137,1992,0,8,average
2021-12-30,alpha158_001,alpha158_CNTD10,-0.008897747942538451,1995,0,5,average
2021-12-30,alpha158_001,alpha158_CNTD20,0.03996962022922042,1995,0,5,average
2021-12-30,alpha158_001,alpha158_CNTD30,0.029291703801107297,1995,0,5,average
2021-12-30,alpha158_001,alpha158_CNTD5,-0.03508256927803949,1995,0,5,average
2021-12-30,alpha158_001,alpha158_CNTD60,-0.14995452629865125,1995,0,5,average
2021-12-31,alpha158_001,alpha158_CNTD10,-0.013298072806019655,1996,0,4,average
2021-12-31,alpha158_001,alpha158_CNTD20,0.0322312536264874,1996,0,4,average
2021-12-31,alpha158_001,alpha158_CNTD30,0.021976091420906337,1996,0,4,average
2021-12-31,alpha158_001,alpha158_CNTD5,0.04625346891470054,1996,0,4,average
2021-12-31,alpha158_001,alpha158_CNTD60,-0.15954835939657938,1996,0,4,average
2022-01-04,alpha158_001,alpha158_CNTD10,0.03701886127377116,1997,0,3,average
2022-01-04,alpha158_001,alpha158_CNTD20,0.013234568620390519,1997,0,3,average
2022-01-04,alpha158_001,alpha158_CNTD30,0.06254732493964472,1997,0,3,average
2022-01-04,alpha158_001,alpha158_CNTD5,0.05842459481031661,1997,0,3,average
2022-01-04,alpha158_001,alpha158_CNTD60,-0.08092958380550387,1997,0,3,average
2022-01-05,alpha158_001,alpha158_CNTD10,0.05096644589727735,1998,0,2,average
2022-01-05,alpha158_001,alpha158_CNTD20,0.023918153053994945,1998,0,2,average
2022-01-05,alpha158_001,alpha158_CNTD30,0.08094847317572965,1998,0,2,average
2022-01-05,alpha158_001,alpha158_CNTD5,0.1311553397179595,1998,0,2,average
2022-01-05,alpha158_001,alpha158_CNTD60,-0.09639829372794038,1998,0,2,average
2022-01-06,alpha158_001,alpha158_CNTD10,0.08422971278817137,1998,0,2,average
2022-01-06,alpha158_001,alpha158_CNTD20,0.025034331758421857,1998,0,2,average
2022-01-06,alpha158_001,alpha158_CNTD30,0.049112608722014575,1998,0,2,average
2022-01-06,alpha158_001,alpha158_CNTD5,0.09885659611690746,1998,0,2,average
2022-01-06,alpha158_001,alpha158_CNTD60,-0.06655055708580344,1998,0,2,average
2022-01-07,alpha158_001,alpha158_CNTD10,0.0622394913899508,1998,0,2,average
2022-01-07,alpha158_001,alpha158_CNTD20,0.03457047188552772,1998,0,2,average
2022-01-07,alpha158_001,alpha158_CNTD30,0.05692797582973134,1998,0,2,average
2022-01-07,alpha158_001,alpha158_CNTD5,0.11934360181779936,1998,0,2,average
2022-01-07,alpha158_001,alpha158_CNTD60,-0.04890218393169843,1998,0,2,average
2022-01-10,alpha158_001,alpha158_CNTD10,0.007803678108972743,1997,0,3,average
2022-01-10,alpha158_001,alpha158_CNTD20,-0.009628667895556184,1997,0,3,average
2022-01-10,alpha158_001,alpha158_CNTD30,-0.014055913880034375,1997,0,3,average
2022-01-10,alpha158_001,alpha158_CNTD5,0.00016544729889169987,1997,0,3,average
2022-01-10,alpha158_001,alpha158_CNTD60,-0.0674389403148775,1997,0,3,average
2022-01-11,alpha158_001,alpha158_CNTD10,0.0680874980906322,1996,0,4,average
2022-01-11,alpha158_001,alpha158_CNTD20,0.03236549813322425,1996,0,4,average
2022-01-11,alpha158_001,alpha158_CNTD30,0.06134607489367056,1996,0,4,average
2022-01-11,alpha158_001,alpha158_CNTD5,0.05982155238158238,1996,0,4,average
2022-01-11,alpha158_001,alpha158_CNTD60,-0.07410310859249442,1996,0,4,average
2022-01-12,alpha158_001,alpha158_CNTD10,-0.047420362732004735,1996,0,4,average
2022-01-12,alpha158_001,alpha158_CNTD20,-0.03290415664732397,1996,0,4,average
2022-01-12,alpha158_001,alpha158_CNTD30,-0.04280250665309417,1996,0,4,average
2022-01-12,alpha158_001,alpha158_CNTD5,-0.014862090072407599,1996,0,4,average
2022-01-12,alpha158_001,alpha158_CNTD60,-0.12369513325573656,1996,0,4,average
2022-01-13,alpha158_001,alpha158_CNTD10,0.03937350536378114,1995,0,5,average
2022-01-13,alpha158_001,alpha158_CNTD20,0.02087783269731686,1995,0,5,average
2022-01-13,alpha158_001,alpha158_CNTD30,0.031690607629054436,1995,0,5,average
2022-01-13,alpha158_001,alpha158_CNTD5,0.027831985335781656,1995,0,5,average
2022-01-13,alpha158_001,alpha158_CNTD60,-0.09419926843442941,1995,0,5,average
2022-01-14,alpha158_001,alpha158_CNTD10,-0.00142478371599211,1993,0,7,average
2022-01-14,alpha158_001,alpha158_CNTD20,-0.05774811544234996,1993,0,7,average
2022-01-14,alpha158_001,alpha158_CNTD30,-0.013976495382662851,1993,0,7,average
2022-01-14,alpha158_001,alpha158_CNTD5,-0.14908318225680803,1993,0,7,average
2022-01-14,alpha158_001,alpha158_CNTD60,-0.17076545940626023,1993,0,7,average
2022-01-17,alpha158_001,alpha158_CNTD10,-0.01238346057077711,1992,0,8,average
2022-01-17,alpha158_001,alpha158_CNTD20,-0.08265920164467894,1992,0,8,average
2022-01-17,alpha158_001,alpha158_CNTD30,-0.05983520454661038,1992,0,8,average
2022-01-17,alpha158_001,alpha158_CNTD5,-0.1851208321084154,1992,0,8,average
2022-01-17,alpha158_001,alpha158_CNTD60,-0.13309425025885244,1992,0,8,average
2022-01-18,alpha158_001,alpha158_CNTD10,-0.04634127184740483,1991,0,9,average
2022-01-18,alpha158_001,alpha158_CNTD20,-0.12256320355585448,1991,0,9,average
2022-01-18,alpha158_001,alpha158_CNTD30,-0.17354485596519886,1991,0,9,average
2022-01-18,alpha158_001,alpha158_CNTD5,-0.07608250570701355,1991,0,9,average
2022-01-18,alpha158_001,alpha158_CNTD60,-0.17939283094439995,1991,0,9,average
2022-01-19,alpha158_001,alpha158_CNTD10,-0.08836695204235775,1993,0,7,average
2022-01-19,alpha158_001,alpha158_CNTD20,-0.16635783179750602,1993,0,7,average
2022-01-19,alpha158_001,alpha158_CNTD30,-0.20215498407111468,1993,0,7,average
2022-01-19,alpha158_001,alpha158_CNTD5,-0.15154788886899007,1993,0,7,average
2022-01-19,alpha158_001,alpha158_CNTD60,-0.17778675515712905,1993,0,7,average
2022-01-20,alpha158_001,alpha158_CNTD10,-0.18189197351757166,1993,0,7,average
2022-01-20,alpha158_001,alpha158_CNTD20,-0.18738356770679743,1993,0,7,average
2022-01-20,alpha158_001,alpha158_CNTD30,-0.22965275527861698,1993,0,7,average
2022-01-20,alpha158_001,alpha158_CNTD5,-0.18361031652818888,1993,0,7,average
2022-01-20,alpha158_001,alpha158_CNTD60,-0.20239484048003178,1993,0,7,average
2022-01-21,alpha158_001,alpha158_CNTD10,-0.08365760923012668,1993,0,7,average
2022-01-21,alpha158_001,alpha158_CNTD20,-0.12479653618470624,1993,0,7,average
2022-01-21,alpha158_001,alpha158_CNTD30,-0.12427517716424392,1993,0,7,average
2022-01-21,alpha158_001,alpha158_CNTD5,-0.11447343556303677,1993,0,7,average
2022-01-21,alpha158_001,alpha158_CNTD60,-0.13804195310932654,1993,0,7,average
2022-01-24,alpha158_001,alpha158_CNTD10,-0.034437911403914494,1993,0,7,average
2022-01-24,alpha158_001,alpha158_CNTD20,-0.04564059337882129,1993,0,7,average
2022-01-24,alpha158_001,alpha158_CNTD30,-0.06222638843487233,1993,0,7,average
2022-01-24,alpha158_001,alpha158_CNTD5,-0.04556415863709631,1993,0,7,average
2022-01-24,alpha158_001,alpha158_CNTD60,-0.059306546661297775,1993,0,7,average
2022-01-25,alpha158_001,alpha158_CNTD10,-0.084761951691753,1991,0,9,average
2022-01-25,alpha158_001,alpha158_CNTD20,-0.0051432770761592715,1991,0,9,average
2022-01-25,alpha158_001,alpha158_CNTD30,-0.016804580335433708,1991,0,9,average
2022-01-25,alpha158_001,alpha158_CNTD5,-0.027718661991965206,1991,0,9,average
2022-01-25,alpha158_001,alpha158_CNTD60,-0.0280317274488961,1991,0,9,average
2022-01-26,alpha158_001,alpha158_CNTD10,-0.07354893304360935,1994,0,6,average
2022-01-26,alpha158_001,alpha158_CNTD20,0.0563806761929131,1994,0,6,average
2022-01-26,alpha158_001,alpha158_CNTD30,0.058008313059867526,1994,0,6,average
2022-01-26,alpha158_001,alpha158_CNTD5,0.01012487472122345,1994,0,6,average
2022-01-26,alpha158_001,alpha158_CNTD60,0.055090245380849966,1994,0,6,average
2022-01-27,alpha158_001,alpha158_CNTD10,-0.043426935828940035,1995,0,5,average
2022-01-27,alpha158_001,alpha158_CNTD20,0.03485179141458343,1995,0,5,average
2022-01-27,alpha158_001,alpha158_CNTD30,0.04302822526873578,1995,0,5,average
2022-01-27,alpha158_001,alpha158_CNTD5,0.06623245084976521,1995,0,5,average
2022-01-27,alpha158_001,alpha158_CNTD60,0.02946368553567134,1995,0,5,average
2022-01-28,alpha158_001,alpha158_CNTD10,0.02720603583023886,1997,0,3,average
2022-01-28,alpha158_001,alpha158_CNTD20,0.09684491732495522,1997,0,3,average
2022-01-28,alpha158_001,alpha158_CNTD30,0.07997320977011214,1997,0,3,average
2022-01-28,alpha158_001,alpha158_CNTD5,0.06944335947247532,1997,0,3,average
2022-01-28,alpha158_001,alpha158_CNTD60,0.10670833653808176,1997,0,3,average
2022-02-07,alpha158_001,alpha158_CNTD10,0.058945645644463036,1997,0,3,average
2022-02-07,alpha158_001,alpha158_CNTD20,0.06675609077246702,1997,0,3,average
2022-02-07,alpha158_001,alpha158_CNTD30,0.03205631883491175,1997,0,3,average
2022-02-07,alpha158_001,alpha158_CNTD5,0.06165138793698307,1997,0,3,average
2022-02-07,alpha158_001,alpha158_CNTD60,0.09769512462283914,1997,0,3,average
2022-02-08,alpha158_001,alpha158_CNTD10,0.08203970255584894,1997,0,3,average
2022-02-08,alpha158_001,alpha158_CNTD20,0.08114790237954761,1997,0,3,average
2022-02-08,alpha158_001,alpha158_CNTD30,0.03304865843345611,1997,0,3,average
2022-02-08,alpha158_001,alpha158_CNTD5,0.06881199973623565,1997,0,3,average
2022-02-08,alpha158_001,alpha158_CNTD60,0.061202216342331625,1997,0,3,average
2022-02-09,alpha158_001,alpha158_CNTD10,0.031154498759845137,1997,0,3,average
2022-02-09,alpha158_001,alpha158_CNTD20,0.04644761989169412,1997,0,3,average
2022-02-09,alpha158_001,alpha158_CNTD30,-0.02141690421362655,1997,0,3,average
2022-02-09,alpha158_001,alpha158_CNTD5,-0.017326060637610607,1997,0,3,average
2022-02-09,alpha158_001,alpha158_CNTD60,-0.007904570657798284,1997,0,3,average
2022-02-10,alpha158_001,alpha158_CNTD10,0.008497829859060769,1997,0,3,average
2022-02-10,alpha158_001,alpha158_CNTD20,-0.04422915897609143,1997,0,3,average
2022-02-10,alpha158_001,alpha158_CNTD30,-0.054376517243991715,1997,0,3,average
2022-02-10,alpha158_001,alpha158_CNTD5,-0.0360976315507781,1997,0,3,average
2022-02-10,alpha158_001,alpha158_CNTD60,-0.018296890213004235,1997,0,3,average
2022-02-11,alpha158_001,alpha158_CNTD10,-0.026479391756036502,1999,0,1,average
2022-02-11,alpha158_001,alpha158_CNTD20,-0.008252897423711282,1999,0,1,average
2022-02-11,alpha158_001,alpha158_CNTD30,-0.029151398749094795,1999,0,1,average
2022-02-11,alpha158_001,alpha158_CNTD5,-0.04966989915671084,1999,0,1,average
2022-02-11,alpha158_001,alpha158_CNTD60,0.0018066369024227727,1999,0,1,average
2022-02-14,alpha158_001,alpha158_CNTD10,0.033332671254610285,1998,0,2,average
2022-02-14,alpha158_001,alpha158_CNTD20,0.06163891480348572,1998,0,2,average
2022-02-14,alpha158_001,alpha158_CNTD30,0.06547239400239735,1998,0,2,average
2022-02-14,alpha158_001,alpha158_CNTD5,0.040604468831849046,1998,0,2,average
2022-02-14,alpha158_001,alpha158_CNTD60,0.05908719320320131,1998,0,2,average
2022-02-15,alpha158_001,alpha158_CNTD10,0.014746136967285122,1997,0,3,average
2022-02-15,alpha158_001,alpha158_CNTD20,0.06063604843309576,1997,0,3,average
2022-02-15,alpha158_001,alpha158_CNTD30,0.07443782723297405,1997,0,3,average
2022-02-15,alpha158_001,alpha158_CNTD5,0.05985939154235921,1997,0,3,average
2022-02-15,alpha158_001,alpha158_CNTD60,0.06624821359726075,1997,0,3,average
2022-02-16,alpha158_001,alpha158_CNTD10,-0.02190107554239048,1997,0,3,average
2022-02-16,alpha158_001,alpha158_CNTD20,0.0019175613433917843,1997,0,3,average
2022-02-16,alpha158_001,alpha158_CNTD30,0.040729992613179486,1997,0,3,average
2022-02-16,alpha158_001,alpha158_CNTD5,0.011261340037198204,1997,0,3,average
2022-02-16,alpha158_001,alpha158_CNTD60,0.05117185003431298,1997,0,3,average
2022-02-17,alpha158_001,alpha158_CNTD10,0.03125609368827217,1998,0,2,average
2022-02-17,alpha158_001,alpha158_CNTD20,0.019846781605928673,1998,0,2,average
2022-02-17,alpha158_001,alpha158_CNTD30,0.04863355530823533,1998,0,2,average
2022-02-17,alpha158_001,alpha158_CNTD5,0.05726072777199939,1998,0,2,average
2022-02-17,alpha158_001,alpha158_CNTD60,0.05717238363117061,1998,0,2,average
2022-02-18,alpha158_001,alpha158_CNTD10,0.03880545887411169,1999,0,1,average
2022-02-18,alpha158_001,alpha158_CNTD20,-0.0308894321948913,1999,0,1,average
2022-02-18,alpha158_001,alpha158_CNTD30,0.02568718524112414,1999,0,1,average
2022-02-18,alpha158_001,alpha158_CNTD5,0.10385757871683214,1999,0,1,average
2022-02-18,alpha158_001,alpha158_CNTD60,0.025854196584091712,1999,0,1,average
2022-02-21,alpha158_001,alpha158_CNTD10,0.02587322808485005,1998,0,2,average
2022-02-21,alpha158_001,alpha158_CNTD20,-0.02172844699914346,1998,0,2,average
2022-02-21,alpha158_001,alpha158_CNTD30,0.03751151256222099,1998,0,2,average
2022-02-21,alpha158_001,alpha158_CNTD5,0.013282429189776394,1998,0,2,average
2022-02-21,alpha158_001,alpha158_CNTD60,0.06787456192616696,1998,0,2,average
2022-02-22,alpha158_001,alpha158_CNTD10,0.0616061206044142,1998,0,2,average
2022-02-22,alpha158_001,alpha158_CNTD20,0.07039224150513748,1998,0,2,average
2022-02-22,alpha158_001,alpha158_CNTD30,0.08585067660322691,1998,0,2,average
2022-02-22,alpha158_001,alpha158_CNTD5,0.07651855705935287,1998,0,2,average
2022-02-22,alpha158_001,alpha158_CNTD60,0.15314625284009803,1998,0,2,average
2022-02-23,alpha158_001,alpha158_CNTD10,0.04022719067299317,1999,0,1,average
2022-02-23,alpha158_001,alpha158_CNTD20,0.03476631755003703,1999,0,1,average
2022-02-23,alpha158_001,alpha158_CNTD30,0.0819581019665742,1999,0,1,average
2022-02-23,alpha158_001,alpha158_CNTD5,0.02597079288066274,1999,0,1,average
2022-02-23,alpha158_001,alpha158_CNTD60,0.1669031279716182,1999,0,1,average
2022-02-24,alpha158_001,alpha158_CNTD10,0.0023785010674745918,1999,0,1,average
2022-02-24,alpha158_001,alpha158_CNTD20,0.062246612233861624,1999,0,1,average
2022-02-24,alpha158_001,alpha158_CNTD30,0.11619387954175193,1999,0,1,average
2022-02-24,alpha158_001,alpha158_CNTD5,0.10038438107665247,1999,0,1,average
2022-02-24,alpha158_001,alpha158_CNTD60,0.21804443494847964,1999,0,1,average
2022-02-25,alpha158_001,alpha158_CNTD10,-0.08918556295396171,1999,0,1,average
2022-02-25,alpha158_001,alpha158_CNTD20,0.03898018334982139,1999,0,1,average
2022-02-25,alpha158_001,alpha158_CNTD30,0.07160575428374384,1999,0,1,average
2022-02-25,alpha158_001,alpha158_CNTD5,-0.07696580723197005,1999,0,1,average
2022-02-25,alpha158_001,alpha158_CNTD60,0.22414606830702283,1999,0,1,average
2022-02-28,alpha158_001,alpha158_CNTD10,-0.0490503429678063,2000,0,0,average
2022-02-28,alpha158_001,alpha158_CNTD20,0.09625159659180559,2000,0,0,average
2022-02-28,alpha158_001,alpha158_CNTD30,0.06980537343412875,2000,0,0,average
2022-02-28,alpha158_001,alpha158_CNTD5,-0.07370174793335788,2000,0,0,average
2022-02-28,alpha158_001,alpha158_CNTD60,0.24776430750337197,2000,0,0,average
2022-03-01,alpha158_001,alpha158_CNTD10,0.006303458046183104,1998,0,2,average
2022-03-01,alpha158_001,alpha158_CNTD20,0.036298219425721936,1998,0,2,average
2022-03-01,alpha158_001,alpha158_CNTD30,0.0024299043082812626,1998,0,2,average
2022-03-01,alpha158_001,alpha158_CNTD5,-0.057934904586258384,1998,0,2,average
2022-03-01,alpha158_001,alpha158_CNTD60,0.19804359434698401,1998,0,2,average
2022-03-02,alpha158_001,alpha158_CNTD10,0.011893529285111122,1997,0,3,average
2022-03-02,alpha158_001,alpha158_CNTD20,0.03547089440776149,1997,0,3,average
2022-03-02,alpha158_001,alpha158_CNTD30,0.035655931419353706,1997,0,3,average
2022-03-02,alpha158_001,alpha158_CNTD5,0.04952981133358218,1997,0,3,average
2022-03-02,alpha158_001,alpha158_CNTD60,0.18395876256131516,1997,0,3,average
2022-03-03,alpha158_001,alpha158_CNTD10,0.08341193410506044,1998,0,2,average
2022-03-03,alpha158_001,alpha158_CNTD20,0.05064168659679967,1998,0,2,average
2022-03-03,alpha158_001,alpha158_CNTD30,0.055812455801143,1998,0,2,average
2022-03-03,alpha158_001,alpha158_CNTD5,0.13102210474963832,1998,0,2,average
2022-03-03,alpha158_001,alpha158_CNTD60,0.18458694725880168,1998,0,2,average
2022-03-04,alpha158_001,alpha158_CNTD10,0.022023872184399555,1997,0,3,average
2022-03-04,alpha158_001,alpha158_CNTD20,0.05968786283317574,1997,0,3,average
2022-03-04,alpha158_001,alpha158_CNTD30,0.05467448326318864,1997,0,3,average
2022-03-04,alpha158_001,alpha158_CNTD5,0.17762509255473702,1997,0,3,average
2022-03-04,alpha158_001,alpha158_CNTD60,0.18327301967293913,1997,0,3,average
2022-03-07,alpha158_001,alpha158_CNTD10,0.03922736124043963,1995,0,5,average
2022-03-07,alpha158_001,alpha158_CNTD20,0.1007003904717674,1995,0,5,average
2022-03-07,alpha158_001,alpha158_CNTD30,0.09583425819633291,1995,0,5,average
2022-03-07,alpha158_001,alpha158_CNTD5,0.21593922266795376,1995,0,5,average
2022-03-07,alpha158_001,alpha158_CNTD60,0.2022722581372271,1995,0,5,average
2022-03-08,alpha158_001,alpha158_CNTD10,0.02657609326313677,1995,0,5,average
2022-03-08,alpha158_001,alpha158_CNTD20,0.025102612660325208,1995,0,5,average
2022-03-08,alpha158_001,alpha158_CNTD30,0.09807335769143843,1995,0,5,average
2022-03-08,alpha158_001,alpha158_CNTD5,0.15130446318033022,1995,0,5,average
2022-03-08,alpha158_001,alpha158_CNTD60,0.18215668184587547,1995,0,5,average
2022-03-09,alpha158_001,alpha158_CNTD10,0.06300600977608767,1995,0,5,average
2022-03-09,alpha158_001,alpha158_CNTD20,0.013388944449183246,1995,0,5,average
2022-03-09,alpha158_001,alpha158_CNTD30,0.05440744315763484,1995,0,5,average
2022-03-09,alpha158_001,alpha158_CNTD5,0.07863693512174079,1995,0,5,average
2022-03-09,alpha158_001,alpha158_CNTD60,0.16960363568020959,1995,0,5,average
2022-03-10,alpha158_001,alpha158_CNTD10,0.06549815757369162,1996,0,4,average
2022-03-10,alpha158_001,alpha158_CNTD20,-0.07767203157397033,1996,0,4,average
2022-03-10,alpha158_001,alpha158_CNTD30,0.018942482290512982,1996,0,4,average
2022-03-10,alpha158_001,alpha158_CNTD5,-0.1348330354982738,1996,0,4,average
2022-03-10,alpha158_001,alpha158_CNTD60,0.17354273903612438,1996,0,4,average
2022-03-11,alpha158_001,alpha158_CNTD10,0.1642763532160543,1997,0,3,average
2022-03-11,alpha158_001,alpha158_CNTD20,-0.057920376725421226,1997,0,3,average
2022-03-11,alpha158_001,alpha158_CNTD30,0.08449882508304862,1997,0,3,average
2022-03-11,alpha158_001,alpha158_CNTD5,-0.062085680848809034,1997,0,3,average
2022-03-11,alpha158_001,alpha158_CNTD60,0.17633860765531037,1997,0,3,average
2022-03-14,alpha158_001,alpha158_CNTD10,0.18522984198008643,1997,0,3,average
2022-03-14,alpha158_001,alpha158_CNTD20,-0.03977892092017013,1997,0,3,average
2022-03-14,alpha158_001,alpha158_CNTD30,0.12281395664581578,1997,0,3,average
2022-03-14,alpha158_001,alpha158_CNTD5,-0.13500950192566474,1997,0,3,average
2022-03-14,alpha158_001,alpha158_CNTD60,0.1908726820230074,1997,0,3,average
2022-03-15,alpha158_001,alpha158_CNTD10,0.12849048691679343,1996,0,4,average
2022-03-15,alpha158_001,alpha158_CNTD20,0.02200842260949265,1996,0,4,average
2022-03-15,alpha158_001,alpha158_CNTD30,0.09933948304440214,1996,0,4,average
2022-03-15,alpha158_001,alpha158_CNTD5,-0.09429489820572255,1996,0,4,average
2022-03-15,alpha158_001,alpha158_CNTD60,0.17707250807600072,1996,0,4,average
2022-03-16,alpha158_001,alpha158_CNTD10,0.0597826846140445,1995,0,5,average
2022-03-16,alpha158_001,alpha158_CNTD20,-0.01631821126807701,1995,0,5,average
2022-03-16,alpha158_001,alpha158_CNTD30,0.09960129695352987,1995,0,5,average
2022-03-16,alpha158_001,alpha158_CNTD5,-0.008844267056570595,1995,0,5,average
2022-03-16,alpha158_001,alpha158_CNTD60,0.2017326399029917,1995,0,5,average
2022-03-17,alpha158_001,alpha158_CNTD10,-0.09358042061198434,1995,0,5,average
2022-03-17,alpha158_001,alpha158_CNTD20,0.051686730371057865,1995,0,5,average
2022-03-17,alpha158_001,alpha158_CNTD30,0.11431327642644706,1995,0,5,average
2022-03-17,alpha158_001,alpha158_CNTD5,0.05802740349929786,1995,0,5,average
2022-03-17,alpha158_001,alpha158_CNTD60,0.2094141993924834,1995,0,5,average
2022-03-18,alpha158_001,alpha158_CNTD10,0.039764596485918687,1995,0,5,average
2022-03-18,alpha158_001,alpha158_CNTD20,0.01840042201914006,1995,0,5,average
2022-03-18,alpha158_001,alpha158_CNTD30,0.12583841607248683,1995,0,5,average
2022-03-18,alpha158_001,alpha158_CNTD5,0.16435033766399051,1995,0,5,average
2022-03-18,alpha158_001,alpha158_CNTD60,0.19059890514744085,1995,0,5,average
2022-03-21,alpha158_001,alpha158_CNTD10,-0.051195286029797116,1995,0,5,average
2022-03-21,alpha158_001,alpha158_CNTD20,-0.02879183704668688,1995,0,5,average
2022-03-21,alpha158_001,alpha158_CNTD30,0.0377506904477756,1995,0,5,average
2022-03-21,alpha158_001,alpha158_CNTD5,0.02061758103035892,1995,0,5,average
2022-03-21,alpha158_001,alpha158_CNTD60,0.13702081353157147,1995,0,5,average
2022-03-22,alpha158_001,alpha158_CNTD10,0.05518902071366614,1995,0,5,average
2022-03-22,alpha158_001,alpha158_CNTD20,0.03376654434885942,1995,0,5,average
2022-03-22,alpha158_001,alpha158_CNTD30,0.02331500395166584,1995,0,5,average
2022-03-22,alpha158_001,alpha158_CNTD5,0.160073263386195,1995,0,5,average
2022-03-22,alpha158_001,alpha158_CNTD60,0.1648464632199602,1995,0,5,average
2022-03-23,alpha158_001,alpha158_CNTD10,0.01986207172568852,1996,0,4,average
